,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAME-ID
1906,Miami Heat,42,94,44.7,9,33,27.3,20,27,74.1,13,28,41,26,11,3,14,24,113,-4,0,2
1907,Washington Wizards,40,80,50,14,24,58.3,23,27,85.2,8,33,41,25,7,3,18,22,117,4,1,2
1908,Houston Rockets,38,72,52.8,17,33,51.5,29,34,85.3,7,30,37,25,11,7,20,20,122,10,0,3
1909,Oklahoma City Thunder,46,93,49.5,12,34,35.3,8,11,72.7,12,22,34,18,12,4,19,28,112,-10,1,3
1910,Denver Nuggets,38,92,41.3,11,36,30.6,20,26,76.9,11,38,49,23,5,8,14,16,107,-11,0,4
1911,Dallas Mavericks,43,90,47.8,15,27,55.6,17,23,73.9,9,42,51,24,8,3,15,20,118,11,1,4
1912,New York Knicks,35,83,42.2,7,19,36.8,10,15,66.7,9,30,39,21,7,7,14,19,87,-24,0,5
1913,Portland Trail Blazers,35,81,43.2,20,33,60.6,21,24,87.5,15,36,51,22,4,4,19,15,111,24,1,5
1914,Brooklyn Nets,36,85,42.4,9,34,26.5,20,25,80,10,28,38,24,7,1,12,18,101,-13,0,6
1915,Golden State Warriors,47,83,56.6,11,23,47.8,9,11,81.8,5,36,41,30,8,7,17,18,114,13,1,6
1916,New Orleans Pelicans,46,103,44.7,13,30,43.3,16,18,88.9,9,42,51,39,11,12,8,20,121,5,0,7
1917,LA Clippers,46,99,46.5,7,27,25.9,17,26,65.4,10,47,57,25,5,2,13,18,116,-5,1,7
1918,Utah Jazz,41,80,51.2,11,31,35.5,11,16,68.8,7,35,42,30,9,5,12,18,104,20,0,0
1919,Indiana Pacers,34,88,38.6,3,23,13,13,17,76.5,14,31,45,12,9,3,12,17,84,-20,1,0
1920,Toronto Raptors,45,101,44.6,12,40,30,19,21,90.5,11,36,47,33,9,7,9,20,121,2,0,1
1921,Detroit Pistons,44,90,48.9,13,26,50,18,23,78.3,9,42,51,27,2,7,16,23,119,-2,1,1
1922,Memphis Grizzlies,40,82,48.8,10,29,34.5,20,25,80,9,24,33,24,12,3,14,26,110,-9,0,2
1923,Chicago Bulls,42,79,53.2,11,29,37.9,24,32,75,9,32,41,25,10,1,20,22,119,9,1,2
1924,Houston Rockets,39,82,47.6,14,40,35,18,27,66.7,12,35,47,22,9,5,16,21,110,11,0,3
1925,Milwaukee Bucks,38,83,45.8,9,28,32.1,14,19,73.7,6,32,38,21,9,3,13,22,99,-11,1,3
1926,New Orleans Pelicans,47,83,56.6,11,26,42.3,9,9,100,5,35,40,26,6,7,16,22,114,13,0,4
1927,Sacramento Kings,39,93,41.9,9,28,32.1,14,17,82.4,14,25,39,20,4,5,9,16,101,-13,1,4
1928,Cleveland Cavaliers,44,87,50.6,13,29,44.8,12,18,66.7,7,28,35,25,10,4,10,19,113,5,0,5
1929,Denver Nuggets,42,86,48.8,10,27,37,14,18,77.8,14,37,51,22,7,2,21,16,108,-5,1,5
1930,Orlando Magic,42,84,50,12,28,42.9,11,19,57.9,8,35,43,31,5,4,16,22,107,-1,0,6
1931,Los Angeles Lakers,43,88,48.9,11,33,33.3,11,12,91.7,7,32,39,27,7,3,14,16,108,1,1,6
1932,Brooklyn Nets,47,92,51.1,11,32,34.4,20,22,90.9,9,34,43,30,7,7,10,27,125,14,0,0
1933,Charlotte Hornets,41,85,48.2,4,19,21.1,25,30,83.3,6,30,36,19,5,5,13,21,111,-14,1,0
1934,Philadelphia 76ers,34,86,39.5,15,37,40.5,16,21,76.2,9,37,46,28,9,4,18,20,99,-9,0,1
1935,Miami Heat,42,89,47.2,14,26,53.8,10,18,55.6,6,43,49,26,10,8,14,20,108,9,1,1
1936,Boston Celtics,43,87,49.4,11,32,34.4,20,27,74.1,9,37,46,28,7,2,11,17,117,8,0,2
1937,Minnesota Timberwolves,44,94,46.8,12,31,38.7,9,13,69.2,13,34,47,24,3,3,12,22,109,-8,1,2
1938,Phoenix Suns,31,92,33.7,9,37,24.3,16,18,88.9,7,36,43,15,9,4,13,25,87,-28,0,3
1939,Oklahoma City Thunder,42,80,52.5,13,33,39.4,18,27,66.7,6,43,49,21,6,11,18,20,115,28,1,3
1940,San Antonio Spurs,43,95,45.3,6,22,27.3,15,18,83.3,10,35,45,29,7,3,12,20,107,-3,0,4
1941,Golden State Warriors,41,95,43.2,8,30,26.7,20,23,87,12,37,49,30,6,12,10,18,110,3,1,4
1942,Chicago Bulls,33,93,35.5,9,31,29,8,10,80,10,32,42,19,11,0,13,19,83,-16,0,0
1943,Detroit Pistons,38,81,46.9,9,27,33.3,14,18,77.8,11,39,50,22,8,9,16,13,99,16,1,0
1944,Atlanta Hawks,34,82,41.5,10,33,30.3,9,10,90,6,29,35,21,11,4,18,13,87,-25,0,1
1945,Indiana Pacers,45,91,49.5,14,28,50,8,10,80,9,40,49,21,11,3,16,16,112,25,1,1
1946,Houston Rockets,40,81,49.4,9,27,33.3,16,23,69.6,7,29,36,15,9,3,13,13,105,-3,0,2
1947,Toronto Raptors,41,85,48.2,15,38,39.5,11,14,78.6,12,30,42,22,7,2,16,20,108,3,1,2
1948,Utah Jazz,33,74,44.6,13,32,40.6,16,22,72.7,8,40,48,26,10,8,17,17,95,17,0,3
1949,Memphis Grizzlies,31,83,37.3,6,22,27.3,10,14,71.4,10,29,39,16,4,5,15,22,78,-17,1,3
1950,New York Knicks,47,98,48,7,28,25,11,14,78.6,11,28,39,24,6,5,11,26,112,-8,0,4
1951,Milwaukee Bucks,41,73,56.2,8,18,44.4,30,39,76.9,6,36,42,29,8,6,14,16,120,8,1,4
1952,Washington Wizards,46,96,47.9,9,26,34.6,15,20,75,10,39,49,34,10,4,12,16,116,19,0,5
1953,New Orleans Pelicans,38,82,46.3,6,20,30,15,18,83.3,2,36,38,23,3,10,15,18,97,-19,1,5
1954,Los Angeles Lakers,45,92,48.9,14,35,40,12,16,75,12,32,44,25,8,6,15,23,116,-9,0,6
1955,Denver Nuggets,42,83,50.6,15,31,48.4,26,30,86.7,7,29,36,30,10,6,12,16,125,9,1,6
1956,Golden State Warriors,38,78,48.7,12,28,42.9,20,24,83.3,6,27,33,20,5,3,10,20,108,-17,0,7
1957,Portland Trail Blazers,44,89,49.4,16,39,41,21,27,77.8,14,32,46,21,4,2,11,17,125,17,1,7
1958,Orlando Magic,33,78,42.3,9,29,31,13,16,81.3,5,29,34,17,7,4,14,17,88,-6,0,8
1959,Sacramento Kings,36,83,43.4,9,25,36,13,15,86.7,13,37,50,24,7,3,16,21,94,6,1,8
1960,Cleveland Cavaliers,39,87,44.8,12,36,33.3,12,18,66.7,8,32,40,22,10,7,12,28,102,-14,0,9
1961,LA Clippers,43,89,48.3,11,28,39.3,19,30,63.3,13,39,52,25,6,3,13,16,116,14,1,9
1962,Phoenix Suns,42,83,50.6,18,32,56.3,13,19,68.4,5,30,35,27,9,3,14,25,115,-7,0,0
1963,Charlotte Hornets,44,87,50.6,13,32,40.6,21,27,77.8,7,34,41,24,11,5,12,18,122,7,1,0
1964,Washington Wizards,34,77,44.2,7,20,35,27,34,79.4,8,32,40,22,4,2,15,20,102,-27,0,1
1965,Miami Heat,52,88,59.1,10,28,35.7,15,21,71.4,5,37,42,27,9,5,10,25,129,27,1,1
1966,Memphis Grizzlies,30,84,35.7,7,18,38.9,13,17,76.5,9,32,41,19,4,4,14,24,80,-34,0,2
1967,Dallas Mavericks,37,77,48.1,10,29,34.5,30,35,85.7,9,43,52,21,8,3,10,18,114,34,1,2
1968,San Antonio Spurs,40,86,46.5,10,20,50,4,7,57.1,6,37,43,26,6,3,14,22,94,-10,0,3
1969,Oklahoma City Thunder,39,85,45.9,10,28,35.7,16,24,66.7,11,38,49,24,8,4,15,13,104,10,1,3
1970,Orlando Magic,38,84,45.2,8,24,33.3,21,27,77.8,9,24,33,20,12,2,14,19,105,-8,0,4
1971,LA Clippers,41,78,52.6,7,18,38.9,24,28,85.7,8,33,41,17,9,3,15,20,113,8,1,4
1972,Toronto Raptors,47,93,50.5,16,35,45.7,22,25,88,14,38,52,32,3,3,11,19,132,26,0,0
1973,New York Knicks,40,88,45.5,7,21,33.3,19,24,79.2,8,29,37,21,7,4,10,19,106,-26,1,0
1974,Chicago Bulls,48,98,49,17,37,45.9,16,19,84.2,13,34,47,31,10,4,5,24,129,7,0,1
1975,Atlanta Hawks,42,82,51.2,19,40,47.5,19,22,86.4,5,37,42,32,2,5,15,14,122,-7,1,1
1976,Golden State Warriors,37,91,40.7,10,36,27.8,19,21,90.5,12,38,50,22,6,7,13,17,103,-6,0,2
1977,Minnesota Timberwolves,44,95,46.3,6,20,30,15,21,71.4,13,37,50,27,7,3,9,15,109,6,1,2
1978,Utah Jazz,40,96,41.7,12,32,37.5,24,25,96,17,38,55,24,4,3,15,20,116,17,0,3
1979,New Orleans Pelicans,41,93,44.1,6,21,28.6,11,13,84.6,10,28,38,28,7,14,13,25,99,-17,1,3
1980,Sacramento Kings,39,91,42.9,6,31,19.4,20,26,76.9,7,31,38,25,3,1,3,21,104,-26,0,4
1981,Denver Nuggets,50,89,56.2,15,37,40.5,15,21,71.4,8,43,51,38,2,4,7,17,130,26,1,4
1982,Houston Rockets,39,84,46.4,17,45,37.8,10,14,71.4,6,39,45,21,5,5,11,22,105,23,0,5
1983,Dallas Mavericks,33,94,35.1,5,31,16.1,11,18,61.1,17,36,53,27,5,2,10,18,82,-23,1,5
1984,Indiana Pacers,39,81,48.1,12,22,54.5,9,10,90,6,33,39,26,9,7,18,20,99,2,0,6
1985,Boston Celtics,34,81,42,12,37,32.4,17,21,81,10,32,42,26,10,5,16,13,97,-2,1,6
1986,Philadelphia 76ers,50,95,52.6,9,26,34.6,11,18,61.1,12,36,48,33,12,7,9,19,120,23,0,7
1987,Brooklyn Nets,33,85,38.8,10,28,35.7,21,24,87.5,13,29,42,17,5,5,18,19,97,-23,1,7
1988,Cleveland Cavaliers,41,88,46.6,12,31,38.7,19,23,82.6,7,30,37,22,4,5,12,18,113,-14,0,8
1989,Los Angeles Lakers,48,96,50,13,34,38.2,18,20,90,14,37,51,30,9,4,13,19,127,14,1,8
1990,San Antonio Spurs,33,81,40.7,11,28,39.3,16,23,69.6,7,29,36,20,5,2,13,17,93,-16,0,0
1991,Houston Rockets,39,80,48.7,13,44,29.5,18,23,78.3,9,41,50,24,6,4,15,24,109,16,1,0
1992,Milwaukee Bucks,47,81,58,12,25,48,15,22,68.2,11,36,47,33,6,5,18,22,121,18,0,1
1993,Memphis Grizzlies,42,89,47.2,9,27,33.3,10,19,52.6,10,21,31,27,6,5,9,23,103,-18,1,1
1994,Sacramento Kings,38,93,40.9,12,33,36.4,13,16,81.3,13,36,49,21,8,6,11,22,101,-5,0,2
1995,Oklahoma City Thunder,38,84,45.2,16,36,44.4,14,18,77.8,5,38,43,21,5,6,10,15,106,5,1,2
1996,Miami Heat,39,91,42.9,10,31,32.3,11,16,68.8,10,36,46,24,6,4,11,24,99,-16,0,3
1997,Portland Trail Blazers,38,83,45.8,14,36,38.9,25,30,83.3,9,41,50,23,5,6,12,15,115,16,1,3
1998,Indiana Pacers,38,95,40,5,24,20.8,20,25,80,14,31,45,20,13,2,9,23,101,3,0,0
1999,Philadelphia 76ers,35,75,46.7,10,30,33.3,18,22,81.8,7,41,48,24,3,7,21,25,98,-3,1,0
2000,Minnesota Timberwolves,46,87,52.9,7,21,33.3,17,19,89.5,11,26,37,23,10,7,10,21,116,5,0,1
2001,Washington Wizards,42,82,51.2,8,20,40,19,25,76,14,25,39,26,6,4,11,17,111,-5,1,1
2002,Oklahoma City Thunder,42,89,47.2,16,35,45.7,19,25,76,9,29,38,27,9,11,7,21,119,12,0,2
2003,Atlanta Hawks,37,87,42.5,13,31,41.9,20,24,83.3,13,34,47,26,5,5,15,25,107,-12,1,2
2004,Toronto Raptors,44,91,48.4,11,31,35.5,17,21,81,13,40,53,27,7,6,11,20,116,14,0,3
2005,Brooklyn Nets,35,86,40.7,15,36,41.7,17,19,89.5,9,29,38,21,9,6,11,19,102,-14,1,3
2006,Dallas Mavericks,40,89,44.9,14,35,40,16,18,88.9,12,28,40,22,11,1,12,15,110,13,0,4
2007,New York Knicks,40,82,48.8,8,25,32,9,12,75,10,34,44,19,9,1,19,18,97,-13,1,4
2008,LA Clippers,37,76,48.7,8,29,27.6,30,41,73.2,6,36,42,27,4,5,14,14,112,6,0,5
2009,Chicago Bulls,43,101,42.6,7,29,24.1,13,15,86.7,11,34,45,26,11,2,9,28,106,-6,1,5
2010,Charlotte Hornets,45,93,48.4,7,26,26.9,18,22,81.8,8,37,45,22,8,9,13,13,115,-4,0,6
2011,New Orleans Pelicans,52,104,50,9,22,40.9,6,8,75,14,36,50,33,10,7,12,16,119,4,1,6
2012,Orlando Magic,28,82,34.1,7,23,30.4,9,9,100,9,32,41,16,5,3,20,19,72,-36,0,7
2013,San Antonio Spurs,40,84,47.6,9,19,47.4,19,23,82.6,11,37,48,24,10,7,12,13,108,36,1,7
2014,Detroit Pistons,30,80,37.5,5,25,20,14,19,73.7,8,24,32,14,14,4,17,23,79,-31,0,8
2015,Utah Jazz,42,76,55.3,13,34,38.2,13,23,56.5,11,41,52,29,10,5,22,22,110,31,1,8
2016,Cleveland Cavaliers,43,87,49.4,17,35,48.6,26,30,86.7,5,39,44,25,12,9,19,25,129,22,0,9
2017,Phoenix Suns,38,98,38.8,6,32,18.8,25,30,83.3,11,36,47,17,10,2,18,21,107,-22,1,9
2018,Denver Nuggets,38,86,44.2,13,40,32.5,14,19,73.7,5,39,44,26,12,4,19,26,103,-9,0,10
2019,Los Angeles Lakers,40,90,44.4,15,40,37.5,17,25,68,12,40,52,20,6,3,15,23,112,9,1,10
2020,Milwaukee Bucks,49,98,50,10,24,41.7,9,12,75,9,28,37,28,12,5,11,20,117,-9,0,0
2021,Orlando Magic,44,87,50.6,18,34,52.9,20,23,87,9,33,42,31,10,4,17,16,126,9,1,0
2022,Washington Wizards,46,97,47.4,12,32,37.5,21,28,75,13,39,52,29,10,6,19,26,125,1,0,1
2023,Boston Celtics,48,99,48.5,12,26,46.2,16,23,69.6,10,34,44,30,9,5,17,22,124,-1,1,1
2024,Miami Heat,41,99,41.4,18,43,41.9,19,21,90.5,15,38,53,26,5,2,14,23,119,-4,0,2
2025,Sacramento Kings,48,94,51.1,8,24,33.3,19,25,76,8,35,43,23,6,7,11,21,123,4,1,2
2026,Los Angeles Lakers,38,84,45.2,12,38,31.6,18,28,64.3,7,28,35,24,11,8,14,19,106,-11,0,3
2027,Golden State Warriors,44,81,54.3,6,20,30,23,28,82.1,11,39,50,25,8,6,21,24,117,11,1,3
2028,Toronto Raptors,35,79,44.3,12,32,37.5,24,28,85.7,18,39,57,20,4,8,20,19,106,7,0,0
2029,Indiana Pacers,40,93,43,7,24,29.2,12,17,70.6,11,23,34,17,12,1,8,25,99,-7,1,0
2030,Charlotte Hornets,46,87,52.9,17,33,51.5,20,30,66.7,6,39,45,30,3,3,10,21,129,12,0,1
2031,Atlanta Hawks,42,90,46.7,16,36,44.4,17,26,65.4,6,40,46,30,5,2,11,27,117,-12,1,1
2032,Philadelphia 76ers,41,91,45.1,15,37,40.5,21,34,61.8,19,34,53,29,8,3,14,21,118,8,0,2
2033,New York Knicks,45,87,51.7,5,20,25,15,24,62.5,8,36,44,26,8,4,12,25,110,-8,1,2
2034,LA Clippers,44,97,45.4,4,18,22.2,4,8,50,11,34,45,16,3,4,9,21,96,-5,0,3
2035,Houston Rockets,35,90,38.9,12,41,29.3,19,23,82.6,16,34,50,20,4,9,11,13,101,5,1,3
2036,Chicago Bulls,35,80,43.8,15,41,36.6,26,33,78.8,8,34,42,23,10,2,13,23,111,1,0,4
2037,Memphis Grizzlies,38,87,43.7,13,35,37.1,21,25,84,11,36,47,27,7,4,14,22,110,-1,1,4
2038,New Orleans Pelicans,36,90,40,6,16,37.5,15,16,93.8,12,41,53,18,7,7,14,18,93,-5,0,5
2039,San Antonio Spurs,37,99,37.4,7,26,26.9,17,19,89.5,15,37,52,16,10,11,10,14,98,5,1,5
2040,Detroit Pistons,44,92,47.8,14,27,51.9,11,17,64.7,9,32,41,30,8,4,11,20,113,-7,0,6
2041,Denver Nuggets,43,85,50.6,12,28,42.9,22,28,78.6,10,35,45,26,7,8,15,15,120,7,1,6
2042,Phoenix Suns,32,83,38.6,7,16,43.8,17,24,70.8,9,42,51,14,4,4,22,25,88,-28,0,7
2043,Utah Jazz,42,97,43.3,12,36,33.3,20,32,62.5,14,39,53,29,12,8,7,20,116,28,1,7
2044,Cleveland Cavaliers,41,80,51.2,11,33,33.3,12,21,57.1,2,32,34,17,5,7,11,21,105,-8,0,8
2045,Portland Trail Blazers,43,96,44.8,12,35,34.3,15,19,78.9,13,37,50,26,4,3,7,15,113,8,1,8
2046,Boston Celtics,31,82,37.8,9,26,34.6,21,28,75,16,39,55,16,7,6,18,17,92,9,0,0
2047,Orlando Magic,34,87,39.1,5,28,17.9,10,11,90.9,7,33,40,14,12,7,15,23,83,-9,1,0
2048,Brooklyn Nets,40,89,44.9,15,30,50,21,27,77.8,11,36,47,25,4,5,12,22,116,-4,0,1
2049,Philadelphia 76ers,43,95,45.3,12,27,44.4,22,26,84.6,13,29,42,30,9,3,5,21,120,4,1,1
2050,Dallas Mavericks,48,91,52.7,6,22,27.3,13,18,72.2,6,30,36,25,7,5,10,27,115,-7,0,2
2051,Toronto Raptors,43,91,47.3,10,30,33.3,26,31,83.9,12,33,45,26,5,8,13,21,122,7,1,2
2052,LA Clippers,42,86,48.8,11,26,42.3,18,23,78.3,16,32,48,21,10,3,21,18,113,-8,0,3
2053,Oklahoma City Thunder,46,94,48.9,11,32,34.4,18,22,81.8,17,29,46,30,17,10,14,20,121,8,1,3
2054,Sacramento Kings,36,83,43.4,14,31,45.2,12,17,70.6,11,36,47,25,7,4,13,16,98,5,0,4
2055,Golden State Warriors,34,81,42,12,26,46.2,13,18,72.2,9,31,40,21,10,5,11,21,93,-5,1,4
2056,Miami Heat,36,94,38.3,10,36,27.8,10,14,71.4,12,31,43,23,14,6,11,18,92,1,0,5
2057,Los Angeles Lakers,32,76,42.1,9,19,47.4,18,22,81.8,7,42,49,22,5,4,20,17,91,-1,1,5
2058,Atlanta Hawks,39,85,45.9,12,36,33.3,27,28,96.4,8,36,44,23,7,4,19,25,117,-5,0,0
2059,Milwaukee Bucks,41,86,47.7,11,25,44,29,32,90.6,9,35,44,31,12,8,12,24,122,5,1,0
2060,Indiana Pacers,39,86,45.3,12,24,50,12,15,80,10,28,38,24,6,4,15,18,102,-7,0,1
2061,Washington Wizards,40,74,54.1,10,20,50,19,23,82.6,6,32,38,29,9,2,14,17,109,7,1,1
2062,Houston Rockets,39,93,41.9,15,41,36.6,14,18,77.8,13,33,46,19,8,7,7,19,107,6,0,2
2063,New Orleans Pelicans,41,83,49.4,8,24,33.3,11,12,91.7,6,34,40,18,4,8,12,19,101,-6,1,2
2064,Dallas Mavericks,41,92,44.6,12,22,54.5,12,14,85.7,13,32,45,25,5,3,10,21,106,-8,0,3
2065,Brooklyn Nets,43,84,51.2,14,36,38.9,14,19,73.7,10,33,43,25,4,6,10,14,114,8,1,3
2066,Charlotte Hornets,33,90,36.7,9,33,27.3,26,32,81.3,13,37,50,11,7,5,10,13,101,-23,0,4
2067,New York Knicks,49,100,49,12,26,46.2,14,18,77.8,12,44,56,24,7,5,8,22,124,23,1,4
2068,Cleveland Cavaliers,44,87,50.6,13,37,35.1,13,20,65,11,33,44,25,4,5,13,14,114,5,0,5
2069,Chicago Bulls,41,91,45.1,16,34,47.1,11,15,73.3,11,34,45,30,4,3,12,21,109,-5,1,5
2070,Denver Nuggets,32,87,36.8,9,33,27.3,21,29,72.4,18,31,49,17,10,5,7,25,94,-7,0,6
2071,Memphis Grizzlies,33,81,40.7,13,32,40.6,22,28,78.6,14,33,47,21,5,9,11,20,101,7,1,6
2072,Minnesota Timberwolves,39,81,48.1,7,12,58.3,16,20,80,10,24,34,22,3,2,16,16,101,-16,0,7
2073,San Antonio Spurs,49,96,51,6,26,23.1,13,14,92.9,14,27,41,32,11,8,5,17,117,16,1,7
2074,Sacramento Kings,37,86,43,14,21,66.7,9,14,64.3,3,30,33,23,11,5,13,30,97,-6,0,8
2075,Utah Jazz,33,74,44.6,6,24,25,31,38,81.6,8,40,48,21,8,8,15,13,103,6,1,8
2076,Golden State Warriors,50,95,52.6,13,31,41.9,11,14,78.6,9,34,43,29,8,9,12,21,124,15,0,9
2077,Phoenix Suns,39,82,47.6,11,24,45.8,20,29,69,9,33,42,22,8,5,19,19,109,-15,1,9
2078,Detroit Pistons,31,80,38.8,10,25,40,15,20,75,8,35,43,17,6,2,12,16,87,-13,0,10
2079,Portland Trail Blazers,38,87,43.7,8,31,25.8,16,18,88.9,9,40,49,23,8,8,11,17,100,13,1,10
2080,Oklahoma City Thunder,49,88,55.7,10,21,47.6,24,34,70.6,14,25,39,27,11,2,17,24,132,7,0,0
2081,Toronto Raptors,46,81,56.8,15,30,50,18,23,78.3,8,23,31,31,5,1,19,25,125,-7,1,0
2082,Boston Celtics,35,87,40.2,9,26,34.6,10,20,50,9,35,44,17,8,3,12,21,89,-19,0,1
2083,New Orleans Pelicans,41,82,50,6,18,33.3,20,25,80,5,39,44,33,9,5,10,13,108,19,1,1
2084,Houston Rockets,43,78,55.1,16,35,45.7,27,36,75,8,25,33,28,7,8,11,26,129,9,0,2
2085,Minnesota Timberwolves,45,86,52.3,10,20,50,20,26,76.9,14,27,41,24,7,1,12,26,120,-9,1,2
2086,Portland Trail Blazers,46,92,50,14,29,48.3,16,20,80,8,39,47,24,7,6,13,22,122,13,0,3
2087,LA Clippers,40,89,44.9,9,23,39.1,20,27,74.1,8,30,38,21,8,3,8,17,109,-13,1,3
2088,Milwaukee Bucks,45,88,51.1,8,31,25.8,19,20,95,8,24,32,26,11,7,15,23,117,-7,0,0
2089,Cleveland Cavaliers,43,87,49.4,15,38,39.5,23,27,85.2,12,30,42,24,4,6,13,17,124,7,1,0
2090,Los Angeles Lakers,38,86,44.2,8,33,24.2,16,23,69.6,14,33,47,20,4,3,13,18,100,-10,0,1
2091,Indiana Pacers,43,87,49.4,6,21,28.6,18,19,94.7,9,35,44,24,9,8,6,16,110,10,1,1
2092,Charlotte Hornets,32,84,38.1,6,22,27.3,24,30,80,6,33,39,16,8,4,9,12,94,-14,0,2
2093,Philadelphia 76ers,42,93,45.2,18,44,40.9,6,8,75,17,43,60,30,5,6,15,22,108,14,1,2
2094,Memphis Grizzlies,46,88,52.3,10,23,43.5,13,20,65,11,31,42,21,11,3,16,33,115,-3,0,3
2095,Brooklyn Nets,36,72,50,16,40,40,30,40,75,9,32,41,27,5,9,22,22,118,3,1,3
2096,Denver Nuggets,46,100,46,18,38,47.4,31,37,83.8,11,35,46,23,10,5,13,25,141,-8,0,4
2097,Miami Heat,56,102,54.9,20,36,55.6,17,27,63,7,39,46,36,5,11,11,26,149,8,1,4
2098,Chicago Bulls,33,92,35.9,3,30,10,23,31,74.2,14,34,48,21,9,7,11,15,92,-18,0,5
2099,New York Knicks,43,96,44.8,11,35,31.4,13,17,76.5,15,46,61,28,6,7,16,24,110,18,1,5
2100,Golden State Warriors,30,74,40.5,3,19,15.8,12,16,75,2,34,36,17,7,9,15,24,75,-14,0,6
2101,San Antonio Spurs,33,82,40.2,8,23,34.8,15,21,71.4,11,37,48,21,6,5,14,20,89,14,1,6
2102,Detroit Pistons,37,79,46.8,14,29,48.3,18,22,81.8,6,38,44,17,6,5,9,11,106,16,0,7
2103,Sacramento Kings,40,88,45.5,6,23,26.1,4,9,44.4,8,31,39,23,7,3,13,21,90,-16,1,7
2104,Toronto Raptors,35,77,45.5,14,36,38.9,9,17,52.9,6,39,45,19,7,8,17,10,93,7,0,0
2105,Orlando Magic,37,90,41.1,9,25,36,3,5,60,10,35,45,22,13,7,12,16,86,-7,1,0
2106,Oklahoma City Thunder,35,85,41.2,10,27,37,19,29,65.5,8,36,44,19,6,6,13,20,99,-1,0,1
2107,Boston Celtics,36,87,41.4,13,36,36.1,15,16,93.8,11,41,52,22,6,5,17,24,100,1,1,1
2108,LA Clippers,40,93,43,8,24,33.3,21,26,80.8,11,30,41,21,4,5,10,22,109,-14,0,2
2109,Minnesota Timberwolves,45,86,52.3,10,25,40,23,24,95.8,6,34,40,23,5,6,11,21,123,14,1,2
2110,Dallas Mavericks,43,90,47.8,10,35,28.6,9,11,81.8,9,31,40,25,4,2,8,14,105,-10,0,3
2111,New Orleans Pelicans,48,91,52.7,10,25,40,9,15,60,9,37,46,33,5,2,9,11,115,10,1,3
2112,Atlanta Hawks,38,94,40.4,9,33,27.3,14,19,73.7,11,41,52,21,7,3,13,23,99,5,0,4
2113,Utah Jazz,33,89,37.1,6,34,17.6,22,25,88,12,39,51,16,8,8,16,22,94,-5,1,4
2114,Detroit Pistons,43,97,44.3,15,36,41.7,14,16,87.5,12,38,50,22,12,14,8,16,115,27,0,5
2115,Phoenix Suns,34,90,37.8,7,34,20.6,13,20,65,12,37,49,22,1,8,19,16,88,-27,1,5
2116,Houston Rockets,38,79,48.1,19,36,52.8,20,29,69,7,31,38,18,3,4,9,23,115,4,0,6
2117,Portland Trail Blazers,40,81,49.4,11,28,39.3,20,27,74.1,10,34,44,20,6,7,8,18,111,-4,1,6
2118,Toronto Raptors,47,88,53.4,15,34,44.1,20,23,87,10,23,33,32,4,5,6,23,129,-3,0,0
2119,Cleveland Cavaliers,47,78,60.3,15,24,62.5,23,28,82.1,4,29,33,28,3,4,9,18,132,3,1,0
2120,Memphis Grizzlies,40,99,40.4,9,27,33.3,16,20,80,15,32,47,25,6,2,13,20,105,-14,0,1
2121,Philadelphia 76ers,46,84,54.8,11,31,35.5,16,20,80,4,34,38,32,8,4,14,21,119,14,1,1
2122,Charlotte Hornets,36,94,38.3,3,16,18.8,36,47,76.6,23,45,68,18,3,2,13,16,111,6,0,2
2123,Brooklyn Nets,39,93,41.9,13,37,35.1,14,21,66.7,10,36,46,22,6,11,12,36,105,-6,1,2
2124,New York Knicks,39,89,43.8,10,31,32.3,10,12,83.3,13,27,40,21,6,1,14,16,98,-21,0,3
2125,Miami Heat,45,81,55.6,15,34,44.1,14,19,73.7,5,27,32,31,9,2,7,17,119,21,1,3
2126,Indiana Pacers,34,93,36.6,7,22,31.8,17,18,94.4,15,33,48,15,13,5,14,21,92,-4,0,4
2127,New Orleans Pelicans,34,79,43,8,23,34.8,20,24,83.3,10,40,50,15,4,11,18,19,96,4,1,4
2128,Denver Nuggets,51,83,61.4,20,35,57.1,13,16,81.3,8,37,45,34,9,6,17,13,135,33,0,5
2129,Chicago Bulls,39,89,43.8,13,38,34.2,11,14,78.6,9,25,34,29,12,4,15,22,102,-33,1,5
2130,LA Clippers,45,86,52.3,15,30,50,22,29,75.9,16,31,47,26,12,3,19,16,127,7,0,6
2131,Milwaukee Bucks,50,91,54.9,8,26,30.8,12,17,70.6,8,25,33,33,10,5,14,20,120,-7,1,6
2132,Washington Wizards,35,83,42.2,8,25,32,12,16,75,9,26,35,27,11,4,12,16,90,-8,0,7
2133,San Antonio Spurs,39,79,49.4,7,23,30.4,13,18,72.2,12,30,42,21,7,10,15,17,98,8,1,7
2134,Memphis Grizzlies,30,78,38.5,4,18,22.2,15,21,71.4,9,29,38,13,4,7,19,24,79,-61,0,0
2135,Charlotte Hornets,49,92,53.3,19,40,47.5,23,27,85.2,11,42,53,25,10,4,8,17,140,61,1,0
2136,Philadelphia 76ers,42,89,47.2,15,37,40.5,19,24,79.2,11,45,56,30,7,5,16,15,118,20,0,1
