,PLAYER,TEAM,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,GAMEID
4393,Jarrett Culver,Minnesota Timberwolves,14:43,0,2,0,0,0,0,4,4,100,0,1,1,0,0,0,1,2,4,5,357
4394,Jake Layman,Minnesota Timberwolves,13:32,2,4,50,0,0,0,0,0,0,0,3,3,2,0,1,1,2,4,-10,357
4395,Andrew Wiggins,Golden State Warriors,29:40:00,10,19,52.6,2,5,40,1,2,50,6,0,6,0,3,3,1,3,23,22,357
4396,Draymond Green,Golden State Warriors,30:23:00,4,8,50,1,4,25,1,1,100,0,6,6,4,1,0,4,4,10,19,357
4397,Kevon Looney,Golden State Warriors,18:54,1,4,25,0,0,0,0,0,0,2,3,5,4,0,1,1,2,2,21,357
4398,Stephen Curry,Golden State Warriors,33:52:00,11,21,52.4,7,12,58.3,7,8,87.5,1,3,4,3,3,0,3,2,36,19,357
4399,Mychal Mulder,Golden State Warriors,14:49,0,2,0,0,2,0,2,2,100,0,1,1,1,1,0,0,1,2,-3,357
4400,James Wiseman,Golden State Warriors,15:47,4,5,80,0,0,0,5,8,62.5,1,3,4,0,0,2,2,4,13,-2,357
4401,Damion Lee,Golden State Warriors,17:32,2,3,66.7,1,2,50,4,4,100,0,4,4,2,0,1,0,0,9,3,357
4402,Kent Bazemore,Golden State Warriors,14:07,2,2,100,0,0,0,1,1,100,0,3,3,0,0,2,1,1,5,-3,357
4403,Eric Paschall,Golden State Warriors,13:19,2,10,20,1,1,100,0,2,0,3,2,5,1,0,0,0,0,5,3,357
4404,Brad Wanamaker,Golden State Warriors,19:10,3,5,60,0,1,0,3,4,75,0,0,0,2,1,0,1,1,9,12,357
4405,Jordan Poole,Golden State Warriors,2:27,1,1,100,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,3,357
4406,Luguentz Dort,Oklahoma City Thunder,30:01:00,3,7,42.9,1,4,25,0,0,0,1,2,3,3,0,1,2,4,7,5,358
4407,Darius Bazley,Oklahoma City Thunder,28:47:00,6,11,54.5,3,6,50,4,6,66.7,1,6,7,2,0,0,1,0,19,-1,358
4408,Isaiah Roby,Oklahoma City Thunder,27:23:00,4,11,36.4,1,2,50,7,7,100,2,1,3,1,0,2,0,4,16,-4,358
4409,Theo Maledon,Oklahoma City Thunder,21:44,2,7,28.6,2,5,40,0,0,0,0,4,4,4,0,0,1,3,6,1,358
4410,Shai Gilgeous-Alexander,Oklahoma City Thunder,32:24:00,8,12,66.7,3,4,75,5,10,50,0,9,9,6,1,2,3,0,24,1,358
4411,Mike Muscala,Oklahoma City Thunder,20:33,8,12,66.7,6,10,60,1,2,50,0,2,2,0,1,0,0,2,23,10,358
4412,Aleksej Pokusevski,Oklahoma City Thunder,20:15,2,4,50,2,4,50,0,0,0,0,3,3,2,0,1,1,1,6,1,358
4413,Hamidou Diallo,Oklahoma City Thunder,21:17,5,8,62.5,0,0,0,1,6,16.7,0,3,3,2,2,0,0,2,11,8,358
4414,Kenrich Williams,Oklahoma City Thunder,21:34,3,7,42.9,0,3,0,1,2,50,4,3,7,2,1,0,0,2,7,-7,358
4415,Carmelo Anthony,Portland Trail Blazers,34:49:00,9,21,42.9,1,6,16.7,3,4,75,1,5,6,1,1,2,0,2,22,15,358
4416,Enes Kanter,Portland Trail Blazers,31:52:00,5,10,50,0,0,0,3,4,75,8,15,23,3,2,0,0,4,13,-1,358
4417,Damian Lillard,Portland Trail Blazers,38:35:00,8,22,36.4,3,12,25,7,8,87.5,2,4,6,10,0,0,3,3,26,0,358
4418,Anfernee Simons,Portland Trail Blazers,29:23:00,10,17,58.8,6,10,60,0,0,0,1,1,2,1,1,0,1,4,26,-9,358
4419,Nassir Little,Portland Trail Blazers,21:34,1,5,20,0,2,0,2,2,100,1,3,4,0,0,1,1,2,4,4,358
4420,Terance Mann,LA Clippers,33:59:00,4,8,50,1,3,33.3,1,2,50,2,7,9,1,4,0,0,5,10,-12,359
4421,Nicolas Batum,LA Clippers,32:47:00,2,7,28.6,1,5,20,0,0,0,0,4,4,5,0,0,3,1,5,-6,359
4422,Serge Ibaka,LA Clippers,28:52:00,6,15,40,1,3,33.3,2,2,100,4,1,5,3,0,3,3,2,15,-3,359
4423,Luke Kennard,LA Clippers,28:01:00,5,13,38.5,2,5,40,1,2,50,0,3,3,2,4,0,0,0,13,-4,359
4424,Reggie Jackson,LA Clippers,39:10:00,8,16,50,2,6,33.3,2,2,100,1,6,7,8,2,1,2,3,20,-1,359
4425,Lou Williams,LA Clippers,22:14,4,14,28.6,1,3,33.3,2,2,100,1,2,3,3,0,0,2,0,11,-3,359
4426,Amir Coffey,LA Clippers,12:26,1,2,50,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,-4,359
4427,Ivica Zubac,LA Clippers,18:14,3,5,60,0,0,0,7,8,87.5,3,7,10,1,0,0,0,4,13,-7,359
4428,De'Andre Hunter,Atlanta Hawks,36:06:00,7,16,43.8,2,7,28.6,6,6,100,0,3,3,4,1,1,1,0,22,9,359
4429,John Collins,Atlanta Hawks,35:21:00,4,11,36.4,1,3,33.3,2,2,100,1,10,11,3,0,5,0,5,11,4,359
4430,Clint Capela,Atlanta Hawks,34:32:00,6,11,54.5,0,0,0,1,2,50,8,10,18,1,2,2,3,3,13,2,359
4431,Kevin Huerter,Atlanta Hawks,35:19:00,5,10,50,3,3,100,0,0,0,0,2,2,3,0,1,2,4,13,4,359
4432,Trae Young,Atlanta Hawks,36:17:00,12,23,52.2,3,7,42.9,11,11,100,0,3,3,5,1,0,3,0,38,12,359
4433,Solomon Hill,Atlanta Hawks,23:18,0,2,0,0,2,0,0,0,0,0,4,4,1,2,0,0,1,0,1,359
4434,Tony Snell,Atlanta Hawks,2:41,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,359
4435,Danilo Gallinari,Atlanta Hawks,14:27,0,2,0,0,2,0,2,2,100,0,1,1,0,0,0,3,2,2,7,359
4436,Rajon Rondo,Atlanta Hawks,6:12,1,1,100,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,359
4437,Skylar Mays,Atlanta Hawks,0:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,359
4438,Isaac Bonga,Washington Wizards,25:38:00,0,3,0,0,2,0,0,0,0,0,4,4,0,0,0,1,4,0,-9,360
4439,Anthony Gill,Washington Wizards,22:15,1,4,25,0,3,0,0,0,0,2,6,8,2,1,0,2,1,2,6,360
4440,Robin Lopez,Washington Wizards,29:50:00,5,8,62.5,0,0,0,0,0,0,3,1,4,3,1,0,0,2,10,-8,360
4441,Bradley Beal,Washington Wizards,35:27:00,12,28,42.9,1,5,20,8,8,100,1,4,5,4,0,1,5,1,33,-4,360
4442,Russell Westbrook,Washington Wizards,28:26:00,7,17,41.2,1,4,25,4,8,50,2,9,11,7,0,0,6,3,19,-13,360
4443,Raul Neto,Washington Wizards,22:27,3,10,30,2,6,33.3,0,0,0,2,3,5,1,3,1,1,1,8,-12,360
4444,Alex Len,Washington Wizards,6:20,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,1,2,0,0,360
4445,Garrison Mathews,Washington Wizards,23:08,1,3,33.3,1,2,50,5,5,100,1,1,2,0,1,0,0,3,8,-17,360
4446,Cassius Winston,Washington Wizards,1:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,360
4447,Jae'Sean Tate,Houston Rockets,28:15:00,1,6,16.7,0,1,0,1,2,50,3,4,7,0,1,0,0,0,3,8,360
4448,P.J. Tucker,Houston Rockets,34:10:00,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0,0,3,0,1,360
4449,Victor Oladipo,Houston Rockets,36:59:00,7,21,33.3,3,10,30,3,6,50,0,5,5,1,0,0,3,1,20,4,360
4450,John Wall,Houston Rockets,24:04:00,9,21,42.9,1,6,16.7,5,6,83.3,1,1,2,5,1,0,3,0,24,11,360
4451,David Nwaba,Houston Rockets,23:10,5,7,71.4,1,2,50,0,0,0,3,6,9,3,2,1,1,4,11,20,360
4452,Eric Gordon,Houston Rockets,28:54:00,6,13,46.2,2,7,28.6,6,7,85.7,0,2,2,4,1,0,2,1,20,15,360
4453,Sterling Brown,Houston Rockets,15:34,2,4,50,1,2,50,3,3,100,0,5,5,1,1,1,1,1,8,22,360
4454,Ben McLemore,Houston Rockets,2:22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,360
4455,Alec Burks,New York Knicks,23:14,3,14,21.4,0,7,0,3,3,100,1,6,7,1,1,0,1,3,9,-5,361
4456,Julius Randle,New York Knicks,35:00:00,6,16,37.5,2,4,50,4,4,100,2,8,10,4,0,0,2,4,18,-14,361
4457,Mitchell Robinson,New York Knicks,30:41:00,3,4,75,0,0,0,1,4,25,1,7,8,1,0,2,0,2,7,-15,361
4458,RJ Barrett,New York Knicks,40:22:00,7,11,63.6,3,3,100,0,2,0,2,1,3,4,1,0,1,2,17,-7,361
4459,Elfrid Payton,New York Knicks,21:23,2,7,28.6,0,2,0,0,0,0,1,1,2,2,0,0,2,3,4,-7,361
4460,Nerlens Noel,New York Knicks,17:19,1,2,50,0,0,0,0,0,0,1,3,4,1,3,2,0,1,2,1,361
4461,Austin Rivers,New York Knicks,27:27:00,10,14,71.4,5,7,71.4,0,0,0,1,2,3,1,0,0,1,4,25,-13,361
4462,Immanuel Quickley,New York Knicks,22:52,1,11,9.1,0,4,0,4,4,100,0,4,4,1,1,0,2,1,6,-5,361
4463,Obi Toppin,New York Knicks,13:00,2,2,100,0,0,0,0,0,0,0,2,2,0,0,0,1,0,4,0,361
4464,Bojan Bogdanovic,Utah Jazz,24:02:00,2,10,20,2,7,28.6,5,6,83.3,0,1,1,1,1,0,1,3,11,-4,361
4465,Royce O'Neale,Utah Jazz,34:54:00,7,12,58.3,2,5,40,4,5,80,2,4,6,3,0,1,0,3,20,3,361
4466,Rudy Gobert,Utah Jazz,31:30:00,8,13,61.5,0,0,0,2,2,100,7,12,19,2,0,4,0,2,18,27,361
4467,Donovan Mitchell,Utah Jazz,34:12:00,3,15,20,2,9,22.2,1,2,50,2,6,8,3,0,0,2,2,9,1,361
4468,Mike Conley,Utah Jazz,31:48:00,5,12,41.7,3,7,42.9,6,6,100,3,4,7,5,0,0,1,0,19,27,361
4469,Derrick Favors,Utah Jazz,15:27,1,1,100,0,0,0,0,0,0,2,2,4,1,0,0,0,1,2,-11,361
4470,Joe Ingles,Utah Jazz,27:05:00,3,6,50,1,4,25,0,0,0,0,2,2,5,0,0,1,1,7,11,361
4471,Jordan Clarkson,Utah Jazz,23:53,5,16,31.3,2,10,20,1,1,100,1,4,5,4,3,0,0,1,13,10,361
4472,Georges Niang,Utah Jazz,12:53,3,6,50,3,6,50,0,0,0,0,1,1,0,2,0,0,1,9,14,361
4473,Miye Oni,Utah Jazz,1:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,361
4474,Udoka Azubuike,Utah Jazz,1:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,361
4475,Justin Holiday,Indiana Pacers,38:05:00,6,12,50,5,10,50,2,2,100,1,5,6,2,0,1,0,6,19,18,362
4476,Domantas Sabonis,Indiana Pacers,37:10:00,9,10,90,2,3,66.7,2,4,50,2,9,11,10,1,0,5,4,22,19,362
4477,Myles Turner,Indiana Pacers,27:04:00,3,7,42.9,2,5,40,0,0,0,1,3,4,1,0,5,1,4,8,9,362
4478,Jeremy Lamb,Indiana Pacers,20:36,1,6,16.7,1,5,20,0,0,0,0,4,4,4,0,0,0,3,3,-5,362
4479,Malcolm Brogdon,Indiana Pacers,37:05:00,9,17,52.9,4,7,57.1,3,3,100,1,6,7,6,0,1,2,0,25,19,362
4480,Doug McDermott,Indiana Pacers,28:06:00,12,22,54.5,1,5,20,3,3,100,1,4,5,0,0,0,1,0,28,8,362
4481,T.J. McConnell,Indiana Pacers,26:27:00,1,3,33.3,0,1,0,0,0,0,3,2,5,9,0,0,1,2,2,0,362
4482,Aaron Holiday,Indiana Pacers,14:38,3,7,42.9,1,2,50,0,0,0,1,0,1,0,0,0,1,0,7,-9,362
4483,Goga Bitadze,Indiana Pacers,10:50,1,4,25,0,2,0,0,0,0,1,3,4,2,0,2,1,0,2,-9,362
4484,Gordon Hayward,Charlotte Hornets,40:22:00,6,14,42.9,1,4,25,3,4,75,1,0,1,4,0,1,1,1,16,-10,362
4485,P.J. Washington,Charlotte Hornets,31:34:00,6,14,42.9,1,6,16.7,5,5,100,3,5,8,4,0,0,3,2,18,17,362
4486,Cody Zeller,Charlotte Hornets,29:40:00,5,10,50,0,1,0,0,0,0,5,9,14,4,1,0,0,3,10,8,362
4487,Terry Rozier,Charlotte Hornets,32:41:00,8,18,44.4,3,9,33.3,1,2,50,0,4,4,3,1,1,0,1,20,-15,362
4488,Devonte' Graham,Charlotte Hornets,35:19:00,4,11,36.4,4,9,44.4,4,4,100,0,3,3,5,1,0,3,2,16,9,362
4489,Miles Bridges,Charlotte Hornets,25:50:00,3,9,33.3,3,6,50,2,2,100,1,2,3,1,0,1,2,3,11,-30,362
4490,LaMelo Ball,Charlotte Hornets,21:51,2,4,50,0,1,0,4,4,100,1,3,4,5,0,0,1,2,8,-24,362
4491,Malik Monk,Charlotte Hornets,13:47,3,6,50,1,2,50,0,0,0,0,1,1,2,0,0,1,0,7,10,362
4492,Saddiq Bey,Detroit Pistons,19:30,2,4,50,1,3,33.3,2,2,100,0,2,2,2,0,0,2,1,7,-11,363
4493,Jerami Grant,Detroit Pistons,32:49:00,7,13,53.8,2,2,100,10,10,100,1,2,3,2,1,0,3,2,26,-1,363
4494,Mason Plumlee,Detroit Pistons,28:18:00,6,9,66.7,0,1,0,3,4,75,3,9,12,3,0,1,8,4,15,-4,363
4495,Wayne Ellington,Detroit Pistons,32:48:00,6,11,54.5,4,8,50,1,1,100,0,2,2,1,2,0,1,1,17,-1,363
4496,Delon Wright,Detroit Pistons,30:25:00,3,8,37.5,1,3,33.3,4,6,66.7,1,3,4,7,3,1,2,1,11,5,363
4497,Sekou Doumbouya,Detroit Pistons,15:11,3,5,60,0,1,0,0,2,0,0,3,3,1,0,0,0,4,6,-14,363
4498,Derrick Rose,Detroit Pistons,19:07,5,10,50,2,3,66.7,1,2,50,0,0,0,3,0,0,2,0,13,-28,363
4499,Josh Jackson,Detroit Pistons,21:40,2,9,22.2,0,3,0,0,0,0,1,4,5,3,0,2,3,3,4,-8,363
4500,Isaiah Stewart,Detroit Pistons,14:40,0,6,0,0,0,0,0,0,0,6,0,6,1,1,0,0,2,0,-1,363
4501,Svi Mykhailiuk,Detroit Pistons,18:36,1,3,33.3,0,2,0,0,0,0,0,2,2,5,0,0,1,2,2,-4,363
4502,Frank Jackson,Detroit Pistons,1:54,1,2,50,1,1,100,0,0,0,0,0,0,1,0,0,0,1,3,2,363
4503,Cedi Osman,Cleveland Cavaliers,26:53:00,4,8,50,2,5,40,0,0,0,0,1,1,2,0,0,0,3,10,-12,363
4504,Isaac Okoro,Cleveland Cavaliers,37:20:00,3,5,60,1,3,33.3,3,3,100,1,1,2,6,2,0,1,4,10,1,363
4505,Andre Drummond,Cleveland Cavaliers,28:01:00,9,24,37.5,0,0,0,5,8,62.5,6,10,16,2,5,2,4,2,23,6,363
4506,Collin Sexton,Cleveland Cavaliers,34:46:00,10,14,71.4,1,1,100,8,10,80,0,5,5,5,2,0,5,2,29,25,363
4507,Darius Garland,Cleveland Cavaliers,31:18:00,6,11,54.5,2,2,100,0,0,0,1,1,2,4,2,0,3,1,14,2,363
4508,Taurean Prince,Cleveland Cavaliers,30:01:00,6,10,60,3,6,50,1,2,50,0,7,7,5,0,2,1,4,16,20,363
4509,Dylan Windler,Cleveland Cavaliers,21:54,3,6,50,2,4,50,0,0,0,0,2,2,0,2,1,1,2,8,29,363
4510,Jarrett Allen,Cleveland Cavaliers,19:59,5,7,71.4,0,0,0,0,0,0,0,1,1,0,1,2,1,2,10,9,363
4511,Dean Wade,Cleveland Cavaliers,1:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,363
4512,Harrison Barnes,Sacramento Kings,37:43:00,8,11,72.7,3,6,50,2,2,100,0,5,5,4,2,0,3,1,21,14,364
4513,Richaun Holmes,Sacramento Kings,31:46:00,8,11,72.7,0,0,0,4,6,66.7,5,7,12,3,0,0,2,5,20,17,364
4514,Buddy Hield,Sacramento Kings,37:30:00,10,17,58.8,7,12,58.3,2,2,100,0,5,5,3,3,1,1,2,29,16,364
4515,De'Aaron Fox,Sacramento Kings,38:59:00,4,17,23.5,1,5,20,7,8,87.5,1,7,8,10,0,1,2,5,16,19,364
4516,Tyrese Haliburton,Sacramento Kings,30:05:00,3,11,27.3,1,4,25,0,0,0,1,1,2,7,0,1,2,1,7,-8,364
4517,Cory Joseph,Sacramento Kings,12:49,1,1,100,1,1,100,0,0,0,0,0,0,1,0,0,0,1,3,1,364
4518,Hassan Whiteside,Sacramento Kings,15:34,4,7,57.1,0,1,0,1,3,33.3,2,4,6,0,0,0,1,0,9,-3,364
4519,Chimezie Metu,Sacramento Kings,0:40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,364
4520,Aaron Gordon,Orlando Magic,26:24:00,1,9,11.1,1,3,33.3,0,0,0,1,4,5,5,0,0,4,4,3,-23,364
4521,Nikola Vucevic,Orlando Magic,32:58:00,11,18,61.1,2,2,100,2,2,100,2,7,9,2,0,0,1,0,26,-23,364
4522,Evan Fournier,Orlando Magic,30:10:00,7,15,46.7,3,8,37.5,8,8,100,0,3,3,4,0,3,1,2,25,-18,364
4523,Cole Anthony,Orlando Magic,30:30:00,2,9,22.2,1,2,50,2,2,100,0,3,3,6,0,2,2,3,7,-3,364
4524,Khem Birch,Orlando Magic,25:55:00,4,6,66.7,0,0,0,0,0,0,10,4,14,3,0,1,2,4,8,11,364
4525,Terrence Ross,Orlando Magic,26:58:00,7,16,43.8,2,3,66.7,0,0,0,0,3,3,1,3,2,2,0,16,1,364
4526,Mo Bamba,Orlando Magic,1:47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,364
4527,Kevin Durant,Brooklyn Nets,42:08:00,13,26,50,3,7,42.9,3,4,75,1,4,5,2,0,2,1,2,32,-2,365
4528,Joe Harris,Brooklyn Nets,39:05:00,3,6,50,0,3,0,0,0,0,0,1,1,2,2,0,0,6,6,18,365
4529,DeAndre Jordan,Brooklyn Nets,22:22,5,5,100,0,0,0,1,2,50,3,4,7,1,0,3,1,2,11,-5,365
4530,James Harden,Brooklyn Nets,45:54:00,9,20,45,5,9,55.6,8,8,100,3,5,8,15,2,1,3,1,31,2,365
4531,Kyrie Irving,Brooklyn Nets,41:56:00,11,17,64.7,1,3,33.3,3,4,75,1,3,4,7,0,2,2,5,26,-7,365
4532,Jeff Green,Brooklyn Nets,30:38:00,5,9,55.6,1,5,20,0,0,0,1,6,7,2,1,0,2,2,11,9,365
4533,Timothe Luwawu-Cabarrot,Brooklyn Nets,18:37,1,7,14.3,1,5,20,0,0,0,1,1,2,0,2,0,0,1,3,7,365
4534,Bruce Brown,Brooklyn Nets,18:55,5,7,71.4,0,0,0,2,2,100,1,0,1,0,0,1,0,3,12,-2,365
4535,De'Andre Hunter,Atlanta Hawks,45:05:00,7,12,58.3,1,4,25,6,7,85.7,1,4,5,4,1,2,1,1,21,-1,365
4536,John Collins,Atlanta Hawks,39:18:00,9,14,64.3,2,3,66.7,1,1,100,1,7,8,3,0,1,2,3,21,-10,365
4537,Clint Capela,Atlanta Hawks,29:48:00,4,10,40,0,0,0,1,2,50,6,5,11,0,0,2,0,2,9,19,365
4538,Kevin Huerter,Atlanta Hawks,38:38:00,4,11,36.4,3,7,42.9,0,0,0,2,1,3,4,0,1,1,3,11,-9,365
4539,Trae Young,Atlanta Hawks,43:38:00,7,22,31.8,3,8,37.5,11,12,91.7,0,3,3,14,0,1,3,4,28,2,365
4540,Cam Reddish,Atlanta Hawks,35:06:00,9,17,52.9,2,7,28.6,4,4,100,2,4,6,1,2,0,1,2,24,-3,365
4541,Solomon Hill,Atlanta Hawks,9:40,1,1,100,1,1,100,0,0,0,0,1,1,0,0,0,0,1,3,2,365
4542,Danilo Gallinari,Atlanta Hawks,14:25,4,6,66.7,1,2,50,2,2,100,0,0,0,0,0,0,0,0,11,-14,365
4543,Will Barton,Denver Nuggets,21:16,4,8,50,2,5,40,0,0,0,0,3,3,1,0,1,3,1,10,12,366
4544,Paul Millsap,Denver Nuggets,24:25:00,5,9,55.6,1,4,25,0,0,0,3,4,7,3,1,0,2,2,11,9,366
4545,Nikola Jokic,Denver Nuggets,34:06:00,9,14,64.3,1,5,20,2,2,100,2,9,11,3,0,1,1,2,21,16,366
4546,Gary Harris,Denver Nuggets,35:07:00,3,7,42.9,0,2,0,1,1,100,1,1,2,7,2,0,1,1,7,31,366
4547,Jamal Murray,Denver Nuggets,35:47:00,4,11,36.4,2,4,50,4,4,100,1,4,5,4,1,0,1,0,14,30,366
4548,Monte Morris,Denver Nuggets,16:40,2,9,22.2,0,3,0,0,0,0,1,1,2,5,1,0,1,0,4,-3,366
4549,Facundo Campazzo,Denver Nuggets,10:07,0,4,0,0,3,0,0,0,0,0,0,0,1,2,1,0,0,0,-2,366
4550,JaMychal Green,Denver Nuggets,19:40,4,10,40,3,7,42.9,4,4,100,3,7,10,1,1,0,0,1,15,12,366
4551,R.J. Hampton,Denver Nuggets,7:40,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,6,366
4552,Markus Howard,Denver Nuggets,2:52,2,2,100,2,2,100,0,0,0,0,0,0,2,0,0,0,0,6,4,366
4553,Bol Bol,Denver Nuggets,2:27,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,4,366
4554,Vlatko Cancar,Denver Nuggets,2:27,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,366
4555,Zeke Nnaji,Denver Nuggets,2:27,2,3,66.7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,366
4556,KZ Okpala,Miami Heat,25:59:00,0,3,0,0,2,0,1,2,50,0,5,5,2,1,0,1,2,1,-21,366
4557,Kelly Olynyk,Miami Heat,21:57,3,9,33.3,3,7,42.9,0,0,0,3,3,6,0,0,0,0,1,9,-9,366
4558,Bam Adebayo,Miami Heat,33:31:00,6,13,46.2,0,1,0,3,4,75,2,5,7,6,0,0,3,0,15,-23,366
4559,Duncan Robinson,Miami Heat,36:28:00,3,11,27.3,2,10,20,0,0,0,0,5,5,3,0,0,3,3,8,-17,366
4560,Kendrick Nunn,Miami Heat,38:55:00,7,16,43.8,3,9,33.3,0,0,0,0,2,2,1,3,0,2,0,17,-16,366
4561,Avery Bradley,Miami Heat,17:38,3,6,50,2,4,50,0,0,0,0,1,1,2,0,0,4,2,8,-5,366
4562,Gabe Vincent,Miami Heat,12:29,1,4,25,0,3,0,1,1,100,0,0,0,1,0,0,2,0,3,-12,366
4563,Precious Achiuwa,Miami Heat,20:16,4,8,50,0,0,0,2,2,100,1,5,6,3,2,3,1,2,10,-3,366
4564,Andre Iguodala,Miami Heat,16:14,2,5,40,2,4,50,0,0,0,0,5,5,5,0,0,0,1,6,-7,366
4565,Max Strus,Miami Heat,16:33,1,5,20,1,5,20,2,2,100,0,1,1,1,0,0,0,2,5,-22,366
4566,LeBron James,Los Angeles Lakers,38:32:00,12,22,54.5,2,5,40,8,11,72.7,0,6,6,7,0,0,3,3,34,3,367
4567,Anthony Davis,Los Angeles Lakers,34:34:00,9,18,50,0,3,0,5,10,50,1,7,8,2,0,2,2,4,23,-4,367
4568,Kentavious Caldwell-Pope,Los Angeles Lakers,27:08:00,1,3,33.3,1,2,50,0,0,0,0,3,3,2,1,0,1,0,3,1,367
4569,Dennis Schroder,Los Angeles Lakers,28:51:00,7,14,50,1,3,33.3,1,1,100,0,3,3,3,0,0,0,0,16,0,367
4570,Kyle Kuzma,Los Angeles Lakers,15:40,1,4,25,0,1,0,1,2,50,2,4,6,1,0,0,1,1,3,-5,367
4571,Montrezl Harrell,Los Angeles Lakers,14:45,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,4,0,-6,367
4572,Markieff Morris,Los Angeles Lakers,13:26,2,5,40,0,3,0,0,0,0,1,1,2,0,0,0,0,1,4,3,367
4573,Talen Horton-Tucker,Los Angeles Lakers,7:06,1,2,50,0,0,0,0,0,0,0,3,3,0,0,0,2,1,2,4,367
4574,Alex Caruso,Los Angeles Lakers,15:59,4,7,57.1,1,1,100,1,1,100,1,0,1,2,0,0,0,1,10,8,367
4575,Danny Green,Philadelphia 76ers,36:14:00,5,11,45.5,4,9,44.4,0,0,0,2,4,6,1,1,2,0,1,14,8,367
4576,Tobias Harris,Philadelphia 76ers,36:40:00,10,16,62.5,2,4,50,2,4,50,0,7,7,3,1,0,3,3,24,-3,367
4577,Joel Embiid,Philadelphia 76ers,37:43:00,8,18,44.4,1,3,33.3,11,13,84.6,1,5,6,4,0,2,5,4,28,8,367
4578,Seth Curry,Philadelphia 76ers,30:32:00,1,6,16.7,0,3,0,0,0,0,0,1,1,3,1,1,1,3,2,3,367
4579,Ben Simmons,Philadelphia 76ers,39:03:00,8,15,53.3,0,0,0,1,2,50,3,8,11,10,1,1,1,2,17,-11,367
4580,Matisse Thybulle,Philadelphia 76ers,15:14,0,1,0,0,1,0,1,2,50,0,0,0,0,3,0,0,3,1,1,367
4581,Shake Milton,Philadelphia 76ers,20:35,4,8,50,0,2,0,1,1,100,0,3,3,3,1,0,1,3,9,5,367
4582,Furkan Korkmaz,Philadelphia 76ers,10:37,3,5,60,2,3,66.7,0,0,0,0,0,0,0,1,0,0,1,8,4,367
4583,Dwight Howard,Philadelphia 76ers,7:28,0,0,0,0,0,0,0,4,0,1,3,4,0,1,1,0,4,0,-6,367
4584,Tyrese Maxey,Philadelphia 76ers,5:55,2,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,367
4585,Khris Middleton,Milwaukee Bucks,34:43:00,8,17,47.1,5,8,62.5,3,3,100,1,9,10,7,1,0,1,3,24,2,368
4586,Giannis Antetokounmpo,Milwaukee Bucks,37:47:00,8,14,57.1,0,1,0,8,14,57.1,1,17,18,9,1,1,5,3,24,10,368
4587,Brook Lopez,Milwaukee Bucks,32:03:00,8,11,72.7,2,3,66.7,2,2,100,3,4,7,0,0,1,0,1,20,8,368
4588,Donte DiVincenzo,Milwaukee Bucks,26:31:00,2,9,22.2,0,5,0,4,4,100,2,1,3,3,2,0,3,1,8,10,368
4589,Jrue Holiday,Milwaukee Bucks,34:30:00,3,14,21.4,1,8,12.5,0,0,0,1,6,7,7,2,0,1,0,7,16,368
4590,D.J. Augustin,Milwaukee Bucks,13:45,3,7,42.9,3,6,50,0,0,0,1,0,1,1,1,0,0,1,9,-3,368
4591,Bobby Portis,Milwaukee Bucks,17:26,3,7,42.9,2,4,50,0,0,0,0,4,4,0,1,0,1,0,8,-2,368
4592,Torrey Craig,Milwaukee Bucks,13:16,1,2,50,0,0,0,0,0,0,2,2,4,2,0,1,1,2,2,-8,368
4593,Pat Connaughton,Milwaukee Bucks,13:30,1,4,25,0,3,0,0,0,0,1,2,3,0,0,0,1,2,2,-9,368
4594,Bryn Forbes,Milwaukee Bucks,16:29,3,8,37.5,3,6,50,2,3,66.7,2,0,2,1,1,0,1,1,11,11,368
4595,Norman Powell,Toronto Raptors,40:54:00,8,13,61.5,5,7,71.4,5,6,83.3,2,3,5,2,2,0,1,1,26,-10,368
