,PLAYER,TEAM,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,GAMEID,Date
36,James Harden,Oklahoma City Thunder,29:36,5,9,55.6,1,3,33.3,5,6,83.3,2,4,6,3,0,0,3,1,16,5,10,2011-12-26
37,Kevin Love,Minnesota Timberwolves,41:01,6,14,42.9,1,3,33.3,9,12,75.0,5,7,12,5,1,0,3,3,22,-4,10,2011-12-26
38,Ricky Rubio,Minnesota Timberwolves,26:18,2,3,66.7,0,1,0.0,2,2,100,0,5,5,6,0,0,0,4,6,-1,10,2011-12-26
39,Danilo Gallinari,Denver Nuggets,26:15,4,10,40.0,1,5,20.0,6,6,100,1,6,7,3,1,1,1,2,15,26,11,2011-12-26
40,Rudy Gay,Memphis Grizzlies,35:19,8,18,44.4,1,1,100,2,3,66.7,0,10,10,2,2,1,3,2,19,-10,12,2011-12-26
41,Mike Conley,Memphis Grizzlies,32:26,4,10,40.0,1,1,100,2,2,100,0,3,3,7,2,0,3,3,11,-1,12,2011-12-26
42,Kawhi Leonard,San Antonio Spurs,13:33,2,9,22.2,1,5,20.0,1,4,25.0,4,2,6,1,2,0,1,1,6,0,12,2011-12-26
43,Cory Joseph,San Antonio Spurs,1:16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-1,12,2011-12-26
44,Danny Green,San Antonio Spurs,1:16,1,2,50.0,1,1,100,0,0,0.0,1,0,1,0,0,0,0,0,3,-1,12,2011-12-26
45,Trevor Ariza,New Orleans Hornets,34:12,6,11,54.5,1,2,50.0,0,2,0.0,1,6,7,1,0,1,1,3,13,4,13,2011-12-26
46,Eric Gordon,New Orleans Hornets,39:08,9,18,50.0,0,6,0.0,2,3,66.7,0,4,4,3,1,1,1,4,20,7,13,2011-12-26
47,Robin Lopez,Phoenix Suns,26:55,8,12,66.7,0,0,0.0,5,6,83.3,2,5,7,1,0,0,1,3,21,-2,13,2011-12-26
48,Markieff Morris,Phoenix Suns,24:54,2,5,40.0,1,3,33.3,2,2,100,3,6,9,2,2,2,1,4,7,-6,13,2011-12-26
49,Andre Iguodala,Philadelphia 76ers,40:25,7,14,50.0,4,8,50.0,4,5,80.0,1,7,8,3,0,4,2,2,22,-5,15,2011-12-26
50,Jrue Holiday,Philadelphia 76ers,35:49,4,10,40.0,1,2,50.0,4,4,100,2,1,3,2,1,0,6,6,13,-6,15,2011-12-26
51,Lou Williams,Philadelphia 76ers,27:26,9,17,52.9,3,5,60.0,4,4,100,0,1,1,2,0,0,2,2,25,2,15,2011-12-26
52,Thaddeus Young,Philadelphia 76ers,29:08,5,9,55.6,0,0,0.0,0,1,0.0,2,6,8,0,2,0,4,3,10,6,15,2011-12-26
53,LaMarcus Aldridge,Portland Trail Blazers,41:33,11,25,44.0,0,0,0.0,3,4,75.0,3,4,7,3,3,3,2,2,25,9,15,2011-12-26
54,Nicolas Batum,Portland Trail Blazers,20:37,4,10,40.0,2,4,50.0,0,0,0.0,3,2,5,1,0,0,1,3,10,-5,15,2011-12-26
55,Derrick Rose,Chicago Bulls,39:04,4,17,23.5,1,8,12.5,4,4,100,1,4,5,8,0,0,3,3,13,1,16,2011-12-26
56,Taj Gibson,Chicago Bulls,22:12,2,3,66.7,0,0,0.0,1,2,50.0,2,7,9,0,0,2,4,2,5,-1,16,2011-12-26
57,Stephen Curry,Golden State Warriors,37:29,7,12,58.3,1,3,33.3,6,7,85.7,1,6,7,10,6,0,4,4,21,11,16,2011-12-26
58,Ish Smith,Golden State Warriors,4:16,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,16,2011-12-26
59,Klay Thompson,Golden State Warriors,10:41,0,2,0.0,0,1,0.0,0,0,0.0,1,2,3,2,0,0,0,1,0,8,16,2011-12-26
60,Al Horford,Atlanta Hawks,24:24,4,6,66.7,0,0,0.0,0,0,0.0,1,3,4,1,1,1,0,1,8,19,17,2011-12-27
61,Rajon Rondo,Boston Celtics,44:09,7,15,46.7,1,3,33.3,7,11,63.6,1,7,8,12,0,0,7,3,22,-5,18,2011-12-27
62,Avery Bradley,Boston Celtics,3:51,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-3,18,2011-12-27
63,LeBron James,Miami Heat,36:00,9,14,64.3,0,0,0.0,8,9,88.9,1,5,6,5,2,1,3,3,26,-7,18,2011-12-27
64,Udonis Haslem,Miami Heat,31:18,1,9,11.1,0,0,0.0,2,2,100,2,10,12,0,0,0,0,4,4,-5,18,2011-12-27
65,Kevin Love,Minnesota Timberwolves,40:26,6,18,33.3,0,4,0.0,19,24,79.2,9,11,20,2,0,0,3,1,31,-1,19,2011-12-27
66,Ricky Rubio,Minnesota Timberwolves,27:21,2,3,66.7,0,0,0.0,2,3,66.7,0,3,3,4,3,0,3,3,6,-1,19,2011-12-27
67,LaMarcus Aldridge,Portland Trail Blazers,33:16,10,15,66.7,0,0,0.0,4,6,66.7,3,5,8,0,1,0,1,3,24,17,20,2011-12-27
68,Nicolas Batum,Portland Trail Blazers,28:49,4,12,33.3,1,4,25.0,6,6,100,3,2,5,1,0,0,1,1,15,17,20,2011-12-27
69,Gordon Hayward,Utah Jazz,23:58,3,8,37.5,0,2,0.0,1,1,100,1,2,3,2,0,1,1,2,7,-18,21,2011-12-27
70,Derrick Favors,Utah Jazz,18:34,4,7,57.1,0,0,0.0,0,0,0.0,2,4,6,0,0,0,1,4,8,-26,21,2011-12-27
71,Paul Millsap,Utah Jazz,27:08,7,15,46.7,0,1,0.0,4,6,66.7,6,2,8,0,0,1,1,3,18,3,21,2011-12-27
72,Alec Burks,Utah Jazz,5:35,0,2,0.0,0,0,0.0,0,0,0.0,1,0,1,2,0,0,0,0,0,1,21,2011-12-27
73,Paul George,Indiana Pacers,39:46,5,11,45.5,4,7,57.1,4,4,100,2,2,4,2,0,0,2,1,18,4,22,2011-12-28
74,George Hill,Indiana Pacers,18:41,0,5,0.0,0,2,0.0,3,3,100,1,1,2,2,0,0,0,0,3,-8,22,2011-12-28
75,DeMar DeRozan,Toronto Raptors,29:38,9,16,56.3,2,2,100,2,2,100,1,3,4,2,1,0,2,2,22,-6,22,2011-12-28
76,Ed Davis,Toronto Raptors,19:41,1,2,50.0,0,0,0.0,0,0,0.0,0,3,3,1,0,0,1,3,2,-7,22,2011-12-28
77,James Johnson,Toronto Raptors,29:09,3,7,42.9,0,0,0.0,0,0,0.0,1,7,8,2,6,2,1,5,6,8,22,2011-12-28
78,LeBron James,Miami Heat,38:49,13,23,56.5,0,0,0.0,9,9,100,0,6,6,7,3,2,2,0,35,5,23,2011-12-28
79,Udonis Haslem,Miami Heat,29:07,1,4,25.0,0,0,0.0,2,2,100,1,5,6,0,1,0,3,4,4,7,23,2011-12-28
80,D.J. Augustin,Charlotte Bobcats,32:47,7,11,63.6,3,6,50.0,3,4,75.0,1,4,5,6,0,0,5,2,20,-3,23,2011-12-28
81,Kemba Walker,Charlotte Bobcats,20:03,6,9,66.7,1,2,50.0,1,2,50.0,0,1,1,3,1,0,3,1,14,-6,23,2011-12-28
82,JaVale McGee,Washington Wizards,27:36,7,11,63.6,0,0,0.0,1,2,50.0,3,9,12,0,2,1,2,4,15,-25,24,2011-12-28
83,John Wall,Washington Wizards,37:10,6,15,40.0,0,0,0.0,8,10,80.0,1,1,2,6,3,1,6,1,20,-23,24,2011-12-28
84,Al Horford,Atlanta Hawks,32:33,4,9,44.4,0,0,0.0,3,4,75.0,2,8,10,2,2,2,0,1,11,25,24,2011-12-28
85,Kyrie Irving,Cleveland Cavaliers,19:50,5,9,55.6,0,0,0.0,4,4,100,1,3,4,7,2,0,3,1,14,4,25,2011-12-28
86,Tristan Thompson,Cleveland Cavaliers,24:34,5,8,62.5,0,0,0.0,0,0,0.0,1,3,4,1,1,2,3,1,10,18,25,2011-12-28
87,Kevin Durant,Oklahoma City Thunder,38:37,10,17,58.8,2,5,40.0,10,11,90.9,1,7,8,3,0,2,2,2,32,-2,26,2011-12-28
88,Serge Ibaka,Oklahoma City Thunder,21:42,2,8,25.0,0,0,0.0,0,0,0.0,3,4,7,0,1,3,1,2,4,1,26,2011-12-28
89,Russell Westbrook,Oklahoma City Thunder,31:26,0,13,0.0,0,2,0.0,4,4,100,0,3,3,6,0,0,4,3,4,1,26,2011-12-28
90,James Harden,Oklahoma City Thunder,30:25,5,11,45.5,3,7,42.9,7,9,77.8,1,6,7,2,1,0,0,1,20,-2,26,2011-12-28
91,Rudy Gay,Memphis Grizzlies,36:26,9,24,37.5,0,5,0.0,1,4,25.0,4,8,12,2,1,1,3,4,19,-4,26,2011-12-28
92,Mike Conley,Memphis Grizzlies,0:24,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,26,2011-12-28
93,Rajon Rondo,Boston Celtics,34:22,5,8,62.5,1,1,100,2,4,50.0,1,1,2,6,1,0,4,3,13,-8,27,2011-12-28
94,Avery Bradley,Boston Celtics,6:05,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,-8,27,2011-12-28
95,E'Twaun Moore,Boston Celtics,7:36,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,-4,27,2011-12-28
96,Trevor Ariza,New Orleans Hornets,40:27,2,8,25.0,1,4,25.0,3,4,75.0,1,5,6,4,2,1,0,1,8,11,27,2011-12-28
97,Gordon Hayward,Utah Jazz,27:15,3,6,50.0,1,3,33.3,3,4,75.0,0,2,2,7,0,0,1,1,10,-20,29,2011-12-28
98,Derrick Favors,Utah Jazz,16:47,1,4,25.0,0,0,0.0,0,2,0.0,2,8,10,0,0,0,3,2,2,5,29,2011-12-28
99,Paul Millsap,Utah Jazz,21:44,6,9,66.7,1,1,100,0,0,0.0,1,7,8,1,2,0,1,1,13,-20,29,2011-12-28
100,Alec Burks,Utah Jazz,9:51,6,9,66.7,0,1,0.0,3,3,100,0,0,0,0,2,0,1,2,15,7,29,2011-12-28
101,Danilo Gallinari,Denver Nuggets,25:20,4,7,57.1,1,2,50.0,2,2,100,1,4,5,2,2,0,3,3,11,13,29,2011-12-28
102,Andre Iguodala,Philadelphia 76ers,26:32,5,7,71.4,3,3,100,2,2,100,0,4,4,6,4,0,1,2,15,32,30,2011-12-28
103,Jrue Holiday,Philadelphia 76ers,32:31,5,15,33.3,0,3,0.0,5,7,71.4,2,1,3,2,1,0,1,2,15,22,30,2011-12-28
104,Thaddeus Young,Philadelphia 76ers,26:25,7,14,50.0,0,0,0.0,1,1,100,2,3,5,0,0,0,0,1,15,2,30,2011-12-28
105,Lou Williams,Philadelphia 76ers,25:27,3,11,27.3,2,4,50.0,5,6,83.3,1,2,3,5,0,0,1,2,13,3,30,2011-12-28
106,Nikola Vucevic,Philadelphia 76ers,20:07,3,6,50.0,0,0,0.0,0,0,0.0,3,3,6,2,1,0,2,2,6,-3,30,2011-12-28
107,Robin Lopez,Phoenix Suns,20:10,3,4,75.0,0,0,0.0,1,2,50.0,1,5,6,3,0,0,0,1,7,-2,30,2011-12-28
108,Markieff Morris,Phoenix Suns,26:30,4,5,80.0,1,2,50.0,0,0,0.0,1,2,3,1,0,0,1,3,9,5,30,2011-12-28
109,Carmelo Anthony,New York Knicks,34:38,3,13,23.1,0,4,0.0,7,9,77.8,0,2,2,1,0,0,1,4,13,-16,31,2011-12-28
110,Ish Smith,Golden State Warriors,29:09,5,13,38.5,1,2,50.0,0,0,0.0,1,5,6,4,2,0,1,0,11,2,31,2011-12-28
111,Klay Thompson,Golden State Warriors,7:30,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,2,1,31,2011-12-28
112,Dwight Howard,Orlando Magic,37:26,7,9,77.8,0,0,0.0,2,9,22.2,6,18,24,3,3,3,3,3,16,23,32,2011-12-29
113,Kawhi Leonard,San Antonio Spurs,24:39,3,7,42.9,0,3,0.0,2,4,50.0,2,2,4,0,1,0,0,0,8,1,33,2011-12-29
114,Danny Green,San Antonio Spurs,12:28,3,7,42.9,0,2,0.0,0,0,0.0,3,1,4,0,1,0,0,0,6,-6,33,2011-12-29
115,Cory Joseph,San Antonio Spurs,13:47,1,4,25.0,0,0,0.0,0,0,0.0,1,0,1,2,0,1,0,0,2,-3,33,2011-12-29
116,Kyle Lowry,Houston Rockets,27:18,5,10,50.0,2,4,50.0,4,4,100,0,9,9,8,3,0,1,1,16,26,33,2011-12-29
117,Goran Dragic,Houston Rockets,20:42,3,10,30.0,0,3,0.0,0,0,0.0,0,1,1,3,1,1,0,2,6,-6,33,2011-12-29
118,Kevin Durant,Oklahoma City Thunder,41:10,10,16,62.5,3,5,60.0,7,9,77.8,0,11,11,6,1,2,6,1,30,7,34,2011-12-29
119,Serge Ibaka,Oklahoma City Thunder,36:47,6,9,66.7,0,0,0.0,4,8,50.0,3,5,8,0,1,3,1,4,16,-7,34,2011-12-29
120,Russell Westbrook,Oklahoma City Thunder,31:08,6,15,40.0,0,1,0.0,4,6,66.7,2,2,4,4,2,0,7,2,16,-5,34,2011-12-29
121,James Harden,Oklahoma City Thunder,34:51,4,8,50.0,1,4,25.0,6,6,100,0,4,4,4,0,1,0,2,15,22,34,2011-12-29
122,Derrick Rose,Chicago Bulls,32:12,7,14,50.0,0,2,0.0,5,6,83.3,0,1,1,8,0,0,6,5,19,-1,35,2011-12-29
123,Taj Gibson,Chicago Bulls,10:10,3,4,75.0,0,0,0.0,0,1,0.0,0,1,1,0,0,0,0,2,6,-2,35,2011-12-29
124,Danilo Gallinari,Denver Nuggets,35:10,4,15,26.7,0,5,0.0,8,8,100,0,2,2,3,2,0,0,0,16,-20,36,2011-12-29
125,LaMarcus Aldridge,Portland Trail Blazers,38:58,6,14,42.9,0,0,0.0,1,2,50.0,1,4,5,6,0,1,2,4,13,10,36,2011-12-29
126,Nicolas Batum,Portland Trail Blazers,20:41,1,6,16.7,1,3,33.3,3,3,100,1,5,6,1,1,4,4,2,6,-6,36,2011-12-29
127,Carmelo Anthony,New York Knicks,36:47,8,14,57.1,2,4,50.0,9,10,90.0,1,6,7,5,0,1,5,3,27,-16,37,2011-12-29
128,Dwight Howard,Orlando Magic,39:28,7,16,43.8,0,0,0.0,6,14,42.9,6,18,24,4,1,4,3,0,20,18,38,2011-12-30
129,D.J. Augustin,Charlotte Bobcats,35:13,3,11,27.3,1,4,25.0,7,7,100,1,0,1,4,0,0,1,0,14,-16,38,2011-12-30
130,Kemba Walker,Charlotte Bobcats,17:09,1,9,11.1,0,3,0.0,0,0,0.0,0,1,1,4,0,0,1,1,2,-10,38,2011-12-30
131,Kyrie Irving,Cleveland Cavaliers,33:39,8,19,42.1,0,2,0.0,4,7,57.1,1,4,5,4,1,1,3,2,20,-10,39,2011-12-30
132,Tristan Thompson,Cleveland Cavaliers,17:08,1,3,33.3,0,0,0.0,0,0,0.0,1,1,2,0,0,2,2,4,2,-4,39,2011-12-30
133,Paul George,Indiana Pacers,27:26,0,4,0.0,0,2,0.0,2,2,100,0,5,5,2,1,1,2,3,2,13,39,2011-12-30
134,George Hill,Indiana Pacers,33:53,6,15,40.0,0,2,0.0,3,4,75.0,2,3,5,2,4,1,1,3,15,-8,39,2011-12-30
135,Rajon Rondo,Boston Celtics,27:31,4,8,50.0,1,2,50.0,0,0,0.0,1,2,3,5,0,0,2,2,9,12,40,2011-12-30
136,Avery Bradley,Boston Celtics,3:25,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-7,40,2011-12-30
137,E'Twaun Moore,Boston Celtics,3:25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-7,40,2011-12-30
138,Al Horford,Atlanta Hawks,25:46,4,8,50.0,0,0,0.0,4,8,50.0,5,0,5,2,1,3,1,5,12,-8,41,2011-12-30
139,Kyle Lowry,Houston Rockets,24:23,5,9,55.6,1,3,33.3,4,5,80.0,1,2,3,8,4,0,4,4,15,-15,42,2011-12-30
140,Goran Dragic,Houston Rockets,12:09,2,5,40.0,1,2,50.0,0,0,0.0,1,0,1,1,0,0,2,2,5,-15,42,2011-12-30
141,Rudy Gay,Memphis Grizzlies,30:39,4,11,36.4,0,0,0.0,2,2,100,1,7,8,2,1,1,3,3,10,5,42,2011-12-30
142,Markieff Morris,Phoenix Suns,1:12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,0,-2,43,2011-12-30
143,Robin Lopez,Phoenix Suns,17:27,1,5,20.0,0,0,0.0,2,2,100,1,0,1,0,0,0,1,4,4,-1,43,2011-12-30
144,Trevor Ariza,New Orleans Hornets,27:46,2,11,18.2,1,2,50.0,2,2,100,3,4,7,1,2,0,1,5,7,-9,43,2011-12-30
145,LeBron James,Miami Heat,37:13,16,26,61.5,0,1,0.0,2,4,50.0,1,7,8,10,4,1,4,2,34,14,44,2011-12-30
146,Udonis Haslem,Miami Heat,26:34,4,7,57.1,0,0,0.0,1,1,100,4,5,9,1,1,0,0,2,9,-3,44,2011-12-30
147,Kevin Love,Minnesota Timberwolves,32:32,10,19,52.6,1,3,33.3,4,6,66.7,4,8,12,3,2,0,6,4,25,-10,44,2011-12-30
148,Ricky Rubio,Minnesota Timberwolves,30:51,4,7,57.1,2,2,100,2,3,66.7,0,6,6,12,1,0,5,1,12,9,44,2011-12-30
149,Wayne Ellington,Minnesota Timberwolves,30:51,5,13,38.5,1,6,16.7,0,0,0.0,2,3,5,1,3,0,1,3,11,9,44,2011-12-30
150,JaVale McGee,Washington Wizards,28:04,5,11,45.5,0,0,0.0,0,2,0.0,2,7,9,0,1,0,0,4,10,-13,45,2011-12-30
151,John Wall,Washington Wizards,36:22,1,9,11.1,0,1,0.0,4,4,100,1,0,1,7,1,3,4,1,6,-16,45,2011-12-30
152,DeMar DeRozan,Toronto Raptors,35:19,4,12,33.3,0,1,0.0,3,4,75.0,0,4,4,4,1,0,1,2,11,-3,46,2011-12-30
153,James Johnson,Toronto Raptors,14:31,0,3,0.0,0,0,0.0,0,0,0.0,1,3,4,1,0,0,2,2,0,-14,46,2011-12-30
154,Ed Davis,Toronto Raptors,19:02,1,3,33.3,0,0,0.0,2,2,100,1,5,6,0,3,0,0,0,4,-16,46,2011-12-30
155,Andre Iguodala,Philadelphia 76ers,39:01,6,11,54.5,2,2,100,2,5,40.0,0,6,6,4,1,0,3,1,16,1,47,2011-12-30
156,Jrue Holiday,Philadelphia 76ers,36:57,9,15,60.0,1,3,33.3,3,3,100,0,2,2,3,2,0,3,3,22,0,47,2011-12-30
157,Thaddeus Young,Philadelphia 76ers,18:49,3,8,37.5,0,0,0.0,3,4,75.0,0,1,1,0,1,0,1,3,9,3,47,2011-12-30
158,Lou Williams,Philadelphia 76ers,28:48,5,12,41.7,0,5,0.0,10,12,83.3,0,4,4,5,0,0,1,4,20,-12,47,2011-12-30
159,Nikola Vucevic,Philadelphia 76ers,9:02,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,1,0,-3,47,2011-12-30
160,Gordon Hayward,Utah Jazz,35:04,5,9,55.6,1,2,50.0,4,4,100,0,2,2,3,1,2,1,3,15,0,47,2011-12-30
161,Paul Millsap,Utah Jazz,35:25,4,16,25.0,1,3,33.3,5,8,62.5,2,12,14,2,3,2,0,3,14,7,47,2011-12-30
162,Derrick Favors,Utah Jazz,38:59,10,16,62.5,0,0,0.0,0,1,0.0,3,8,11,0,0,1,1,3,20,1,47,2011-12-30
163,Derrick Rose,Chicago Bulls,42:04,8,14,57.1,3,4,75.0,10,11,90.9,3,5,8,16,1,0,4,3,29,16,48,2011-12-30
164,Taj Gibson,Chicago Bulls,19:16,2,5,40.0,0,0,0.0,2,2,100,1,2,3,1,1,1,1,1,6,13,48,2011-12-30
165,Blake Griffin,Los Angeles Clippers,41:33,14,25,56.0,0,0,0.0,6,10,60.0,6,7,13,3,1,0,2,1,34,-9,48,2011-12-30
166,DeAndre Jordan,Los Angeles Clippers,25:40,5,6,83.3,0,0,0.0,2,4,50.0,1,4,5,0,0,3,2,5,12,0,48,2011-12-30
167,Chris Paul,Los Angeles Clippers,44:06,7,14,50.0,1,1,100,0,1,0.0,0,4,4,14,4,0,3,2,15,-13,48,2011-12-30
168,Danilo Gallinari,Denver Nuggets,36:59,3,12,25.0,0,4,0.0,1,2,50.0,0,7,7,3,2,1,1,1,7,-5,49,2011-12-31
169,Paul George,Indiana Pacers,34:01,2,5,40.0,1,2,50.0,2,3,66.7,0,4,4,4,3,1,1,2,7,7,50,2011-12-31
170,George Hill,Indiana Pacers,29:06,7,11,63.6,1,3,33.3,1,2,50.0,0,5,5,1,0,0,1,3,16,-4,50,2011-12-31
171,Al Horford,Atlanta Hawks,31:18,6,11,54.5,0,0,0.0,3,4,75.0,1,5,6,2,0,1,2,1,15,-19,51,2011-12-31
172,Kyle Lowry,Houston Rockets,42:09,0,6,0.0,0,3,0.0,2,2,100,0,6,6,18,2,1,6,3,2,15,51,2011-12-31
173,Goran Dragic,Houston Rockets,13:25,1,5,20.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,2,-7,51,2011-12-31
174,Robin Lopez,Phoenix Suns,21:02,1,4,25.0,0,0,0.0,2,2,100,3,2,5,0,0,1,0,3,4,5,52,2011-12-31
175,Markieff Morris,Phoenix Suns,15:47,5,8,62.5,3,4,75.0,2,3,66.7,0,6,6,1,0,1,1,3,15,11,52,2011-12-31
176,Kevin Durant,Oklahoma City Thunder,26:17,4,11,36.4,2,3,66.7,2,2,100,1,5,6,3,2,1,5,3,12,8,52,2011-12-31
177,Serge Ibaka,Oklahoma City Thunder,21:17,4,4,100,0,0,0.0,0,0,0.0,2,1,3,1,0,2,1,1,8,13,52,2011-12-31
178,Russell Westbrook,Oklahoma City Thunder,25:21,8,14,57.1,0,1,0.0,2,2,100,0,2,2,4,2,0,2,1,18,7,52,2011-12-31
179,James Harden,Oklahoma City Thunder,25:43,1,6,16.7,0,4,0.0,8,8,100,0,7,7,8,2,0,2,3,10,3,52,2011-12-31
