,PLAYER,TEAM,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,GAMEID,Date
894,Jimmy Butler,Chicago Bulls,6:11,1,1,100,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,2,-5,260,2012-01-25
895,Tobias Harris,Milwaukee Bucks,2:50,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,-7,261,2012-01-25
896,Kyle Lowry,Houston Rockets,42:37,2,16,12.5,2,9,22.2,2,4,50.0,0,8,8,10,0,1,2,2,8,-3,261,2012-01-25
897,Goran Dragic,Houston Rockets,24:39,2,7,28.6,0,2,0.0,0,0,0.0,2,3,5,4,1,0,3,5,4,-3,261,2012-01-25
898,Trevor Ariza,New Orleans Hornets,29:19,1,8,12.5,0,2,0.0,0,0,0.0,0,6,6,2,1,2,3,4,2,-13,262,2012-01-25
899,Kevin Durant,Oklahoma City Thunder,39:33,9,13,69.2,0,1,0.0,7,7,100,0,7,7,4,2,3,4,0,25,10,262,2012-01-25
900,Serge Ibaka,Oklahoma City Thunder,29:04,7,11,63.6,0,0,0.0,0,0,0.0,3,4,7,0,0,2,1,3,14,4,262,2012-01-25
901,Russell Westbrook,Oklahoma City Thunder,35:53,4,14,28.6,0,2,0.0,6,9,66.7,0,1,1,5,3,0,7,3,14,13,262,2012-01-25
902,James Harden,Oklahoma City Thunder,28:54,4,5,80.0,1,2,50.0,9,10,90.0,0,1,1,6,1,0,2,3,18,10,262,2012-01-25
903,Reggie Jackson,Oklahoma City Thunder,12:08,2,5,40.0,0,1,0.0,0,0,0.0,0,0,0,1,2,0,0,1,4,-3,262,2012-01-25
904,Kevin Love,Minnesota Timberwolves,43:29,9,16,56.3,4,6,66.7,9,10,90.0,1,10,11,2,2,2,2,3,31,16,263,2012-01-25
905,Wayne Ellington,Minnesota Timberwolves,38:30,5,15,33.3,1,3,33.3,5,6,83.3,1,3,4,3,1,2,0,0,16,19,263,2012-01-25
906,Ricky Rubio,Minnesota Timberwolves,46:27,4,16,25.0,1,5,20.0,8,9,88.9,0,7,7,12,4,0,7,2,17,14,263,2012-01-25
907,Kawhi Leonard,San Antonio Spurs,29:45,4,7,57.1,0,0,0.0,0,0,0.0,1,4,5,1,2,0,1,3,8,9,264,2012-01-25
908,Danny Green,San Antonio Spurs,26:41,4,9,44.4,2,6,33.3,0,0,0.0,2,3,5,5,1,1,1,1,10,19,264,2012-01-25
909,Cory Joseph,San Antonio Spurs,18:28,4,6,66.7,0,0,0.0,0,0,0.0,0,2,2,4,1,1,1,2,8,15,264,2012-01-25
910,James Johnson,Toronto Raptors,38:41,1,4,25.0,0,0,0.0,0,0,0.0,1,4,5,1,1,6,1,4,2,-2,265,2012-01-25
911,DeMar DeRozan,Toronto Raptors,43:58,6,11,54.5,1,2,50.0,4,4,100,1,7,8,2,2,0,1,4,17,-6,265,2012-01-25
912,Ed Davis,Toronto Raptors,11:16,1,3,33.3,0,0,0.0,0,0,0.0,1,4,5,0,1,0,0,3,2,9,265,2012-01-25
913,Gordon Hayward,Utah Jazz,36:59,1,9,11.1,0,5,0.0,0,0,0.0,2,5,7,3,2,1,4,1,2,12,265,2012-01-25
914,Paul Millsap,Utah Jazz,49:00,12,24,50.0,1,2,50.0,6,8,75.0,2,9,11,2,1,1,3,5,31,-2,265,2012-01-25
915,Derrick Favors,Utah Jazz,41:38,6,14,42.9,0,0,0.0,4,6,66.7,2,10,12,1,1,1,1,3,16,4,265,2012-01-25
916,Alec Burks,Utah Jazz,5:25,1,1,100,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,-3,265,2012-01-25
917,Danilo Gallinari,Denver Nuggets,34:33,8,12,66.7,1,2,50.0,6,6,100,0,3,3,5,0,3,1,1,23,30,266,2012-01-25
918,Blake Griffin,Los Angeles Clippers,32:51,13,22,59.1,0,0,0.0,0,2,0.0,6,3,9,0,0,0,4,4,26,2,267,2012-01-25
919,DeAndre Jordan,Los Angeles Clippers,30:17,5,8,62.5,0,0,0.0,1,1,100,2,3,5,0,1,2,1,4,11,-2,267,2012-01-25
920,Chris Paul,Los Angeles Clippers,26:40,2,8,25.0,0,3,0.0,0,1,0.0,0,4,4,12,1,0,0,2,4,6,267,2012-01-25
921,LaMarcus Aldridge,Portland Trail Blazers,36:50,7,17,41.2,0,1,0.0,4,4,100,1,6,7,5,1,1,4,1,18,0,268,2012-01-25
922,Nicolas Batum,Portland Trail Blazers,22:39,5,8,62.5,0,1,0.0,6,7,85.7,1,2,3,1,1,2,0,3,16,2,268,2012-01-25
923,Stephen Curry,Golden State Warriors,37:54,12,19,63.2,6,8,75.0,2,3,66.7,0,6,6,7,4,0,1,0,32,7,268,2012-01-25
924,Klay Thompson,Golden State Warriors,7:52,1,4,25.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,1,2,2,268,2012-01-25
925,Avery Bradley,Boston Celtics,24:33,3,7,42.9,0,1,0.0,0,0,0.0,2,2,4,2,0,0,5,2,6,-13,269,2012-01-26
926,E'Twaun Moore,Boston Celtics,17:57,5,6,83.3,4,4,100,2,2,100,1,2,3,0,0,1,0,2,16,27,269,2012-01-26
927,Dwight Howard,Orlando Magic,30:43,6,12,50.0,0,0,0.0,4,8,50.0,5,11,16,0,0,1,3,4,16,-25,269,2012-01-26
928,Rudy Gay,Memphis Grizzlies,41:32,9,18,50.0,3,5,60.0,3,5,60.0,1,6,7,2,0,1,6,3,24,-4,270,2012-01-26
929,Mike Conley,Memphis Grizzlies,34:16,2,10,20.0,0,3,0.0,0,0,0.0,0,5,5,7,4,1,3,6,4,-13,270,2012-01-26
930,Blake Griffin,Los Angeles Clippers,40:18,8,14,57.1,0,1,0.0,4,8,50.0,1,8,9,8,0,2,3,2,20,5,270,2012-01-26
931,DeAndre Jordan,Los Angeles Clippers,35:12,4,5,80.0,0,0,0.0,1,4,25.0,3,6,9,0,0,3,1,5,9,17,270,2012-01-26
932,Chris Paul,Los Angeles Clippers,35:36,3,11,27.3,2,4,50.0,10,11,90.9,0,7,7,7,2,0,2,3,18,18,270,2012-01-26
933,Kemba Walker,Charlotte Bobcats,32:19,5,14,35.7,2,5,40.0,2,3,66.7,1,7,8,2,2,1,3,0,14,-16,271,2012-01-27
934,Andre Iguodala,Philadelphia 76ers,26:57,3,9,33.3,1,3,33.3,2,2,100,1,3,4,6,2,0,2,4,9,18,271,2012-01-27
935,Jrue Holiday,Philadelphia 76ers,30:55,6,14,42.9,1,2,50.0,2,2,100,2,3,5,3,4,0,3,0,15,23,271,2012-01-27
936,Lou Williams,Philadelphia 76ers,21:22,6,12,50.0,1,1,100,4,5,80.0,2,3,5,4,1,0,1,4,17,7,271,2012-01-27
937,Thaddeus Young,Philadelphia 76ers,24:23,5,7,71.4,0,0,0.0,0,0,0.0,1,3,4,0,0,0,0,0,10,21,271,2012-01-27
938,Paul George,Indiana Pacers,30:15,4,11,36.4,0,3,0.0,8,8,100,4,5,9,2,2,1,1,1,16,10,272,2012-01-27
939,George Hill,Indiana Pacers,21:44,1,8,12.5,0,4,0.0,4,4,100,0,2,2,2,0,0,1,0,6,-18,272,2012-01-27
940,Avery Bradley,Boston Celtics,32:06,2,7,28.6,0,0,0.0,0,0,0.0,0,2,2,3,1,1,1,2,4,4,272,2012-01-27
941,E'Twaun Moore,Boston Celtics,15:54,2,4,50.0,0,1,0.0,0,0,0.0,0,1,1,1,1,0,2,2,4,3,272,2012-01-27
942,Kyrie Irving,Cleveland Cavaliers,31:17,12,20,60.0,2,5,40.0,6,8,75.0,4,2,6,2,2,0,1,2,32,1,274,2012-01-27
943,Tristan Thompson,Cleveland Cavaliers,15:37,2,5,40.0,0,0,0.0,1,2,50.0,0,3,3,0,1,1,1,1,5,-8,274,2012-01-27
944,LeBron James,Miami Heat,40:17,11,18,61.1,0,2,0.0,9,10,90.0,1,7,8,7,0,0,4,2,31,4,275,2012-01-27
945,Udonis Haslem,Miami Heat,25:40,2,4,50.0,0,0,0.0,0,0,0.0,1,5,6,0,2,0,1,5,4,23,275,2012-01-27
946,Tobias Harris,Milwaukee Bucks,6:38,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,276,2012-01-27
947,Derrick Rose,Chicago Bulls,37:17,14,24,58.3,0,2,0.0,6,10,60.0,1,2,3,3,0,1,3,2,34,8,276,2012-01-27
948,Taj Gibson,Chicago Bulls,15:28,1,4,25.0,0,0,0.0,0,2,0.0,2,2,4,0,0,2,0,1,2,6,276,2012-01-27
949,Jimmy Butler,Chicago Bulls,9:23,0,2,0.0,0,0,0.0,2,2,100,1,0,1,0,1,0,0,2,2,-2,276,2012-01-27
950,Dwight Howard,Orlando Magic,39:10,9,14,64.3,0,0,0.0,10,17,58.8,3,13,16,3,2,1,4,3,28,-22,277,2012-01-27
951,Trevor Ariza,New Orleans Hornets,27:23,2,9,22.2,0,1,0.0,1,2,50.0,1,8,9,2,2,0,1,0,5,12,277,2012-01-27
952,JaVale McGee,Washington Wizards,24:23,4,9,44.4,0,0,0.0,1,2,50.0,6,5,11,0,1,4,4,5,9,-14,278,2012-01-27
953,John Wall,Washington Wizards,33:00,6,13,46.2,0,0,0.0,5,7,71.4,3,5,8,6,0,0,5,2,17,-16,278,2012-01-27
954,Kyle Lowry,Houston Rockets,29:18,1,7,14.3,0,2,0.0,7,8,87.5,0,4,4,5,3,0,3,0,9,16,278,2012-01-27
955,Goran Dragic,Houston Rockets,25:27,2,7,28.6,1,2,50.0,4,4,100,1,5,6,7,1,1,3,1,9,21,278,2012-01-27
956,Kawhi Leonard,San Antonio Spurs,20:34,1,4,25.0,0,0,0.0,0,0,0.0,0,2,2,0,2,0,1,2,2,-5,279,2012-01-27
957,Danny Green,San Antonio Spurs,13:36,1,3,33.3,0,0,0.0,0,0,0.0,0,4,4,1,0,1,2,4,2,-1,279,2012-01-27
958,Cory Joseph,San Antonio Spurs,11:15,1,3,33.3,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,1,2,-9,279,2012-01-27
959,Kevin Love,Minnesota Timberwolves,37:41,6,13,46.2,0,1,0.0,6,7,85.7,2,14,16,0,1,0,1,1,18,10,279,2012-01-27
960,Ricky Rubio,Minnesota Timberwolves,41:57,7,12,58.3,1,2,50.0,3,4,75.0,0,4,4,10,0,0,2,0,18,10,279,2012-01-27
961,Wayne Ellington,Minnesota Timberwolves,18:17,1,4,25.0,0,0,0.0,2,2,100,0,0,0,0,1,0,1,0,4,0,279,2012-01-27
962,Gordon Hayward,Utah Jazz,28:44,3,6,50.0,0,0,0.0,2,2,100,0,1,1,6,1,1,0,2,8,-6,280,2012-01-27
963,Paul Millsap,Utah Jazz,32:31,7,13,53.8,0,1,0.0,6,6,100,2,5,7,2,2,1,1,4,20,-14,280,2012-01-27
964,Derrick Favors,Utah Jazz,17:04,2,3,66.7,0,0,0.0,3,3,100,2,1,3,2,0,1,0,2,7,-6,280,2012-01-27
965,Alec Burks,Utah Jazz,3:39,1,4,25.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,6,280,2012-01-27
966,James Johnson,Toronto Raptors,26:44,7,10,70.0,1,1,100,1,2,50.0,2,1,3,2,2,1,0,6,16,-10,281,2012-01-27
967,DeMar DeRozan,Toronto Raptors,32:57,3,15,20.0,0,1,0.0,2,2,100,2,2,4,3,0,0,3,2,8,-19,281,2012-01-27
968,Ed Davis,Toronto Raptors,18:09,2,6,33.3,0,0,0.0,1,3,33.3,1,5,6,1,1,2,1,4,5,-11,281,2012-01-27
969,Danilo Gallinari,Denver Nuggets,36:23,7,18,38.9,2,10,20.0,5,7,71.4,0,7,7,0,0,1,0,1,21,14,281,2012-01-27
970,Markieff Morris,Phoenix Suns,18:34,1,4,25.0,1,2,50.0,0,0,0.0,2,2,4,1,0,1,1,3,3,-16,282,2012-01-27
971,LaMarcus Aldridge,Portland Trail Blazers,32:32,10,16,62.5,0,0,0.0,3,5,60.0,2,5,7,3,0,1,0,0,23,30,282,2012-01-27
972,Nicolas Batum,Portland Trail Blazers,26:33,4,11,36.4,1,5,20.0,5,6,83.3,4,1,5,1,1,0,3,0,14,16,282,2012-01-27
973,Kevin Durant,Oklahoma City Thunder,43:36,12,24,50.0,2,4,50.0,11,11,100,1,13,14,3,0,0,7,0,37,14,283,2012-01-27
974,Serge Ibaka,Oklahoma City Thunder,35:45,9,15,60.0,0,0,0.0,2,2,100,8,4,12,0,0,0,2,4,20,9,283,2012-01-27
975,Russell Westbrook,Oklahoma City Thunder,41:29,10,20,50.0,1,2,50.0,7,9,77.8,2,4,6,11,7,0,7,1,28,12,283,2012-01-27
976,James Harden,Oklahoma City Thunder,34:32,5,10,50.0,1,4,25.0,8,8,100,1,3,4,2,0,0,2,2,19,7,283,2012-01-27
977,Reggie Jackson,Oklahoma City Thunder,10:47,1,3,33.3,0,2,0.0,0,0,0.0,0,0,0,1,1,0,0,0,2,-1,283,2012-01-27
978,Stephen Curry,Golden State Warriors,27:22,6,16,37.5,2,7,28.6,1,1,100,0,2,2,6,2,0,4,4,15,-9,283,2012-01-27
979,Klay Thompson,Golden State Warriors,19:24,6,8,75.0,2,3,66.7,0,0,0.0,0,2,2,2,1,3,1,3,14,2,283,2012-01-27
980,Andre Iguodala,Philadelphia 76ers,34:36,4,7,57.1,1,2,50.0,1,2,50.0,1,9,10,10,1,0,1,1,10,15,284,2012-01-28
981,Jrue Holiday,Philadelphia 76ers,35:59,5,10,50.0,1,2,50.0,2,3,66.7,2,2,4,2,2,0,2,2,13,21,284,2012-01-28
982,Lou Williams,Philadelphia 76ers,24:50,5,12,41.7,3,4,75.0,4,5,80.0,0,3,3,4,0,1,0,0,17,14,284,2012-01-28
983,Thaddeus Young,Philadelphia 76ers,18:13,4,11,36.4,0,0,0.0,0,0,0.0,2,0,2,2,2,0,0,4,8,13,284,2012-01-28
984,JaVale McGee,Washington Wizards,33:52,9,14,64.3,0,0,0.0,4,8,50.0,2,8,10,2,1,5,2,3,22,13,285,2012-01-28
985,John Wall,Washington Wizards,36:09,5,12,41.7,1,1,100,2,2,100,0,3,3,10,2,2,4,2,13,9,285,2012-01-28
986,Kemba Walker,Charlotte Bobcats,42:51,8,18,44.4,2,4,50.0,2,4,50.0,3,7,10,11,1,2,4,0,20,3,285,2012-01-28
987,Kyle Lowry,Houston Rockets,27:23,1,6,16.7,0,3,0.0,1,2,50.0,0,3,3,4,1,0,0,3,3,3,286,2012-01-28
988,Goran Dragic,Houston Rockets,26:40,6,8,75.0,1,2,50.0,3,4,75.0,0,0,0,5,1,1,6,2,16,23,286,2012-01-28
989,Tobias Harris,Milwaukee Bucks,0:05,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,287,2012-01-28
990,Gordon Hayward,Utah Jazz,30:23,7,15,46.7,2,6,33.3,5,7,71.4,2,3,5,4,2,0,2,2,21,-2,288,2012-01-28
991,Paul Millsap,Utah Jazz,32:46,2,10,20.0,0,0,0.0,2,2,100,5,9,14,1,1,2,1,3,6,1,288,2012-01-28
992,Derrick Favors,Utah Jazz,15:14,3,7,42.9,0,0,0.0,2,3,66.7,3,2,5,0,1,1,2,0,8,2,288,2012-01-28
993,Alec Burks,Utah Jazz,9:59,3,6,50.0,2,3,66.7,0,0,0.0,1,0,1,0,0,0,1,0,8,0,288,2012-01-28
994,Rudy Gay,Memphis Grizzlies,41:26,7,15,46.7,1,1,100,3,4,75.0,1,5,6,0,2,1,4,2,18,-1,289,2012-01-28
995,Mike Conley,Memphis Grizzlies,37:40,6,13,46.2,0,1,0.0,3,4,75.0,0,3,3,10,0,0,2,2,15,-3,289,2012-01-28
996,Markieff Morris,Phoenix Suns,20:16,5,12,41.7,0,1,0.0,0,0,0.0,3,6,9,1,0,0,2,5,10,-3,289,2012-01-28
997,Derrick Rose,Chicago Bulls,44:33,11,28,39.3,0,4,0.0,12,14,85.7,1,5,6,6,1,1,2,3,34,4,290,2012-01-29
998,Taj Gibson,Chicago Bulls,29:09,4,6,66.7,0,0,0.0,0,0,0.0,0,4,4,0,0,1,2,3,8,7,290,2012-01-29
999,LeBron James,Miami Heat,40:58,12,23,52.2,1,1,100,10,15,66.7,1,10,11,5,0,1,6,2,35,3,290,2012-01-29
1000,Udonis Haslem,Miami Heat,32:54,2,7,28.6,0,0,0.0,0,0,0.0,3,6,9,0,2,0,0,3,4,7,290,2012-01-29
1001,Kyrie Irving,Cleveland Cavaliers,33:29,10,14,71.4,1,2,50.0,2,3,66.7,1,3,4,6,1,0,3,2,23,8,291,2012-01-29
1002,Tristan Thompson,Cleveland Cavaliers,17:02,1,6,16.7,0,0,0.0,1,2,50.0,3,1,4,0,0,2,2,0,3,-5,291,2012-01-29
1003,Avery Bradley,Boston Celtics,27:57,2,5,40.0,0,0,0.0,2,2,100,1,0,1,2,0,0,1,0,6,-4,291,2012-01-29
1004,E'Twaun Moore,Boston Celtics,20:01,2,5,40.0,0,0,0.0,0,0,0.0,0,2,2,3,0,0,0,4,4,3,291,2012-01-29
1005,DeMar DeRozan,Toronto Raptors,40:50,8,12,66.7,0,2,0.0,11,16,68.8,0,3,3,2,1,1,0,1,27,19,292,2012-01-29
1006,James Johnson,Toronto Raptors,20:44,3,6,50.0,0,0,0.0,0,2,0.0,1,2,3,0,2,1,0,1,6,9,292,2012-01-29
1007,Ed Davis,Toronto Raptors,26:29,2,5,40.0,0,0,0.0,2,2,100,4,5,9,0,1,0,2,6,6,13,292,2012-01-29
1008,Paul George,Indiana Pacers,20:27,2,5,40.0,2,3,66.7,0,0,0.0,1,6,7,2,0,0,0,4,6,3,293,2012-01-29
1009,George Hill,Indiana Pacers,25:25,6,9,66.7,2,3,66.7,2,3,66.7,1,5,6,4,1,0,0,2,16,16,293,2012-01-29
1010,Dwight Howard,Orlando Magic,39:17,10,13,76.9,0,1,0.0,4,15,26.7,3,10,13,1,1,2,5,3,24,-13,293,2012-01-29
1011,Kawhi Leonard,San Antonio Spurs,23:48,3,9,33.3,0,0,0.0,0,0,0.0,2,4,6,1,0,0,0,1,6,-10,294,2012-01-29
1012,Cory Joseph,San Antonio Spurs,5:00,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-8,294,2012-01-29
1013,Danny Green,San Antonio Spurs,28:53,5,10,50.0,2,5,40.0,0,0,0.0,1,4,5,0,3,1,1,1,12,8,294,2012-01-29
1014,Trevor Ariza,New Orleans Hornets,29:01,2,6,33.3,0,0,0.0,5,6,83.3,0,3,3,0,1,1,2,1,9,-23,295,2012-01-29
1015,Kevin Love,Minnesota Timberwolves,41:16,13,22,59.1,1,4,25.0,6,8,75.0,7,6,13,2,1,0,0,4,33,1,296,2012-01-29
1016,Ricky Rubio,Minnesota Timberwolves,41:42,2,13,15.4,0,3,0.0,1,2,50.0,1,3,4,8,0,1,0,3,5,2,296,2012-01-29
1017,Wayne Ellington,Minnesota Timberwolves,10:44,0,4,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,296,2012-01-29
1018,Blake Griffin,Los Angeles Clippers,40:26,7,16,43.8,0,0,0.0,3,6,50.0,4,9,13,3,0,4,2,2,17,21,297,2012-01-29
1019,DeAndre Jordan,Los Angeles Clippers,34:54,3,7,42.9,0,0,0.0,2,4,50.0,4,9,13,0,0,5,0,3,8,0,297,2012-01-29
1020,Chris Paul,Los Angeles Clippers,37:36,9,19,47.4,3,6,50.0,4,4,100,1,5,6,7,2,1,1,4,25,19,297,2012-01-29
1021,Danilo Gallinari,Denver Nuggets,33:31,5,14,35.7,2,4,50.0,5,6,83.3,0,7,7,2,0,0,2,4,17,-11,297,2012-01-29
1022,Dwight Howard,Orlando Magic,36:47,6,17,35.3,0,0,0.0,5,13,38.5,3,8,11,0,1,2,2,2,17,-14,298,2012-01-30
1023,Andre Iguodala,Philadelphia 76ers,41:48,5,11,45.5,1,3,33.3,3,9,33.3,2,9,11,6,2,0,2,3,14,12,298,2012-01-30
1024,Jrue Holiday,Philadelphia 76ers,29:54,3,11,27.3,0,1,0.0,0,0,0.0,0,0,0,6,0,0,1,0,6,4,298,2012-01-30
1025,Thaddeus Young,Philadelphia 76ers,30:57,5,13,38.5,0,0,0.0,0,0,0.0,1,2,3,2,2,0,0,1,10,-3,298,2012-01-30
1026,Lou Williams,Philadelphia 76ers,25:08,4,13,30.8,1,5,20.0,0,0,0.0,0,2,2,2,1,0,0,1,9,-4,298,2012-01-30
1027,Derrick Rose,Chicago Bulls,40:53,10,20,50.0,1,2,50.0,14,15,93.3,0,0,0,8,2,3,5,1,35,13,299,2012-01-30
1028,Taj Gibson,Chicago Bulls,12:32,1,4,25.0,0,0,0.0,3,6,50.0,3,0,3,0,1,0,3,1,5,-1,299,2012-01-30
1029,Jimmy Butler,Chicago Bulls,12:54,1,3,33.3,0,0,0.0,0,0,0.0,1,1,2,0,1,0,1,0,2,-9,299,2012-01-30
1030,JaVale McGee,Washington Wizards,33:48,7,12,58.3,0,0,0.0,2,3,66.7,6,3,9,1,2,3,1,2,16,-9,299,2012-01-30
1031,John Wall,Washington Wizards,36:18,7,16,43.8,0,1,0.0,6,6,100,1,1,2,6,2,0,4,2,20,-11,299,2012-01-30
1032,Trevor Ariza,New Orleans Hornets,30:04,4,12,33.3,1,4,25.0,0,0,0.0,1,2,3,7,1,0,2,3,9,-29,300,2012-01-30
1033,LeBron James,Miami Heat,29:44,8,12,66.7,1,2,50.0,5,7,71.4,4,7,11,8,1,0,4,1,22,29,300,2012-01-30
1034,Udonis Haslem,Miami Heat,20:24,1,2,50.0,0,0,0.0,0,0,0.0,1,4,5,0,0,0,1,1,2,11,300,2012-01-30
1035,Tobias Harris,Milwaukee Bucks,3:50,2,3,66.7,2,2,100,2,2,100,0,1,1,0,1,0,1,1,8,1,301,2012-01-30
1036,Kawhi Leonard,San Antonio Spurs,31:40,6,11,54.5,0,0,0.0,0,1,0.0,4,6,10,1,2,1,1,0,12,4,302,2012-01-30
1037,Danny Green,San Antonio Spurs,30:35,3,10,30.0,2,5,40.0,3,5,60.0,3,1,4,1,4,0,3,3,11,9,302,2012-01-30
1038,Cory Joseph,San Antonio Spurs,0:26,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-2,302,2012-01-30
1039,Rudy Gay,Memphis Grizzlies,34:36,0,7,0.0,0,0,0.0,1,2,50.0,1,5,6,2,2,0,3,3,1,-11,302,2012-01-30
1040,Mike Conley,Memphis Grizzlies,36:57,5,14,35.7,2,3,66.7,3,4,75.0,1,1,2,3,0,0,3,2,15,-2,302,2012-01-30
1041,Kevin Love,Minnesota Timberwolves,35:43,10,15,66.7,2,4,50.0,7,8,87.5,2,5,7,0,2,0,1,2,29,20,303,2012-01-30
1042,Ricky Rubio,Minnesota Timberwolves,37:47,6,10,60.0,2,3,66.7,4,4,100,0,8,8,11,1,0,3,1,18,22,303,2012-01-30
1043,Wayne Ellington,Minnesota Timberwolves,9:35,1,3,33.3,0,1,0.0,2,3,66.7,0,0,0,0,0,0,0,0,4,-6,303,2012-01-30
1044,Kyle Lowry,Houston Rockets,25:36,5,10,50.0,0,1,0.0,1,1,100,2,2,4,3,2,0,2,2,11,-14,303,2012-01-30
1045,Goran Dragic,Houston Rockets,23:45,2,10,20.0,0,4,0.0,3,4,75.0,0,2,2,9,1,0,0,3,7,0,303,2012-01-30
1046,LaMarcus Aldridge,Portland Trail Blazers,39:04,11,20,55.0,0,0,0.0,3,4,75.0,2,5,7,1,1,2,1,1,25,-7,304,2012-01-30
1047,Nicolas Batum,Portland Trail Blazers,31:22,5,9,55.6,4,5,80.0,1,2,50.0,0,3,3,2,1,1,3,3,15,-11,304,2012-01-30
1048,Paul Millsap,Utah Jazz,38:36,6,15,40.0,0,0,0.0,7,8,87.5,3,12,15,1,1,2,1,3,19,8,304,2012-01-30
1049,Derrick Favors,Utah Jazz,26:18,2,5,40.0,0,0,0.0,4,4,100,4,2,6,1,1,0,1,2,8,-1,304,2012-01-30
1050,Gordon Hayward,Utah Jazz,28:05,3,12,25.0,2,3,66.7,4,6,66.7,2,1,3,0,1,1,1,1,12,2,304,2012-01-30
1051,Alec Burks,Utah Jazz,6:21,0,2,0.0,0,0,0.0,1,2,50.0,0,0,0,0,0,0,1,1,1,-6,304,2012-01-30
1052,Markieff Morris,Phoenix Suns,19:60,2,7,28.6,1,1,100,2,3,66.7,1,3,4,0,0,0,0,2,7,1,305,2012-01-30
1053,Robin Lopez,Phoenix Suns,12:00,1,4,25.0,0,0,0.0,0,0,0.0,1,1,2,1,0,2,0,0,2,3,305,2012-01-30
1054,Kevin Durant,Oklahoma City Thunder,38:42,14,23,60.9,4,5,80.0,4,7,57.1,2,11,13,1,0,3,4,3,36,-12,306,2012-01-30
1055,Serge Ibaka,Oklahoma City Thunder,30:50,1,4,25.0,0,0,0.0,0,2,0.0,4,1,5,0,0,1,2,1,2,0,306,2012-01-30
1056,James Harden,Oklahoma City Thunder,42:24,2,10,20.0,1,5,20.0,2,4,50.0,1,3,4,5,1,0,3,3,7,-11,306,2012-01-30
1057,Russell Westbrook,Oklahoma City Thunder,37:45,13,26,50.0,0,3,0.0,5,6,83.3,2,2,4,4,5,1,6,1,31,-7,306,2012-01-30
1058,Reggie Jackson,Oklahoma City Thunder,10:15,2,3,66.7,0,1,0.0,0,0,0.0,0,2,2,2,1,0,1,1,4,-5,306,2012-01-30
1059,Blake Griffin,Los Angeles Clippers,36:15,9,16,56.3,0,0,0.0,4,7,57.1,2,5,7,2,2,2,3,3,22,10,306,2012-01-30
1060,DeAndre Jordan,Los Angeles Clippers,31:23,5,7,71.4,0,0,0.0,1,3,33.3,2,9,11,1,0,3,1,4,11,10,306,2012-01-30
1061,Chris Paul,Los Angeles Clippers,36:55,12,16,75.0,2,3,66.7,0,0,0.0,0,0,0,14,2,0,2,1,26,10,306,2012-01-30
1062,Eric Bledsoe,Los Angeles Clippers,1:19,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,306,2012-01-30
1063,DeMar DeRozan,Toronto Raptors,33:58,3,9,33.3,0,1,0.0,3,4,75.0,0,4,4,2,1,0,4,2,9,-14,307,2012-01-31
1064,James Johnson,Toronto Raptors,27:27,4,13,30.8,0,2,0.0,1,2,50.0,1,7,8,3,1,0,2,0,9,-12,307,2012-01-31
1065,Ed Davis,Toronto Raptors,25:58,4,6,66.7,0,0,0.0,3,3,100,6,5,11,0,1,1,2,3,11,-12,307,2012-01-31
1066,Avery Bradley,Boston Celtics,37:08,4,7,57.1,0,0,0.0,0,0,0.0,2,0,2,1,0,0,1,3,8,2,308,2012-01-31
1067,E'Twaun Moore,Boston Celtics,10:58,2,3,66.7,1,1,100,0,0,0.0,0,0,0,0,0,0,2,1,5,1,308,2012-01-31
1068,Kyrie Irving,Cleveland Cavaliers,37:28,7,16,43.8,1,2,50.0,6,6,100,0,1,1,6,0,0,2,1,21,3,308,2012-01-31
1069,Tristan Thompson,Cleveland Cavaliers,5:06,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-5,308,2012-01-31
1070,Paul George,Indiana Pacers,32:41,8,11,72.7,4,6,66.7,4,4,100,0,4,4,1,2,1,1,3,24,2,309,2012-01-31
1071,George Hill,Indiana Pacers,23:51,1,5,20.0,0,1,0.0,0,2,0.0,0,2,2,3,0,0,0,3,2,13,309,2012-01-31
1072,Carmelo Anthony,New York Knicks,32:55,9,14,64.3,2,3,66.7,5,5,100,0,1,1,6,0,0,4,1,25,27,310,2012-01-31
