,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAMEID,Date
1172,New Orleans Hornets,33,72,45.8,4,11,36.4,27,32,84.4,9,22,31,23,7,2,11,22,97,-13,0,594,2012-03-09
1173,Denver Nuggets,41,73,56.2,6,23,26.1,22,32,68.8,11,24,35,33,9,6,12,25,110,13,1,594,2012-03-09
1174,Dallas Mavericks,39,86,45.3,6,22,27.3,13,18,72.2,17,27,44,21,7,6,17,17,97,-13,0,595,2012-03-09
1175,Sacramento Kings,43,85,50.6,11,27,40.7,13,13,100,10,24,34,25,8,6,14,16,110,13,1,595,2012-03-09
1176,Portland Trail Blazers,40,78,51.3,4,17,23.5,26,27,96.3,9,32,41,19,4,5,7,20,110,11,0,596,2012-03-10
1177,Washington Wizards,39,82,47.6,5,16,31.3,16,25,64.0,12,27,39,17,3,1,8,22,99,-11,1,596,2012-03-10
1178,Indiana Pacers,33,88,37.5,7,17,41.2,18,25,72.0,17,23,40,17,9,4,13,28,91,-2,0,597,2012-03-10
1179,Miami Heat,35,75,46.7,3,13,23.1,20,31,64.5,16,35,51,17,8,9,20,24,93,2,1,597,2012-03-10
1180,Toronto Raptors,29,73,39.7,5,21,23.8,23,25,92.0,7,26,33,16,7,2,14,19,86,-19,0,598,2012-03-10
1181,Detroit Pistons,39,74,52.7,7,21,33.3,20,25,80.0,7,32,39,22,10,4,13,23,105,19,1,598,2012-03-10
1182,Houston Rockets,46,82,56.1,9,16,56.3,11,14,78.6,10,25,35,28,2,6,9,14,112,6,0,599,2012-03-10
1183,New Jersey Nets,43,81,53.1,9,24,37.5,11,14,78.6,11,23,34,21,3,3,8,17,106,-6,1,599,2012-03-10
1184,Utah Jazz,40,85,47.1,0,3,0.0,17,22,77.3,14,17,31,24,9,4,13,14,97,-14,0,600,2012-03-10
1185,Chicago Bulls,43,77,55.8,7,18,38.9,18,24,75.0,14,28,42,31,8,6,14,18,111,14,1,600,2012-03-10
1186,Charlotte Bobcats,36,88,40.9,7,14,50.0,16,19,84.2,15,22,37,24,8,2,11,16,95,-27,0,601,2012-03-10
1187,Oklahoma City Thunder,46,73,63.0,10,23,43.5,20,26,76.9,6,33,39,27,8,13,14,19,122,27,1,601,2012-03-10
1188,New Orleans Hornets,39,85,45.9,3,7,42.9,14,16,87.5,8,28,36,28,7,3,12,22,95,6,0,602,2012-03-10
1189,Minnesota Timberwolves,33,80,41.2,5,23,21.7,18,25,72.0,16,31,47,19,5,4,17,19,89,-6,1,602,2012-03-10
1190,Memphis Grizzlies,36,86,41.9,5,14,35.7,14,19,73.7,9,27,36,27,10,3,8,16,91,-7,0,603,2012-03-10
1191,Phoenix Suns,41,86,47.7,4,11,36.4,12,15,80.0,16,36,52,24,4,6,16,15,98,7,1,603,2012-03-10
1192,Dallas Mavericks,28,75,37.3,10,23,43.5,21,26,80.8,8,31,39,20,7,3,21,18,87,-24,0,604,2012-03-10
1193,Golden State Warriors,40,74,54.1,10,25,40.0,21,25,84.0,3,41,44,23,17,2,16,20,111,24,1,604,2012-03-10
1194,Philadelphia 76ers,40,79,50.6,5,9,55.6,21,26,80.8,7,35,42,18,12,5,14,21,106,12,0,605,2012-03-11
1195,New York Knicks,33,80,41.2,7,17,41.2,21,26,80.8,11,31,42,16,8,4,16,19,94,-12,1,605,2012-03-11
1196,Boston Celtics,39,83,47.0,6,17,35.3,10,12,83.3,9,25,34,33,11,8,12,21,94,-3,0,606,2012-03-11
1197,Los Angeles Lakers,36,71,50.7,8,16,50.0,17,26,65.4,8,34,42,25,8,3,17,16,97,3,1,606,2012-03-11
1198,Milwaukee Bucks,35,73,47.9,6,18,33.3,29,35,82.9,8,28,36,26,6,4,11,18,105,6,0,607,2012-03-11
1199,Toronto Raptors,40,86,46.5,4,13,30.8,15,19,78.9,13,30,43,23,7,1,13,30,99,-6,1,607,2012-03-11
1200,Indiana Pacers,39,82,47.6,1,12,8.3,15,18,83.3,9,27,36,15,8,2,11,25,94,-13,0,608,2012-03-11
1201,Orlando Magic,37,79,46.8,10,27,37.0,23,30,76.7,10,30,40,22,7,4,13,14,107,13,1,608,2012-03-11
1202,Houston Rockets,44,86,51.2,8,17,47.1,11,17,64.7,9,30,39,25,5,6,13,25,107,-11,0,609,2012-03-11
1203,Cleveland Cavaliers,39,82,47.6,11,20,55.0,29,36,80.6,10,31,41,25,6,4,13,21,118,11,1,609,2012-03-11
1204,Memphis Grizzlies,37,73,50.7,5,15,33.3,15,23,65.2,8,25,33,23,10,9,21,22,94,3,0,610,2012-03-11
1205,Denver Nuggets,32,79,40.5,4,9,44.4,23,30,76.7,17,30,47,22,13,4,23,19,91,-3,1,610,2012-03-11
1206,Atlanta Hawks,42,82,51.2,7,21,33.3,15,23,65.2,11,34,45,23,14,5,15,16,106,7,0,611,2012-03-11
1207,Sacramento Kings,38,82,46.3,10,29,34.5,13,17,76.5,9,27,36,19,10,5,16,21,99,-7,1,611,2012-03-11
1208,Golden State Warriors,36,70,51.4,8,15,53.3,17,21,81.0,6,31,37,22,6,6,17,26,97,4,0,612,2012-03-11
1209,Los Angeles Clippers,34,79,43.0,6,19,31.6,19,35,54.3,16,26,42,21,11,7,12,20,93,-4,1,612,2012-03-11
1210,Milwaukee Bucks,43,92,46.7,10,25,40.0,9,11,81.8,9,30,39,32,8,2,12,19,105,6,0,613,2012-03-12
1211,New Jersey Nets,37,76,48.7,4,17,23.5,21,29,72.4,5,34,39,14,8,4,15,17,99,-6,1,613,2012-03-12
1212,New York Knicks,37,80,46.3,3,11,27.3,22,31,71.0,9,29,38,21,7,13,13,21,99,-5,0,614,2012-03-12
1213,Chicago Bulls,40,93,43.0,5,14,35.7,19,28,67.9,22,34,56,25,7,5,12,21,104,5,1,614,2012-03-12
1214,Washington Wizards,39,87,44.8,8,17,47.1,11,14,78.6,12,29,41,21,6,5,10,15,97,-15,0,616,2012-03-12
1215,San Antonio Spurs,47,87,54.0,8,22,36.4,10,19,52.6,12,34,46,30,6,2,10,13,112,15,1,616,2012-03-12
1216,Detroit Pistons,34,71,47.9,3,12,25.0,19,28,67.9,5,24,29,18,7,5,12,19,90,-15,0,617,2012-03-12
1217,Utah Jazz,39,72,54.2,7,11,63.6,20,26,76.9,7,31,38,24,10,2,15,23,105,15,1,617,2012-03-12
1218,Minnesota Timberwolves,50,89,56.2,14,22,63.6,13,21,61.9,12,27,39,30,4,3,11,22,127,3,0,618,2012-03-12
1219,Phoenix Suns,46,89,51.7,9,21,42.9,23,29,79.3,10,27,37,24,7,7,7,19,124,-3,1,618,2012-03-12
1220,Boston Celtics,33,67,49.3,5,13,38.5,23,27,85.2,6,25,31,24,8,5,14,24,94,9,0,619,2012-03-12
1221,Los Angeles Clippers,31,83,37.3,5,23,21.7,18,21,85.7,20,25,45,16,10,2,16,26,85,-9,1,619,2012-03-12
1222,Miami Heat,40,91,44.0,8,23,34.8,10,11,90.9,8,28,36,21,15,6,16,30,98,-6,0,620,2012-03-13
1223,Orlando Magic,36,73,49.3,11,28,39.3,21,37,56.8,11,35,46,19,14,2,22,15,104,6,1,620,2012-03-13
1224,Toronto Raptors,37,74,50.0,8,19,42.1,14,21,66.7,14,31,45,25,3,9,14,29,96,8,0,621,2012-03-13
1225,Cleveland Cavaliers,29,76,38.2,3,15,20.0,27,33,81.8,8,26,34,20,7,3,7,22,88,-8,1,621,2012-03-13
1226,Portland Trail Blazers,20,64,31.3,5,22,22.7,30,38,78.9,6,32,38,5,5,4,15,14,75,-17,0,622,2012-03-13
1227,Indiana Pacers,40,82,48.8,4,11,36.4,8,15,53.3,9,41,50,24,11,1,12,25,92,17,1,622,2012-03-13
1228,Los Angeles Lakers,41,83,49.4,6,20,30.0,28,34,82.4,6,45,51,24,4,5,18,12,116,5,0,623,2012-03-13
1229,Memphis Grizzlies,52,116,44.8,2,19,10.5,5,5,100,14,33,47,26,15,2,8,27,111,-5,1,623,2012-03-13
1230,Houston Rockets,41,89,46.1,10,24,41.7,12,14,85.7,11,26,37,25,7,6,11,17,104,1,0,624,2012-03-13
1231,Oklahoma City Thunder,39,84,46.4,8,23,34.8,17,22,77.3,15,32,47,22,4,4,14,16,103,-1,1,624,2012-03-13
1232,Washington Wizards,35,80,43.8,2,12,16.7,26,38,68.4,10,29,39,18,7,3,10,17,98,-9,0,625,2012-03-13
1233,Dallas Mavericks,44,87,50.6,6,22,27.3,13,15,86.7,11,40,51,22,8,3,11,31,107,9,1,625,2012-03-13
1234,Atlanta Hawks,43,92,46.7,14,29,48.3,17,19,89.5,11,28,39,30,7,2,12,19,117,-1,0,626,2012-03-13
1235,Denver Nuggets,45,87,51.7,7,20,35.0,21,26,80.8,9,34,43,30,6,4,13,20,118,1,1,626,2012-03-13
1236,Golden State Warriors,46,91,50.5,12,24,50.0,11,15,73.3,9,36,45,20,9,6,7,21,115,26,0,627,2012-03-13
1237,Sacramento Kings,33,82,40.2,7,19,36.8,16,21,76.2,10,34,44,11,4,3,13,15,89,-26,1,627,2012-03-13
1238,Philadelphia 76ers,40,76,52.6,6,13,46.2,8,10,80.0,5,21,26,25,6,6,9,21,94,-17,0,628,2012-03-14
1239,Indiana Pacers,43,76,56.6,7,17,41.2,18,22,81.8,9,28,37,23,4,6,7,8,111,17,1,628,2012-03-14
1240,Toronto Raptors,31,81,38.3,1,10,10.0,21,25,84.0,12,25,37,22,7,5,12,14,84,-14,0,629,2012-03-14
1241,New Jersey Nets,38,79,48.1,7,17,41.2,15,17,88.2,12,36,48,20,9,6,14,20,98,14,1,629,2012-03-14
1242,Portland Trail Blazers,28,75,37.3,5,17,29.4,18,23,78.3,16,22,38,11,14,4,23,20,79,-42,0,630,2012-03-14
1243,New York Knicks,43,80,53.7,19,38,50.0,16,26,61.5,11,31,42,35,12,0,19,19,121,42,1,630,2012-03-14
1244,Los Angeles Lakers,37,82,45.1,5,19,26.3,28,35,80.0,11,33,44,24,12,3,19,16,107,6,0,632,2012-03-14
1245,New Orleans Hornets,44,85,51.8,3,10,30.0,10,13,76.9,5,29,34,25,8,7,15,30,101,-6,1,632,2012-03-14
1246,Charlotte Bobcats,33,81,40.7,4,12,33.3,17,19,89.5,4,26,30,25,12,7,13,16,87,-20,0,633,2012-03-14
1247,Houston Rockets,45,84,53.6,6,9,66.7,11,17,64.7,10,36,46,27,9,5,18,16,107,20,1,633,2012-03-14
1248,Orlando Magic,45,86,52.3,11,27,40.7,10,16,62.5,8,30,38,20,3,7,6,20,111,-11,0,634,2012-03-14
1249,San Antonio Spurs,43,83,51.8,13,26,50.0,23,27,85.2,11,34,45,27,2,3,6,14,122,11,1,634,2012-03-14
1250,Miami Heat,38,85,44.7,6,12,50.0,20,23,87.0,11,23,34,17,8,5,10,23,102,-4,0,635,2012-03-14
1251,Chicago Bulls,36,77,46.8,10,19,52.6,24,26,92.3,14,36,50,20,3,8,15,21,106,4,1,635,2012-03-14
1252,Detroit Pistons,50,86,58.1,8,13,61.5,16,20,80.0,10,27,37,29,6,2,10,20,124,12,0,636,2012-03-14
1253,Sacramento Kings,45,87,51.7,5,19,26.3,17,24,70.8,13,24,37,25,8,4,13,21,112,-12,1,636,2012-03-14
1254,Utah Jazz,47,90,52.2,5,13,38.5,12,17,70.6,10,32,42,22,8,3,12,23,111,-9,0,637,2012-03-14
1255,Phoenix Suns,44,78,56.4,9,19,47.4,23,32,71.9,3,31,34,29,8,6,12,14,120,9,1,637,2012-03-14
1256,Atlanta Hawks,29,68,42.6,8,25,32.0,16,20,80.0,7,27,34,21,5,2,15,15,82,-14,0,638,2012-03-14
1257,Los Angeles Clippers,38,70,54.3,10,20,50.0,10,17,58.8,7,29,36,20,11,5,11,19,96,14,1,638,2012-03-14
1258,Boston Celtics,40,78,51.3,6,13,46.2,19,21,90.5,10,27,37,32,11,3,17,13,105,2,0,639,2012-03-14
1259,Golden State Warriors,41,78,52.6,5,21,23.8,16,19,84.2,8,25,33,25,11,3,17,18,103,-2,1,639,2012-03-14
1260,Washington Wizards,39,75,52.0,6,18,33.3,15,17,88.2,7,31,38,20,7,8,14,18,99,10,0,640,2012-03-15
1261,New Orleans Hornets,34,75,45.3,4,14,28.6,17,19,89.5,8,23,31,22,8,3,12,14,89,-10,1,640,2012-03-15
1262,Charlotte Bobcats,35,84,41.7,8,21,38.1,18,20,90.0,9,32,41,21,8,2,12,22,96,-5,0,641,2012-03-15
1263,Dallas Mavericks,38,84,45.2,9,25,36.0,16,21,76.2,13,33,46,20,6,8,12,17,101,5,1,641,2012-03-15
1264,Oklahoma City Thunder,36,79,45.6,12,25,48.0,19,24,79.2,8,31,39,22,7,9,13,23,103,13,0,642,2012-03-15
1265,Denver Nuggets,34,78,43.6,5,22,22.7,17,25,68.0,10,33,43,21,6,2,16,19,90,-13,1,642,2012-03-15
1266,Minnesota Timberwolves,36,83,43.4,9,27,33.3,24,33,72.7,9,38,47,22,8,5,17,22,105,-6,0,643,2012-03-15
1267,Utah Jazz,43,103,41.7,5,13,38.5,20,27,74.1,17,38,55,22,13,6,11,23,111,6,1,643,2012-03-15
1268,Phoenix Suns,32,78,41.0,9,24,37.5,18,23,78.3,10,27,37,19,7,6,9,12,91,4,0,644,2012-03-15
1269,Los Angeles Clippers,39,85,45.9,4,16,25.0,5,12,41.7,15,28,43,25,5,5,10,19,87,-4,1,644,2012-03-15
1270,Miami Heat,35,74,47.3,4,12,33.3,10,19,52.6,6,36,42,25,10,7,16,11,84,6,0,645,2012-03-16
1271,Philadelphia 76ers,33,93,35.5,5,18,27.8,7,14,50.0,17,37,54,20,12,8,14,17,78,-6,1,645,2012-03-16
1272,New Jersey Nets,28,83,33.7,6,20,30.0,8,10,80.0,12,27,39,16,13,0,13,14,70,-16,0,646,2012-03-16
1273,Orlando Magic,34,67,50.7,8,29,27.6,10,14,71.4,4,37,41,24,8,6,18,12,86,16,1,646,2012-03-16
1274,Indiana Pacers,32,81,39.5,8,19,42.1,28,34,82.4,9,30,39,17,4,2,17,24,100,-15,0,647,2012-03-16
1275,New York Knicks,41,81,50.6,11,25,44.0,22,28,78.6,10,34,44,22,12,7,11,24,115,15,1,647,2012-03-16
1276,Washington Wizards,38,78,48.7,5,11,45.5,7,9,77.8,9,30,39,19,5,6,20,16,88,-14,0,648,2012-03-16
1277,Atlanta Hawks,40,83,48.2,12,27,44.4,10,13,76.9,9,25,34,30,13,4,10,12,102,14,1,648,2012-03-16
1278,Portland Trail Blazers,39,79,49.4,11,21,52.4,11,12,91.7,9,26,35,17,3,3,8,15,100,11,0,649,2012-03-16
1279,Chicago Bulls,36,85,42.4,8,27,29.6,9,11,81.8,18,27,45,21,3,4,9,15,89,-11,1,649,2012-03-16
1280,Toronto Raptors,39,81,48.1,7,15,46.7,29,38,76.3,9,30,39,19,9,6,22,35,114,4,0,650,2012-03-16
1281,Memphis Grizzlies,37,82,45.1,5,16,31.3,31,51,60.8,15,30,45,19,12,9,18,29,110,-4,1,650,2012-03-16
1282,San Antonio Spurs,45,87,51.7,9,19,47.4,15,25,60.0,15,34,49,16,12,8,17,18,114,9,0,651,2012-03-16
1283,Oklahoma City Thunder,39,88,44.3,9,25,36.0,18,20,90.0,11,26,37,17,7,10,16,23,105,-9,1,651,2012-03-16
1284,Detroit Pistons,40,78,51.3,8,15,53.3,13,18,72.2,8,24,32,23,6,3,15,16,101,-8,0,652,2012-03-16
1285,Phoenix Suns,41,83,49.4,10,20,50.0,17,22,77.3,14,26,40,32,6,6,13,16,109,8,1,652,2012-03-16
1286,Boston Celtics,36,80,45.0,6,19,31.6,17,21,81.0,5,23,28,25,7,6,17,17,95,-25,0,653,2012-03-16
1287,Sacramento Kings,46,86,53.5,9,21,42.9,19,21,90.5,9,36,45,29,12,3,14,20,120,25,1,653,2012-03-16
1288,Minnesota Timberwolves,37,92,40.2,4,22,18.2,14,20,70.0,18,37,55,21,7,2,12,21,92,-5,0,654,2012-03-16
1289,Los Angeles Lakers,33,80,41.2,10,22,45.5,21,27,77.8,11,36,47,21,7,12,13,17,97,5,1,654,2012-03-16
1290,Milwaukee Bucks,45,93,48.4,10,22,45.5,20,22,90.9,16,38,54,33,12,4,8,19,120,22,0,655,2012-03-16
1291,Golden State Warriors,35,79,44.3,10,22,45.5,18,20,90.0,7,28,35,23,6,3,12,17,98,-22,1,655,2012-03-16
1292,Houston Rockets,35,72,48.6,6,20,30.0,15,18,83.3,6,29,35,25,7,1,16,25,91,-4,0,656,2012-03-17
1293,Los Angeles Clippers,35,86,40.7,6,23,26.1,19,27,70.4,19,26,45,18,10,4,11,17,95,4,1,656,2012-03-17
1294,Toronto Raptors,38,73,52.1,8,18,44.4,19,24,79.2,10,25,35,20,12,6,24,36,103,-4,0,657,2012-03-17
1295,Charlotte Bobcats,36,71,50.7,4,9,44.4,31,34,91.2,7,21,28,25,7,1,17,21,107,4,1,657,2012-03-17
1296,New York Knicks,32,77,41.6,7,24,29.2,31,40,77.5,14,32,46,16,8,7,11,22,102,14,0,658,2012-03-17
1297,Indiana Pacers,32,79,40.5,4,19,21.1,20,27,74.1,13,29,42,16,3,6,15,26,88,-14,1,658,2012-03-17
1298,New Orleans Hornets,41,81,50.6,8,16,50.0,12,13,92.3,11,31,42,29,6,4,12,14,102,8,0,659,2012-03-17
1299,New Jersey Nets,36,86,41.9,10,23,43.5,12,14,85.7,14,25,39,23,7,7,13,13,94,-8,1,659,2012-03-17
1300,Philadelphia 76ers,33,79,41.8,3,13,23.1,11,15,73.3,9,30,39,16,8,1,12,20,80,-9,0,660,2012-03-17
1301,Chicago Bulls,31,77,40.3,6,21,28.6,21,31,67.7,17,36,53,15,6,8,14,11,89,9,1,660,2012-03-17
1302,San Antonio Spurs,39,79,49.4,11,24,45.8,10,18,55.6,5,30,35,24,4,3,11,24,99,-7,0,661,2012-03-17
1303,Dallas Mavericks,37,79,46.8,11,24,45.8,21,25,84.0,9,39,48,21,5,2,11,15,106,7,1,661,2012-03-17
1304,Boston Celtics,36,76,47.4,3,15,20.0,16,17,94.1,4,23,27,27,7,7,16,21,91,-7,0,662,2012-03-17
1305,Denver Nuggets,34,74,45.9,7,20,35.0,23,31,74.2,14,32,46,26,10,4,19,17,98,7,1,662,2012-03-17
1306,Golden State Warriors,33,80,41.2,6,25,24.0,20,25,80.0,3,37,40,14,9,7,12,21,92,-7,0,663,2012-03-17
1307,Utah Jazz,42,101,41.6,2,13,15.4,13,16,81.3,20,45,65,20,8,7,15,19,99,7,1,663,2012-03-17
1308,Atlanta Hawks,43,85,50.6,8,18,44.4,9,12,75.0,9,32,41,22,5,7,11,16,103,16,0,664,2012-03-18
1309,Cleveland Cavaliers,33,84,39.3,5,20,25.0,16,20,80.0,14,29,43,21,4,4,14,16,87,-16,1,664,2012-03-18
1310,Detroit Pistons,31,81,38.3,2,16,12.5,19,23,82.6,13,34,47,16,3,8,17,20,83,-4,0,665,2012-03-18
1311,Los Angeles Clippers,35,87,40.2,4,20,20.0,13,19,68.4,10,30,40,23,12,4,10,23,87,4,1,665,2012-03-18
1312,Washington Wizards,37,78,47.4,6,18,33.3,12,19,63.2,9,31,40,16,11,11,20,25,92,-5,0,666,2012-03-18
1313,Memphis Grizzlies,34,85,40.0,2,7,28.6,27,37,73.0,20,33,53,18,12,3,14,19,97,5,1,666,2012-03-18
1314,Minnesota Timberwolves,38,92,41.3,6,25,24.0,17,17,100,17,34,51,18,5,5,21,19,99,-16,0,667,2012-03-18
1315,Sacramento Kings,44,96,45.8,8,28,28.6,19,21,90.5,11,31,42,21,11,4,11,17,115,16,1,667,2012-03-18
1316,Orlando Magic,30,76,39.5,9,25,36.0,12,21,57.1,9,27,36,18,9,2,18,19,81,-10,0,668,2012-03-18
1317,Miami Heat,34,74,45.9,2,8,25.0,21,27,77.8,8,34,42,19,8,7,13,20,91,10,1,668,2012-03-18
1318,Houston Rockets,35,82,42.7,1,11,9.1,15,22,68.2,15,33,48,19,6,2,16,20,86,-13,0,669,2012-03-18
1319,Phoenix Suns,40,85,47.1,7,20,35.0,12,19,63.2,10,29,39,25,9,6,9,18,99,13,1,669,2012-03-18
1320,Portland Trail Blazers,39,84,46.4,8,21,38.1,9,14,64.3,11,24,35,15,8,3,12,16,95,-16,0,670,2012-03-18
1321,Oklahoma City Thunder,41,74,55.4,11,18,61.1,18,28,64.3,10,33,43,24,8,8,15,16,111,16,1,670,2012-03-18
1322,Utah Jazz,43,91,47.3,2,10,20.0,15,22,68.2,10,31,41,28,12,4,13,27,103,4,0,671,2012-03-18
1323,Los Angeles Lakers,33,73,45.2,2,13,15.4,31,40,77.5,7,38,45,24,6,6,24,20,99,-4,1,671,2012-03-18
1324,Philadelphia 76ers,46,86,53.5,5,11,45.5,8,9,88.9,15,36,51,26,5,6,10,21,105,25,0,672,2012-03-19
1325,Charlotte Bobcats,29,75,38.7,2,8,25.0,20,28,71.4,9,22,31,23,7,7,8,10,80,-25,1,672,2012-03-19
1326,Cleveland Cavaliers,41,89,46.1,5,15,33.3,18,27,66.7,21,34,55,21,6,3,11,25,105,5,0,673,2012-03-19
1327,New Jersey Nets,34,81,42.0,6,23,26.1,26,31,83.9,10,27,37,15,6,6,12,24,100,-5,1,673,2012-03-19
1328,Boston Celtics,29,74,39.2,6,16,37.5,15,17,88.2,6,34,40,21,9,6,16,23,79,3,0,674,2012-03-19
1329,Atlanta Hawks,29,75,38.7,5,15,33.3,13,19,68.4,9,36,45,15,5,2,17,19,76,-3,1,674,2012-03-19
1330,Chicago Bulls,35,79,44.3,7,18,38.9,8,11,72.7,11,37,48,19,10,3,14,17,85,26,0,675,2012-03-19
1331,Orlando Magic,24,68,35.3,4,20,20.0,7,18,38.9,10,28,38,9,9,5,18,12,59,-26,1,675,2012-03-19
1332,Dallas Mavericks,45,84,53.6,10,25,40.0,12,15,80.0,5,40,45,33,11,4,14,19,112,17,0,676,2012-03-19
1333,Denver Nuggets,36,83,43.4,6,21,28.6,17,20,85.0,5,30,35,26,6,1,13,15,95,-17,1,676,2012-03-19
1334,Minnesota Timberwolves,35,74,47.3,9,21,42.9,18,23,78.3,9,39,48,24,5,5,16,14,97,4,0,677,2012-03-19
1335,Golden State Warriors,34,80,42.5,10,26,38.5,15,20,75.0,6,27,33,22,9,5,8,20,93,-4,1,677,2012-03-19
1336,Los Angeles Clippers,37,85,43.5,6,22,27.3,9,20,45.0,15,22,37,14,6,7,8,21,89,-13,0,678,2012-03-20
1337,Indiana Pacers,35,72,48.6,8,14,57.1,24,26,92.3,11,29,40,19,2,7,11,23,102,13,1,678,2012-03-20
1338,Toronto Raptors,33,69,47.8,2,13,15.4,19,22,86.4,4,26,30,15,4,3,17,25,87,-19,0,679,2012-03-20
1339,New York Knicks,39,81,48.1,5,16,31.3,23,33,69.7,16,30,46,23,12,5,11,21,106,19,1,679,2012-03-20
1340,Phoenix Suns,36,80,45.0,6,15,40.0,17,24,70.8,14,27,41,21,6,8,19,25,95,-4,0,680,2012-03-20
1341,Miami Heat,36,76,47.4,1,9,11.1,26,35,74.3,13,28,41,24,13,8,12,19,99,4,1,680,2012-03-20
1342,Los Angeles Lakers,42,83,50.6,6,16,37.5,14,16,87.5,9,22,31,18,7,5,14,17,104,-3,0,681,2012-03-20
1343,Houston Rockets,39,80,48.7,9,20,45.0,20,27,74.1,16,24,40,24,9,5,17,18,107,3,1,681,2012-03-20
1344,Oklahoma City Thunder,30,71,42.3,8,19,42.1,22,30,73.3,15,26,41,15,6,6,20,24,90,-7,0,682,2012-03-20
1345,Utah Jazz,38,80,47.5,5,10,50.0,16,22,72.7,12,31,43,19,8,7,15,21,97,7,1,682,2012-03-20
1346,Memphis Grizzlies,43,90,47.8,4,16,25.0,20,25,80.0,11,26,37,24,6,2,14,25,110,-9,0,683,2012-03-20
1347,Sacramento Kings,47,88,53.4,4,17,23.5,21,32,65.6,13,34,47,28,11,6,13,21,119,9,1,683,2012-03-20
1348,Milwaukee Bucks,48,83,57.8,11,21,52.4,9,13,69.2,6,29,35,35,10,6,13,19,116,29,0,684,2012-03-20
1349,Portland Trail Blazers,29,82,35.4,7,24,29.2,22,26,84.6,17,27,44,14,7,2,20,17,87,-29,1,684,2012-03-20
1350,Chicago Bulls,36,82,43.9,7,16,43.8,15,23,65.2,12,37,49,20,5,5,14,11,94,12,0,685,2012-03-21
1351,Toronto Raptors,35,85,41.2,1,8,12.5,11,11,100,9,32,41,23,10,3,9,18,82,-12,1,685,2012-03-21
1352,New York Knicks,29,79,36.7,2,13,15.4,22,28,78.6,14,33,47,12,6,4,12,24,82,3,0,686,2012-03-21
1353,Philadelphia 76ers,29,75,38.7,8,17,47.1,13,18,72.2,10,29,39,20,7,10,11,22,79,-3,1,686,2012-03-21
1354,Phoenix Suns,38,79,48.1,4,12,33.3,13,19,68.4,11,29,40,16,10,3,17,19,93,-10,0,687,2012-03-21
1355,Orlando Magic,39,83,47.0,11,23,47.8,14,21,66.7,14,29,43,23,6,4,17,13,103,10,1,687,2012-03-21
1356,Washington Wizards,40,83,48.2,6,17,35.3,22,29,75.9,14,32,46,17,10,5,12,25,108,19,0,688,2012-03-21
1357,New Jersey Nets,31,84,36.9,6,20,30.0,21,27,77.8,16,29,45,15,9,2,14,19,89,-19,1,688,2012-03-21
1358,Cleveland Cavaliers,36,78,46.2,6,19,31.6,24,33,72.7,11,43,54,23,5,3,19,21,102,-1,0,689,2012-03-21
1359,Atlanta Hawks,37,93,39.8,8,20,40.0,21,24,87.5,11,27,38,23,12,6,7,25,103,1,1,689,2012-03-21
1360,Golden State Warriors,39,89,43.8,14,29,48.3,9,10,90.0,8,25,33,27,8,10,9,16,101,9,0,690,2012-03-21
1361,New Orleans Hornets,39,79,49.4,3,9,33.3,11,14,78.6,10,37,47,31,5,9,16,9,92,-9,1,690,2012-03-21
1362,Los Angeles Clippers,29,79,36.7,12,26,46.2,21,27,77.8,10,21,31,19,11,2,12,20,91,-23,0,691,2012-03-21
1363,Oklahoma City Thunder,42,78,53.8,9,22,40.9,21,22,95.5,14,35,49,20,6,9,16,18,114,23,1,691,2012-03-21
1364,Minnesota Timberwolves,39,88,44.3,7,22,31.8,15,20,75.0,9,32,41,20,8,4,14,19,100,-16,0,692,2012-03-21
1365,San Antonio Spurs,45,95,47.4,7,19,36.8,19,25,76.0,17,39,56,29,10,3,14,21,116,16,1,692,2012-03-21
1366,Detroit Pistons,40,79,50.6,14,18,77.8,21,30,70.0,7,23,30,26,13,5,11,17,115,-1,0,693,2012-03-21
1367,Denver Nuggets,46,79,58.2,9,17,52.9,15,22,68.2,11,36,47,28,5,6,20,26,116,1,1,693,2012-03-21
1368,Los Angeles Lakers,45,77,58.4,9,18,50.0,10,13,76.9,9,37,46,25,4,5,14,12,109,16,0,694,2012-03-21
1369,Dallas Mavericks,35,82,42.7,8,26,30.8,15,22,68.2,7,22,29,15,13,2,7,15,93,-16,1,694,2012-03-21
1370,Indiana Pacers,31,74,41.9,4,18,22.2,19,28,67.9,14,26,40,17,13,3,16,21,85,2,0,695,2012-03-22
1371,Washington Wizards,30,71,42.3,5,18,27.8,18,23,78.3,5,30,35,19,10,3,14,21,83,-2,1,695,2012-03-22
1372,Boston Celtics,43,89,48.3,7,17,41.2,7,10,70.0,6,41,47,30,13,11,12,18,100,9,0,696,2012-03-22
1373,Milwaukee Bucks,36,90,40.0,3,15,20.0,16,20,80.0,11,38,49,23,6,7,15,9,91,-9,1,696,2012-03-22
1374,Los Angeles Clippers,35,90,38.9,5,27,18.5,15,24,62.5,22,20,42,18,11,0,10,30,90,-7,0,697,2012-03-22
1375,New Orleans Hornets,34,59,57.6,2,5,40.0,27,34,79.4,6,33,39,21,4,8,20,24,97,7,1,697,2012-03-22
