,Visitor,VisitorScore,Home,HomeScore,Date,GAMEID
1101,Jazz,110,Warriors,91,3/25/2018,1101
1102,Knicks,128,Hornets,137,3/26/2018,1102
1103,Lakers,106,Pistons,112,3/26/2018,1103
1104,Nuggets,104,76ers,123,3/26/2018,1104
1105,Grizzlies,101,Timberwolves,93,3/26/2018,1105
1106,Celtics,102,Suns,94,3/26/2018,1106
1107,Spurs,106,Wizards,116,3/27/2018,1107
1108,Nuggets,110,Raptors,114,3/27/2018,1108
1109,Cavaliers,79,Heat,98,3/27/2018,1109
1110,Bulls,86,Rockets,118,3/27/2018,1110
1111,Trail Blazers,107,Pelicans,103,3/27/2018,1111
1112,Mavericks,103,Kings,97,3/27/2018,1112
1113,Pacers,92,Warriors,81,3/27/2018,1113
1114,Bucks,98,Clippers,105,3/27/2018,1114
1115,Cavaliers,118,Hornets,105,3/28/2018,1115
1116,Nets,111,Magic,104,3/28/2018,1116
1117,Knicks,101,76ers,118,3/28/2018,1117
1118,Trail Blazers,103,Grizzlies,108,3/28/2018,1118
1119,Hawks,114,Timberwolves,126,3/28/2018,1119
1120,Celtics,97,Jazz,94,3/28/2018,1120
1121,Clippers,111,Suns,99,3/28/2018,1121
1122,Mavericks,93,Lakers,103,3/28/2018,1122
1123,Wizards,92,Pistons,103,3/29/2018,1123
1124,Bulls,92,Heat,103,3/29/2018,1124
1125,Thunder,99,Spurs,103,3/29/2018,1125
1126,Pacers,106,Kings,103,3/29/2018,1126
1127,Bucks,116,Warriors,107,3/29/2018,1127
1128,Bulls,90,Magic,82,3/30/2018,1128
1129,76ers,101,Hawks,91,3/30/2018,1129
1130,Pelicans,102,Cavaliers,107,3/30/2018,1130
1131,Suns,103,Rockets,104,3/30/2018,1131
1132,Nuggets,126,Thunder,125,3/30/2018,1132
1133,Timberwolves,93,Mavericks,92,3/30/2018,1133
1134,Grizzlies,97,Jazz,107,3/30/2018,1134
1135,Bucks,124,Lakers,122,3/30/2018,1135
1136,Clippers,96,Trail Blazers,105,3/30/2018,1136
1137,Hornets,93,Wizards,107,3/31/2018,1137
1138,Pistons,115,Knicks,109,3/31/2018,1138
1139,Raptors,99,Celtics,110,3/31/2018,1139
1140,Nets,110,Heat,109,3/31/2018,1140
1141,Warriors,112,Kings,96,3/31/2018,1141
1142,76ers,119,Hornets,102,4/1/2018,1142
1143,Wizards,94,Bulls,113,4/1/2018,1143
1144,Rockets,83,Spurs,100,4/1/2018,1144
1145,Pacers,111,Clippers,104,4/1/2018,1145
1146,Magic,88,Hawks,94,4/1/2018,1146
1147,Pistons,108,Nets,96,4/1/2018,1147
1148,Mavericks,87,Cavaliers,98,4/1/2018,1148
1149,Thunder,109,Pelicans,104,4/1/2018,1149
1150,Jazz,121,Timberwolves,97,4/1/2018,1150
1151,Bucks,125,Nuggets,128,4/1/2018,1151
1152,Suns,107,Warriors,117,4/1/2018,1152
1153,Grizzlies,98,Trail Blazers,113,4/1/2018,1153
1154,Kings,84,Lakers,83,4/1/2018,1154
1155,Raptors,106,Cavaliers,112,4/3/2018,1155
1156,Nets,95,76ers,121,4/3/2018,1156
1157,Hawks,98,Heat,101,4/3/2018,1157
1158,Magic,97,Knicks,73,4/3/2018,1158
1159,Hornets,114,Bulls,120,4/3/2018,1159
1160,Wizards,104,Rockets,120,4/3/2018,1160
1161,Celtics,102,Bucks,106,4/3/2018,1161
1162,Warriors,111,Thunder,107,4/3/2018,1162
1163,Trail Blazers,109,Mavericks,115,4/3/2018,1163
1164,Pacers,104,Nuggets,107,4/3/2018,1164
1165,Lakers,110,Jazz,117,4/3/2018,1165
1166,Kings,94,Suns,97,4/3/2018,1166
1167,Spurs,110,Clippers,113,4/3/2018,1167
1168,76ers,115,Pistons,108,4/4/2018,1168
1169,Mavericks,100,Magic,105,4/4/2018,1169
1170,Heat,115,Hawks,86,4/4/2018,1170
1171,Celtics,78,Raptors,96,4/4/2018,1171
1172,Grizzlies,95,Pelicans,123,4/4/2018,1172
1173,Spurs,112,Lakers,122,4/4/2018,1173
1174,Warriors,106,Pacers,126,4/5/2018,1174
1175,Wizards,115,Cavaliers,119,4/5/2018,1175
1176,Trail Blazers,94,Rockets,96,4/5/2018,1176
1177,Nets,119,Bucks,111,4/5/2018,1177
1178,Clippers,95,Jazz,117,4/5/2018,1178
1179,Timberwolves,96,Nuggets,100,4/5/2018,1179
1180,Mavericks,106,Pistons,113,4/6/2018,1180
1181,Hornets,137,Magic,100,4/6/2018,1181
1182,Cavaliers,130,76ers,132,4/6/2018,1182
1183,Hawks,103,Wizards,97,4/6/2018,1183
1184,Bulls,104,Celtics,111,4/6/2018,1184
1185,Heat,98,Knicks,122,4/6/2018,1185
1186,Pacers,73,Raptors,92,4/6/2018,1186
1187,Kings,94,Grizzlies,93,4/6/2018,1187
1188,Pelicans,122,Suns,103,4/6/2018,1188
1189,Timberwolves,113,Lakers,96,4/6/2018,1189
1190,Nuggets,134,Clippers,115,4/7/2018,1190
1191,Bucks,115,Knicks,102,4/7/2018,1191
1192,Nets,124,Bulls,96,4/7/2018,1192
1193,Thunder,108,Rockets,102,4/7/2018,1193
1194,Pelicans,126,Warriors,120,4/7/2018,1194
1195,Trail Blazers,105,Spurs,116,4/7/2018,1195
1196,Pacers,123,Hornets,117,4/8/2018,1196
1197,Mavericks,97,76ers,109,4/8/2018,1197
1198,Hawks,112,Celtics,106,4/8/2018,1198
1199,Pistons,117,Grizzlies,130,4/8/2018,1199
1200,Magic,101,Raptors,112,4/8/2018,1200
1201,Jazz,112,Lakers,97,4/8/2018,1201
1202,Warriors,117,Suns,100,4/8/2018,1202
1203,Raptors,108,Pistons,98,4/9/2018,1203
1204,Bulls,105,Nets,114,4/9/2018,1204
1205,Thunder,115,Heat,93,4/9/2018,1205
1206,Cavaliers,123,Knicks,109,4/9/2018,1206
1207,Magic,86,Bucks,102,4/9/2018,1207
1208,Grizzlies,94,Timberwolves,113,4/9/2018,1208
1209,Kings,85,Spurs,98,4/9/2018,1209
1210,Trail Blazers,82,Nuggets,88,4/9/2018,1210
1211,Pelicans,113,Clippers,100,4/9/2018,1211
1212,Hornets,119,Pacers,93,4/10/2018,1212
1213,76ers,121,Hawks,113,4/10/2018,1213
1214,Celtics,101,Wizards,113,4/10/2018,1214
1215,Suns,124,Mavericks,97,4/10/2018,1215
1216,Warriors,79,Jazz,119,4/10/2018,1216
1217,Rockets,105,Lakers,99,4/10/2018,1217
1218,Nets,97,Celtics,110,4/11/2018,1218
1219,Knicks,110,Cavaliers,98,4/11/2018,1219
1220,Raptors,109,Heat,116,4/11/2018,1220
1221,Wizards,92,Magic,101,4/11/2018,1221
1222,Bucks,95,76ers,130,4/11/2018,1222
1223,Pistons,119,Bulls,87,4/11/2018,1223
1224,Nuggets,106,Timberwolves,112,4/11/2018,1224
1225,Spurs,98,Pelicans,122,4/11/2018,1225
1226,Grizzlies,123,Thunder,137,4/11/2018,1226
1227,Lakers,115,Clippers,100,4/11/2018,1227
1228,Jazz,93,Trail Blazers,102,4/11/2018,1228
1229,Rockets,83,Kings,96,4/11/2018,1229
