,PLAYER,TEAM,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,GAMEID
86,David Nwaba,Cleveland Cavaliers,1:43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,7
87,Kawhi Leonard,Toronto Raptors,37:15,9,22,40.9,1,3,33.3,5,6,83.3,1,11,12,2,0,0,2,3,24,13,7
88,Pascal Siakam,Toronto Raptors,19:57,6,8,75.0,1,1,100,0,0,0.0,0,2,2,2,0,1,0,2,13,11,7
89,Jonas Valanciunas,Toronto Raptors,20:24,3,8,37.5,0,2,0.0,0,0,0.0,2,10,12,3,0,0,0,2,6,13,7
90,Danny Green,Toronto Raptors,32:46,4,9,44.4,3,7,42.9,0,0,0.0,1,4,5,0,2,2,0,3,11,15,7
91,Kyle Lowry,Toronto Raptors,35:35,10,12,83.3,5,6,83.3,2,3,66.7,0,1,1,8,1,1,3,1,27,12,7
92,OG Anunoby,Toronto Raptors,17:31,2,3,66.7,0,1,0.0,0,0,0.0,0,0,0,0,1,0,1,1,4,-2,7
93,Serge Ibaka,Toronto Raptors,27:10,2,10,20.0,1,3,33.3,4,6,66.7,4,3,7,1,2,3,2,6,9,-1,7
94,Fred VanVleet,Toronto Raptors,25:24,6,14,42.9,1,5,20.0,1,3,33.3,0,2,2,5,0,0,1,4,14,-4,7
95,Norman Powell,Toronto Raptors,12:25,2,3,66.7,1,2,50.0,0,0,0.0,0,0,0,0,0,0,0,4,5,0,7
96,E'Twaun Moore,New Orleans Pelicans,33:44,8,12,66.7,1,3,33.3,4,4,100,2,1,3,2,1,0,2,5,21,30,8
97,Anthony Davis,New Orleans Pelicans,39:08,13,21,61.9,0,0,0.0,6,7,85.7,2,14,16,8,3,3,1,5,32,23,8
98,Elfrid Payton,New Orleans Pelicans,36:52,5,13,38.5,0,2,0.0,0,2,0.0,1,9,10,10,1,0,1,3,10,23,8
99,Jrue Holiday,New Orleans Pelicans,38:16,5,12,41.7,0,6,0.0,0,0,0.0,0,3,3,8,2,0,3,3,10,26,8
100,Julius Randle,New Orleans Pelicans,23:49,9,15,60.0,2,4,50.0,5,6,83.3,2,6,8,3,0,0,0,4,25,5,8
101,Solomon Hill,New Orleans Pelicans,12:02,1,3,33.3,1,1,100,0,0,0.0,0,2,2,1,0,0,0,2,3,-13,8
102,Kenrich Williams,New Orleans Pelicans,1:35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,8
103,Frank Jackson,New Orleans Pelicans,1:35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,8
104,P.J. Tucker,Houston Rockets,34:19,6,11,54.5,4,7,57.1,3,4,75.0,0,2,2,1,1,1,0,2,19,-13,8
105,Clint Capela,Houston Rockets,26:11,4,9,44.4,0,0,0.0,0,0,0.0,3,5,8,1,0,1,1,3,8,-14,8
106,James Harden,Houston Rockets,34:43,6,15,40.0,3,8,37.5,3,4,75.0,2,7,9,10,3,1,4,2,18,-23,8
107,Chris Paul,Houston Rockets,32:21,6,12,50.0,3,7,42.9,4,5,80.0,0,5,5,6,2,0,1,3,19,-19,8
108,Carmelo Anthony,Houston Rockets,27:00,3,10,30.0,1,5,20.0,2,4,50.0,1,3,4,0,0,1,2,4,9,-20,8
109,Eric Gordon,Houston Rockets,29:21,7,14,50.0,2,9,22.2,5,5,100,0,3,3,1,0,0,0,0,21,-11,8
110,Michael Carter-Williams,Houston Rockets,17:44,4,10,40.0,1,3,33.3,1,2,50.0,1,3,4,2,0,2,3,3,10,3,8
111,Isaiah Hartenstein,Houston Rockets,1:35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,8
112,Andrew Wiggins,Minnesota Timberwolves,37:27,8,18,44.4,2,6,33.3,2,2,100,0,6,6,3,1,0,2,3,20,0,9
113,Taj Gibson,Minnesota Timberwolves,26:57,3,4,75.0,0,0,0.0,0,0,0.0,2,9,11,0,0,0,1,5,6,-4,9
114,Karl-Anthony Towns,Minnesota Timberwolves,22:23,2,6,33.3,1,2,50.0,3,3,100,2,7,9,3,0,0,3,6,8,-4,9
115,Jimmy Butler,Minnesota Timberwolves,31:36,9,23,39.1,1,4,25.0,4,5,80.0,3,4,7,3,4,1,1,2,23,-3,9
116,Derrick Rose,Minnesota Timberwolves,30:31,3,12,25.0,0,2,0.0,2,2,100,3,1,4,2,0,0,1,2,8,-1,9
117,Gorgui Dieng,Minnesota Timberwolves,24:03,4,8,50.0,0,2,0.0,4,6,66.7,3,2,5,2,2,1,0,4,12,-1,9
118,Tyus Jones,Minnesota Timberwolves,16:28,2,7,28.6,0,0,0.0,0,0,0.0,1,0,1,1,0,0,1,2,4,1,9
119,Rudy Gay,San Antonio Spurs,23:29,8,12,66.7,1,1,100,1,2,50.0,3,4,7,0,0,1,1,3,18,2,9
120,LaMarcus Aldridge,San Antonio Spurs,41:40,7,23,30.4,0,1,0.0,7,10,70.0,8,11,19,2,1,3,2,2,21,6,9
121,Jakob Poeltl,San Antonio Spurs,7:52,2,4,50.0,0,0,0.0,0,0,0.0,4,0,4,2,0,0,0,3,4,2,9
122,DeMar DeRozan,San Antonio Spurs,38:11,10,21,47.6,1,3,33.3,7,11,63.6,0,4,4,4,0,0,3,3,28,7,9
123,Bryn Forbes,San Antonio Spurs,30:02,4,10,40.0,1,5,20.0,2,2,100,1,2,3,2,2,0,2,5,11,2,9
124,Patty Mills,San Antonio Spurs,29:53,2,7,28.6,2,6,33.3,0,0,0.0,0,2,2,1,0,0,1,2,6,1,9
125,Davis Bertans,San Antonio Spurs,17:50,3,4,75.0,3,4,75.0,0,0,0.0,0,1,1,2,0,0,0,0,9,3,9
126,Joe Ingles,Utah Jazz,35:13,9,12,75.0,4,6,66.7,0,0,0.0,0,1,1,6,4,0,5,3,22,-6,10
127,Derrick Favors,Utah Jazz,23:34,7,8,87.5,0,0,0.0,4,8,50.0,1,8,9,1,0,1,2,1,18,7,10
128,Rudy Gobert,Utah Jazz,37:16,7,9,77.8,0,0,0.0,5,5,100,3,12,15,0,0,3,2,3,19,-9,10
129,Donovan Mitchell,Utah Jazz,36:12,8,21,38.1,3,10,30.0,5,6,83.3,0,3,3,2,2,0,4,5,24,-12,10
130,Ricky Rubio,Utah Jazz,21:52,0,4,0.0,0,0,0.0,1,1,100,0,2,2,4,1,0,2,3,1,-16,10
131,Jae Crowder,Utah Jazz,33:13,2,5,40.0,2,4,50.0,7,9,77.8,0,5,5,0,0,0,0,2,13,17,10
132,Alec Burks,Utah Jazz,17:59,4,7,57.1,3,3,100,2,2,100,0,3,3,4,1,0,1,1,13,25,10
133,Royce O'Neale,Utah Jazz,6:36,0,4,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,5,10
134,Georges Niang,Utah Jazz,1:59,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,10
135,Buddy Hield,Sacramento Kings,31:50,9,18,50.0,1,4,25.0,0,1,0.0,1,5,6,1,1,1,4,6,19,9,10
136,Nemanja Bjelica,Sacramento Kings,27:09,8,12,66.7,2,2,100,0,0,0.0,1,7,8,2,1,0,0,2,18,12,10
137,Willie Cauley-Stein,Sacramento Kings,38:25,10,15,66.7,0,0,0.0,3,6,50.0,2,5,7,4,1,2,0,2,23,17,10
138,De'Aaron Fox,Sacramento Kings,37:30,8,16,50.0,0,2,0.0,5,7,71.4,0,4,4,7,3,0,3,5,21,19,10
139,Will Barton,Denver Nuggets,34:46,6,12,50.0,3,5,60.0,4,4,100,0,5,5,2,0,2,2,2,19,10,11
140,Paul Millsap,Denver Nuggets,30:19,1,7,14.3,0,1,0.0,9,12,75.0,3,13,16,0,1,1,2,2,11,20,11
141,Nikola Jokic,Denver Nuggets,33:31,6,13,46.2,1,4,25.0,8,10,80.0,2,6,8,5,1,2,2,4,21,8,11
142,Gary Harris,Denver Nuggets,34:25,6,16,37.5,0,3,0.0,8,8,100,3,0,3,2,0,0,0,3,20,15,11
143,Jamal Murray,Denver Nuggets,31:38,3,12,25.0,1,4,25.0,0,0,0.0,2,3,5,3,1,0,1,2,7,18,11
144,Trey Lyles,Denver Nuggets,18:48,3,6,50.0,0,1,0.0,4,6,66.7,0,7,7,0,1,0,1,2,10,-10,11
145,Monte Morris,Denver Nuggets,16:23,3,9,33.3,1,2,50.0,0,0,0.0,1,1,2,4,1,0,0,0,7,-9,11
146,Mason Plumlee,Denver Nuggets,13:22,1,3,33.3,0,0,0.0,0,2,0.0,1,2,3,2,0,3,1,5,2,0,11
147,Juancho Hernangomez,Denver Nuggets,15:03,2,3,66.7,1,1,100,0,0,0.0,2,4,6,1,1,1,0,1,5,-8,11
148,Malik Beasley,Denver Nuggets,11:45,2,6,33.3,1,3,33.3,0,0,0.0,0,1,1,1,0,0,1,1,5,1,11
149,Tobias Harris,LA Clippers,40:31,6,13,46.2,2,6,33.3,5,6,83.3,1,9,10,1,0,3,2,4,19,-5,11
150,Danilo Gallinari,LA Clippers,33:52,5,14,35.7,4,7,57.1,2,2,100,2,6,8,1,0,0,1,6,16,9,11
151,Avery Bradley,LA Clippers,27:57,4,10,40.0,0,2,0.0,0,0,0.0,2,0,2,0,1,2,2,2,8,-9,11
152,Patrick Beverley,LA Clippers,19:31,0,8,0.0,0,5,0.0,0,0,0.0,0,4,4,6,0,1,1,5,0,-9,11
153,Montrezl Harrell,LA Clippers,16:18,2,8,25.0,0,0,0.0,2,2,100,1,4,5,1,0,2,0,3,6,-11,11
154,Lou Williams,LA Clippers,24:26,4,10,40.0,2,6,33.3,4,5,80.0,0,1,1,5,0,0,1,4,14,-4,11
155,Shai Gilgeous-Alexander,LA Clippers,28:11,5,6,83.3,0,0,0.0,1,1,100,0,2,2,4,1,1,3,1,11,0,11
156,Boban Marjanovic,LA Clippers,17:51,6,8,75.0,0,0,0.0,6,6,100,2,6,8,0,0,0,2,3,18,7,11
157,Dorian Finney-Smith,Dallas Mavericks,30:20,4,7,57.1,2,5,40.0,2,2,100,0,3,3,1,0,3,0,2,12,-16,12
158,Luka Doncic,Dallas Mavericks,31:47,5,16,31.3,0,5,0.0,0,2,0.0,2,6,8,4,0,0,4,3,10,-18,12
159,DeAndre Jordan,Dallas Mavericks,30:30,5,9,55.6,0,0,0.0,1,1,100,4,8,12,1,1,1,0,5,11,-21,12
160,Maxi Kleber,Dallas Mavericks,16:45,3,3,100,2,2,100,0,0,0.0,0,2,2,0,0,0,1,1,8,-3,12
161,Dwight Powell,Dallas Mavericks,17:30,6,8,75.0,0,1,0.0,4,6,66.7,2,3,5,0,1,1,0,1,16,0,12
162,Jalen Brunson,Dallas Mavericks,19:07,1,3,33.3,1,3,33.3,0,0,0.0,0,1,1,1,0,0,0,1,3,-3,12
163,Trevor Ariza,Phoenix Suns,37:01,7,12,58.3,5,9,55.6,2,2,100,0,8,8,7,1,0,0,2,21,25,12
164,Deandre Ayton,Phoenix Suns,36:29,8,11,72.7,0,0,0.0,2,2,100,1,9,10,6,1,1,0,2,18,17,12
165,Devin Booker,Phoenix Suns,33:27,12,19,63.2,6,10,60.0,5,6,83.3,0,4,4,7,0,0,3,4,35,22,12
166,T.J. Warren,Phoenix Suns,23:45,5,12,41.7,3,4,75.0,4,4,100,1,0,1,1,2,0,3,3,17,-1,12
167,Josh Jackson,Phoenix Suns,28:22,7,11,63.6,3,4,75.0,1,2,50.0,0,2,2,3,0,1,3,1,18,10,12
168,Mikal Bridges,Phoenix Suns,0:12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12
169,Justin Holiday,Chicago Bulls,27:23,4,12,33.3,2,9,22.2,0,0,0.0,0,4,4,1,0,0,0,2,10,-29,13
170,Bobby Portis,Chicago Bulls,33:06,8,15,53.3,3,6,50.0,1,2,50.0,2,9,11,2,1,1,0,4,20,-3,13
171,Zach LaVine,Chicago Bulls,32:42,11,19,57.9,2,7,28.6,6,7,85.7,0,5,5,3,0,3,5,5,30,-10,13
172,Cameron Payne,Chicago Bulls,21:34,0,4,0.0,0,1,0.0,0,0,0.0,0,1,1,5,1,0,1,1,0,-18,13
173,Robin Lopez,Chicago Bulls,17:43,1,4,25.0,0,0,0.0,0,0,0.0,1,0,1,3,1,1,2,2,2,-3,13
174,Jabari Parker,Chicago Bulls,25:13,7,16,43.8,1,4,25.0,0,0,0.0,1,4,5,1,1,0,2,3,15,-14,13
175,Chandler Hutchison,Chicago Bulls,2:49,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,13
176,Robert Covington,Philadelphia 76ers,29:08,6,14,42.9,4,11,36.4,4,4,100,0,5,5,2,2,1,2,2,20,24,13
177,Dario Saric,Philadelphia 76ers,28:20,4,12,33.3,2,6,33.3,3,3,100,4,6,10,3,1,0,3,2,13,9,13
178,Joel Embiid,Philadelphia 76ers,32:51,9,14,64.3,0,3,0.0,12,14,85.7,1,11,12,3,1,4,2,4,30,26,13
179,Markelle Fultz,Philadelphia 76ers,32:08,5,15,33.3,1,3,33.3,1,2,50.0,3,1,4,5,2,0,1,2,12,5,13
180,Ben Simmons,Philadelphia 76ers,33:42,5,8,62.5,0,0,0.0,3,3,100,1,12,13,11,1,2,3,0,13,24,13
181,T.J. McConnell,Philadelphia 76ers,4:52,1,1,100,0,0,0.0,2,2,100,0,0,0,3,0,0,0,0,4,-3,13
182,Landry Shamet,Philadelphia 76ers,29:11,4,7,57.1,4,7,57.1,0,0,0.0,0,4,4,1,2,1,0,1,12,1,13
183,Furkan Korkmaz,Philadelphia 76ers,7:45,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-2,13
184,Rodney McGruder,Miami Heat,34:08,7,12,58.3,3,7,42.9,3,3,100,1,7,8,6,0,1,2,5,20,-1,14
185,Hassan Whiteside,Miami Heat,28:58,3,6,50.0,0,0,0.0,3,5,60.0,4,6,10,0,0,1,2,5,9,-4,14
186,Josh Richardson,Miami Heat,38:25,8,21,38.1,5,11,45.5,7,8,87.5,2,2,4,5,1,1,2,1,28,0,14
187,Goran Dragic,Miami Heat,31:14,3,18,16.7,1,6,16.7,1,1,100,3,3,6,8,1,1,3,3,8,0,14
188,Bam Adebayo,Miami Heat,17:08,1,4,25.0,0,0,0.0,2,4,50.0,3,6,9,0,0,0,3,2,4,4,14
189,Kelly Olynyk,Miami Heat,15:22,4,6,66.7,1,2,50.0,0,0,0.0,2,2,4,1,0,1,0,2,9,0,14
190,Markieff Morris,Washington Wizards,24:50,3,8,37.5,2,3,66.7,3,4,75.0,0,5,5,2,0,2,3,4,11,-1,14
191,Bradley Beal,Washington Wizards,27:11,7,16,43.8,2,7,28.6,4,6,66.7,0,1,1,2,1,0,1,5,20,-6,14
192,John Wall,Washington Wizards,35:49,9,16,56.3,1,6,16.7,7,10,70.0,1,2,3,9,1,4,3,4,26,6,14
193,Austin Rivers,Washington Wizards,25:00,4,7,57.1,0,3,0.0,1,2,50.0,0,0,0,2,0,1,0,3,9,0,14
194,Jeff Green,Washington Wizards,32:30,6,12,50.0,2,4,50.0,3,3,100,1,3,4,1,1,1,2,3,17,0,14
195,Tomas Satoransky,Washington Wizards,14:06,1,2,50.0,0,0,0.0,2,2,100,0,3,3,3,0,1,1,2,4,0,14
196,Brandon Ingram,Los Angeles Lakers,27:35,7,15,46.7,0,4,0.0,2,4,50.0,1,3,4,1,2,1,1,0,16,4,15
