,TEAM,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,HOME,GAMEID,Date,WIN
18251,Hawks,41,85.0,48.2,11,36.0,30.6,1,1.0,100.0,5,47,52,33,0,3,14,15,94,6.0,1,9163,2018-04-01,1
18252,Pistons,38,84.0,45.2,7,19.0,36.8,25,32.0,78.1,10,43,53,17,9,3,9,16,108,12.0,0,9164,2018-04-01,1
18253,Nets,37,87.0,42.5,12,43.0,27.9,10,15.0,66.7,6,34,40,23,5,5,12,22,96,-12.0,1,9164,2018-04-01,0
18254,Mavericks,32,79.0,40.5,13,37.0,35.1,10,11.0,90.9,4,34,38,15,5,3,15,20,87,-11.0,0,9165,2018-04-01,0
18255,Cavaliers,35,85.0,41.2,11,26.0,42.3,17,23.0,73.9,10,40,50,21,7,1,11,12,98,11.0,1,9165,2018-04-01,1
18256,Thunder,41,95.0,43.2,9,31.0,29.0,18,25.0,72.0,14,37,51,24,13,4,18,22,109,5.0,0,9166,2018-04-01,1
18257,Pelicans,38,83.0,45.8,11,32.0,34.4,17,23.0,73.9,7,37,44,28,13,3,21,20,104,-5.0,1,9166,2018-04-01,0
18258,Jazz,46,76.0,60.5,11,28.0,39.3,18,25.0,72.0,6,39,45,29,8,7,16,19,121,24.0,0,9167,2018-04-01,1
18259,Timberwolves,38,90.0,42.2,8,24.0,33.3,13,14.0,92.9,7,25,32,19,10,1,12,17,97,-24.0,1,9167,2018-04-01,0
18260,Bucks,45,100.0,45.0,12,33.0,36.4,23,27.0,85.2,11,34,45,27,9,3,9,37,125,-3.0,0,9168,2018-04-01,0
18261,Nuggets,40,90.0,44.4,11,36.0,30.6,37,46.0,80.4,17,40,57,27,2,8,17,23,128,3.0,1,9168,2018-04-01,1
18262,Suns,41,90.0,45.6,11,31.0,35.5,14,16.0,87.5,9,33,42,26,8,4,15,12,107,-10.0,0,9169,2018-04-01,0
18263,Warriors,48,89.0,53.9,13,28.0,46.4,8,9.0,88.9,7,38,45,31,10,7,14,14,117,10.0,1,9169,2018-04-01,1
18264,Grizzlies,40,88.0,45.5,9,21.0,42.9,9,12.0,75.0,9,33,42,20,7,5,17,19,98,-15.0,0,9170,2018-04-01,0
18265,Trail Blazers,39,84.0,46.4,12,38.0,31.6,23,25.0,92.0,8,35,43,28,9,2,13,15,113,15.0,1,9170,2018-04-01,1
18266,Kings,35,92.0,38.0,7,24.0,29.2,7,14.0,50.0,13,34,47,17,9,5,10,20,84,1.0,0,9171,2018-04-01,1
18267,Lakers,30,75.0,40.0,7,32.0,21.9,16,25.0,64.0,10,37,47,18,5,6,14,15,83,-1.0,1,9171,2018-04-01,0
18268,Raptors,42,94.0,44.7,11,34.0,32.4,11,14.0,78.6,9,37,46,28,7,1,11,23,106,-6.0,0,9172,2018-04-03,0
18269,Cavaliers,38,77.0,49.4,13,30.0,43.3,23,26.0,88.5,2,40,42,18,8,6,12,17,112,6.0,1,9172,2018-04-03,1
18270,Nets,34,81.0,42.0,17,42.0,40.5,10,23.0,43.5,3,33,36,20,5,6,18,15,95,-26.0,0,9173,2018-04-03,0
18271,76ers,50,91.0,54.9,9,21.0,42.9,12,18.0,66.7,7,48,55,28,10,10,10,22,121,26.0,1,9173,2018-04-03,1
18272,Hawks,37,88.0,42.0,13,33.0,39.4,11,15.0,73.3,12,37,49,24,10,1,15,15,98,-3.0,0,9174,2018-04-03,0
18273,Heat,41,91.0,45.1,8,33.0,24.2,11,13.0,84.6,11,35,46,22,10,8,14,16,101,3.0,1,9174,2018-04-03,1
18274,Magic,37,88.0,42.0,11,36.0,30.6,12,18.0,66.7,11,42,53,28,7,5,11,12,97,24.0,0,9175,2018-04-03,1
18275,Knicks,30,86.0,34.9,4,27.0,14.8,9,12.0,75.0,7,35,42,17,5,9,11,17,73,-24.0,1,9175,2018-04-03,0
18276,Hornets,40,81.0,49.4,13,34.0,38.2,21,28.0,75.0,10,39,49,24,3,4,20,16,114,-6.0,0,9176,2018-04-03,0
18277,Bulls,46,99.0,46.5,15,34.0,44.1,13,18.0,72.2,11,33,44,26,9,4,7,20,120,6.0,1,9176,2018-04-03,1
18278,Wizards,38,72.0,52.8,12,25.0,48.0,16,23.0,69.6,3,33,36,25,6,1,17,21,104,-16.0,0,9177,2018-04-03,0
18279,Rockets,43,84.0,51.2,16,46.0,34.8,18,27.0,66.7,10,36,46,26,13,3,9,14,120,16.0,1,9177,2018-04-03,1
18280,Celtics,38,81.0,46.9,7,23.0,30.4,19,24.0,79.2,10,27,37,19,10,6,17,17,102,-4.0,0,9178,2018-04-03,0
18281,Bucks,43,79.0,54.4,5,20.0,25.0,15,21.0,71.4,9,32,41,27,6,5,15,23,106,4.0,1,9178,2018-04-03,1
18282,Warriors,41,83.0,49.4,8,29.0,27.6,21,24.0,87.5,6,34,40,27,9,5,13,25,111,4.0,0,9179,2018-04-03,1
18283,Thunder,35,93.0,37.6,9,38.0,23.7,28,37.0,75.7,22,36,58,13,8,3,16,20,107,-4.0,1,9179,2018-04-03,0
18284,Trail Blazers,39,87.0,44.8,10,40.0,25.0,21,24.0,87.5,5,41,46,28,6,2,13,20,109,-6.0,0,9180,2018-04-03,0
18285,Mavericks,42,92.0,45.7,17,44.0,38.6,14,20.0,70.0,8,35,43,27,8,5,7,16,115,6.0,1,9180,2018-04-03,1
18286,Pacers,41,84.0,48.8,9,19.0,47.4,13,16.0,81.3,6,29,35,23,11,4,13,24,104,-3.0,0,9181,2018-04-03,0
18287,Nuggets,41,89.0,46.1,10,32.0,31.3,15,20.0,75.0,13,36,49,31,10,8,16,19,107,3.0,1,9181,2018-04-03,1
18288,Lakers,36,74.0,48.6,14,28.0,50.0,24,36.0,66.7,7,32,39,23,7,5,16,23,110,-7.0,0,9182,2018-04-03,0
18289,Jazz,43,89.0,48.3,14,33.0,42.4,17,27.0,63.0,14,33,47,29,10,5,14,22,117,7.0,1,9182,2018-04-03,1
18290,Kings,33,89.0,37.1,11,27.0,40.7,17,23.0,73.9,10,30,40,20,5,5,10,24,94,-3.0,0,9183,2018-04-03,0
18291,Suns,35,77.0,45.5,6,17.0,35.3,21,33.0,63.6,6,46,52,18,6,5,14,22,97,3.0,1,9183,2018-04-03,1
18292,Spurs,39,88.0,44.3,8,24.0,33.3,24,28.0,85.7,10,29,39,24,13,10,12,29,110,-3.0,0,9184,2018-04-03,0
18293,Clippers,37,82.0,45.1,5,16.0,31.3,34,43.0,79.1,12,35,47,21,8,2,14,23,113,3.0,1,9184,2018-04-03,1
18294,76ers,44,89.0,49.4,13,30.0,43.3,14,19.0,73.7,7,37,44,32,11,3,13,17,115,7.0,0,9185,2018-04-04,1
18295,Pistons,39,88.0,44.3,16,36.0,44.4,14,23.0,60.9,9,33,42,30,4,5,17,19,108,-7.0,1,9185,2018-04-04,0
18296,Mavericks,39,89.0,43.8,10,30.0,33.3,12,17.0,70.6,11,32,43,24,3,1,11,23,100,-5.0,0,9186,2018-04-04,0
18297,Magic,39,86.0,45.3,8,29.0,27.6,19,27.0,70.4,12,35,47,27,4,10,13,15,105,5.0,1,9186,2018-04-04,1
18298,Heat,42,94.0,44.7,17,38.0,44.7,14,17.0,82.4,10,44,54,23,9,10,11,17,115,29.0,0,9187,2018-04-04,1
18299,Hawks,33,90.0,36.7,9,30.0,30.0,11,17.0,64.7,10,38,48,20,5,6,15,16,86,-29.0,1,9187,2018-04-04,0
18300,Celtics,25,75.0,33.3,3,22.0,13.6,25,28.0,89.3,8,35,43,10,7,3,16,16,78,-18.0,0,9188,2018-04-04,0
18301,Raptors,40,92.0,43.5,10,33.0,30.3,6,8.0,75.0,12,36,48,23,10,6,10,25,96,18.0,1,9188,2018-04-04,1
18302,Grizzlies,37,93.0,39.8,10,32.0,31.3,11,15.0,73.3,11,26,37,19,9,1,21,19,95,-28.0,0,9189,2018-04-04,0
18303,Pelicans,45,86.0,52.3,16,36.0,44.4,17,19.0,89.5,11,37,48,32,14,7,16,19,123,28.0,1,9189,2018-04-04,1
18304,Spurs,42,97.0,43.3,9,23.0,39.1,19,27.0,70.4,15,31,46,25,7,5,10,20,112,-10.0,0,9190,2018-04-04,0
18305,Lakers,47,86.0,54.7,13,24.0,54.2,15,18.0,83.3,4,40,44,32,4,3,13,22,122,10.0,1,9190,2018-04-04,1
18306,Warriors,37,83.0,44.6,9,29.0,31.0,23,24.0,95.8,13,26,39,29,6,5,16,14,106,-20.0,0,9191,2018-04-05,0
18307,Pacers,50,93.0,53.8,15,29.0,51.7,11,15.0,73.3,13,34,47,32,11,3,12,24,126,20.0,1,9191,2018-04-05,1
18308,Wizards,47,94.0,50.0,9,21.0,42.9,12,14.0,85.7,12,29,41,34,8,7,15,23,115,-4.0,0,9192,2018-04-05,0
18309,Cavaliers,42,77.0,54.5,13,27.0,48.1,22,28.0,78.6,5,30,35,26,10,3,16,14,119,4.0,1,9192,2018-04-05,1
18310,Trail Blazers,39,85.0,45.9,7,22.0,31.8,9,14.0,64.3,12,35,47,16,10,2,18,20,94,-2.0,0,9193,2018-04-05,0
18311,Rockets,34,73.0,46.6,13,37.0,35.1,15,24.0,62.5,6,32,38,16,10,5,15,16,96,2.0,1,9193,2018-04-05,1
18312,Nets,41,75.0,54.7,19,39.0,48.7,18,21.0,85.7,4,37,41,30,3,12,17,21,119,8.0,0,9194,2018-04-05,1
18313,Bucks,41,93.0,44.1,5,20.0,25.0,24,30.0,80.0,12,29,41,21,12,2,8,19,111,-8.0,1,9194,2018-04-05,0
18314,Clippers,35,79.0,44.3,3,17.0,17.6,22,28.0,78.6,11,28,39,18,7,3,16,25,95,-22.0,0,9195,2018-04-05,0
18315,Jazz,44,83.0,53.0,10,27.0,37.0,19,28.0,67.9,10,28,38,27,7,8,9,22,117,22.0,1,9195,2018-04-05,1
18316,Timberwolves,39,91.0,42.9,6,24.0,25.0,12,16.0,75.0,12,35,47,22,4,1,8,19,96,-4.0,0,9196,2018-04-05,0
18317,Nuggets,35,89.0,39.3,11,36.0,30.6,19,22.0,86.4,13,34,47,21,3,7,10,17,100,4.0,1,9196,2018-04-05,1
18318,Mavericks,40,92.0,43.5,13,39.0,33.3,13,18.0,72.2,10,36,46,26,7,5,12,20,106,-7.0,0,9197,2018-04-06,0
18319,Pistons,46,92.0,50.0,12,30.0,40.0,9,17.0,52.9,6,43,49,24,6,4,11,19,113,7.0,1,9197,2018-04-06,1
18320,Hornets,48,86.0,55.8,17,31.0,54.8,24,26.0,92.3,9,41,50,32,4,5,9,15,137,37.0,0,9198,2018-04-06,1
18321,Magic,42,94.0,44.7,9,23.0,39.1,7,13.0,53.8,12,24,36,27,2,3,8,19,100,-37.0,1,9198,2018-04-06,0
18322,Cavaliers,45,87.0,51.7,16,34.0,47.1,24,33.0,72.7,8,33,41,24,6,2,15,20,130,-2.0,0,9199,2018-04-06,0
18323,76ers,50,101.0,49.5,14,39.0,35.9,18,21.0,85.7,11,33,44,35,11,7,12,23,132,2.0,1,9199,2018-04-06,1
18324,Hawks,38,79.0,48.1,11,33.0,33.3,16,23.0,69.6,7,43,50,24,5,5,18,22,103,6.0,0,9200,2018-04-06,1
18325,Wizards,35,87.0,40.2,9,25.0,36.0,18,23.0,78.3,9,36,45,18,8,4,12,15,97,-6.0,1,9200,2018-04-06,0
18326,Bulls,40,86.0,46.5,14,30.0,46.7,10,17.0,58.8,9,34,43,25,15,0,17,22,104,-7.0,0,9201,2018-04-06,0
18327,Celtics,45,81.0,55.6,14,34.0,41.2,7,17.0,41.2,6,40,46,35,9,6,18,15,111,7.0,1,9201,2018-04-06,1
18328,Heat,35,88.0,39.8,7,27.0,25.9,21,22.0,95.5,7,35,42,20,7,5,12,19,98,-24.0,0,9202,2018-04-06,0
18329,Knicks,45,89.0,50.6,18,37.0,48.6,14,21.0,66.7,9,42,51,33,7,5,12,23,122,24.0,1,9202,2018-04-06,1
18330,Pacers,26,87.0,29.9,7,21.0,33.3,14,20.0,70.0,12,32,44,16,8,8,12,21,73,-19.0,0,9203,2018-04-06,0
18331,Raptors,36,84.0,42.9,9,30.0,30.0,11,16.0,68.8,9,43,52,27,9,8,19,17,92,19.0,1,9203,2018-04-06,1
18332,Kings,40,85.0,47.1,6,24.0,25.0,8,12.0,66.7,10,32,42,23,8,5,15,21,94,1.0,0,9204,2018-04-06,1
18333,Grizzlies,37,84.0,44.0,6,24.0,25.0,13,18.0,72.2,12,26,38,20,7,7,15,12,93,-1.0,1,9204,2018-04-06,0
18334,Pelicans,45,99.0,45.5,16,38.0,42.1,16,20.0,80.0,13,42,55,29,9,7,15,22,122,19.0,0,9205,2018-04-06,1
18335,Suns,37,94.0,39.4,9,33.0,27.3,20,26.0,76.9,12,36,48,20,8,4,14,18,103,-19.0,1,9205,2018-04-06,0
18336,Timberwolves,43,100.0,43.0,8,26.0,30.8,19,26.0,73.1,18,30,48,25,14,8,5,24,113,17.0,0,9206,2018-04-06,1
18337,Lakers,31,79.0,39.2,8,24.0,33.3,26,32.0,81.3,13,40,53,16,3,2,20,21,96,-17.0,1,9206,2018-04-06,0
18338,Nuggets,53,85.0,62.4,12,29.0,41.4,16,23.0,69.6,7,26,33,36,4,6,7,26,134,19.0,0,9207,2018-04-07,1
18339,Clippers,43,87.0,49.4,6,17.0,35.3,23,34.0,67.6,15,23,38,25,6,0,10,19,115,-19.0,1,9207,2018-04-07,0
18340,Bucks,45,93.0,48.4,10,25.0,40.0,15,17.0,88.2,12,36,48,30,6,10,10,13,115,13.0,0,9208,2018-04-07,1
18341,Knicks,41,95.0,43.2,9,21.0,42.9,11,11.0,100.0,13,31,44,30,3,7,8,17,102,-13.0,1,9208,2018-04-07,0
18342,Nets,46,92.0,50.0,24,55.0,43.6,8,11.0,72.7,5,41,46,36,11,10,13,18,124,28.0,0,9209,2018-04-07,1
18343,Bulls,36,88.0,40.9,6,29.0,20.7,18,21.0,85.7,4,35,39,16,8,1,13,14,96,-28.0,1,9209,2018-04-07,0
18344,Thunder,36,91.0,39.6,10,33.0,30.3,26,33.0,78.8,15,27,42,21,11,5,11,20,108,6.0,0,9210,2018-04-07,1
18345,Rockets,36,76.0,47.4,14,37.0,37.8,16,23.0,69.6,6,35,41,23,7,5,17,24,102,-6.0,1,9210,2018-04-07,0
18346,Pelicans,49,87.0,56.3,11,27.0,40.7,17,22.0,77.3,4,30,34,39,15,6,8,16,126,6.0,0,9211,2018-04-07,1
18347,Warriors,49,90.0,54.4,15,33.0,45.5,7,11.0,63.6,8,34,42,31,3,0,17,21,120,-6.0,1,9211,2018-04-07,0
18348,Trail Blazers,42,88.0,47.7,11,28.0,39.3,10,11.0,90.9,11,29,40,18,4,5,13,17,105,-11.0,0,9212,2018-04-07,0
18349,Spurs,47,84.0,56.0,7,21.0,33.3,15,21.0,71.4,4,32,36,21,12,3,7,12,116,11.0,1,9212,2018-04-07,1
18350,Pacers,50,93.0,53.8,9,25.0,36.0,14,18.0,77.8,7,32,39,27,11,1,14,22,123,6.0,0,9213,2018-04-08,1
18351,Hornets,40,80.0,50.0,11,30.0,36.7,26,30.0,86.7,5,31,36,27,6,3,21,17,117,-6.0,1,9213,2018-04-08,0
18352,Mavericks,40,94.0,42.6,11,40.0,27.5,6,13.0,46.2,10,33,43,24,6,6,11,9,97,-12.0,0,9214,2018-04-08,0
18353,76ers,46,91.0,50.5,8,27.0,29.6,9,14.0,64.3,9,43,52,32,9,4,10,19,109,12.0,1,9214,2018-04-08,1
18354,Hawks,43,86.0,50.0,15,35.0,42.9,11,14.0,78.6,5,32,37,23,7,4,13,19,112,6.0,0,9215,2018-04-08,1
18355,Celtics,42,82.0,51.2,9,23.0,39.1,13,20.0,65.0,10,31,41,33,9,6,12,18,106,-6.0,1,9215,2018-04-08,0
18356,Pistons,38,93.0,40.9,23,47.0,48.9,18,23.0,78.3,14,24,38,30,10,0,12,18,117,-13.0,0,9216,2018-04-08,0
18357,Grizzlies,48,83.0,57.8,16,33.0,48.5,18,24.0,75.0,8,35,43,36,11,4,12,18,130,13.0,1,9216,2018-04-08,1
18358,Magic,42,89.0,47.2,7,23.0,30.4,10,17.0,58.8,6,36,42,25,12,4,10,17,101,-11.0,0,9217,2018-04-08,0
18359,Raptors,39,78.0,50.0,17,40.0,42.5,17,24.0,70.8,6,41,47,28,8,5,17,21,112,11.0,1,9217,2018-04-08,1
18360,Jazz,42,83.0,50.6,13,36.0,36.1,15,22.0,68.2,7,38,45,35,8,4,18,24,112,15.0,0,9218,2018-04-08,1
18361,Lakers,37,93.0,39.8,5,25.0,20.0,18,22.0,81.8,12,32,44,20,8,4,12,22,97,-15.0,1,9218,2018-04-08,0
18362,Warriors,47,90.0,52.2,13,32.0,40.6,10,15.0,66.7,5,36,41,27,9,7,11,15,117,17.0,0,9219,2018-04-08,1
18363,Suns,39,92.0,42.4,10,35.0,28.6,12,16.0,75.0,8,36,44,24,4,0,13,16,100,-17.0,1,9219,2018-04-08,0
18364,Raptors,46,87.0,52.9,12,39.0,30.8,4,4.0,100.0,8,40,48,27,3,5,9,17,108,10.0,0,9220,2018-04-09,1
18365,Pistons,35,78.0,44.9,9,30.0,30.0,19,25.0,76.0,4,29,33,22,7,2,3,11,98,-10.0,1,9220,2018-04-09,0
18366,Bulls,43,89.0,48.3,12,28.0,42.9,7,12.0,58.3,10,34,44,26,7,6,19,17,105,-9.0,0,9221,2018-04-09,0
18367,Nets,41,82.0,50.0,18,42.0,42.9,14,15.0,93.3,6,32,38,32,8,10,17,15,114,9.0,1,9221,2018-04-09,1
18368,Thunder,35,81.0,43.2,14,35.0,40.0,31,38.0,81.6,7,36,43,21,9,4,9,15,115,22.0,0,9222,2018-04-09,1
18369,Heat,40,87.0,46.0,5,22.0,22.7,8,14.0,57.1,8,35,43,21,6,4,15,24,93,-22.0,1,9222,2018-04-09,0
18370,Cavaliers,40,85.0,47.1,19,45.0,42.2,24,28.0,85.7,7,35,42,29,9,2,10,15,123,14.0,0,9223,2018-04-09,1
18371,Knicks,46,87.0,52.9,11,30.0,36.7,6,12.0,50.0,8,29,37,26,4,7,14,20,109,-14.0,1,9223,2018-04-09,0
18372,Magic,34,82.0,41.5,5,24.0,20.8,13,20.0,65.0,5,38,43,24,8,4,19,14,86,-16.0,0,9224,2018-04-09,0
18373,Bucks,39,91.0,42.9,9,26.0,34.6,15,18.0,83.3,12,44,56,26,13,2,16,18,102,16.0,1,9224,2018-04-09,1
18374,Grizzlies,35,85.0,41.2,5,18.0,27.8,19,21.0,90.5,10,25,35,20,11,5,17,20,94,-19.0,0,9225,2018-04-09,0
18375,Timberwolves,42,87.0,48.3,7,22.0,31.8,22,26.0,84.6,18,34,52,27,10,7,17,18,113,19.0,1,9225,2018-04-09,1
18376,Kings,33,81.0,40.7,8,18.0,44.4,11,17.0,64.7,12,33,45,16,4,2,12,24,85,-13.0,0,9226,2018-04-09,0
18377,Spurs,34,82.0,41.5,6,27.0,22.2,24,29.0,82.8,11,34,45,18,6,6,8,14,98,13.0,1,9226,2018-04-09,1
18378,Trail Blazers,31,94.0,33.0,7,33.0,21.2,13,18.0,72.2,18,39,57,10,8,2,17,28,82,-6.0,0,9227,2018-04-09,0
18379,Nuggets,31,83.0,37.3,6,26.0,23.1,20,26.0,76.9,10,42,52,22,7,5,12,18,88,6.0,1,9227,2018-04-09,1
18380,Pelicans,44,95.0,46.3,11,30.0,36.7,14,20.0,70.0,9,41,50,34,13,10,7,18,113,13.0,0,9228,2018-04-09,1
18381,Clippers,45,98.0,45.9,2,17.0,11.8,8,19.0,42.1,17,44,61,29,6,6,16,18,100,-13.0,1,9228,2018-04-09,0
18382,Hornets,46,99.0,46.5,18,42.0,42.9,9,12.0,75.0,13,42,55,27,5,7,6,8,119,26.0,0,9229,2018-04-10,1
18383,Pacers,40,99.0,40.4,8,31.0,25.8,5,8.0,62.5,13,40,53,22,3,4,7,16,93,-26.0,1,9229,2018-04-10,0
18384,76ers,43,87.0,49.4,17,37.0,45.9,18,30.0,60.0,11,43,54,29,7,8,18,22,121,8.0,0,9230,2018-04-10,1
18385,Hawks,41,98.0,41.8,13,37.0,35.1,18,26.0,69.2,8,31,39,27,10,3,10,24,113,-8.0,1,9230,2018-04-10,0
18386,Celtics,33,87.0,37.9,13,33.0,39.4,22,27.0,81.5,13,31,44,22,14,1,16,18,101,-12.0,0,9231,2018-04-10,0
18387,Wizards,41,83.0,49.4,15,30.0,50.0,16,20.0,80.0,10,41,51,32,8,3,20,24,113,12.0,1,9231,2018-04-10,1
18388,Suns,48,76.0,63.2,13,26.0,50.0,15,21.0,71.4,5,41,46,35,5,6,14,16,124,27.0,0,9232,2018-04-10,1
18389,Mavericks,37,97.0,38.1,8,33.0,24.2,15,22.0,68.2,18,22,40,20,8,1,8,19,97,-27.0,1,9232,2018-04-10,0
18390,Warriors,30,86.0,34.9,5,19.0,26.3,14,16.0,87.5,9,30,39,14,7,3,15,18,79,-40.0,0,9233,2018-04-10,0
18391,Jazz,48,90.0,53.3,13,35.0,37.1,10,13.0,76.9,12,42,54,25,10,6,15,20,119,40.0,1,9233,2018-04-10,1
18392,Rockets,37,88.0,42.0,16,47.0,34.0,15,16.0,93.8,8,41,49,19,9,5,18,19,105,6.0,0,9234,2018-04-10,1
18393,Lakers,38,90.0,42.2,10,36.0,27.8,13,15.0,86.7,9,38,47,22,14,4,17,19,99,-6.0,1,9234,2018-04-10,0
18394,Nets,37,91.0,40.7,11,40.0,27.5,12,16.0,75.0,10,34,44,27,10,6,15,12,97,-13.0,0,9235,2018-04-11,0
18395,Celtics,46,102.0,45.1,6,24.0,25.0,12,15.0,80.0,20,42,62,22,6,6,13,14,110,13.0,1,9235,2018-04-11,1
18396,Knicks,43,85.0,50.6,12,27.0,44.4,12,13.0,92.3,8,31,39,30,10,3,15,22,110,12.0,0,9236,2018-04-11,1
18397,Cavaliers,37,94.0,39.4,6,24.0,25.0,18,28.0,64.3,17,31,48,15,9,3,14,15,98,-12.0,1,9236,2018-04-11,0
18398,Raptors,42,92.0,45.7,9,30.0,30.0,16,21.0,76.2,9,38,47,24,5,10,13,24,109,-7.0,0,9237,2018-04-11,0
18399,Heat,46,106.0,43.4,11,26.0,42.3,13,20.0,65.0,19,37,56,26,8,7,9,18,116,7.0,1,9237,2018-04-11,1
18400,Wizards,33,95.0,34.7,10,34.0,29.4,16,27.0,59.3,18,32,50,17,5,1,12,25,92,-9.0,0,9238,2018-04-11,0
18401,Magic,33,77.0,42.9,13,32.0,40.6,22,27.0,81.5,6,36,42,20,6,7,16,27,101,9.0,1,9238,2018-04-11,1
18402,Bucks,37,90.0,41.1,7,25.0,28.0,14,16.0,87.5,10,33,43,22,6,5,20,17,95,-35.0,0,9239,2018-04-11,0
18403,76ers,52,105.0,49.5,15,36.0,41.7,11,15.0,73.3,17,40,57,35,15,7,12,17,130,35.0,1,9239,2018-04-11,1
18404,Pistons,47,89.0,52.8,15,35.0,42.9,10,10.0,100.0,7,40,47,27,12,4,11,21,119,32.0,0,9240,2018-04-11,1
18405,Bulls,32,86.0,37.2,11,34.0,32.4,12,18.0,66.7,12,28,40,21,8,1,18,15,87,-32.0,1,9240,2018-04-11,0
18406,Nuggets,41,90.0,45.6,13,32.0,40.6,11,18.0,61.1,10,37,47,19,4,4,12,22,106,-6.0,0,9241,2018-04-11,0
18407,Timberwolves,42,89.0,47.2,9,23.0,39.1,19,25.0,76.0,8,32,40,24,10,2,8,19,112,6.0,1,9241,2018-04-11,1
18408,Spurs,37,92.0,40.2,8,24.0,33.3,16,19.0,84.2,12,26,38,22,9,1,17,17,98,-24.0,0,9242,2018-04-11,0
18409,Pelicans,52,88.0,59.1,5,19.0,26.3,13,19.0,68.4,11,40,51,30,11,5,19,20,122,24.0,1,9242,2018-04-11,1
18410,Grizzlies,44,91.0,48.4,13,31.0,41.9,22,24.0,91.7,9,32,41,22,9,2,13,22,123,-14.0,0,9243,2018-04-11,0
18411,Thunder,47,85.0,55.3,20,43.0,46.5,23,32.0,71.9,8,37,45,32,8,3,14,23,137,14.0,1,9243,2018-04-11,1
18412,Lakers,42,88.0,47.7,17,39.0,43.6,14,16.0,87.5,10,39,49,25,8,6,17,23,115,15.0,0,9244,2018-04-11,1
18413,Clippers,41,83.0,49.4,6,18.0,33.3,12,28.0,42.9,8,33,41,27,8,1,17,17,100,-15.0,1,9244,2018-04-11,0
18414,Jazz,33,89.0,37.1,8,23.0,34.8,19,24.0,79.2,14,39,53,18,5,7,14,19,93,-9.0,0,9245,2018-04-11,0
18415,Trail Blazers,41,89.0,46.1,9,24.0,37.5,11,16.0,68.8,7,39,46,19,9,9,10,22,102,9.0,1,9245,2018-04-11,1
18416,Rockets,31,82.0,37.8,13,46.0,28.3,8,12.0,66.7,8,32,40,11,2,6,14,24,83,-13.0,0,9246,2018-04-11,0
18417,Kings,38,80.0,47.5,7,26.0,26.9,13,20.0,65.0,6,42,48,22,6,3,11,14,96,13.0,1,9246,2018-04-11,1
18418,76ers,34,87.0,39.1,5,26.0,19.2,14,23.0,60.9,6,41,47,18,8,5,16,20,87,-18.0,0,9247,2018-10-16,0
18419,Celtics,42,97.0,43.3,11,37.0,29.7,10,14.0,71.4,12,43,55,21,7,5,14,20,105,18.0,1,9247,2018-10-16,1
18420,Thunder,33,91.0,36.3,10,37.0,27.0,24,37.0,64.9,16,29,45,21,12,6,14,21,100,-8.0,0,9248,2018-10-16,0
18421,Warriors,42,95.0,44.2,7,26.0,26.9,17,18.0,94.4,17,41,58,28,7,7,21,29,108,8.0,1,9248,2018-10-16,1
18422,Bucks,42,85.0,49.4,14,34.0,41.2,15,20.0,75.0,11,46,57,26,5,4,21,25,113,1.0,0,9249,2018-10-17,1
18423,Hornets,41,92.0,44.6,16,38.0,42.1,14,22.0,63.6,9,32,41,21,8,9,11,19,112,-1.0,1,9249,2018-10-17,0
18424,Nets,40,82.0,48.8,5,27.0,18.5,15,22.0,68.2,5,34,39,28,9,5,17,23,100,-3.0,0,9250,2018-10-17,0
18425,Pistons,39,92.0,42.4,6,24.0,25.0,19,22.0,86.4,14,32,46,21,5,5,14,20,103,3.0,1,9250,2018-10-17,1
18426,Grizzlies,25,84.0,29.8,10,29.0,34.5,23,28.0,82.1,7,21,28,16,11,3,7,18,83,-28.0,0,9251,2018-10-17,0
18427,Pacers,47,83.0,56.6,10,26.0,38.5,7,13.0,53.8,13,44,57,29,2,7,20,24,111,28.0,1,9251,2018-10-17,1
18428,Heat,38,97.0,39.2,9,33.0,27.3,16,22.0,72.7,14,38,52,16,4,5,16,28,101,-3.0,0,9252,2018-10-17,0
18429,Magic,39,94.0,41.5,7,25.0,28.0,19,31.0,61.3,14,37,51,20,7,7,12,25,104,3.0,1,9252,2018-10-17,1
18430,Hawks,41,90.0,45.6,10,36.0,27.8,15,18.0,83.3,7,38,45,19,7,3,24,30,107,-19.0,0,9253,2018-10-17,0
18431,Knicks,45,99.0,45.5,12,33.0,36.4,24,31.0,77.4,10,36,46,21,12,6,15,23,126,19.0,1,9253,2018-10-17,1
18432,Cavaliers,34,85.0,40.0,7,19.0,36.8,29,39.0,74.4,14,35,49,17,4,0,16,25,104,-12.0,0,9254,2018-10-17,0
18433,Raptors,45,92.0,48.9,14,33.0,42.4,12,20.0,60.0,8,35,43,21,6,7,9,29,116,12.0,1,9254,2018-10-17,1
18434,Pelicans,52,98.0,53.1,10,25.0,40.0,17,22.0,77.3,14,40,54,36,8,3,12,25,131,19.0,0,9255,2018-10-17,1
18435,Rockets,39,92.0,42.4,16,48.0,33.3,18,24.0,75.0,8,29,37,21,8,7,11,22,112,-19.0,1,9255,2018-10-17,0
18436,Timberwolves,39,91.0,42.9,6,19.0,31.6,24,27.0,88.9,14,32,46,20,9,2,11,27,108,-4.0,0,9256,2018-10-17,0
