,PLAYER,TEAM,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,GAMEID,Date
62,Jae Crowder,Dallas Mavericks,9:00,1,1,100,1,1,100,0,0,0.0,0,1,1,1,0,0,0,1,3,-6,11,2013-10-30
63,Mike Conley,Memphis Grizzlies,27:10,7,17,41.2,0,3,0.0,0,0,0.0,0,2,2,8,2,0,3,5,14,-9,12,2013-10-30
64,Ed Davis,Memphis Grizzlies,7:54,0,2,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,0,0,-2,12,2013-10-30
65,Kawhi Leonard,San Antonio Spurs,30:15,5,9,55.6,2,2,100,2,2,100,1,6,7,1,0,2,4,2,14,2,12,2013-10-30
66,Danny Green,San Antonio Spurs,22:37,3,7,42.9,1,3,33.3,0,0,0.0,0,1,1,1,0,2,4,0,7,-1,12,2013-10-30
67,Patty Mills,San Antonio Spurs,16:43,4,4,100,3,3,100,1,1,100,1,0,1,1,0,0,0,0,12,7,12,2013-10-30
68,Kevin Durant,Oklahoma City Thunder,39:09,9,24,37.5,2,8,25.0,22,24,91.7,0,6,6,1,3,0,5,1,42,3,13,2013-10-30
69,Serge Ibaka,Oklahoma City Thunder,37:34,4,15,26.7,0,0,0.0,0,0,0.0,4,6,10,0,1,2,1,3,8,1,13,2013-10-30
70,Reggie Jackson,Oklahoma City Thunder,32:14,5,11,45.5,2,4,50.0,2,2,100,0,2,2,3,5,0,3,2,14,1,13,2013-10-30
71,Jeremy Lamb,Oklahoma City Thunder,17:28,2,6,33.3,0,1,0.0,0,0,0.0,1,2,3,0,1,0,0,2,4,-6,13,2013-10-30
72,Steven Adams,Oklahoma City Thunder,18:27,1,1,100,0,0,0.0,0,1,0.0,2,1,3,1,0,0,0,3,2,-7,13,2013-10-30
73,Derrick Favors,Utah Jazz,42:51,6,11,54.5,0,0,0.0,3,7,42.9,1,8,9,5,1,2,6,5,15,-1,13,2013-10-30
74,Gordon Hayward,Utah Jazz,27:37,4,13,30.8,2,6,33.3,2,4,50.0,1,3,4,5,3,0,4,4,12,-6,13,2013-10-30
75,Rudy Gobert,Utah Jazz,22:54,1,2,50.0,0,0,0.0,0,2,0.0,3,4,7,0,0,0,2,2,2,2,13,2013-10-30
76,Alec Burks,Utah Jazz,31:30,8,16,50.0,0,3,0.0,8,9,88.9,1,5,6,6,0,0,3,3,24,-2,13,2013-10-30
77,Nicolas Batum,Portland Trail Blazers,36:44,3,9,33.3,1,5,20.0,0,0,0.0,2,11,13,4,1,1,4,2,7,-15,14,2013-10-30
78,LaMarcus Aldridge,Portland Trail Blazers,39:26,12,22,54.5,0,0,0.0,4,5,80.0,1,3,4,2,0,0,2,2,28,-16,14,2013-10-30
79,Robin Lopez,Portland Trail Blazers,33:34,1,4,25.0,0,0,0.0,1,4,25.0,1,1,2,2,2,2,1,3,3,-2,14,2013-10-30
80,Damian Lillard,Portland Trail Blazers,42:12,10,20,50.0,6,12,50.0,6,8,75.0,2,2,4,2,1,1,0,2,32,-11,14,2013-10-30
81,P.J. Tucker,Phoenix Suns,38:36,7,13,53.8,2,2,100,2,2,100,4,1,5,2,2,0,1,1,18,19,14,2013-10-30
82,Goran Dragic,Phoenix Suns,41:06,12,21,57.1,1,4,25.0,1,1,100,0,6,6,9,1,0,3,4,26,16,14,2013-10-30
83,Eric Bledsoe,Phoenix Suns,38:52,7,12,58.3,0,3,0.0,8,11,72.7,0,7,7,6,1,0,4,2,22,8,14,2013-10-30
84,Alex Len,Phoenix Suns,8:04,1,1,100,0,0,0.0,0,0,0.0,1,1,2,0,0,1,1,3,2,-5,14,2013-10-30
85,JaVale McGee,Denver Nuggets,10:06,2,5,40.0,0,0,0.0,0,0,0.0,1,0,1,0,0,2,1,4,4,2,15,2013-10-30
86,Evan Fournier,Denver Nuggets,21:13,2,8,25.0,1,3,33.3,0,0,0.0,2,3,5,2,0,0,2,2,5,0,15,2013-10-30
87,Ben McLemore,Sacramento Kings,16:56,1,7,14.3,1,5,20.0,1,2,50.0,0,1,1,0,0,1,1,1,4,11,15,2013-10-30
88,Andre Iguodala,Golden State Warriors,27:49,3,7,42.9,1,3,33.3,0,0,0.0,0,4,4,4,2,1,2,1,7,28,16,2013-10-30
89,Klay Thompson,Golden State Warriors,31:04,15,19,78.9,5,7,71.4,3,4,75.0,1,2,3,1,0,0,1,3,38,30,16,2013-10-30
90,Stephen Curry,Golden State Warriors,23:57,4,10,40.0,2,5,40.0,0,0,0.0,0,4,4,6,1,0,1,4,10,28,16,2013-10-30
91,Draymond Green,Golden State Warriors,18:59,3,4,75.0,1,1,100,0,0,0.0,0,7,7,2,0,2,0,1,7,6,16,2013-10-30
92,Kent Bazemore,Golden State Warriors,12:13,2,5,40.0,2,2,100,1,2,50.0,0,1,1,4,1,0,1,0,7,-3,16,2013-10-30
93,Carmelo Anthony,New York Knicks,42:01,8,24,33.3,2,7,28.6,4,5,80.0,0,6,6,6,6,2,4,0,22,-6,17,2013-10-31
94,Jimmy Butler,Chicago Bulls,41:27,3,11,27.3,0,4,0.0,5,6,83.3,3,7,10,1,3,1,1,0,11,-4,17,2013-10-31
95,Derrick Rose,Chicago Bulls,33:43,7,23,30.4,2,5,40.0,2,2,100,3,3,6,3,0,0,4,2,18,-1,17,2013-10-31
96,Taj Gibson,Chicago Bulls,20:45,3,5,60.0,0,0,0.0,1,2,50.0,1,3,4,0,0,1,2,2,7,-1,17,2013-10-31
97,Andre Iguodala,Golden State Warriors,42:49,5,8,62.5,1,3,33.3,3,6,50.0,1,3,4,11,2,0,3,1,14,-7,18,2013-10-31
98,Klay Thompson,Golden State Warriors,38:09,3,7,42.9,1,2,50.0,3,3,100,0,1,1,1,2,0,2,4,10,-13,18,2013-10-31
99,Stephen Curry,Golden State Warriors,38:29,14,23,60.9,9,14,64.3,1,1,100,0,3,3,9,0,0,11,3,38,-8,18,2013-10-31
100,Draymond Green,Golden State Warriors,21:28,1,3,33.3,1,1,100,1,4,25.0,2,6,8,1,2,0,2,5,4,0,18,2013-10-31
101,Kent Bazemore,Golden State Warriors,2:57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,18,2013-10-31
102,Blake Griffin,Los Angeles Clippers,34:13,9,12,75.0,0,1,0.0,5,8,62.5,0,10,10,2,2,1,3,6,23,18,18,2013-10-31
103,DeAndre Jordan,Los Angeles Clippers,41:06,3,9,33.3,0,0,0.0,3,12,25.0,10,7,17,1,2,1,0,2,9,11,18,2013-10-31
104,Chris Paul,Los Angeles Clippers,37:26,12,20,60.0,2,6,33.3,16,17,94.1,1,1,2,15,6,0,6,4,42,17,18,2013-10-31
105,Reggie Bullock,Los Angeles Clippers,0:18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,18,2013-10-31
106,Tristan Thompson,Cleveland Cavaliers,34:40,6,11,54.5,0,0,0.0,9,10,90.0,4,7,11,0,1,1,4,5,21,4,19,2013-11-01
107,Kyrie Irving,Cleveland Cavaliers,30:53,7,17,41.2,0,3,0.0,2,5,40.0,2,2,4,7,0,0,3,3,16,-7,19,2013-11-01
108,Kemba Walker,Charlotte Bobcats,37:31,8,14,57.1,3,6,50.0,4,8,50.0,0,4,4,7,3,2,4,2,23,16,19,2013-11-01
109,Cody Zeller,Charlotte Bobcats,18:52,4,9,44.4,0,0,0.0,1,2,50.0,0,5,5,0,0,0,0,2,9,2,19,2013-11-01
110,Anthony Davis,New Orleans Pelicans,38:20,9,23,39.1,0,0,0.0,8,8,100,8,9,17,1,1,3,0,4,26,-10,20,2013-11-01
111,Eric Gordon,New Orleans Pelicans,28:19,4,11,36.4,1,2,50.0,3,6,50.0,1,1,2,2,1,0,0,2,12,-12,20,2013-11-01
112,Jrue Holiday,New Orleans Pelicans,34:11,7,19,36.8,1,2,50.0,2,2,100,0,0,0,5,3,0,4,4,17,-17,20,2013-11-01
113,Austin Rivers,New Orleans Pelicans,12:38,1,4,25.0,0,1,0.0,1,2,50.0,1,1,2,1,0,0,0,1,3,5,20,2013-11-01
114,Maurice Harkless,Orlando Magic,27:26,6,10,60.0,2,4,50.0,6,8,75.0,3,5,8,0,4,0,6,1,20,18,20,2013-11-01
115,Nikola Vucevic,Orlando Magic,27:26,4,6,66.7,0,0,0.0,2,4,50.0,0,7,7,3,0,0,0,2,10,24,20,2013-11-01
116,Victor Oladipo,Orlando Magic,31:20,4,10,40.0,1,2,50.0,1,2,50.0,0,6,6,6,4,2,4,4,10,12,20,2013-11-01
117,E'Twaun Moore,Orlando Magic,22:16,1,2,50.0,1,2,50.0,2,2,100,0,0,0,3,1,0,0,2,5,-1,20,2013-11-01
118,Thaddeus Young,Philadelphia 76ers,32:12,14,20,70.0,0,0,0.0,1,2,50.0,3,5,8,2,1,0,3,1,29,1,21,2013-11-01
119,Michael Carter-Williams,Philadelphia 76ers,32:15,6,15,40.0,2,6,33.3,0,2,0.0,0,3,3,5,1,0,2,4,14,8,21,2013-11-01
120,Trevor Ariza,Washington Wizards,39:14,5,15,33.3,1,7,14.3,1,2,50.0,5,9,14,6,2,0,2,3,12,1,21,2013-11-01
121,Bradley Beal,Washington Wizards,35:30,4,18,22.2,2,5,40.0,0,1,0.0,1,2,3,3,1,1,5,2,10,-2,21,2013-11-01
122,John Wall,Washington Wizards,33:56,10,19,52.6,2,3,66.7,4,6,66.7,0,5,5,6,3,0,2,3,26,-2,21,2013-11-01
123,Garrett Temple,Washington Wizards,0:55,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,21,2013-11-01
124,Rudy Gay,Toronto Raptors,32:10,6,23,26.1,0,3,0.0,2,4,50.0,2,3,5,1,0,2,2,2,14,-17,22,2013-11-01
125,Jonas Valanciunas,Toronto Raptors,17:43,2,5,40.0,0,0,0.0,0,0,0.0,1,3,4,0,1,2,1,3,4,-10,22,2013-11-01
126,DeMar DeRozan,Toronto Raptors,36:35,14,23,60.9,2,5,40.0,1,2,50.0,0,4,4,2,1,1,2,3,31,-10,22,2013-11-01
127,Kyle Lowry,Toronto Raptors,33:37,5,7,71.4,3,5,60.0,3,6,50.0,0,3,3,4,0,0,4,2,16,-19,22,2013-11-01
128,D.J. Augustin,Toronto Raptors,12:25,2,5,40.0,0,1,0.0,0,0,0.0,0,1,1,4,0,0,0,1,4,8,22,2013-11-01
129,Terrence Ross,Toronto Raptors,13:12,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,1,2,0,14,22,2013-11-01
130,Paul Millsap,Atlanta Hawks,31:05,7,12,58.3,0,0,0.0,1,5,20.0,1,4,5,2,0,0,2,2,15,-3,22,2013-11-01
131,Al Horford,Atlanta Hawks,35:13,9,14,64.3,0,0,0.0,4,8,50.0,3,13,16,1,0,1,2,2,22,16,22,2013-11-01
132,Dennis Schroder,Atlanta Hawks,15:57,2,5,40.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,2,0,4,-11,22,2013-11-01
133,Khris Middleton,Milwaukee Bucks,26:59,5,8,62.5,0,1,0.0,3,3,100,0,1,1,2,2,0,0,4,13,23,23,2013-11-01
134,Giannis Antetokounmpo,Milwaukee Bucks,12:27,2,5,40.0,0,1,0.0,1,2,50.0,0,2,2,0,0,0,0,3,5,11,23,2013-11-01
135,Jeff Green,Boston Celtics,38:10,4,13,30.8,1,3,33.3,4,7,57.1,4,5,9,1,0,0,4,3,13,-1,23,2013-11-01
136,Avery Bradley,Boston Celtics,32:35,4,14,28.6,0,3,0.0,0,0,0.0,0,2,2,2,1,0,4,6,8,9,23,2013-11-01
137,Kelly Olynyk,Boston Celtics,13:50,2,5,40.0,0,1,0.0,0,0,0.0,2,0,2,1,0,0,1,4,4,-15,23,2013-11-01
138,Wayne Ellington,Dallas Mavericks,15:41,1,7,14.3,1,4,25.0,1,1,100,1,1,2,2,0,1,0,1,4,-2,24,2013-11-01
139,Jae Crowder,Dallas Mavericks,12:49,5,8,62.5,5,7,71.4,0,0,0.0,0,1,1,0,0,1,0,3,15,-2,24,2013-11-01
140,Dwight Howard,Houston Rockets,31:44,4,10,40.0,0,0,0.0,5,12,41.7,5,11,16,0,1,1,3,4,13,4,24,2013-11-01
141,James Harden,Houston Rockets,39:07,11,17,64.7,4,8,50.0,8,9,88.9,1,3,4,3,4,0,4,2,34,20,24,2013-11-01
142,Andre Drummond,Detroit Pistons,47:43,6,13,46.2,0,0,0.0,0,1,0.0,8,8,16,0,3,2,2,3,12,-11,25,2013-11-01
143,Kentavious Caldwell-Pope,Detroit Pistons,18:06,4,7,57.1,1,1,100,4,4,100,0,0,0,1,0,0,0,1,13,8,25,2013-11-01
144,Mike Conley,Memphis Grizzlies,36:03,7,12,58.3,1,4,25.0,7,7,100,0,5,5,4,2,0,5,6,22,0,25,2013-11-01
145,Ed Davis,Memphis Grizzlies,16:51,2,2,100,0,0,0.0,1,2,50.0,1,2,3,0,0,0,2,0,5,6,25,2013-11-01
146,Kevin Durant,Oklahoma City Thunder,27:07,4,11,36.4,1,5,20.0,4,5,80.0,0,4,4,1,0,2,4,3,13,-20,26,2013-11-01
147,Serge Ibaka,Oklahoma City Thunder,30:42,3,13,23.1,1,4,25.0,2,2,100,2,7,9,1,0,0,1,3,9,-13,26,2013-11-01
148,Reggie Jackson,Oklahoma City Thunder,23:49,3,9,33.3,0,5,0.0,2,2,100,0,3,3,4,1,0,7,2,8,-20,26,2013-11-01
149,Steven Adams,Oklahoma City Thunder,22:53,2,5,40.0,0,0,0.0,4,6,66.7,5,3,8,1,0,1,0,5,8,-14,26,2013-11-01
150,Jeremy Lamb,Oklahoma City Thunder,21:15,7,15,46.7,2,5,40.0,0,0,0.0,0,4,4,2,0,1,1,1,16,-2,26,2013-11-01
151,Kevin Love,Minnesota Timberwolves,28:47,7,12,58.3,3,5,60.0,7,8,87.5,1,11,12,2,2,0,1,1,24,26,26,2013-11-01
152,Ricky Rubio,Minnesota Timberwolves,28:39,4,8,50.0,2,3,66.7,4,4,100,1,1,2,10,5,0,1,2,14,29,26,2013-11-01
153,Gorgui Dieng,Minnesota Timberwolves,14:25,0,1,0.0,0,0,0.0,0,4,0.0,0,0,0,1,0,0,2,4,0,-10,26,2013-11-01
154,LeBron James,Miami Heat,42:14,11,19,57.9,1,2,50.0,3,5,60.0,1,6,7,6,2,1,5,2,26,-3,27,2013-11-01
155,Udonis Haslem,Miami Heat,9:27,1,4,25.0,0,0,0.0,0,2,0.0,0,1,1,0,1,0,0,5,2,-8,27,2013-11-01
156,Brook Lopez,Brooklyn Nets,20:19,4,7,57.1,0,0,0.0,5,6,83.3,0,6,6,0,1,2,3,5,13,3,27,2013-11-01
157,Nicolas Batum,Portland Trail Blazers,35:17,8,14,57.1,5,8,62.5,0,0,0.0,0,5,5,3,0,1,2,2,21,15,28,2013-11-01
158,LaMarcus Aldridge,Portland Trail Blazers,36:11,12,26,46.2,0,0,0.0,1,4,25.0,2,7,9,4,1,1,1,2,25,22,28,2013-11-01
159,Robin Lopez,Portland Trail Blazers,22:39,1,5,20.0,0,0,0.0,0,0,0.0,3,2,5,0,0,2,0,5,2,5,28,2013-11-01
160,Damian Lillard,Portland Trail Blazers,34:09,6,13,46.2,3,4,75.0,3,3,100,0,4,4,7,0,0,1,4,18,18,28,2013-11-01
161,Will Barton,Portland Trail Blazers,1:22,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,28,2013-11-01
162,JaVale McGee,Denver Nuggets,12:47,3,6,50.0,0,0,0.0,0,0,0.0,2,1,3,1,0,1,0,1,6,-11,28,2013-11-01
163,Evan Fournier,Denver Nuggets,15:20,0,6,0.0,0,3,0.0,0,0,0.0,0,1,1,0,1,0,0,2,0,-4,28,2013-11-01
164,Derrick Favors,Utah Jazz,37:19,6,12,50.0,0,0,0.0,2,2,100,4,13,17,4,0,0,4,3,14,-6,29,2013-11-01
165,Gordon Hayward,Utah Jazz,39:28,6,17,35.3,3,5,60.0,3,4,75.0,3,7,10,8,1,0,3,1,18,-8,29,2013-11-01
166,Rudy Gobert,Utah Jazz,7:57,0,0,0.0,0,0,0.0,1,2,50.0,0,0,0,0,0,0,4,1,1,-5,29,2013-11-01
167,Alec Burks,Utah Jazz,26:46,6,9,66.7,0,1,0.0,3,7,42.9,0,2,2,1,0,0,3,2,15,-3,29,2013-11-01
168,P.J. Tucker,Phoenix Suns,32:47,5,8,62.5,2,4,50.0,0,0,0.0,2,2,4,1,2,1,2,3,12,1,29,2013-11-01
169,Goran Dragic,Phoenix Suns,24:40,2,11,18.2,0,3,0.0,1,2,50.0,0,2,2,5,1,1,2,2,5,-1,29,2013-11-01
170,Eric Bledsoe,Phoenix Suns,27:37,4,15,26.7,2,7,28.6,8,10,80.0,1,4,5,6,2,0,5,4,18,3,29,2013-11-01
171,Markieff Morris,Phoenix Suns,25:51,3,6,50.0,0,0,0.0,0,0,0.0,2,4,6,0,2,0,1,1,6,2,29,2013-11-01
172,Alex Len,Phoenix Suns,13:03,1,3,33.3,0,0,0.0,1,2,50.0,1,0,1,0,1,1,1,4,3,1,29,2013-11-01
173,Ish Smith,Phoenix Suns,11:59,1,5,20.0,0,1,0.0,0,0,0.0,1,4,5,1,1,0,0,0,2,-5,29,2013-11-01
174,Blake Griffin,Los Angeles Clippers,41:23,6,13,46.2,0,1,0.0,8,8,100,3,14,17,7,0,2,2,2,20,8,30,2013-11-01
175,DeAndre Jordan,Los Angeles Clippers,31:03,2,3,66.7,0,0,0.0,4,6,66.7,3,5,8,1,1,2,3,5,8,15,30,2013-11-01
176,Chris Paul,Los Angeles Clippers,35:57,7,14,50.0,3,5,60.0,9,9,100,2,2,4,10,0,0,3,4,26,9,30,2013-11-01
177,Ben McLemore,Sacramento Kings,13:23,1,2,50.0,0,0,0.0,0,2,0.0,0,0,0,1,0,0,0,4,2,1,30,2013-11-01
178,Kawhi Leonard,San Antonio Spurs,31:34,6,15,40.0,0,4,0.0,3,3,100,2,9,11,0,1,0,0,3,15,11,31,2013-11-01
