,PLAYER,TEAM,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,GAMEID,Date
1966,Danny Green,San Antonio Spurs,18:59,3,6,50.0,1,2,50.0,0,0,0.0,1,1,2,1,2,0,3,2,7,-14,361,2013-12-16
1967,Patty Mills,San Antonio Spurs,14:20,3,7,42.9,2,4,50.0,0,0,0.0,0,0,0,0,0,1,2,2,8,-12,361,2013-12-16
1968,Cory Joseph,San Antonio Spurs,11:35,1,1,100,0,0,0.0,2,4,50.0,1,0,1,1,0,0,2,3,4,-15,361,2013-12-16
1969,Blake Griffin,Los Angeles Clippers,33:57,8,14,57.1,0,0,0.0,11,15,73.3,2,7,9,2,0,0,3,3,27,9,361,2013-12-16
1970,DeAndre Jordan,Los Angeles Clippers,30:33,2,3,66.7,0,0,0.0,3,6,50.0,3,8,11,1,1,3,5,4,7,11,361,2013-12-16
1971,Chris Paul,Los Angeles Clippers,35:48,8,13,61.5,1,3,33.3,6,7,85.7,1,7,8,7,4,0,2,1,23,14,361,2013-12-16
1972,Rudy Gay,Sacramento Kings,24:01,1,6,16.7,0,0,0.0,2,3,66.7,0,3,3,1,0,0,2,1,4,-9,362,2013-12-17
1973,Ben McLemore,Sacramento Kings,30:03,2,10,20.0,1,5,20.0,2,2,100,0,3,3,3,0,0,1,3,7,3,362,2013-12-17
1974,Kemba Walker,Charlotte Bobcats,33:18,7,13,53.8,4,8,50.0,6,7,85.7,0,3,3,5,1,1,1,0,24,3,362,2013-12-17
1975,Cody Zeller,Charlotte Bobcats,23:29,3,7,42.9,0,0,0.0,1,1,100,0,5,5,2,0,1,3,4,7,3,362,2013-12-17
1976,Nicolas Batum,Portland Trail Blazers,36:39,3,13,23.1,2,8,25.0,6,6,100,0,9,9,2,0,1,3,1,14,5,363,2013-12-17
1977,LaMarcus Aldridge,Portland Trail Blazers,36:39,11,22,50.0,0,0,0.0,4,6,66.7,4,11,15,4,1,1,3,3,26,5,363,2013-12-17
1978,Robin Lopez,Portland Trail Blazers,20:05,4,4,100,0,0,0.0,0,0,0.0,4,2,6,0,1,0,3,5,8,-9,363,2013-12-17
1979,Damian Lillard,Portland Trail Blazers,37:35,11,23,47.8,8,12,66.7,6,7,85.7,2,6,8,10,0,1,3,1,36,0,363,2013-12-17
1980,Tristan Thompson,Cleveland Cavaliers,33:36,7,11,63.6,0,0,0.0,1,4,25.0,4,3,7,2,0,0,3,1,15,1,363,2013-12-17
1981,Kyrie Irving,Cleveland Cavaliers,33:42,9,22,40.9,3,7,42.9,4,4,100,0,3,3,10,1,0,0,3,25,-2,363,2013-12-17
1982,Ed Davis,Memphis Grizzlies,21:43,4,6,66.7,0,0,0.0,1,2,50.0,3,1,4,0,1,0,3,3,9,8,364,2013-12-17
1983,James Johnson,Memphis Grizzlies,4:16,0,1,0.0,0,1,0.0,2,2,100,0,0,0,0,0,0,0,0,2,-4,364,2013-12-17
1984,Kevin Durant,Oklahoma City Thunder,37:52,11,23,47.8,2,4,50.0,6,7,85.7,0,6,6,3,2,0,2,3,30,6,365,2013-12-17
1985,Serge Ibaka,Oklahoma City Thunder,31:08,7,11,63.6,0,0,0.0,3,4,75.0,5,5,10,0,0,1,1,3,17,-1,365,2013-12-17
1986,Russell Westbrook,Oklahoma City Thunder,36:13,9,16,56.3,1,4,25.0,2,4,50.0,1,12,13,8,0,0,8,1,21,5,365,2013-12-17
1987,Steven Adams,Oklahoma City Thunder,9:22,0,1,0.0,0,0,0.0,1,2,50.0,1,1,2,0,0,0,1,3,1,-1,365,2013-12-17
1988,Reggie Jackson,Oklahoma City Thunder,19:54,4,10,40.0,0,2,0.0,0,0,0.0,0,2,2,2,2,0,2,1,8,7,365,2013-12-17
1989,Jeremy Lamb,Oklahoma City Thunder,21:34,4,9,44.4,1,5,20.0,0,0,0.0,0,6,6,3,2,1,0,3,9,8,365,2013-12-17
1990,Evan Fournier,Denver Nuggets,12:39,2,5,40.0,1,1,100,0,0,0.0,0,0,0,0,0,0,0,2,5,-11,365,2013-12-17
1991,Eric Gordon,New Orleans Pelicans,24:12,1,9,11.1,1,3,33.3,2,2,100,0,2,2,1,1,0,2,1,5,-17,366,2013-12-17
1992,Jrue Holiday,New Orleans Pelicans,27:28,4,9,44.4,0,1,0.0,3,3,100,1,2,3,6,1,0,3,3,11,-19,366,2013-12-17
1993,Austin Rivers,New Orleans Pelicans,27:02,4,12,33.3,0,1,0.0,3,6,50.0,0,4,4,0,2,0,0,2,11,2,366,2013-12-17
1994,Andre Iguodala,Golden State Warriors,17:23,1,4,25.0,0,2,0.0,0,0,0.0,0,0,0,3,0,0,1,3,2,20,366,2013-12-17
1995,Klay Thompson,Golden State Warriors,36:47,6,14,42.9,1,4,25.0,3,4,75.0,0,1,1,6,0,0,2,4,16,17,366,2013-12-17
1996,Stephen Curry,Golden State Warriors,32:40,11,19,57.9,2,7,28.6,4,4,100,1,3,4,11,3,0,3,3,28,22,366,2013-12-17
1997,Harrison Barnes,Golden State Warriors,23:41,3,8,37.5,1,2,50.0,1,2,50.0,1,3,4,1,0,0,0,2,8,-7,366,2013-12-17
1998,Draymond Green,Golden State Warriors,27:11,2,10,20.0,1,2,50.0,2,4,50.0,2,5,7,1,0,0,1,3,7,-5,366,2013-12-17
1999,Kent Bazemore,Golden State Warriors,6:21,0,1,0.0,0,0,0.0,1,2,50.0,0,2,2,0,0,1,1,2,1,-9,366,2013-12-17
2000,Paul George,Indiana Pacers,43:04,8,16,50.0,2,6,33.3,7,8,87.5,0,8,8,6,2,0,3,4,25,-7,367,2013-12-18
2001,George Hill,Indiana Pacers,30:54,2,8,25.0,1,3,33.3,2,2,100,2,1,3,1,0,0,1,1,7,1,367,2013-12-18
2002,LeBron James,Miami Heat,36:14,8,14,57.1,1,3,33.3,7,7,100,0,9,9,7,3,0,3,3,24,16,367,2013-12-18
2003,Udonis Haslem,Miami Heat,7:20,0,0,0.0,0,0,0.0,1,2,50.0,0,2,2,0,0,0,0,2,1,-3,367,2013-12-18
2004,Derrick Favors,Utah Jazz,36:31,5,16,31.3,0,0,0.0,4,5,80.0,4,7,11,0,1,5,1,5,14,17,368,2013-12-18
2005,Gordon Hayward,Utah Jazz,37:16,6,15,40.0,1,5,20.0,2,3,66.7,1,5,6,7,0,1,2,2,15,14,368,2013-12-18
2006,Trey Burke,Utah Jazz,40:28,12,20,60.0,4,8,50.0,2,2,100,1,6,7,8,1,0,2,0,30,21,368,2013-12-18
2007,Alec Burks,Utah Jazz,33:31,4,9,44.4,1,2,50.0,4,5,80.0,2,4,6,2,0,1,4,3,13,9,368,2013-12-18
2008,Tobias Harris,Orlando Magic,34:14,5,14,35.7,1,2,50.0,3,4,75.0,1,9,10,1,0,0,1,3,14,-6,368,2013-12-18
2009,Nikola Vucevic,Orlando Magic,33:32,5,18,27.8,0,0,0.0,4,4,100,5,9,14,1,3,2,0,2,14,-1,368,2013-12-18
2010,Victor Oladipo,Orlando Magic,36:13,1,12,8.3,1,3,33.3,0,0,0.0,2,3,5,2,1,1,2,2,3,-21,368,2013-12-18
2011,E'Twaun Moore,Orlando Magic,21:39,4,8,50.0,2,2,100,0,0,0.0,1,2,3,2,2,1,0,0,10,6,368,2013-12-18
2012,Maurice Harkless,Orlando Magic,12:50,0,3,0.0,0,1,0.0,2,2,100,0,1,1,0,1,1,0,0,2,5,368,2013-12-18
2013,Kemba Walker,Charlotte Bobcats,43:58,10,18,55.6,4,7,57.1,5,7,71.4,1,4,5,1,3,0,6,5,29,9,369,2013-12-18
2014,Cody Zeller,Charlotte Bobcats,8:43,0,3,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,2,1,0,-10,369,2013-12-18
2015,Terrence Ross,Toronto Raptors,24:23,2,9,22.2,1,7,14.3,0,0,0.0,1,3,4,1,1,0,0,2,5,1,369,2013-12-18
2016,Jonas Valanciunas,Toronto Raptors,22:41,5,9,55.6,0,0,0.0,0,0,0.0,2,4,6,0,0,0,2,4,10,-2,369,2013-12-18
2017,DeMar DeRozan,Toronto Raptors,40:49,11,26,42.3,0,4,0.0,8,10,80.0,0,6,6,1,3,1,2,3,30,-1,369,2013-12-18
2018,Kyle Lowry,Toronto Raptors,40:31,6,14,42.9,3,7,42.9,2,2,100,2,2,4,6,2,1,5,5,17,-11,369,2013-12-18
2019,Rudy Gay,Sacramento Kings,35:59,8,13,61.5,0,0,0.0,6,8,75.0,1,0,1,3,3,1,3,1,22,-20,370,2013-12-18
2020,Ben McLemore,Sacramento Kings,34:20,5,6,83.3,0,0,0.0,0,0,0.0,0,5,5,1,0,0,1,2,10,-14,370,2013-12-18
2021,Paul Millsap,Atlanta Hawks,28:49,4,10,40.0,3,4,75.0,3,4,75.0,3,5,8,4,1,1,3,1,14,-5,370,2013-12-18
2022,Al Horford,Atlanta Hawks,30:52,12,19,63.2,0,0,0.0,1,2,50.0,3,7,10,5,1,4,4,3,25,15,370,2013-12-18
2023,Lou Williams,Atlanta Hawks,20:26,1,5,20.0,0,2,0.0,0,0,0.0,0,1,1,3,0,0,0,0,2,-5,370,2013-12-18
2024,Andre Drummond,Detroit Pistons,38:14,7,11,63.6,0,0,0.0,0,0,0.0,8,8,16,1,0,2,3,2,14,14,371,2013-12-18
2025,Kentavious Caldwell-Pope,Detroit Pistons,27:23,4,7,57.1,1,2,50.0,0,0,0.0,0,1,1,0,2,0,0,4,9,-1,371,2013-12-18
2026,Jeff Green,Boston Celtics,29:57,6,13,46.2,1,2,50.0,0,0,0.0,1,6,7,1,2,0,3,3,13,-7,371,2013-12-18
2027,Avery Bradley,Boston Celtics,31:57,5,11,45.5,2,3,66.7,2,2,100,0,5,5,2,1,0,2,3,14,7,371,2013-12-18
2028,Kelly Olynyk,Boston Celtics,6:37,1,3,33.3,0,1,0.0,0,0,0.0,0,1,1,1,1,0,0,3,2,-5,371,2013-12-18
2029,Trevor Ariza,Washington Wizards,35:57,6,13,46.2,3,8,37.5,0,0,0.0,1,2,3,3,1,1,2,1,15,12,372,2013-12-18
2030,Bradley Beal,Washington Wizards,28:37,4,10,40.0,3,4,75.0,4,4,100,1,3,4,0,2,0,2,1,15,14,372,2013-12-18
2031,John Wall,Washington Wizards,37:30,8,17,47.1,3,4,75.0,2,2,100,1,3,4,6,1,1,6,4,21,8,372,2013-12-18
2032,Garrett Temple,Washington Wizards,10:30,2,7,28.6,1,1,100,0,0,0.0,1,1,2,1,1,0,1,1,5,-2,372,2013-12-18
2033,Brook Lopez,Brooklyn Nets,31:54,7,11,63.6,0,0,0.0,8,9,88.9,2,3,5,3,0,0,4,4,22,-5,372,2013-12-18
2034,Carmelo Anthony,New York Knicks,55:27,9,29,31.0,4,7,57.1,7,8,87.5,4,5,9,5,0,2,4,5,29,7,373,2013-12-18
2035,Khris Middleton,Milwaukee Bucks,51:38,8,22,36.4,2,4,50.0,2,4,50.0,3,6,9,2,1,0,2,6,20,-4,373,2013-12-18
2036,Giannis Antetokounmpo,Milwaukee Bucks,41:46,2,3,66.7,0,0,0.0,6,7,85.7,1,6,7,2,2,1,3,6,10,-1,373,2013-12-18
2037,Nicolas Batum,Portland Trail Blazers,39:06,7,15,46.7,3,8,37.5,3,3,100,2,4,6,3,0,2,5,4,20,2,374,2013-12-18
2038,LaMarcus Aldridge,Portland Trail Blazers,42:20,7,22,31.8,0,1,0.0,1,1,100,4,10,14,3,1,0,0,3,15,2,374,2013-12-18
2039,Robin Lopez,Portland Trail Blazers,25:11,0,0,0.0,0,0,0.0,2,2,100,1,4,5,0,0,1,0,1,2,12,374,2013-12-18
2040,Damian Lillard,Portland Trail Blazers,41:25,13,24,54.2,7,14,50.0,3,7,42.9,1,5,6,6,3,1,3,5,36,-9,374,2013-12-18
2041,Kevin Love,Minnesota Timberwolves,40:51,10,18,55.6,4,7,57.1,5,6,83.3,2,13,15,9,1,0,4,0,29,5,374,2013-12-18
2042,Ricky Rubio,Minnesota Timberwolves,32:25,2,11,18.2,0,2,0.0,5,6,83.3,0,5,5,7,2,0,2,4,9,-2,374,2013-12-18
2043,Ed Davis,Memphis Grizzlies,23:04,6,11,54.5,0,0,0.0,0,1,0.0,1,1,2,0,0,0,2,2,12,-8,375,2013-12-18
2044,James Johnson,Memphis Grizzlies,20:20,3,5,60.0,3,3,100,2,2,100,0,2,2,2,1,0,1,1,11,-14,375,2013-12-18
2045,Jae Crowder,Dallas Mavericks,21:07,3,6,50.0,0,2,0.0,2,2,100,0,5,5,0,2,2,1,1,8,5,375,2013-12-18
2046,Wayne Ellington,Dallas Mavericks,3:06,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-1,375,2013-12-18
2047,Kawhi Leonard,San Antonio Spurs,30:52,5,15,33.3,2,3,66.7,2,3,66.7,2,4,6,2,2,0,2,3,14,-2,376,2013-12-18
2048,Cory Joseph,San Antonio Spurs,16:29,2,5,40.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,1,3,4,-7,376,2013-12-18
2049,Patty Mills,San Antonio Spurs,30:55,4,10,40.0,2,5,40.0,2,2,100,0,1,1,4,2,0,0,3,12,12,376,2013-12-18
2050,Danny Green,San Antonio Spurs,21:04,2,3,66.7,0,1,0.0,1,3,33.3,0,2,2,1,0,1,0,2,5,13,376,2013-12-18
2051,P.J. Tucker,Phoenix Suns,28:15,1,4,25.0,1,1,100,1,2,50.0,2,2,4,2,0,0,2,3,4,1,376,2013-12-18
2052,Goran Dragic,Phoenix Suns,40:44,6,18,33.3,0,2,0.0,6,8,75.0,1,1,2,4,0,0,2,4,18,-5,376,2013-12-18
2053,Eric Bledsoe,Phoenix Suns,33:14,6,15,40.0,0,3,0.0,3,3,100,0,5,5,7,0,0,4,4,15,1,376,2013-12-18
2054,Markieff Morris,Phoenix Suns,25:01,4,8,50.0,0,0,0.0,4,5,80.0,3,3,6,0,1,2,1,2,12,-7,376,2013-12-18
2055,Jimmy Butler,Chicago Bulls,35:11,8,15,53.3,1,1,100,3,5,60.0,1,0,1,0,2,0,1,1,20,-11,377,2013-12-18
2056,D.J. Augustin,Chicago Bulls,30:57,2,6,33.3,2,4,50.0,2,2,100,0,2,2,9,2,0,1,3,8,-20,377,2013-12-18
2057,Taj Gibson,Chicago Bulls,30:16,6,9,66.7,0,0,0.0,2,4,50.0,2,2,4,1,0,0,3,2,14,-9,377,2013-12-18
2058,Tony Snell,Chicago Bulls,5:44,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,2,377,2013-12-18
2059,Dwight Howard,Houston Rockets,34:29,11,14,78.6,0,0,0.0,1,1,100,1,8,9,0,1,1,2,2,23,19,377,2013-12-18
2060,James Harden,Houston Rockets,35:39,7,13,53.8,1,4,25.0,4,4,100,0,4,4,6,3,0,7,3,19,22,377,2013-12-18
2061,Patrick Beverley,Houston Rockets,33:38,5,9,55.6,2,4,50.0,3,5,60.0,0,1,1,3,0,0,0,1,15,4,377,2013-12-18
2062,Eric Gordon,New Orleans Pelicans,30:26,4,11,36.4,0,1,0.0,1,2,50.0,1,2,3,2,1,0,0,3,9,-8,378,2013-12-18
2063,Jrue Holiday,New Orleans Pelicans,35:54,5,11,45.5,1,4,25.0,2,2,100,0,5,5,10,2,0,1,1,13,-4,378,2013-12-18
2064,Anthony Davis,New Orleans Pelicans,32:13,10,18,55.6,0,0,0.0,4,7,57.1,5,7,12,0,3,0,2,3,24,-6,378,2013-12-18
2065,Austin Rivers,New Orleans Pelicans,14:35,1,4,25.0,0,1,0.0,0,1,0.0,0,1,1,1,0,0,1,3,2,-5,378,2013-12-18
2066,Blake Griffin,Los Angeles Clippers,31:54,8,16,50.0,2,3,66.7,3,4,75.0,3,7,10,5,0,1,3,6,21,10,378,2013-12-18
2067,DeAndre Jordan,Los Angeles Clippers,42:52,6,6,100,0,0,0.0,2,4,50.0,5,15,20,0,0,5,0,2,14,12,378,2013-12-18
2068,Chris Paul,Los Angeles Clippers,34:03,4,13,30.8,1,4,25.0,3,4,75.0,1,4,5,11,2,0,1,2,12,7,378,2013-12-18
2069,Jimmy Butler,Chicago Bulls,16:40,0,2,0.0,0,2,0.0,3,7,42.9,0,0,0,0,1,1,1,1,3,-13,379,2013-12-19
2070,D.J. Augustin,Chicago Bulls,35:59,5,10,50.0,3,7,42.9,2,2,100,0,0,0,5,1,0,5,4,15,-16,379,2013-12-19
2071,Tony Snell,Chicago Bulls,41:09,4,15,26.7,2,11,18.2,0,0,0.0,2,6,8,1,1,1,1,1,10,-6,379,2013-12-19
2072,Taj Gibson,Chicago Bulls,30:24,5,9,55.6,0,1,0.0,6,8,75.0,2,4,6,3,2,2,2,3,16,0,379,2013-12-19
2073,Kevin Durant,Oklahoma City Thunder,33:18,13,20,65.0,4,5,80.0,2,2,100,0,9,9,6,3,1,1,2,32,17,379,2013-12-19
2074,Serge Ibaka,Oklahoma City Thunder,20:54,2,4,50.0,1,1,100,0,0,0.0,1,2,3,1,0,3,1,5,5,10,379,2013-12-19
2075,Russell Westbrook,Oklahoma City Thunder,27:52,7,12,58.3,0,0,0.0,6,7,85.7,0,2,2,10,1,0,5,4,20,8,379,2013-12-19
2076,Steven Adams,Oklahoma City Thunder,27:13,1,4,25.0,0,0,0.0,2,2,100,3,4,7,0,4,2,2,5,4,7,379,2013-12-19
2077,Jeremy Lamb,Oklahoma City Thunder,23:02,3,11,27.3,1,2,50.0,0,0,0.0,1,1,2,2,1,0,0,3,7,-5,379,2013-12-19
2078,Reggie Jackson,Oklahoma City Thunder,27:35,8,12,66.7,2,2,100,0,0,0.0,0,5,5,2,0,0,6,1,18,5,379,2013-12-19
2079,Kawhi Leonard,San Antonio Spurs,35:04,8,14,57.1,1,1,100,4,7,57.1,1,9,10,3,1,0,1,0,21,4,380,2013-12-19
2080,Danny Green,San Antonio Spurs,29:51,4,14,28.6,3,8,37.5,0,0,0.0,0,3,3,1,2,1,2,2,11,-8,380,2013-12-19
2081,Patty Mills,San Antonio Spurs,34:05,8,17,47.1,2,7,28.6,2,3,66.7,0,5,5,2,3,0,1,1,20,10,380,2013-12-19
2082,Cory Joseph,San Antonio Spurs,13:36,2,3,66.7,1,1,100,0,0,0.0,1,0,1,2,0,0,4,1,5,-5,380,2013-12-19
2083,Andre Iguodala,Golden State Warriors,31:02,3,4,75.0,0,1,0.0,0,0,0.0,1,4,5,2,2,0,4,1,6,-3,380,2013-12-19
2084,Klay Thompson,Golden State Warriors,40:43,6,18,33.3,1,7,14.3,0,0,0.0,2,0,2,2,2,1,5,4,13,-5,380,2013-12-19
2085,Stephen Curry,Golden State Warriors,40:22,12,28,42.9,6,16,37.5,0,0,0.0,0,2,2,15,4,0,5,1,30,-5,380,2013-12-19
2086,Harrison Barnes,Golden State Warriors,19:03,0,3,0.0,0,2,0.0,0,0,0.0,1,3,4,1,1,0,3,2,0,0,380,2013-12-19
2087,Draymond Green,Golden State Warriors,16:25,1,4,25.0,0,1,0.0,0,0,0.0,0,2,2,2,2,0,1,3,2,0,380,2013-12-19
2088,Kent Bazemore,Golden State Warriors,5:12,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,2,2,2,4,380,2013-12-19
2089,Brook Lopez,Brooklyn Nets,44:02,9,19,47.4,0,0,0.0,4,7,57.1,2,5,7,0,2,1,2,5,22,6,381,2013-12-20
2090,Mason Plumlee,Brooklyn Nets,8:58,1,2,50.0,0,0,0.0,1,2,50.0,0,0,0,0,2,1,1,1,3,-7,381,2013-12-20
2091,Thaddeus Young,Philadelphia 76ers,35:23,11,18,61.1,3,3,100,0,0,0.0,4,2,6,4,3,1,1,3,25,10,381,2013-12-20
2092,Michael Carter-Williams,Philadelphia 76ers,35:26,5,13,38.5,0,2,0.0,5,7,71.4,1,2,3,10,3,1,3,4,15,-6,381,2013-12-20
2093,Derrick Favors,Utah Jazz,20:35,3,7,42.9,0,0,0.0,0,0,0.0,1,7,8,2,0,0,1,2,6,-25,382,2013-12-20
2094,Gordon Hayward,Utah Jazz,29:05,4,14,28.6,1,4,25.0,2,2,100,1,1,2,3,0,3,2,0,11,-23,382,2013-12-20
2095,Trey Burke,Utah Jazz,20:27,1,8,12.5,0,3,0.0,0,0,0.0,1,2,3,3,0,0,1,3,2,-17,382,2013-12-20
2096,Alec Burks,Utah Jazz,28:17,6,12,50.0,0,1,0.0,1,2,50.0,1,2,3,4,1,0,1,3,13,-15,382,2013-12-20
2097,Paul Millsap,Atlanta Hawks,26:50,4,10,40.0,0,3,0.0,6,8,75.0,3,7,10,3,1,1,1,1,14,23,382,2013-12-20
2098,Al Horford,Atlanta Hawks,22:38,11,15,73.3,0,0,0.0,1,3,33.3,1,3,4,1,0,0,1,2,23,12,382,2013-12-20
2099,Lou Williams,Atlanta Hawks,23:59,8,13,61.5,6,10,60.0,3,4,75.0,0,2,2,2,4,0,0,1,25,12,382,2013-12-20
2100,Dennis Schroder,Atlanta Hawks,8:04,1,3,33.3,0,0,0.0,0,0,0.0,0,0,0,3,0,0,1,1,2,6,382,2013-12-20
2101,Khris Middleton,Milwaukee Bucks,49:38,5,15,33.3,4,7,57.1,0,0,0.0,0,7,7,1,0,0,1,4,14,8,383,2013-12-20
2102,Giannis Antetokounmpo,Milwaukee Bucks,22:59,2,4,50.0,1,2,50.0,1,2,50.0,0,0,0,1,0,0,1,4,6,1,383,2013-12-20
2103,Tristan Thompson,Cleveland Cavaliers,28:47,4,12,33.3,0,0,0.0,2,3,66.7,9,6,15,0,0,0,1,5,10,-5,383,2013-12-20
2104,Kyrie Irving,Cleveland Cavaliers,42:13,13,25,52.0,2,7,28.6,11,12,91.7,0,3,3,6,0,4,4,2,39,1,383,2013-12-20
2105,Kemba Walker,Charlotte Bobcats,35:19,12,17,70.6,1,2,50.0,9,9,100,1,6,7,3,3,1,4,3,34,12,384,2013-12-20
2106,Cody Zeller,Charlotte Bobcats,19:60,3,7,42.9,0,0,0.0,0,0,0.0,2,2,4,1,1,2,2,2,6,-1,384,2013-12-20
2107,Andre Drummond,Detroit Pistons,34:26,7,13,53.8,0,0,0.0,0,2,0.0,10,5,15,0,0,5,3,3,14,-21,384,2013-12-20
2108,Kentavious Caldwell-Pope,Detroit Pistons,22:18,1,2,50.0,1,2,50.0,2,2,100,0,1,1,0,1,0,2,2,5,-7,384,2013-12-20
2109,Rudy Gay,Sacramento Kings,34:38,7,13,53.8,0,3,0.0,0,2,0.0,0,6,6,6,3,1,7,3,14,-24,385,2013-12-20
2110,Ben McLemore,Sacramento Kings,32:37,8,13,61.5,4,7,57.1,0,0,0.0,2,2,4,1,1,0,2,2,20,-13,385,2013-12-20
2111,LeBron James,Miami Heat,30:40,8,11,72.7,1,2,50.0,1,2,50.0,2,4,6,8,1,1,1,1,18,14,385,2013-12-20
2112,Udonis Haslem,Miami Heat,3:47,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,1,0,0,-1,385,2013-12-20
2113,Dwight Howard,Houston Rockets,31:26,9,16,56.3,0,0,0.0,1,3,33.3,3,9,12,2,1,5,3,2,19,-17,386,2013-12-20
2114,James Harden,Houston Rockets,32:32,3,14,21.4,1,5,20.0,5,6,83.3,0,3,3,2,3,0,5,3,12,-16,386,2013-12-20
2115,Patrick Beverley,Houston Rockets,30:01,3,5,60.0,0,1,0.0,2,2,100,2,1,3,1,0,0,0,1,8,-17,386,2013-12-20
2116,Paul George,Indiana Pacers,30:20,7,16,43.8,3,7,42.9,7,8,87.5,1,8,9,4,3,1,1,2,24,20,386,2013-12-20
2117,George Hill,Indiana Pacers,25:43,5,8,62.5,2,4,50.0,0,0,0.0,0,2,2,5,0,0,1,2,12,24,386,2013-12-20
2118,Terrence Ross,Toronto Raptors,29:51,5,9,55.6,3,4,75.0,2,2,100,0,2,2,0,1,0,2,1,15,10,387,2013-12-20
2119,Jonas Valanciunas,Toronto Raptors,34:49,8,13,61.5,0,0,0.0,2,2,100,4,9,13,0,1,1,1,1,18,-1,387,2013-12-20
2120,DeMar DeRozan,Toronto Raptors,42:19,6,18,33.3,1,2,50.0,2,3,66.7,2,5,7,9,1,1,6,1,15,1,387,2013-12-20
2121,Kyle Lowry,Toronto Raptors,40:51,7,16,43.8,3,7,42.9,3,3,100,2,3,5,6,1,0,3,2,20,-7,387,2013-12-20
2122,Jae Crowder,Dallas Mavericks,14:22,2,4,50.0,1,2,50.0,0,0,0.0,0,6,6,0,0,1,1,0,5,4,387,2013-12-20
2123,P.J. Tucker,Phoenix Suns,26:00,1,8,12.5,0,2,0.0,0,0,0.0,1,0,1,1,0,2,0,1,2,-15,388,2013-12-20
2124,Goran Dragic,Phoenix Suns,40:00,7,15,46.7,0,3,0.0,3,3,100,0,3,3,6,1,0,3,0,17,11,388,2013-12-20
2125,Eric Bledsoe,Phoenix Suns,29:57,4,9,44.4,1,4,25.0,1,2,50.0,1,1,2,3,1,0,1,4,10,-1,388,2013-12-20
2126,Markieff Morris,Phoenix Suns,29:48,6,14,42.9,2,3,66.7,11,15,73.3,1,5,6,2,3,3,1,4,25,20,388,2013-12-20
2127,Ish Smith,Phoenix Suns,6:34,1,1,100,0,0,0.0,0,0,0.0,1,2,3,3,0,0,0,0,2,9,388,2013-12-20
2128,Evan Fournier,Denver Nuggets,8:49,2,7,28.6,0,1,0.0,0,0,0.0,1,1,2,0,0,0,1,2,4,4,388,2013-12-20
2129,Kevin Love,Minnesota Timberwolves,41:59,9,18,50.0,2,7,28.6,5,5,100,4,9,13,3,0,1,0,2,25,-8,389,2013-12-20
2130,Ricky Rubio,Minnesota Timberwolves,31:03,3,8,37.5,0,1,0.0,0,0,0.0,1,5,6,7,1,0,3,3,6,-7,389,2013-12-20
2131,Gorgui Dieng,Minnesota Timberwolves,0:11,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,389,2013-12-20
2132,James Johnson,Memphis Grizzlies,29:60,2,2,100,1,1,100,0,0,0.0,2,6,8,3,2,0,2,4,5,1,390,2013-12-21
2133,Ed Davis,Memphis Grizzlies,25:19,5,6,83.3,0,0,0.0,0,0,0.0,2,2,4,0,0,2,0,1,10,9,390,2013-12-21
2134,Mike Conley,Memphis Grizzlies,34:22,4,18,22.2,0,4,0.0,1,1,100,0,1,1,8,0,0,2,1,9,3,390,2013-12-21
2135,Carmelo Anthony,New York Knicks,41:48,11,22,50.0,2,6,33.3,6,7,85.7,1,6,7,1,2,2,0,0,30,-2,390,2013-12-21
2136,Trevor Ariza,Washington Wizards,35:19,9,18,50.0,5,8,62.5,4,4,100,2,6,8,2,1,0,2,3,27,10,391,2013-12-21
2137,Bradley Beal,Washington Wizards,28:00,3,12,25.0,1,4,25.0,2,2,100,0,3,3,3,1,0,1,0,9,11,391,2013-12-21
2138,John Wall,Washington Wizards,36:29,8,18,44.4,1,5,20.0,3,4,75.0,0,3,3,9,6,1,1,4,20,16,391,2013-12-21
2139,Garrett Temple,Washington Wizards,11:31,1,5,20.0,0,1,0.0,0,0,0.0,2,1,3,1,0,0,1,1,2,-9,391,2013-12-21
2140,Jeff Green,Boston Celtics,34:01,4,13,30.8,0,6,0.0,5,7,71.4,0,2,2,1,1,1,2,2,13,-10,391,2013-12-21
2141,Avery Bradley,Boston Celtics,37:48,12,18,66.7,2,3,66.7,0,2,0.0,2,3,5,0,1,0,2,1,26,-7,391,2013-12-21
2142,Kelly Olynyk,Boston Celtics,6:27,0,3,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,1,0,1,391,2013-12-21
2143,Rudy Gay,Sacramento Kings,38:52,8,20,40.0,3,6,50.0,4,4,100,2,4,6,2,0,1,2,3,23,9,392,2013-12-21
