,PLAYER,TEAM,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,GAMEID
55,Rudy Gobert,Utah Jazz,37:25,3,6,50.0,0,0,0.0,0,0,0.0,0,12,12,1,1,3,3,4,6,1,6
56,Rodney Hood,Utah Jazz,29:25,6,15,40.0,0,7,0.0,0,0,0.0,1,3,4,6,0,0,1,5,12,7,6
57,Raul Neto,Utah Jazz,26:27,3,6,50.0,2,2,100,0,0,0.0,0,1,1,3,0,0,1,1,8,12,6
58,Trey Burke,Utah Jazz,15:35,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,2,0,-15,6
59,Alec Burks,Utah Jazz,26:26,6,14,42.9,0,0,0.0,6,7,85.7,0,6,6,1,0,0,0,4,18,-12,6
60,Trey Lyles,Utah Jazz,8:14,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,-15,6
61,Joe Ingles,Utah Jazz,16:23,2,4,50.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,1,4,-1,6
62,Andre Drummond,Detroit Pistons,36:07,5,11,45.5,0,0,0.0,8,11,72.7,2,8,10,0,1,2,0,2,18,14,6
63,Kentavious Caldwell-Pope,Detroit Pistons,35:48,5,11,45.5,2,5,40.0,4,4,100,0,5,5,1,0,1,2,2,16,2,6
64,Reggie Jackson,Detroit Pistons,31:15,7,14,50.0,1,3,33.3,4,7,57.1,0,2,2,4,0,0,4,1,19,-5,6
65,Reggie Bullock,Detroit Pistons,6:12,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,6
66,Nicolas Batum,Charlotte Hornets,32:30,3,12,25.0,2,6,33.3,1,2,50.0,2,4,6,3,0,0,3,3,9,-3,7
67,Kemba Walker,Charlotte Hornets,34:41,5,16,31.3,1,4,25.0,8,9,88.9,1,3,4,4,2,1,0,2,19,-14,7
68,Cody Zeller,Charlotte Hornets,29:59,2,4,50.0,0,0,0.0,3,4,75.0,4,8,12,0,1,0,1,2,7,-7,7
69,Frank Kaminsky,Charlotte Hornets,6:07,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-4,7
70,Hassan Whiteside,Miami Heat,20:15,2,4,50.0,0,0,0.0,0,0,0.0,0,6,6,0,0,2,2,3,4,4,7
71,Goran Dragic,Miami Heat,30:53,4,8,50.0,0,0,0.0,0,0,0.0,0,1,1,6,0,2,1,4,8,2,7
72,Udonis Haslem,Miami Heat,10:38,3,4,75.0,0,1,0.0,0,0,0.0,0,4,4,1,1,0,1,2,6,1,7
73,Justise Winslow,Miami Heat,25:30,2,2,100,1,1,100,0,0,0.0,0,7,7,2,0,0,2,4,5,26,7
74,Paul George,Indiana Pacers,36:35,4,17,23.5,0,4,0.0,9,10,90.0,3,9,12,8,3,0,3,3,17,-4,8
75,George Hill,Indiana Pacers,37:41,6,10,60.0,5,7,71.4,2,3,66.7,0,3,3,2,2,1,2,5,19,-1,8
76,Jonas Valanciunas,Toronto Raptors,32:17,8,11,72.7,0,0,0.0,5,6,83.3,1,14,15,0,0,1,2,4,21,8,8
77,DeMar DeRozan,Toronto Raptors,35:52,7,17,41.2,1,2,50.0,10,16,62.5,0,5,5,6,2,0,2,2,25,0,8
78,Kyle Lowry,Toronto Raptors,38:58,8,17,47.1,2,4,50.0,5,6,83.3,1,2,3,6,2,0,5,4,23,8,8
79,Terrence Ross,Toronto Raptors,8:27,1,4,25.0,1,2,50.0,2,2,100,0,0,0,1,0,0,0,4,5,5,8
80,Cory Joseph,Toronto Raptors,27:43,1,4,25.0,0,1,0.0,1,2,50.0,0,2,2,1,0,0,3,1,3,-3,8
81,James Johnson,Toronto Raptors,3:02,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,6,8
82,Danilo Gallinari,Denver Nuggets,35:36,7,15,46.7,3,5,60.0,6,6,100,2,6,8,3,1,3,0,1,23,20,9
83,Gary Harris,Denver Nuggets,29:29,2,5,40.0,1,2,50.0,0,0,0.0,0,5,5,5,3,1,1,4,5,23,9
84,Will Barton,Denver Nuggets,19:34,5,10,50.0,1,2,50.0,0,0,0.0,1,3,4,0,1,0,0,0,11,4,9
85,Nikola Jokic,Denver Nuggets,3:55,1,1,100,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2,1,9
86,Trevor Ariza,Houston Rockets,33:10,2,10,20.0,1,7,14.3,1,2,50.0,1,1,2,1,3,1,3,2,6,-13,9
87,Clint Capela,Houston Rockets,24:55,4,7,57.1,0,0,0.0,1,2,50.0,6,1,7,0,2,3,1,2,9,-16,9
88,James Harden,Houston Rockets,36:23,6,21,28.6,2,12,16.7,8,9,88.9,1,5,6,6,2,2,3,2,22,-20,9
89,Montrezl Harrell,Houston Rockets,15:50,4,4,100,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,4,8,2,9
90,Patrick Beverley,Houston Rockets,21:16,3,9,33.3,2,7,28.6,0,0,0.0,2,6,8,1,2,0,3,2,8,-2,9
91,Sam Dekker,Houston Rockets,1:29,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,9
92,LeBron James,Cleveland Cavaliers,30:48,4,13,30.8,0,3,0.0,4,8,50.0,1,6,7,5,3,0,3,1,12,10,10
93,Kevin Love,Cleveland Cavaliers,28:51,7,14,50.0,2,7,28.6,1,1,100,2,11,13,3,0,0,3,2,17,18,10
94,Tristan Thompson,Cleveland Cavaliers,19:59,2,2,100,0,0,0.0,1,2,50.0,3,5,8,1,0,0,2,4,5,19,10
95,Joe Harris,Cleveland Cavaliers,5:15,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,1,0,0,0,0,0,2,10
96,Jeff Green,Memphis Grizzlies,20:04,3,9,33.3,1,3,33.3,1,2,50.0,0,1,1,2,0,0,0,5,8,-21,10
97,Mike Conley,Memphis Grizzlies,29:26,2,8,25.0,0,2,0.0,4,4,100,0,4,4,6,0,0,1,1,8,-18,10
98,JaMychal Green,Memphis Grizzlies,14:00,2,5,40.0,0,1,0.0,0,2,0.0,4,3,7,0,0,0,0,2,4,-17,10
99,Carmelo Anthony,New York Knicks,29:16,4,16,25.0,1,5,20.0,2,2,100,0,6,6,5,1,1,2,4,11,4,11
100,Kristaps Porzingis,New York Knicks,24:15,3,11,27.3,1,2,50.0,9,12,75.0,2,3,5,1,1,1,2,3,16,1,11
101,Robin Lopez,New York Knicks,19:52,3,5,60.0,0,0,0.0,2,2,100,2,0,2,0,0,2,2,3,8,0,11
102,Khris Middleton,Milwaukee Bucks,35:19,4,15,26.7,3,6,50.0,0,0,0.0,1,1,2,0,0,0,2,4,11,-12,11
103,Michael Carter-Williams,Milwaukee Bucks,33:53,6,17,35.3,0,1,0.0,8,9,88.9,2,3,5,4,1,0,6,4,20,-11,11
104,LaMarcus Aldridge,San Antonio Spurs,31:54,4,12,33.3,0,1,0.0,3,4,75.0,2,3,5,1,0,1,0,2,11,-7,12
105,Kawhi Leonard,San Antonio Spurs,35:19,13,22,59.1,1,3,33.3,5,5,100,1,7,8,0,3,2,3,3,32,4,12
106,Danny Green,San Antonio Spurs,29:11,2,9,22.2,0,5,0.0,0,0,0.0,0,8,8,2,1,0,2,1,4,-4,12
107,Patty Mills,San Antonio Spurs,22:11,3,7,42.9,2,3,66.7,1,2,50.0,0,3,3,2,0,0,0,3,9,-4,12
108,Kyle Anderson,San Antonio Spurs,12:41,2,4,50.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,4,-10,12
109,Kevin Durant,Oklahoma City Thunder,34:30,6,19,31.6,2,6,33.3,8,8,100,0,6,6,0,0,0,1,2,22,0,12
110,Serge Ibaka,Oklahoma City Thunder,33:58,4,9,44.4,0,1,0.0,2,2,100,2,3,5,1,0,2,4,1,10,10,12
111,Steven Adams,Oklahoma City Thunder,29:34,3,4,75.0,0,0,0.0,0,0,0.0,1,6,7,1,0,1,2,4,6,4,12
112,Russell Westbrook,Oklahoma City Thunder,36:59,12,23,52.2,3,6,50.0,6,7,85.7,1,1,2,10,2,0,5,3,33,7,12
113,Enes Kanter,Oklahoma City Thunder,24:05,7,11,63.6,0,0,0.0,1,1,100,6,10,16,0,0,0,0,1,15,0,12
114,D.J. Augustin,Oklahoma City Thunder,12:55,2,5,40.0,0,0,0.0,4,4,100,0,1,1,4,3,0,1,1,8,-3,12
115,Dwight Powell,Dallas Mavericks,17:19,4,7,57.1,0,0,0.0,4,8,50.0,0,6,6,1,0,0,1,4,12,1,13
116,P.J. Tucker,Phoenix Suns,9:10,1,3,33.3,0,1,0.0,0,2,0.0,1,0,1,0,0,0,0,2,2,-13,13
117,Markieff Morris,Phoenix Suns,11:13,1,6,16.7,0,0,0.0,2,2,100,0,1,1,0,1,0,0,5,4,-11,13
118,Eric Bledsoe,Phoenix Suns,31:23,4,12,33.3,0,2,0.0,5,7,71.4,1,3,4,4,0,0,2,4,13,-25,13
119,T.J. Warren,Phoenix Suns,20:07,4,13,30.8,1,3,33.3,0,0,0.0,1,3,4,0,0,0,1,0,9,-4,13
120,Alex Len,Phoenix Suns,13:33,1,3,33.3,0,0,0.0,2,4,50.0,3,5,8,0,0,0,2,2,4,-10,13
121,Devin Booker,Phoenix Suns,21:20,6,7,85.7,1,2,50.0,1,3,33.3,0,3,3,0,1,0,0,2,14,4,13
122,Anthony Davis,New Orleans Pelicans,40:39,10,17,58.8,3,5,60.0,2,4,50.0,2,8,10,0,2,2,2,1,25,-8,14
123,Eric Gordon,New Orleans Pelicans,40:47,6,13,46.2,3,8,37.5,5,7,71.4,1,1,2,3,1,0,1,1,20,-22,14
124,Jrue Holiday,New Orleans Pelicans,21:07,5,14,35.7,1,4,25.0,1,1,100,0,1,1,3,0,0,2,2,12,-13,14
125,Ish Smith,New Orleans Pelicans,28:35,3,14,21.4,1,3,33.3,0,2,0.0,0,4,4,8,2,0,3,5,7,1,14
126,Mason Plumlee,Portland Trail Blazers,18:53,3,4,75.0,0,0,0.0,1,3,33.3,1,5,6,6,0,0,0,4,7,0,14
127,CJ McCollum,Portland Trail Blazers,37:23,14,22,63.6,6,9,66.7,3,3,100,1,5,6,1,1,0,0,3,37,22,14
128,Damian Lillard,Portland Trail Blazers,35:54,8,21,38.1,1,7,14.3,4,4,100,0,5,5,11,2,0,4,2,21,17,14
129,Ed Davis,Portland Trail Blazers,29:07,5,6,83.3,0,0,0.0,2,2,100,2,9,11,0,1,0,0,5,12,18,14
130,Maurice Harkless,Portland Trail Blazers,18:13,3,6,50.0,2,3,66.7,0,0,0.0,0,4,4,0,0,1,1,0,8,-7,14
131,Blake Griffin,LA Clippers,38:15,14,20,70.0,0,0,0.0,5,7,71.4,2,6,8,4,0,0,2,3,33,16,15
132,DeAndre Jordan,LA Clippers,27:06,4,6,66.7,0,0,0.0,0,3,0.0,2,10,12,1,0,4,1,5,8,15,15
133,Chris Paul,LA Clippers,36:34,6,14,42.9,1,4,25.0,5,6,83.3,0,5,5,11,2,0,2,1,18,15,15
134,Austin Rivers,LA Clippers,16:07,0,3,0.0,0,2,0.0,3,4,75.0,0,2,2,1,2,1,1,1,3,-8,15
135,Rudy Gay,Sacramento Kings,31:21,7,16,43.8,1,3,33.3,1,2,50.0,1,5,6,3,0,0,2,2,16,-2,15
136,Ben McLemore,Sacramento Kings,20:04,2,5,40.0,1,2,50.0,0,0,0.0,0,0,0,0,1,0,0,4,5,-14,15
137,Rajon Rondo,Sacramento Kings,25:15,2,8,25.0,0,1,0.0,0,0,0.0,1,6,7,4,1,0,2,3,4,-8,15
138,Willie Cauley-Stein,Sacramento Kings,7:51,1,2,50.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,0,2,1,15
139,Karl-Anthony Towns,Minnesota Timberwolves,31:53,6,10,60.0,0,1,0.0,2,2,100,2,10,12,1,0,0,3,4,14,6,16
140,Andrew Wiggins,Minnesota Timberwolves,29:05,2,10,20.0,0,2,0.0,5,6,83.3,0,1,1,0,0,0,2,3,9,8,16
141,Ricky Rubio,Minnesota Timberwolves,32:29,10,17,58.8,2,4,50.0,6,7,85.7,0,2,2,14,1,0,1,3,28,12,16
142,Nemanja Bjelica,Minnesota Timberwolves,22:36,3,6,50.0,2,4,50.0,0,0,0.0,0,5,5,2,0,1,0,5,8,6,16
143,Zach LaVine,Minnesota Timberwolves,19:56,4,10,40.0,0,2,0.0,0,0,0.0,1,2,3,3,1,0,0,0,8,-4,16
144,Gorgui Dieng,Minnesota Timberwolves,20:19,1,4,25.0,0,0,0.0,2,2,100,1,3,4,1,1,2,1,3,4,-13,16
145,Julius Randle,Los Angeles Lakers,30:04,5,13,38.5,0,0,0.0,5,6,83.3,2,9,11,2,0,0,1,3,15,2,16
146,Jordan Clarkson,Los Angeles Lakers,29:43,5,10,50.0,0,2,0.0,4,6,66.7,0,2,2,3,0,0,2,4,14,7,16
147,D'Angelo Russell,Los Angeles Lakers,25:50,2,7,28.6,0,3,0.0,0,0,0.0,2,1,3,2,0,0,3,3,4,-9,16
148,Lou Williams,Los Angeles Lakers,27:27,6,13,46.2,2,6,33.3,7,7,100,0,2,2,1,0,1,1,3,21,3,16
149,Mike Conley,Memphis Grizzlies,30:17,5,11,45.5,1,1,100,2,2,100,2,2,4,10,2,0,4,4,13,3,17
150,Jeff Green,Memphis Grizzlies,29:08,5,6,83.3,2,2,100,0,0,0.0,0,3,3,3,1,1,3,5,12,14,17
151,JaMychal Green,Memphis Grizzlies,12:45,1,4,25.0,0,0,0.0,3,4,75.0,2,2,4,0,0,1,2,2,5,-1,17
152,Paul George,Indiana Pacers,34:40,5,15,33.3,2,8,25.0,6,6,100,3,5,8,5,1,1,4,3,18,-10,17
153,George Hill,Indiana Pacers,38:46,6,15,40.0,3,8,37.5,5,6,83.3,0,3,3,4,1,0,5,2,20,-3,17
154,Myles Turner,Indiana Pacers,17:58,4,6,66.7,0,0,0.0,0,2,0.0,1,3,4,0,2,1,2,4,8,3,17
155,Kent Bazemore,Atlanta Hawks,25:10,2,6,33.3,1,2,50.0,0,0,0.0,0,1,1,5,2,0,1,2,5,17,18
156,Paul Millsap,Atlanta Hawks,34:30,3,11,27.3,1,2,50.0,4,8,50.0,3,8,11,5,5,0,3,2,11,14,18
157,Al Horford,Atlanta Hawks,30:34,9,18,50.0,2,5,40.0,1,2,50.0,2,7,9,1,2,3,3,0,21,5,18
158,Justin Holiday,Atlanta Hawks,12:56,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-9,18
159,Dennis Schroder,Atlanta Hawks,18:15,6,11,54.5,1,3,33.3,0,0,0.0,0,1,1,2,0,0,1,0,13,-7,18
160,Carmelo Anthony,New York Knicks,31:54,10,27,37.0,0,7,0.0,5,5,100,3,4,7,3,3,0,1,4,25,-18,18
161,Kristaps Porzingis,New York Knicks,25:37,4,10,40.0,0,4,0.0,2,2,100,2,6,8,0,3,1,4,5,10,-5,18
162,Robin Lopez,New York Knicks,21:17,8,11,72.7,0,0,0.0,2,2,100,2,2,4,1,0,1,5,0,18,-13,18
163,Dwight Powell,Dallas Mavericks,19:04,4,8,50.0,0,0,0.0,1,2,50.0,2,6,8,0,0,0,1,3,9,-14,19
164,Blake Griffin,LA Clippers,26:47,11,17,64.7,0,0,0.0,4,6,66.7,2,8,10,2,1,1,3,1,26,12,19
165,DeAndre Jordan,LA Clippers,25:53,2,2,100,0,0,0.0,2,8,25.0,2,13,15,2,0,4,1,1,6,11,19
166,Chris Paul,LA Clippers,24:23,3,8,37.5,1,4,25.0,2,2,100,0,3,3,5,1,0,0,1,9,15,19
167,Austin Rivers,LA Clippers,24:29,5,10,50.0,2,4,50.0,2,4,50.0,0,2,2,1,1,0,0,1,14,4,19
168,Hassan Whiteside,Miami Heat,36:02,4,7,57.1,0,0,0.0,3,4,75.0,1,8,9,2,0,6,2,2,11,6,20
169,Goran Dragic,Miami Heat,33:36,3,9,33.3,1,3,33.3,4,4,100,0,3,3,6,1,0,1,3,11,9,20
170,Justise Winslow,Miami Heat,18:48,1,4,25.0,0,2,0.0,0,0,0.0,0,4,4,1,0,0,0,2,2,-16,20
171,LeBron James,Cleveland Cavaliers,33:56,13,19,68.4,0,2,0.0,3,5,60.0,2,3,5,4,1,0,4,3,29,7,20
172,Kevin Love,Cleveland Cavaliers,33:07,6,15,40.0,3,7,42.9,9,9,100,6,8,14,5,0,1,0,2,24,3,20
173,Tristan Thompson,Cleveland Cavaliers,26:03,6,9,66.7,0,0,0.0,1,2,50.0,2,7,9,1,0,1,0,1,13,14,20
174,Joe Harris,Cleveland Cavaliers,1:28,1,1,100,1,1,100,0,0,0.0,0,0,0,0,0,0,0,0,3,-4,20
175,Kevin Durant,Oklahoma City Thunder,53:32,15,30,50.0,3,9,33.3,10,11,90.9,1,11,12,2,1,2,2,4,43,3,21
176,Serge Ibaka,Oklahoma City Thunder,32:41,4,12,33.3,0,1,0.0,0,0,0.0,6,6,12,0,1,2,1,3,8,-18,21
177,Steven Adams,Oklahoma City Thunder,35:55,3,5,60.0,0,0,0.0,3,4,75.0,5,3,8,2,2,2,2,5,9,-3,21
178,Russell Westbrook,Oklahoma City Thunder,47:35,17,36,47.2,1,5,20.0,13,16,81.3,5,6,11,8,1,1,6,3,48,2,21
179,D.J. Augustin,Oklahoma City Thunder,28:14,4,6,66.7,2,4,50.0,2,2,100,1,1,2,5,0,0,0,3,12,24,21
180,Enes Kanter,Oklahoma City Thunder,18:02,4,8,50.0,0,0,0.0,2,3,66.7,4,2,6,0,0,1,2,6,10,9,21
181,Evan Fournier,Orlando Magic,44:42,8,21,38.1,2,8,25.0,4,6,66.7,1,4,5,3,2,0,2,3,22,5,21
182,Tobias Harris,Orlando Magic,46:17,9,19,47.4,2,4,50.0,10,12,83.3,4,5,9,4,0,1,5,3,30,-2,21
183,Nikola Vucevic,Orlando Magic,45:05,10,14,71.4,0,0,0.0,6,8,75.0,3,4,7,0,1,5,1,5,26,3,21
184,Victor Oladipo,Orlando Magic,50:40,8,27,29.6,3,10,30.0,2,2,100,0,13,13,10,3,1,5,5,21,-9,21
185,Elfrid Payton,Orlando Magic,36:47,5,11,45.5,2,4,50.0,2,2,100,1,2,3,5,1,0,0,5,14,-7,21
186,Aaron Gordon,Orlando Magic,17:51,4,4,100,1,1,100,6,8,75.0,1,2,3,0,1,1,1,5,15,-6,21
187,Dewayne Dedmon,Orlando Magic,12:54,1,2,50.0,0,0,0.0,0,0,0.0,4,2,6,0,0,2,0,2,2,-5,21
188,Gordon Hayward,Utah Jazz,31:10,3,12,25.0,1,3,33.3,5,6,83.3,2,5,7,4,1,0,1,2,12,16,22
189,Derrick Favors,Utah Jazz,29:17,6,17,35.3,0,0,0.0,8,10,80.0,2,10,12,1,3,2,0,2,20,16,22
190,Rudy Gobert,Utah Jazz,31:32,3,6,50.0,0,0,0.0,2,2,100,6,5,11,2,0,7,1,2,8,34,22
191,Rodney Hood,Utah Jazz,22:37,6,14,42.9,3,6,50.0,2,2,100,0,0,0,1,0,0,1,3,17,15,22
192,Raul Neto,Utah Jazz,20:32,2,5,40.0,2,2,100,1,2,50.0,0,0,0,3,3,0,0,2,7,14,22
193,Alec Burks,Utah Jazz,26:49,6,8,75.0,1,1,100,2,3,66.7,1,6,7,1,1,0,3,1,15,24,22
194,Trey Burke,Utah Jazz,27:28,5,10,50.0,0,0,0.0,0,0,0.0,0,3,3,6,1,0,0,0,10,14,22
195,Trey Lyles,Utah Jazz,7:33,0,3,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,2,0,3,22
196,Joe Ingles,Utah Jazz,13:43,1,2,50.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,2,2,-5,22
197,Nerlens Noel,Philadelphia 76ers,35:49,2,12,16.7,0,0,0.0,4,4,100,4,6,10,2,0,2,2,3,8,-20,22
