,PLAYER,TEAM,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,GAMEID
103,Nikola Jokic,Denver Nuggets,35:33,3,10,30.0,1,4,25.0,0,0,0.0,0,12,12,7,0,0,4,1,7,-9,9
104,Gary Harris,Denver Nuggets,35:46,5,7,71.4,3,3,100,1,1,100,1,4,5,3,1,0,1,2,14,0,9
105,Jamal Murray,Denver Nuggets,19:59,2,6,33.3,2,5,40.0,2,2,100,1,1,2,2,0,0,3,2,8,9,9
106,Will Barton,Denver Nuggets,31:20,8,14,57.1,3,4,75.0,4,4,100,1,5,6,2,1,1,3,2,23,-10,9
107,Mason Plumlee,Denver Nuggets,15:54,3,5,60.0,0,0,0.0,0,0,0.0,1,1,2,2,0,1,1,5,6,-14,9
108,Juancho Hernangomez,Denver Nuggets,5:52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,9
109,Trey Lyles,Denver Nuggets,1:31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,6,9
110,Malik Beasley,Denver Nuggets,1:31,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,6,9
111,Joe Ingles,Utah Jazz,32:38,4,6,66.7,3,5,60.0,0,0,0.0,0,5,5,6,2,0,0,3,11,-6,9
112,Derrick Favors,Utah Jazz,28:27,7,14,50.0,0,1,0.0,0,0,0.0,0,4,4,4,1,0,1,4,14,4,9
113,Rudy Gobert,Utah Jazz,35:01,7,9,77.8,0,0,0.0,4,4,100,3,7,10,1,0,1,6,4,18,-14,9
114,Donovan Mitchell,Utah Jazz,26:04,3,11,27.3,0,2,0.0,4,4,100,0,1,1,4,0,1,3,1,10,22,9
115,Ricky Rubio,Utah Jazz,31:46,3,9,33.3,1,5,20.0,2,3,66.7,0,5,5,10,2,0,3,1,9,-14,9
116,Rodney Hood,Utah Jazz,17:40,2,4,50.0,2,3,66.7,0,0,0.0,0,2,2,0,0,0,0,1,6,-13,9
117,Alec Burks,Utah Jazz,15:22,7,10,70.0,2,2,100,0,0,0.0,0,1,1,0,1,0,0,1,16,16,9
118,Andrew Wiggins,Minnesota Timberwolves,30:25,9,14,64.3,4,6,66.7,4,9,44.4,1,4,5,1,0,0,1,0,26,-19,10
119,Taj Gibson,Minnesota Timberwolves,27:09,3,11,27.3,0,2,0.0,0,0,0.0,2,2,4,3,1,0,2,3,6,-17,10
120,Karl-Anthony Towns,Minnesota Timberwolves,34:30,8,15,53.3,0,1,0.0,2,2,100,2,11,13,1,2,1,2,4,18,0,10
121,Jimmy Butler,Minnesota Timberwolves,35:26,5,12,41.7,2,3,66.7,0,0,0.0,0,4,4,3,1,0,3,3,12,-19,10
122,Gorgui Dieng,Minnesota Timberwolves,13:30,1,5,20.0,0,1,0.0,0,0,0.0,3,1,4,2,1,0,2,1,2,-8,10
123,Tyus Jones,Minnesota Timberwolves,23:06,1,3,33.3,0,0,0.0,1,1,100,0,2,2,1,1,0,0,1,3,9,10
124,Nemanja Bjelica,Minnesota Timberwolves,12:46,3,8,37.5,1,2,50.0,2,2,100,1,2,3,1,0,0,0,0,9,15,10
125,Kyle Anderson,San Antonio Spurs,29:41,5,9,55.6,1,1,100,1,2,50.0,0,9,9,1,0,1,0,1,12,1,10
126,LaMarcus Aldridge,San Antonio Spurs,38:48,9,21,42.9,1,2,50.0,6,7,85.7,5,5,10,4,0,2,3,2,25,15,10
127,Danny Green,San Antonio Spurs,32:41,7,16,43.8,3,7,42.9,0,0,0.0,0,4,4,2,2,2,2,2,17,11,10
128,Dejounte Murray,San Antonio Spurs,25:24,7,8,87.5,0,0,0.0,2,2,100,2,3,5,2,2,1,2,4,16,4,10
129,Patty Mills,San Antonio Spurs,22:25,1,4,25.0,1,2,50.0,0,0,0.0,0,2,2,2,2,1,1,3,3,6,10
130,Rudy Gay,San Antonio Spurs,23:41,5,9,55.6,0,1,0.0,4,4,100,1,4,5,2,1,0,0,3,14,3,10
131,Davis Bertans,San Antonio Spurs,4:17,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,-6,10
132,Derrick White,San Antonio Spurs,0:11,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,10
133,Bryn Forbes,San Antonio Spurs,0:11,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,10
134,Maurice Harkless,Portland Trail Blazers,25:33,3,9,33.3,0,1,0.0,2,2,100,3,2,5,2,0,1,2,3,8,22,11
135,Jusuf Nurkic,Portland Trail Blazers,23:01,2,7,28.6,0,1,0.0,7,10,70.0,0,11,11,1,1,0,5,3,11,20,11
136,Damian Lillard,Portland Trail Blazers,29:39,10,20,50.0,4,6,66.7,3,3,100,3,2,5,5,1,3,0,1,27,34,11
137,Pat Connaughton,Portland Trail Blazers,32:04,9,14,64.3,4,7,57.1,2,2,100,0,2,2,2,0,0,1,2,24,34,11
138,Ed Davis,Portland Trail Blazers,13:53,4,7,57.1,0,0,0.0,2,2,100,3,4,7,0,0,1,1,1,10,26,11
139,Jake Layman,Portland Trail Blazers,12:00,1,4,25.0,1,2,50.0,0,0,0.0,0,0,0,1,2,0,0,2,3,5,11
140,T.J. Warren,Phoenix Suns,27:53,3,11,27.3,0,1,0.0,2,2,100,2,2,4,0,0,1,1,1,8,-42,11
141,Josh Jackson,Phoenix Suns,32:01,4,10,40.0,1,2,50.0,2,4,50.0,0,2,2,0,0,0,0,1,11,-23,11
142,Devin Booker,Phoenix Suns,27:04,6,17,35.3,0,3,0.0,0,0,0.0,2,3,5,2,2,1,0,2,12,-29,11
143,Eric Bledsoe,Phoenix Suns,29:26,5,18,27.8,1,6,16.7,4,4,100,2,2,4,3,2,1,5,2,15,-41,11
144,Trevor Ariza,Houston Rockets,32:26,0,6,0.0,0,5,0.0,2,2,100,0,2,2,2,0,0,0,1,2,-6,12
145,Clint Capela,Houston Rockets,28:20,10,12,83.3,0,0,0.0,2,2,100,5,12,17,1,3,1,2,2,22,9,12
146,Eric Gordon,Houston Rockets,34:49,7,23,30.4,4,13,30.8,7,8,87.5,1,3,4,3,0,0,3,2,25,14,12
147,James Harden,Houston Rockets,37:46,8,21,38.1,4,14,28.6,7,8,87.5,2,1,3,9,2,0,2,1,27,1,12
148,P.J. Tucker,Houston Rockets,29:06,2,3,66.7,2,3,66.7,0,0,0.0,2,0,2,1,0,1,3,4,6,-1,12
149,Willie Cauley-Stein,Sacramento Kings,31:38,10,15,66.7,0,0,0.0,1,2,50.0,4,6,10,1,0,3,1,1,21,1,12
150,Buddy Hield,Sacramento Kings,32:49,8,17,47.1,3,7,42.9,0,0,0.0,1,4,5,4,1,0,2,5,19,3,12
151,George Hill,Sacramento Kings,32:35,6,11,54.5,1,2,50.0,3,4,75.0,1,2,3,3,0,0,4,3,16,2,12
152,Garrett Temple,Sacramento Kings,29:54,1,7,14.3,1,6,16.7,2,2,100,0,1,1,3,4,0,0,2,5,1,12
153,De'Aaron Fox,Sacramento Kings,23:37,7,15,46.7,0,2,0.0,0,0,0.0,2,2,4,5,0,0,3,2,14,-7,12
154,Lauri Markkanen,Chicago Bulls,33:27,5,12,41.7,2,6,33.3,5,6,83.3,2,6,8,0,0,1,3,2,17,-2,13
155,Robin Lopez,Chicago Bulls,31:44,7,15,46.7,0,1,0.0,4,4,100,4,4,8,2,1,0,1,3,18,3,13
156,Justin Holiday,Chicago Bulls,34:53,5,16,31.3,4,12,33.3,1,1,100,0,4,4,2,1,1,1,0,15,1,13
157,Denzel Valentine,Chicago Bulls,25:31,4,10,40.0,4,7,57.1,0,0,0.0,0,2,2,0,0,0,1,4,12,-19,13
158,David Nwaba,Chicago Bulls,12:53,1,1,100,0,0,0.0,2,3,66.7,0,4,4,1,0,0,0,0,4,-15,13
159,Norman Powell,Toronto Raptors,24:35,5,11,45.5,3,6,50.0,2,2,100,0,4,4,1,1,0,2,2,15,1,13
160,Serge Ibaka,Toronto Raptors,24:14,3,8,37.5,2,4,50.0,0,0,0.0,1,3,4,0,0,2,0,2,8,-4,13
161,Jonas Valanciunas,Toronto Raptors,30:30,9,17,52.9,0,1,0.0,5,6,83.3,8,7,15,2,2,0,1,4,23,-2,13
162,DeMar DeRozan,Toronto Raptors,32:03,2,9,22.2,0,0,0.0,7,8,87.5,1,5,6,5,2,1,5,1,11,-3,13
163,Kyle Lowry,Toronto Raptors,31:20,4,7,57.1,1,3,33.3,3,3,100,0,4,4,9,1,0,4,1,12,1,13
164,Jakob Poeltl,Toronto Raptors,17:30,1,2,50.0,0,0,0.0,0,0,0.0,0,5,5,0,1,0,3,3,2,19,13
165,OG Anunoby,Toronto Raptors,17:14,3,6,50.0,1,3,33.3,2,2,100,2,1,3,2,0,0,0,1,9,26,13
166,Delon Wright,Toronto Raptors,23:22,4,6,66.7,0,1,0.0,5,5,100,1,1,2,5,1,0,0,0,13,21,13
167,Fred VanVleet,Toronto Raptors,12:59,1,5,20.0,0,2,0.0,0,0,0.0,0,1,1,2,1,1,2,1,2,12,13
168,Pascal Siakam,Toronto Raptors,4:58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,-7,13
169,Kristaps Porzingis,New York Knicks,38:17,11,25,44.0,2,6,33.3,7,9,77.8,3,9,12,1,0,1,2,3,31,-17,14
170,Enes Kanter,New York Knicks,22:17,5,10,50.0,0,1,0.0,0,0,0.0,2,5,7,1,3,0,4,1,10,-22,14
171,Doug McDermott,New York Knicks,23:49,2,5,40.0,0,1,0.0,0,0,0.0,1,2,3,4,0,1,1,0,4,4,14
172,Frank Ntilikina,New York Knicks,7:32,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,2,0,-2,14
173,Willy Hernangomez,New York Knicks,3:46,1,1,100,0,0,0.0,1,1,100,0,0,0,0,0,1,2,0,3,0,14
174,Paul George,Oklahoma City Thunder,39:06,9,23,39.1,6,13,46.2,4,4,100,0,6,6,1,1,1,1,1,28,23,14
175,Carmelo Anthony,Oklahoma City Thunder,33:41,8,20,40.0,3,10,30.0,3,5,60.0,0,1,1,1,2,2,2,4,22,1,14
176,Steven Adams,Oklahoma City Thunder,29:36,5,5,100,0,0,0.0,2,3,66.7,2,3,5,1,5,3,1,3,12,27,14
177,Russell Westbrook,Oklahoma City Thunder,33:17,7,12,58.3,0,1,0.0,7,10,70.0,2,8,10,16,0,1,7,4,21,29,14
178,Jerami Grant,Oklahoma City Thunder,20:31,2,6,33.3,1,3,33.3,0,0,0.0,2,1,3,2,0,0,2,4,5,13,14
179,Danilo Gallinari,LA Clippers,33:03,3,13,23.1,2,6,33.3,3,4,75.0,0,5,5,3,2,1,0,2,11,19,15
180,Blake Griffin,LA Clippers,33:52,12,23,52.2,3,6,50.0,2,2,100,2,10,12,3,2,0,4,2,29,20,15
181,DeAndre Jordan,LA Clippers,31:40,5,10,50.0,0,0,0.0,4,4,100,9,15,24,1,1,0,1,3,14,11,15
182,Patrick Beverley,LA Clippers,24:07,4,12,33.3,2,5,40.0,0,0,0.0,3,0,3,1,2,1,1,3,10,20,15
183,Austin Rivers,LA Clippers,26:26,1,11,9.1,0,3,0.0,0,0,0.0,0,0,0,2,2,0,1,2,2,-5,15
184,Lou Williams,LA Clippers,24:41,5,12,41.7,1,4,25.0,1,1,100,1,2,3,6,2,0,2,1,12,13,15
185,Sam Dekker,LA Clippers,5:11,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-14,15
186,Montrezl Harrell,LA Clippers,3:17,2,3,66.7,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,4,-3,15
187,Brook Lopez,Los Angeles Lakers,28:44,7,19,36.8,1,5,20.0,5,5,100,4,2,6,2,1,1,1,3,20,-1,15
188,Brandon Ingram,Los Angeles Lakers,30:31,3,15,20.0,0,1,0.0,6,7,85.7,0,5,5,4,0,0,1,1,12,-2,15
189,Lonzo Ball,Los Angeles Lakers,29:21,1,6,16.7,1,3,33.3,0,2,0.0,0,9,9,4,1,1,2,1,3,-14,15
190,Jordan Clarkson,Los Angeles Lakers,22:31,7,16,43.8,2,3,66.7,2,3,66.7,0,2,2,2,2,0,3,0,18,-11,15
191,Kyle Kuzma,Los Angeles Lakers,18:42,4,8,50.0,0,2,0.0,0,2,0.0,2,2,4,1,2,0,0,2,8,-17,15
192,Julius Randle,Los Angeles Lakers,17:58,4,8,50.0,0,1,0.0,1,2,50.0,2,4,6,1,0,1,2,2,9,-25,15
193,Alex Caruso,Los Angeles Lakers,12:13,1,1,100,0,0,0.0,0,0,0.0,0,1,1,2,0,0,1,0,2,-10,15
194,Taurean Prince,Atlanta Hawks,29:03,6,13,46.2,2,4,50.0,1,1,100,0,6,6,2,1,0,2,4,15,-19,16
195,Dewayne Dedmon,Atlanta Hawks,24:31,5,9,55.6,1,1,100,0,0,0.0,2,5,7,2,1,1,1,2,11,-10,16
196,Kent Bazemore,Atlanta Hawks,26:04,5,9,55.6,1,2,50.0,0,0,0.0,0,1,1,2,3,0,1,2,11,-5,16
197,Dennis Schroder,Atlanta Hawks,31:39,11,21,52.4,0,2,0.0,3,3,100,1,2,3,5,1,0,3,2,25,-3,16
