,PLAYER,TEAM,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,GAMEID,Date
1110,CJ McCollum,Portland Trail Blazers,35:43,7,20,35.0,3,7,42.9,2,5,40.0,2,5,7,2,0,1,0,4,19,-1,78,2018-10-27
1111,Damian Lillard,Portland Trail Blazers,36:52,15,28,53.6,5,11,45.5,7,7,100,2,5,7,6,0,0,1,3,42,-1,78,2018-10-27
1112,Maurice Harkless,Portland Trail Blazers,10:26,1,2,50.0,0,0,0.0,0,0,0.0,0,4,4,1,1,2,0,0,2,-13,78,2018-10-27
1113,Zach Collins,Portland Trail Blazers,23:48,2,4,50.0,1,2,50.0,8,8,100,1,3,4,0,0,2,0,4,13,-7,78,2018-10-27
1114,Seth Curry,Portland Trail Blazers,19:24,1,2,50.0,1,2,50.0,0,0,0.0,1,0,1,1,0,0,2,3,3,-1,78,2018-10-27
1115,Rodney McGruder,Miami Heat,33:09,5,10,50.0,1,3,33.3,3,3,100,4,6,10,2,1,0,1,2,14,6,78,2018-10-27
1116,Kelly Olynyk,Miami Heat,28:48,6,9,66.7,3,6,50.0,4,5,80.0,1,4,5,5,1,0,1,2,19,8,78,2018-10-27
1117,Hassan Whiteside,Miami Heat,34:25,2,8,25.0,0,2,0.0,1,4,25.0,3,13,16,0,0,6,2,4,5,4,78,2018-10-27
1118,Josh Richardson,Miami Heat,36:15,5,15,33.3,1,6,16.7,0,1,0.0,0,5,5,5,1,1,2,2,11,4,78,2018-10-27
1119,Goran Dragic,Miami Heat,35:11,10,19,52.6,4,9,44.4,4,5,80.0,1,2,3,5,0,0,2,2,28,7,78,2018-10-27
1120,Bam Adebayo,Miami Heat,13:35,3,6,50.0,0,0,0.0,1,1,100,4,2,6,0,0,0,2,2,7,5,78,2018-10-27
1121,Justise Winslow,Miami Heat,19:12,3,8,37.5,1,2,50.0,3,5,60.0,0,5,5,1,3,1,0,3,10,1,78,2018-10-27
1122,Trevor Ariza,Phoenix Suns,33:54,2,10,20.0,1,8,12.5,1,1,100,0,4,4,5,0,0,3,2,6,-19,79,2018-10-27
1123,Deandre Ayton,Phoenix Suns,32:47,12,13,92.3,0,0,0.0,0,0,0.0,1,7,8,5,1,0,0,1,24,-18,79,2018-10-27
1124,Josh Jackson,Phoenix Suns,23:47,3,10,30.0,0,3,0.0,2,6,33.3,0,3,3,3,3,0,7,3,8,-8,79,2018-10-27
1125,T.J. Warren,Phoenix Suns,18:25,1,4,25.0,0,2,0.0,1,1,100,0,3,3,1,0,1,0,1,3,-15,79,2018-10-27
1126,Mikal Bridges,Phoenix Suns,24:17,2,8,25.0,1,3,33.3,2,2,100,1,5,6,2,0,0,1,3,7,-6,79,2018-10-27
1127,Richaun Holmes,Phoenix Suns,4:31,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,4,79,2018-10-27
1128,Kyle Anderson,Memphis Grizzlies,20:58,1,4,25.0,0,0,0.0,0,0,0.0,1,4,5,1,0,0,1,1,2,-10,79,2018-10-27
1129,Garrett Temple,Memphis Grizzlies,23:44,4,6,66.7,1,1,100,6,6,100,0,3,3,1,1,0,0,3,15,9,79,2018-10-27
1130,Mike Conley,Memphis Grizzlies,28:29,6,13,46.2,0,4,0.0,6,6,100,0,0,0,7,2,0,3,2,18,11,79,2018-10-27
1131,Wayne Selden,Memphis Grizzlies,25:22,6,8,75.0,1,3,33.3,1,1,100,0,1,1,2,2,0,1,2,14,16,79,2018-10-27
1132,Dillon Brooks,Memphis Grizzlies,27:03,3,8,37.5,1,5,20.0,1,2,50.0,1,5,6,2,2,0,1,3,8,20,79,2018-10-27
1133,Yuta Watanabe,Memphis Grizzlies,4:31,0,0,0.0,0,0,0.0,2,2,100,0,2,2,0,0,0,1,0,2,-4,79,2018-10-27
1134,Jonathan Isaac,Orlando Magic,22:22,0,6,0.0,0,3,0.0,2,2,100,0,3,3,1,1,3,1,2,2,-18,80,2018-10-27
1135,Aaron Gordon,Orlando Magic,30:45,3,15,20.0,0,6,0.0,3,4,75.0,2,3,5,2,1,0,1,5,9,-15,80,2018-10-27
1136,Nikola Vucevic,Orlando Magic,21:28,7,10,70.0,0,0,0.0,2,2,100,3,6,9,1,1,1,3,4,16,-12,80,2018-10-27
1137,Evan Fournier,Orlando Magic,26:57,4,12,33.3,1,6,16.7,1,1,100,0,0,0,1,0,0,0,0,10,-7,80,2018-10-27
1138,D.J. Augustin,Orlando Magic,21:36,4,9,44.4,3,8,37.5,0,0,0.0,0,1,1,4,0,0,0,0,11,-6,80,2018-10-27
1139,Mo Bamba,Orlando Magic,22:52,2,5,40.0,2,3,66.7,1,2,50.0,1,5,6,0,0,0,0,1,7,-17,80,2018-10-27
1140,Terrence Ross,Orlando Magic,17:32,3,12,25.0,1,7,14.3,0,0,0.0,0,1,1,4,0,0,1,4,7,-11,80,2018-10-27
1141,Khem Birch,Orlando Magic,6:49,2,3,66.7,0,0,0.0,0,0,0.0,0,1,1,0,2,0,0,0,4,5,80,2018-10-27
1142,Khris Middleton,Milwaukee Bucks,26:41,4,9,44.4,2,4,50.0,8,8,100,0,7,7,4,1,0,3,2,18,17,80,2018-10-27
1143,Giannis Antetokounmpo,Milwaukee Bucks,19:23,9,12,75.0,0,0,0.0,3,4,75.0,0,7,7,1,0,1,4,2,21,14,80,2018-10-27
1144,Brook Lopez,Milwaukee Bucks,20:45,4,5,80.0,2,3,66.7,1,1,100,0,1,1,0,0,2,3,2,11,18,80,2018-10-27
1145,Malcolm Brogdon,Milwaukee Bucks,29:48,6,10,60.0,2,2,100,2,2,100,1,3,4,2,0,0,2,0,16,22,80,2018-10-27
1146,Eric Bledsoe,Milwaukee Bucks,22:55,2,7,28.6,0,2,0.0,2,2,100,1,3,4,4,1,1,2,3,6,9,80,2018-10-27
1147,Donte DiVincenzo,Milwaukee Bucks,17:56,6,9,66.7,1,4,25.0,2,2,100,0,3,3,0,0,0,1,1,15,17,80,2018-10-27
1148,Tony Snell,Milwaukee Bucks,23:20,3,5,60.0,0,2,0.0,1,2,50.0,1,1,2,2,1,0,0,4,7,10,80,2018-10-27
1149,Pat Connaughton,Milwaukee Bucks,19:12,3,7,42.9,2,4,50.0,2,2,100,0,6,6,1,0,1,1,1,10,-1,80,2018-10-27
1150,Sterling Brown,Milwaukee Bucks,7:33,0,5,0.0,0,3,0.0,0,0,0.0,1,3,4,0,0,0,2,1,0,-6,80,2018-10-27
1151,LeBron James,Los Angeles Lakers,34:18,13,21,61.9,2,6,33.3,7,8,87.5,1,10,11,4,2,0,4,3,35,-1,81,2018-10-27
1152,Kyle Kuzma,Los Angeles Lakers,31:07,6,14,42.9,3,8,37.5,0,0,0.0,1,3,4,1,0,0,0,3,15,-1,81,2018-10-27
1153,JaVale McGee,Los Angeles Lakers,24:29,4,5,80.0,0,0,0.0,1,2,50.0,0,5,5,1,0,4,5,4,9,0,81,2018-10-27
1154,Josh Hart,Los Angeles Lakers,36:16,3,10,30.0,2,6,33.3,1,2,50.0,0,2,2,1,1,0,2,1,9,-3,81,2018-10-27
1155,Lonzo Ball,Los Angeles Lakers,26:55,2,8,25.0,2,5,40.0,0,2,0.0,0,2,2,3,0,0,3,3,6,-7,81,2018-10-27
1156,Rajon Rondo,Los Angeles Lakers,29:02,4,8,50.0,2,4,50.0,2,2,100,2,2,4,5,0,0,2,4,12,2,81,2018-10-27
1157,Kentavious Caldwell-Pope,Los Angeles Lakers,16:04,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,1,0,1,0,1,2,-1,81,2018-10-27
1158,Svi Mykhailiuk,Los Angeles Lakers,1:56,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,81,2018-10-27
1159,Davis Bertans,San Antonio Spurs,13:03,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,1,1,0,0,1,0,-1,81,2018-10-27
1160,LaMarcus Aldridge,San Antonio Spurs,32:59,7,16,43.8,0,0,0.0,1,2,50.0,2,3,5,3,0,2,4,3,15,6,81,2018-10-27
1161,DeMar DeRozan,San Antonio Spurs,39:24,14,23,60.9,0,0,0.0,2,2,100,1,11,12,8,2,1,4,4,30,2,81,2018-10-27
1162,Bryn Forbes,San Antonio Spurs,30:40,6,10,60.0,1,3,33.3,3,5,60.0,0,1,1,1,2,0,2,3,16,-8,81,2018-10-27
1163,Patty Mills,San Antonio Spurs,25:18,3,5,60.0,2,2,100,2,2,100,0,3,3,1,0,0,1,2,10,9,81,2018-10-27
1164,Rudy Gay,San Antonio Spurs,32:40,6,15,40.0,0,1,0.0,4,5,80.0,2,8,10,5,1,2,0,1,16,13,81,2018-10-27
1165,Kevin Durant,Golden State Warriors,39:08,11,20,55.0,2,6,33.3,10,11,90.9,0,8,8,6,1,1,3,0,34,-2,82,2018-10-28
1166,Draymond Green,Golden State Warriors,36:19,4,9,44.4,0,3,0.0,0,0,0.0,1,3,4,13,5,0,1,1,8,-8,82,2018-10-28
1167,Damian Jones,Golden State Warriors,11:35,1,3,33.3,0,0,0.0,0,0,0.0,1,0,1,1,1,2,2,4,2,-6,82,2018-10-28
1168,Klay Thompson,Golden State Warriors,35:35,8,17,47.1,1,5,20.0,1,2,50.0,2,3,5,0,1,1,1,4,18,-5,82,2018-10-28
1169,Stephen Curry,Golden State Warriors,36:16,11,26,42.3,7,15,46.7,6,7,85.7,1,6,7,3,1,0,2,1,35,11,82,2018-10-28
1170,Kevon Looney,Golden State Warriors,12:25,2,3,66.7,0,0,0.0,0,0,0.0,2,1,3,0,0,0,2,1,4,11,82,2018-10-28
1171,Andre Iguodala,Golden State Warriors,19:52,2,3,66.7,0,1,0.0,0,0,0.0,3,2,5,2,1,1,0,2,4,3,82,2018-10-28
1172,Joe Harris,Brooklyn Nets,29:40,2,6,33.3,2,6,33.3,1,2,50.0,1,2,3,3,0,0,2,4,7,1,82,2018-10-28
1173,Jarrett Allen,Brooklyn Nets,28:50,5,6,83.3,0,0,0.0,1,2,50.0,0,3,3,4,1,2,1,0,11,14,82,2018-10-28
1174,Caris LeVert,Brooklyn Nets,30:10,9,18,50.0,4,7,57.1,1,1,100,0,3,3,7,0,0,3,2,23,9,82,2018-10-28
1175,D'Angelo Russell,Brooklyn Nets,29:30,9,14,64.3,5,8,62.5,2,3,66.7,0,6,6,6,0,1,5,3,25,7,82,2018-10-28
1176,Spencer Dinwiddie,Brooklyn Nets,23:30,4,9,44.4,4,7,57.1,0,0,0.0,1,0,1,0,0,0,1,2,12,-23,82,2018-10-28
1177,Ed Davis,Brooklyn Nets,17:29,2,2,100,0,0,0.0,0,0,0.0,1,6,7,1,0,0,0,2,4,-14,82,2018-10-28
1178,Joe Ingles,Utah Jazz,30:55,4,11,36.4,3,7,42.9,1,1,100,0,7,7,5,1,0,4,3,12,9,83,2018-10-28
1179,Jae Crowder,Utah Jazz,34:30,7,13,53.8,1,5,20.0,0,0,0.0,0,6,6,1,1,0,0,5,15,4,83,2018-10-28
1180,Rudy Gobert,Utah Jazz,33:03,9,13,69.2,0,0,0.0,5,6,83.3,6,10,16,2,2,3,3,3,23,-2,83,2018-10-28
1181,Donovan Mitchell,Utah Jazz,35:04,10,19,52.6,0,3,0.0,0,0,0.0,1,0,1,4,1,1,5,5,20,-8,83,2018-10-28
1182,Ricky Rubio,Utah Jazz,31:53,2,9,22.2,1,3,33.3,1,2,50.0,0,1,1,8,1,0,1,3,6,-4,83,2018-10-28
1183,Royce O'Neale,Utah Jazz,17:05,2,2,100,1,1,100,0,0,0.0,0,4,4,0,1,0,2,2,5,0,83,2018-10-28
1184,Georges Niang,Utah Jazz,13:30,4,5,80.0,2,3,66.7,3,3,100,0,1,1,0,0,0,0,3,13,5,83,2018-10-28
1185,Grayson Allen,Utah Jazz,12:56,3,3,100,1,1,100,4,4,100,0,1,1,0,0,0,1,0,11,17,83,2018-10-28
1186,Harrison Barnes,Dallas Mavericks,34:25,3,13,23.1,0,4,0.0,1,2,50.0,0,3,3,1,3,0,1,2,7,-4,83,2018-10-28
1187,Luka Doncic,Dallas Mavericks,36:53,5,13,38.5,2,6,33.3,2,2,100,1,5,6,5,1,0,5,1,14,4,83,2018-10-28
1188,DeAndre Jordan,Dallas Mavericks,36:36,4,5,80.0,0,0,0.0,4,4,100,5,14,19,9,0,1,2,3,12,3,83,2018-10-28
1189,Maxi Kleber,Dallas Mavericks,13:13,4,8,50.0,1,4,25.0,2,3,66.7,1,2,3,0,0,0,1,1,11,-5,83,2018-10-28
1190,Dorian Finney-Smith,Dallas Mavericks,10:60,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,0,0,0,0,1,3,-8,83,2018-10-28
1191,Dwight Powell,Dallas Mavericks,11:24,2,4,50.0,0,1,0.0,0,0,0.0,1,1,2,0,1,0,1,4,4,-12,83,2018-10-28
1192,Jalen Brunson,Dallas Mavericks,12:16,1,5,20.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,1,2,-14,83,2018-10-28
1193,Trevor Ariza,Phoenix Suns,28:13,1,4,25.0,0,0,0.0,3,3,100,0,5,5,3,2,0,3,2,5,-22,84,2018-10-28
1194,Deandre Ayton,Phoenix Suns,32:25,8,17,47.1,0,0,0.0,0,0,0.0,2,9,11,3,1,0,3,4,16,-1,84,2018-10-28
1195,Josh Jackson,Phoenix Suns,20:40,4,10,40.0,0,3,0.0,0,0,0.0,0,1,1,0,1,1,4,6,8,-13,84,2018-10-28
1196,T.J. Warren,Phoenix Suns,21:38,8,17,47.1,2,5,40.0,0,0,0.0,3,5,8,0,0,1,0,2,18,-2,84,2018-10-28
1197,Mikal Bridges,Phoenix Suns,21:44,3,7,42.9,1,4,25.0,2,2,100,0,1,1,0,2,0,4,5,9,16,84,2018-10-28
1198,Richaun Holmes,Phoenix Suns,3:57,0,0,0.0,0,0,0.0,2,2,100,1,1,2,2,0,0,1,2,2,11,84,2018-10-28
1199,Paul George,Oklahoma City Thunder,30:21,9,15,60.0,4,8,50.0,1,2,50.0,0,4,4,5,3,2,2,3,23,17,84,2018-10-28
1200,Jerami Grant,Oklahoma City Thunder,37:07,4,9,44.4,1,4,25.0,5,8,62.5,1,3,4,1,1,0,1,3,14,14,84,2018-10-28
1201,Nerlens Noel,Oklahoma City Thunder,25:51,9,14,64.3,0,0,0.0,2,3,66.7,6,9,15,2,4,1,1,3,20,19,84,2018-10-28
1202,Russell Westbrook,Oklahoma City Thunder,30:52,8,13,61.5,0,0,0.0,7,10,70.0,1,8,9,7,4,0,6,3,23,8,84,2018-10-28
1203,Dennis Schroder,Oklahoma City Thunder,26:52,4,10,40.0,0,1,0.0,4,6,66.7,0,4,4,7,0,0,2,4,12,15,84,2018-10-28
1204,Abdel Nader,Oklahoma City Thunder,1:57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-9,84,2018-10-28
1205,Timothe Luwawu-Cabarrot,Oklahoma City Thunder,1:00,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5,84,2018-10-28
1206,Markieff Morris,Washington Wizards,13:39,0,4,0.0,0,3,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,-6,85,2018-10-28
1207,Bradley Beal,Washington Wizards,28:57,8,16,50.0,1,6,16.7,3,5,60.0,1,6,7,0,0,1,3,3,20,-19,85,2018-10-28
1208,John Wall,Washington Wizards,27:37,8,20,40.0,0,2,0.0,2,3,66.7,1,2,3,5,4,0,1,0,18,-6,85,2018-10-28
1209,Austin Rivers,Washington Wizards,22:06,3,6,50.0,1,2,50.0,2,3,66.7,0,1,1,3,1,1,2,2,9,-19,85,2018-10-28
1210,Jeff Green,Washington Wizards,21:28,3,6,50.0,0,1,0.0,6,6,100,5,3,8,2,0,0,1,2,12,-13,85,2018-10-28
1211,Tomas Satoransky,Washington Wizards,15:46,4,7,57.1,1,1,100,0,0,0.0,0,1,1,3,0,0,0,2,9,-20,85,2018-10-28
1212,Thomas Bryant,Washington Wizards,10:39,3,7,42.9,0,2,0.0,1,1,100,2,1,3,1,0,0,1,1,7,-12,85,2018-10-28
1213,Tobias Harris,LA Clippers,29:36,9,14,64.3,2,4,50.0,2,3,66.7,3,8,11,0,0,0,2,1,22,19,85,2018-10-28
1214,Danilo Gallinari,LA Clippers,26:03,4,14,28.6,1,3,33.3,2,2,100,2,5,7,2,2,1,2,0,11,14,85,2018-10-28
1215,Avery Bradley,LA Clippers,23:10,6,12,50.0,3,6,50.0,0,0,0.0,1,0,1,5,0,1,2,4,15,13,85,2018-10-28
1216,Patrick Beverley,LA Clippers,25:25,4,9,44.4,3,6,50.0,0,0,0.0,1,3,4,4,0,0,1,2,11,14,85,2018-10-28
1217,Shai Gilgeous-Alexander,LA Clippers,28:22,4,8,50.0,1,1,100,1,2,50.0,2,6,8,7,2,0,1,4,10,24,85,2018-10-28
1218,Montrezl Harrell,LA Clippers,16:29,6,7,85.7,0,0,0.0,1,4,25.0,1,5,6,1,0,2,2,2,13,15,85,2018-10-28
1219,Lou Williams,LA Clippers,15:44,7,13,53.8,2,4,50.0,1,1,100,0,0,0,6,1,0,1,1,17,11,85,2018-10-28
1220,Boban Marjanovic,LA Clippers,11:50,6,7,85.7,0,1,0.0,1,1,100,2,7,9,1,1,2,1,3,13,12,85,2018-10-28
1221,Jake Layman,Portland Trail Blazers,12:08,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,1,0,0,0,1,0,-2,86,2018-10-29
1222,Jusuf Nurkic,Portland Trail Blazers,17:48,2,6,33.3,1,2,50.0,0,0,0.0,0,5,5,2,0,0,2,2,5,-6,86,2018-10-29
1223,CJ McCollum,Portland Trail Blazers,32:30,7,15,46.7,1,5,20.0,2,2,100,2,4,6,1,0,1,1,0,17,-7,86,2018-10-29
1224,Damian Lillard,Portland Trail Blazers,32:50,5,13,38.5,2,7,28.6,4,4,100,0,1,1,2,0,1,3,4,16,-13,86,2018-10-29
1225,Zach Collins,Portland Trail Blazers,26:56,7,10,70.0,1,2,50.0,2,2,100,0,3,3,3,0,1,1,2,17,22,86,2018-10-29
1226,Seth Curry,Portland Trail Blazers,17:21,1,3,33.3,1,2,50.0,0,0,0.0,0,2,2,1,0,0,1,0,3,23,86,2018-10-29
1227,Bojan Bogdanovic,Indiana Pacers,37:18,4,12,33.3,2,6,33.3,4,4,100,0,2,2,3,0,0,1,2,14,4,86,2018-10-29
1228,Thaddeus Young,Indiana Pacers,31:14,6,13,46.2,1,2,50.0,3,4,75.0,1,3,4,0,2,0,0,3,16,7,86,2018-10-29
1229,Myles Turner,Indiana Pacers,31:54,5,12,41.7,0,1,0.0,0,4,0.0,4,5,9,1,1,3,0,2,10,2,86,2018-10-29
1230,Victor Oladipo,Indiana Pacers,36:00,9,24,37.5,2,6,33.3,1,1,100,0,9,9,7,1,0,1,3,21,9,86,2018-10-29
1231,Domantas Sabonis,Indiana Pacers,23:51,2,3,66.7,0,0,0.0,2,3,66.7,0,8,8,2,2,1,2,2,6,-18,86,2018-10-29
1232,Cory Joseph,Indiana Pacers,14:30,1,4,25.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,2,-20,86,2018-10-29
1233,Doug McDermott,Indiana Pacers,10:33,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,3,0,-14,86,2018-10-29
1234,Taurean Prince,Atlanta Hawks,25:34,1,11,9.1,1,6,16.7,2,2,100,1,5,6,2,1,0,3,3,5,-16,87,2018-10-29
1235,Alex Len,Atlanta Hawks,14:30,3,5,60.0,1,3,33.3,1,2,50.0,2,0,2,0,1,0,1,4,8,-12,87,2018-10-29
1236,Kent Bazemore,Atlanta Hawks,32:33,7,16,43.8,2,5,40.0,2,5,40.0,0,3,3,1,2,2,2,3,18,-15,87,2018-10-29
1237,Trae Young,Atlanta Hawks,29:13,5,13,38.5,1,6,16.7,0,0,0.0,0,2,2,8,0,0,0,1,11,-14,87,2018-10-29
1238,Dewayne Dedmon,Atlanta Hawks,23:06,4,8,50.0,1,2,50.0,2,2,100,0,5,5,0,1,0,0,3,11,-9,87,2018-10-29
1239,DeAndre' Bembry,Atlanta Hawks,24:18,2,7,28.6,0,2,0.0,1,2,50.0,1,6,7,2,1,0,2,0,5,-7,87,2018-10-29
1240,Kevin Huerter,Atlanta Hawks,17:21,0,3,0.0,0,2,0.0,2,2,100,0,3,3,1,0,1,1,1,2,-5,87,2018-10-29
1241,Robert Covington,Philadelphia 76ers,31:05,4,12,33.3,3,9,33.3,0,0,0.0,1,5,6,1,3,2,3,2,11,21,87,2018-10-29
1242,Dario Saric,Philadelphia 76ers,26:08,1,9,11.1,0,5,0.0,2,2,100,3,6,9,1,1,0,1,1,4,16,87,2018-10-29
1243,Joel Embiid,Philadelphia 76ers,29:35,3,9,33.3,0,2,0.0,4,4,100,2,4,6,6,0,2,4,3,10,12,87,2018-10-29
1244,Markelle Fultz,Philadelphia 76ers,25:26,7,16,43.8,1,5,20.0,1,2,50.0,2,2,4,7,0,0,1,3,16,-2,87,2018-10-29
1245,Ben Simmons,Philadelphia 76ers,26:54,8,11,72.7,0,0,0.0,5,5,100,5,7,12,9,0,1,2,3,21,19,87,2018-10-29
1246,Mike Muscala,Philadelphia 76ers,18:52,5,7,71.4,4,6,66.7,0,0,0.0,1,4,5,0,0,1,1,1,14,7,87,2018-10-29
1247,Landry Shamet,Philadelphia 76ers,24:42,4,8,50.0,2,5,40.0,3,3,100,0,1,1,2,1,0,1,2,13,8,87,2018-10-29
1248,T.J. McConnell,Philadelphia 76ers,6:02,1,3,33.3,0,0,0.0,0,0,0.0,1,3,4,1,0,0,2,1,2,-2,87,2018-10-29
1249,Furkan Korkmaz,Philadelphia 76ers,4:35,1,2,50.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,0,2,1,87,2018-10-29
1250,Nemanja Bjelica,Sacramento Kings,32:31,7,15,46.7,3,7,42.9,2,4,50.0,3,2,5,5,1,2,1,5,19,11,88,2018-10-29
1251,Willie Cauley-Stein,Sacramento Kings,33:48,11,17,64.7,0,0,0.0,4,7,57.1,2,11,13,1,0,1,0,4,26,23,88,2018-10-29
1252,Buddy Hield,Sacramento Kings,35:30,8,14,57.1,4,6,66.7,3,4,75.0,0,8,8,5,2,1,3,2,23,10,88,2018-10-29
1253,De'Aaron Fox,Sacramento Kings,34:02,8,15,53.3,1,2,50.0,3,5,60.0,1,3,4,8,2,1,6,1,20,15,88,2018-10-29
1254,Rodney McGruder,Miami Heat,32:22,3,7,42.9,1,3,33.3,0,0,0.0,0,2,2,6,0,0,2,3,7,-12,88,2018-10-29
1255,Kelly Olynyk,Miami Heat,15:45,1,7,14.3,1,5,20.0,0,0,0.0,0,2,2,0,1,1,2,2,3,-9,88,2018-10-29
1256,Hassan Whiteside,Miami Heat,29:01,7,10,70.0,0,0,0.0,2,6,33.3,5,19,24,0,2,5,6,3,16,-4,88,2018-10-29
1257,Josh Richardson,Miami Heat,36:34,10,21,47.6,4,10,40.0,7,7,100,2,1,3,0,2,3,0,4,31,6,88,2018-10-29
1258,Goran Dragic,Miami Heat,31:06,7,16,43.8,4,9,44.4,2,2,100,0,1,1,5,2,0,2,3,20,-19,88,2018-10-29
1259,Justise Winslow,Miami Heat,23:53,3,9,33.3,0,2,0.0,3,5,60.0,4,1,5,2,0,0,1,1,9,-4,88,2018-10-29
1260,Bam Adebayo,Miami Heat,18:59,2,4,50.0,0,0,0.0,4,6,66.7,1,7,8,0,1,0,2,0,8,-6,88,2018-10-29
1261,Joe Harris,Brooklyn Nets,27:33,4,9,44.4,3,5,60.0,0,0,0.0,1,0,1,2,2,0,1,2,11,-11,89,2018-10-29
1262,Jarrett Allen,Brooklyn Nets,20:29,2,6,33.3,0,1,0.0,3,4,75.0,2,4,6,3,0,2,0,2,7,-15,89,2018-10-29
1263,Caris LeVert,Brooklyn Nets,29:29,2,11,18.2,0,6,0.0,0,0,0.0,0,2,2,5,2,0,2,3,4,-23,89,2018-10-29
1264,D'Angelo Russell,Brooklyn Nets,27:19,4,10,40.0,3,7,42.9,2,2,100,1,2,3,2,0,0,2,1,13,-14,89,2018-10-29
1265,Spencer Dinwiddie,Brooklyn Nets,25:24,6,10,60.0,2,6,33.3,3,3,100,0,1,1,3,0,2,1,3,17,-6,89,2018-10-29
1266,Ed Davis,Brooklyn Nets,12:23,2,4,50.0,0,0,0.0,2,4,50.0,4,2,6,0,0,0,0,3,6,-1,89,2018-10-29
1267,Mitchell Robinson,New York Knicks,15:07,5,5,100,0,0,0.0,1,2,50.0,2,1,3,1,1,1,0,3,11,6,89,2018-10-29
1268,Frank Ntilikina,New York Knicks,31:35,5,13,38.5,3,5,60.0,3,3,100,1,4,5,4,0,1,0,2,16,15,89,2018-10-29
1269,Trey Burke,New York Knicks,14:01,2,4,50.0,1,1,100,0,0,0.0,0,0,0,0,0,0,0,0,5,0,89,2018-10-29
1270,Kevin Durant,Golden State Warriors,28:08,5,9,55.6,1,4,25.0,3,3,100,0,2,2,7,1,1,0,2,14,45,90,2018-10-29
1271,Draymond Green,Golden State Warriors,25:07,1,5,20.0,0,1,0.0,1,2,50.0,1,6,7,12,1,2,0,0,3,34,90,2018-10-29
1272,Damian Jones,Golden State Warriors,13:50,1,2,50.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,4,2,13,90,2018-10-29
1273,Klay Thompson,Golden State Warriors,26:33,18,29,62.1,14,24,58.3,2,2,100,0,4,4,0,2,0,2,2,52,28,90,2018-10-29
1274,Stephen Curry,Golden State Warriors,24:50,7,9,77.8,2,4,50.0,7,7,100,0,8,8,5,2,0,1,3,23,27,90,2018-10-29
1275,Kevon Looney,Golden State Warriors,17:17,3,5,60.0,0,0,0.0,1,2,50.0,0,5,5,0,0,0,0,0,7,-6,90,2018-10-29
1276,Andre Iguodala,Golden State Warriors,7:06,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,4,0,0,0,2,0,16,90,2018-10-29
1277,Justin Holiday,Chicago Bulls,28:32,3,9,33.3,3,7,42.9,0,0,0.0,1,1,2,5,0,0,2,2,9,-32,90,2018-10-29
1278,Chandler Hutchison,Chicago Bulls,22:56,0,1,0.0,0,1,0.0,3,4,75.0,1,1,2,0,0,1,1,1,3,-14,90,2018-10-29
1279,Zach LaVine,Chicago Bulls,26:54,8,17,47.1,2,6,33.3,3,4,75.0,1,6,7,2,2,0,4,2,21,-35,90,2018-10-29
1280,Cameron Payne,Chicago Bulls,20:05,5,9,55.6,1,3,33.3,4,4,100,1,2,3,1,0,1,0,1,15,-25,90,2018-10-29
1281,Jabari Parker,Chicago Bulls,26:22,7,15,46.7,0,3,0.0,1,5,20.0,2,7,9,5,1,1,1,0,15,-1,90,2018-10-29
1282,Norman Powell,Toronto Raptors,27:07,2,3,66.7,2,3,66.7,2,2,100,0,3,3,3,0,0,0,2,8,-12,91,2018-10-29
1283,Pascal Siakam,Toronto Raptors,33:19,10,16,62.5,0,4,0.0,2,3,66.7,2,6,8,2,4,1,2,2,22,-11,91,2018-10-29
1284,Serge Ibaka,Toronto Raptors,28:30,12,21,57.1,2,5,40.0,4,4,100,2,7,9,1,0,1,0,3,30,7,91,2018-10-29
1285,Danny Green,Toronto Raptors,29:42,3,6,50.0,2,3,66.7,0,0,0.0,1,4,5,1,1,0,1,0,8,-6,91,2018-10-29
1286,Kyle Lowry,Toronto Raptors,34:09,3,14,21.4,0,9,0.0,3,5,60.0,2,4,6,15,2,1,4,3,9,-10,91,2018-10-29
1287,Delon Wright,Toronto Raptors,13:09,1,5,20.0,0,1,0.0,2,2,100,0,2,2,1,0,0,0,1,4,-15,91,2018-10-29
