,Visitor,VisitorScore,Home,HomeScore,Date
136,Grizzlies,96,Bucks,106,11/12/2016
137,Pistons,106,Nuggets,95,11/12/2016
138,Nets,122,Suns,104,11/12/2016
139,Hornets,93,Cavaliers,100,11/13/2016
140,Magic,119,Thunder,117,11/13/2016
141,Lakers,99,Timberwolves,125,11/13/2016
142,Suns,120,Warriors,133,11/13/2016
143,Nuggets,105,Trail Blazers,112,11/13/2016
144,Magic,69,Pacers,88,11/14/2016
145,Mavericks,77,Knicks,93,11/14/2016
146,Thunder,88,Pistons,104,11/14/2016
147,Celtics,105,Pelicans,106,11/14/2016
148,76ers,88,Rockets,115,11/14/2016
149,Heat,90,Spurs,94,11/14/2016
150,Grizzlies,102,Jazz,96,11/14/2016
151,Nets,95,Clippers,127,11/14/2016
152,Raptors,117,Cavaliers,121,11/15/2016
153,Hawks,93,Heat,90,11/15/2016
154,Hornets,115,Timberwolves,108,11/15/2016
155,Bulls,113,Trail Blazers,88,11/15/2016
156,Nets,118,Lakers,125,11/15/2016
157,Wizards,102,76ers,109,11/16/2016
158,Pelicans,82,Magic,89,11/16/2016
159,Cavaliers,93,Pacers,103,11/16/2016
160,Mavericks,83,Celtics,90,11/16/2016
161,Pistons,102,Knicks,105,11/16/2016
162,Bucks,100,Hawks,107,11/16/2016
163,Rockets,103,Thunder,105,11/16/2016
164,Warriors,127,Raptors,121,11/16/2016
165,Suns,104,Nuggets,120,11/16/2016
166,Grizzlies,111,Clippers,107,11/16/2016
167,Spurs,110,Kings,105,11/16/2016
168,Knicks,112,Wizards,119,11/17/2016
169,Bucks,73,Heat,96,11/17/2016
170,Trail Blazers,109,Rockets,126,11/17/2016
171,76ers,86,Timberwolves,110,11/17/2016
172,Bulls,85,Jazz,77,11/17/2016
173,Jazz,102,Rockets,111,11/19/2016
174,Hornets,116,Pelicans,121,11/19/2016
175,Heat,114,Wizards,111,11/19/2016
176,Mavericks,87,Magic,95,11/19/2016
177,Celtics,94,Pistons,92,11/19/2016
178,Suns,105,76ers,120,11/19/2016
179,Timberwolves,71,Grizzlies,93,11/19/2016
180,Warriors,124,Bucks,121,11/19/2016
181,Bulls,95,Clippers,102,11/19/2016
182,Hawks,94,Knicks,104,11/20/2016
183,Trail Blazers,129,Nets,109,11/20/2016
184,Pacers,115,Thunder,111,11/20/2016
185,Raptors,99,Kings,102,11/20/2016
186,Jazz,91,Nuggets,105,11/20/2016
187,Bulls,118,Lakers,110,11/20/2016
188,Heat,94,76ers,101,11/21/2016
189,Suns,101,Wizards,106,11/21/2016
190,Grizzlies,105,Hornets,90,11/21/2016
191,Warriors,120,Pacers,83,11/21/2016
192,Rockets,99,Pistons,96,11/21/2016
193,Magic,89,Bucks,93,11/21/2016
194,Celtics,99,Timberwolves,93,11/21/2016
195,Mavericks,91,Spurs,96,11/21/2016
196,Raptors,115,Clippers,123,11/21/2016
197,Trail Blazers,103,Knicks,107,11/22/2016
198,Pelicans,112,Hawks,94,11/22/2016
199,Bulls,107,Nuggets,110,11/22/2016
200,Thunder,109,Lakers,111,11/22/2016
201,Grizzlies,104,76ers,99,11/23/2016
202,Spurs,119,Hornets,114,11/23/2016
203,Suns,92,Magic,87,11/23/2016
204,Trail Blazers,125,Cavaliers,137,11/23/2016
205,Hawks,96,Pacers,85,11/23/2016
206,Celtics,111,Nets,92,11/23/2016
207,Heat,84,Pistons,107,11/23/2016
208,Raptors,115,Rockets,102,11/23/2016
209,Clippers,124,Mavericks,104,11/23/2016
210,Nuggets,83,Jazz,108,11/23/2016
211,Timberwolves,96,Pelicans,117,11/23/2016
212,Lakers,106,Warriors,149,11/23/2016
213,Thunder,101,Kings,116,11/23/2016
214,Spurs,109,Celtics,103,11/25/2016
215,Wizards,94,Magic,91,11/25/2016
216,Mavericks,90,Cavaliers,128,11/25/2016
217,Hornets,111,Knicks,113,11/25/2016
218,Bulls,105,76ers,89,11/25/2016
219,Clippers,97,Pistons,108,11/25/2016
220,Hawks,68,Jazz,95,11/25/2016
221,Raptors,105,Bucks,99,11/25/2016
222,Heat,90,Grizzlies,81,11/25/2016
223,Nets,97,Pacers,118,11/25/2016
224,Thunder,132,Nuggets,129,11/25/2016
225,Timberwolves,98,Suns,85,11/25/2016
226,Pelicans,104,Trail Blazers,119,11/25/2016
227,Warriors,109,Lakers,85,11/25/2016
228,Rockets,117,Kings,104,11/25/2016
229,Spurs,112,Wizards,100,11/26/2016
230,Knicks,102,Hornets,107,11/26/2016
231,Pistons,88,Thunder,106,11/26/2016
232,Grizzlies,110,Heat,107,11/26/2016
233,Timberwolves,102,Warriors,115,11/26/2016
234,Cavaliers,112,76ers,108,11/27/2016
235,Nuggets,120,Suns,114,11/27/2016
236,Kings,122,Nets,105,11/27/2016
237,Bucks,104,Magic,96,11/27/2016
238,Clippers,70,Pacers,91,11/27/2016
239,Pelicans,81,Mavericks,91,11/27/2016
240,Rockets,130,Trail Blazers,114,11/27/2016
241,Hawks,94,Lakers,109,11/27/2016
242,Kings,95,Wizards,101,11/28/2016
243,76ers,95,Raptors,122,11/28/2016
244,Thunder,112,Knicks,103,11/28/2016
245,Celtics,112,Heat,104,11/28/2016
246,Hornets,104,Grizzlies,85,11/28/2016
247,Jazz,112,Timberwolves,103,11/28/2016
248,Hawks,100,Warriors,105,11/28/2016
249,Pistons,112,Hornets,89,11/29/2016
250,Clippers,122,Nets,127,11/29/2016
251,Cavaliers,101,Bucks,118,11/29/2016
252,Lakers,88,Pelicans,105,11/29/2016
253,Magic,95,Spurs,83,11/29/2016
254,Rockets,101,Jazz,120,11/29/2016
255,Pistons,121,Celtics,114,11/30/2016
256,Grizzlies,105,Raptors,120,11/30/2016
257,Lakers,96,Bulls,90,11/30/2016
258,Wizards,115,Thunder,126,11/30/2016
259,Knicks,106,Timberwolves,104,11/30/2016
260,Spurs,94,Mavericks,87,11/30/2016
261,Heat,106,Nuggets,98,11/30/2016
262,Hawks,107,Suns,109,11/30/2016
263,Pacers,109,Trail Blazers,131,11/30/2016
264,Mavericks,87,Hornets,97,12/1/2016
265,Bucks,111,Nets,93,12/1/2016
266,Magic,94,Grizzlies,95,12/1/2016
267,Clippers,113,Cavaliers,94,12/1/2016
268,Heat,111,Jazz,110,12/1/2016
269,Rockets,132,Warriors,127,12/1/2016
270,Magic,105,76ers,88,12/2/2016
271,Kings,92,Celtics,97,12/2/2016
272,Lakers,80,Raptors,113,12/2/2016
273,Timberwolves,114,Knicks,118,12/2/2016
274,Cavaliers,105,Bulls,111,12/2/2016
275,Clippers,114,Pelicans,96,12/2/2016
276,Pistons,121,Hawks,85,12/2/2016
277,Wizards,105,Spurs,107,12/2/2016
278,Rockets,128,Nuggets,110,12/2/2016
279,Nets,103,Bucks,112,12/3/2016
280,Timberwolves,125,Hornets,120,12/3/2016
281,Hawks,84,Raptors,128,12/3/2016
282,Celtics,107,76ers,106,12/3/2016
283,Lakers,100,Grizzlies,103,12/3/2016
284,Bulls,82,Mavericks,107,12/3/2016
285,Nuggets,98,Jazz,105,12/3/2016
286,Heat,92,Trail Blazers,99,12/3/2016
287,Suns,109,Warriors,138,12/3/2016
288,Magic,98,Pistons,92,12/4/2016
289,Pelicans,92,Thunder,101,12/4/2016
290,Kings,98,Knicks,106,12/4/2016
291,Pacers,111,Clippers,102,12/4/2016
292,Nuggets,106,76ers,98,12/5/2016
293,Cavaliers,116,Raptors,112,12/5/2016
294,Wizards,118,Nets,113,12/5/2016
295,Thunder,102,Hawks,99,12/5/2016
296,Trail Blazers,112,Bulls,110,12/5/2016
297,Spurs,97,Bucks,96,12/5/2016
298,Grizzlies,110,Pelicans,108,12/5/2016
299,Celtics,106,Rockets,107,12/5/2016
300,Hornets,109,Mavericks,101,12/5/2016
301,Jazz,107,Lakers,101,12/5/2016
302,Pacers,106,Warriors,142,12/5/2016
303,Magic,124,Wizards,116,12/6/2016
304,Knicks,114,Heat,103,12/6/2016
305,Bulls,91,Pistons,102,12/6/2016
306,76ers,91,Grizzlies,96,12/6/2016
307,Spurs,105,Timberwolves,91,12/6/2016
308,Suns,105,Jazz,112,12/6/2016
309,Pistons,77,Hornets,87,12/7/2016
310,Celtics,117,Magic,87,12/7/2016
311,Nuggets,111,Nets,116,12/7/2016
312,Heat,95,Hawks,103,12/7/2016
313,Trail Blazers,107,Bucks,115,12/7/2016
314,Lakers,95,Rockets,134,12/7/2016
315,Cavaliers,126,Knicks,94,12/7/2016
316,Kings,120,Mavericks,89,12/7/2016
317,Pacers,109,Suns,94,12/7/2016
318,Warriors,115,Clippers,98,12/7/2016
319,Timberwolves,110,Raptors,124,12/8/2016
320,Nuggets,85,Wizards,92,12/8/2016
321,Trail Blazers,86,Grizzlies,88,12/8/2016
322,76ers,99,Pelicans,88,12/8/2016
323,Warriors,106,Jazz,99,12/8/2016
324,Spurs,91,Bulls,95,12/8/2016
325,Magic,88,Hornets,109,12/9/2016
326,Heat,84,Cavaliers,114,12/9/2016
327,Raptors,101,Celtics,94,12/9/2016
328,Hawks,114,Bucks,110,12/9/2016
329,Rockets,102,Thunder,99,12/9/2016
330,Pistons,117,Timberwolves,90,12/9/2016
331,Pacers,103,Mavericks,111,12/9/2016
332,Suns,119,Lakers,115,12/9/2016
333,Knicks,103,Kings,100,12/9/2016
334,Bucks,105,Wizards,110,12/10/2016
335,Nuggets,121,Magic,113,12/10/2016
336,Trail Blazers,111,Pacers,118,12/10/2016
337,Hornets,105,Cavaliers,116,12/10/2016
338,Heat,100,Bulls,105,12/10/2016
339,Warriors,89,Grizzlies,110,12/10/2016
340,Mavericks,87,Rockets,109,12/10/2016
341,Nets,101,Spurs,130,12/10/2016
342,Kings,84,Jazz,104,12/10/2016
343,Pelicans,105,Clippers,133,12/10/2016
344,76ers,97,Pistons,79,12/11/2016
345,Celtics,96,Thunder,99,12/11/2016
346,Warriors,116,Timberwolves,108,12/11/2016
347,Pelicans,120,Suns,119,12/11/2016
348,Knicks,118,Lakers,112,12/11/2016
349,Hornets,94,Pacers,110,12/12/2016
350,Bucks,100,Raptors,122,12/12/2016
351,Wizards,101,Heat,112,12/12/2016
352,Nets,118,Rockets,122,12/12/2016
353,Nuggets,92,Mavericks,112,12/12/2016
354,Trail Blazers,120,Clippers,121,12/12/2016
355,Lakers,92,Kings,116,12/12/2016
356,Grizzlies,86,Cavaliers,103,12/13/2016
357,Magic,131,Hawks,120,12/13/2016
358,Timberwolves,99,Bulls,94,12/13/2016
359,Warriors,113,Pelicans,109,12/13/2016
360,Knicks,111,Suns,113,12/13/2016
361,Thunder,95,Trail Blazers,114,12/13/2016
362,Raptors,123,76ers,114,12/14/2016
363,Hornets,106,Wizards,109,12/14/2016
364,Clippers,113,Magic,108,12/14/2016
365,Pacers,89,Heat,95,12/14/2016
366,Lakers,97,Nets,107,12/14/2016
367,Cavaliers,85,Grizzlies,93,12/14/2016
368,Kings,98,Rockets,132,12/14/2016
369,Pistons,95,Mavericks,85,12/14/2016
370,Thunder,89,Jazz,109,12/14/2016
371,Celtics,101,Spurs,108,12/14/2016
372,Bulls,97,Bucks,108,12/15/2016
373,Pacers,95,Pelicans,102,12/15/2016
374,Trail Blazers,120,Nuggets,132,12/15/2016
375,Spurs,107,Suns,92,12/15/2016
376,Knicks,90,Warriors,103,12/15/2016
377,Pistons,108,Wizards,122,12/16/2016
378,Nets,111,Magic,118,12/16/2016
379,Hornets,88,Celtics,96,12/16/2016
380,Hawks,125,Raptors,121,12/16/2016
381,Bucks,95,Bulls,69,12/16/2016
382,Kings,96,Grizzlies,92,12/16/2016
383,Pelicans,100,Rockets,122,12/16/2016
384,Lakers,100,76ers,89,12/16/2016
385,Clippers,102,Heat,98,12/16/2016
386,Mavericks,100,Jazz,103,12/16/2016
387,Suns,101,Thunder,114,12/17/2016
388,Pacers,105,Pistons,90,12/17/2016
389,Hornets,107,Hawks,99,12/17/2016
390,Lakers,108,Cavaliers,119,12/17/2016
391,Rockets,111,Timberwolves,109,12/17/2016
392,Knicks,114,Nuggets,127,12/17/2016
393,Trail Blazers,90,Warriors,135,12/17/2016
394,Clippers,110,Wizards,117,12/18/2016
395,Kings,79,Mavericks,99,12/18/2016
396,Jazz,82,Grizzlies,73,12/18/2016
397,Nets,107,76ers,108,12/18/2016
398,Raptors,109,Magic,79,12/18/2016
399,Celtics,105,Heat,95,12/18/2016
400,Pelicans,100,Spurs,113,12/18/2016
401,Wizards,105,Pacers,107,12/19/2016
402,Pistons,82,Bulls,113,12/19/2016
403,Hawks,110,Thunder,108,12/19/2016
404,Suns,108,Timberwolves,115,12/19/2016
405,Mavericks,107,Nuggets,117,12/19/2016
406,Pelicans,108,76ers,93,12/20/2016
407,Lakers,113,Hornets,117,12/20/2016
408,Nets,104,Raptors,116,12/20/2016
409,Pacers,111,Knicks,118,12/20/2016
410,Magic,136,Heat,130,12/20/2016
411,Cavaliers,114,Bucks,108,12/20/2016
412,Celtics,112,Grizzlies,109,12/20/2016
413,Spurs,102,Rockets,100,12/20/2016
414,Nuggets,102,Clippers,119,12/20/2016
415,Jazz,74,Warriors,104,12/20/2016
416,Trail Blazers,121,Kings,126,12/20/2016
417,Bucks,102,Cavaliers,113,12/21/2016
418,Timberwolves,92,Hawks,84,12/21/2016
419,Grizzlies,98,Pistons,86,12/21/2016
420,Wizards,107,Bulls,97,12/21/2016
421,Thunder,121,Pelicans,110,12/21/2016
422,Kings,94,Jazz,93,12/21/2016
423,Rockets,125,Suns,111,12/21/2016
424,Mavericks,96,Trail Blazers,95,12/21/2016
425,Celtics,109,Pacers,102,12/22/2016
426,Warriors,117,Nets,101,12/22/2016
427,Magic,95,Knicks,106,12/22/2016
428,Lakers,107,Heat,115,12/22/2016
429,Spurs,101,Clippers,106,12/22/2016
430,Bulls,91,Hornets,103,12/23/2016
431,Lakers,90,Magic,109,12/23/2016
432,Nets,99,Cavaliers,119,12/23/2016
433,Thunder,117,Celtics,112,12/23/2016
434,Warriors,119,Pistons,113,12/23/2016
435,Wizards,96,Bucks,123,12/23/2016
436,Rockets,109,Grizzlies,115,12/23/2016
437,Heat,87,Pelicans,91,12/23/2016
438,Kings,109,Timberwolves,105,12/23/2016
439,Hawks,109,Nuggets,108,12/23/2016
440,Raptors,104,Jazz,98,12/23/2016
441,76ers,116,Suns,123,12/23/2016
442,Spurs,110,Trail Blazers,90,12/23/2016
443,Mavericks,90,Clippers,88,12/23/2016
444,Celtics,119,Knicks,114,12/25/2016
445,Warriors,108,Cavaliers,109,12/25/2016
446,Bulls,100,Spurs,119,12/25/2016
447,Timberwolves,100,Thunder,112,12/25/2016
448,Clippers,102,Lakers,111,12/25/2016
449,Bucks,102,Wizards,107,12/26/2016
450,Grizzlies,102,Magic,112,12/26/2016
451,Hornets,118,Nets,120,12/26/2016
452,Cavaliers,90,Pistons,106,12/26/2016
453,Pacers,85,Bulls,90,12/26/2016
454,Mavericks,104,Pelicans,111,12/26/2016
455,Suns,115,Rockets,131,12/26/2016
456,Hawks,90,Timberwolves,104,12/26/2016
457,Raptors,95,Trail Blazers,91,12/26/2016
458,Nuggets,106,Clippers,102,12/26/2016
459,76ers,100,Kings,102,12/26/2016
460,Grizzlies,103,Celtics,113,12/27/2016
461,Thunder,106,Heat,94,12/27/2016
462,Rockets,123,Mavericks,107,12/27/2016
463,Jazz,102,Lakers,100,12/27/2016
464,Pacers,105,Wizards,111,12/28/2016
465,Hornets,120,Magic,101,12/28/2016
466,Knicks,98,Hawks,102,12/28/2016
467,Bucks,119,Pistons,94,12/28/2016
468,Nets,99,Bulls,101,12/28/2016
469,Clippers,98,Pelicans,102,12/28/2016
470,Suns,98,Spurs,119,12/28/2016
471,Timberwolves,103,Nuggets,105,12/28/2016
472,Kings,89,Trail Blazers,102,12/28/2016
473,Raptors,111,Warriors,121,12/28/2016
474,Heat,82,Hornets,91,12/29/2016
475,Thunder,80,Grizzlies,114,12/29/2016
476,Celtics,118,Cavaliers,124,12/29/2016
477,76ers,83,Jazz,100,12/29/2016
478,Raptors,91,Suns,99,12/29/2016
479,Mavericks,101,Lakers,89,12/29/2016
480,Bulls,101,Pacers,111,12/30/2016
481,Nets,95,Wizards,118,12/30/2016
482,Heat,114,Celtics,117,12/30/2016
483,Knicks,92,Pelicans,104,12/30/2016
484,Clippers,116,Rockets,140,12/30/2016
485,Bucks,99,Timberwolves,116,12/30/2016
486,Pistons,98,Hawks,105,12/30/2016
487,Trail Blazers,94,Spurs,110,12/30/2016
488,76ers,124,Nuggets,122,12/30/2016
489,Mavericks,99,Warriors,108,12/30/2016
490,Grizzlies,112,Kings,98,12/31/2016
491,Bucks,116,Bulls,96,12/31/2016
492,Cavaliers,121,Hornets,109,12/31/2016
493,Knicks,122,Rockets,129,12/31/2016
494,Suns,86,Jazz,91,12/31/2016
495,Clippers,88,Thunder,114,12/31/2016
496,Spurs,112,Hawks,114,1/1/2017
497,Pistons,107,Heat,98,1/1/2017
498,Magic,104,Pacers,117,1/1/2017
499,Trail Blazers,95,Timberwolves,89,1/1/2017
500,Raptors,123,Lakers,114,1/1/2017
501,Thunder,94,Bucks,98,1/2/2017
502,Pelicans,82,Cavaliers,90,1/2/2017
503,Jazz,101,Nets,89,1/2/2017
504,Magic,115,Knicks,103,1/2/2017
505,Hornets,111,Bulls,118,1/2/2017
506,Wizards,91,Rockets,101,1/2/2017
507,Suns,98,Clippers,109,1/2/2017
508,Nuggets,119,Warriors,127,1/2/2017
509,Timberwolves,91,76ers,93,1/3/2017
510,Jazz,104,Celtics,115,1/3/2017
511,Pacers,121,Pistons,116,1/3/2017
512,Wizards,105,Mavericks,113,1/3/2017
513,Raptors,82,Spurs,110,1/3/2017
514,Kings,120,Nuggets,113,1/3/2017
515,Heat,90,Suns,99,1/3/2017
516,Grizzlies,102,Lakers,116,1/3/2017
517,Thunder,112,Hornets,123,1/4/2017
518,Hawks,111,Magic,92,1/4/2017
519,Bucks,105,Knicks,104,1/4/2017
520,Bulls,106,Cavaliers,94,1/4/2017
521,Grizzlies,106,Clippers,115,1/4/2017
522,Trail Blazers,117,Warriors,125,1/4/2017
523,Heat,107,Kings,102,1/4/2017
524,Nets,109,Pacers,121,1/5/2017
525,Jazz,93,Raptors,101,1/5/2017
526,Hornets,114,Pistons,115,1/5/2017
527,Hawks,99,Pelicans,94,1/5/2017
528,Thunder,116,Rockets,118,1/5/2017
529,Suns,102,Mavericks,95,1/5/2017
530,Spurs,127,Nuggets,99,1/5/2017
531,Lakers,109,Trail Blazers,118,1/5/2017
532,Timberwolves,105,Wizards,112,1/6/2017
533,Rockets,100,Magic,93,1/6/2017
534,76ers,106,Celtics,110,1/6/2017
535,Cavaliers,116,Nets,108,1/6/2017
536,Knicks,116,Bucks,111,1/6/2017
537,Heat,100,Lakers,127,1/6/2017
538,Grizzlies,128,Warriors,119,1/6/2017
539,Clippers,106,Kings,98,1/6/2017
540,Knicks,109,Pacers,123,1/7/2017
541,Pelicans,108,Celtics,117,1/7/2017
542,Raptors,118,Bulls,123,1/7/2017
543,Nuggets,106,Thunder,121,1/7/2017
544,Jazz,94,Timberwolves,92,1/7/2017
545,Hawks,97,Mavericks,82,1/7/2017
546,Hornets,85,Spurs,102,1/7/2017
547,76ers,105,Nets,95,1/8/2017
548,Wizards,107,Bucks,101,1/8/2017
549,Heat,86,Clippers,98,1/8/2017
550,Rockets,129,Raptors,122,1/8/2017
551,Jazz,79,Grizzlies,88,1/8/2017
552,Cavaliers,120,Suns,116,1/8/2017
553,Pistons,125,Trail Blazers,124,1/8/2017
554,Warriors,117,Kings,106,1/8/2017
555,Magic,95,Lakers,111,1/8/2017
556,Pelicans,110,Knicks,96,1/9/2017
557,Thunder,109,Bulls,94,1/9/2017
558,Mavericks,92,Timberwolves,101,1/9/2017
559,Bulls,99,Wizards,101,1/10/2017
560,Celtics,106,Raptors,114,1/10/2017
561,Hawks,117,Nets,97,1/10/2017
562,Hornets,114,Rockets,121,1/10/2017
563,Bucks,109,Spurs,107,1/10/2017
564,Cavaliers,92,Jazz,100,1/10/2017
565,Trail Blazers,108,Lakers,87,1/10/2017
566,Heat,95,Warriors,107,1/10/2017
567,Pistons,94,Kings,100,1/10/2017
568,Knicks,97,76ers,98,1/11/2017
569,Grizzlies,95,Thunder,103,1/11/2017
570,Rockets,105,Timberwolves,119,1/11/2017
571,Wizards,108,Celtics,117,1/11/2017
572,Magic,96,Clippers,105,1/11/2017
573,Cavaliers,86,Trail Blazers,102,1/11/2017
574,Pacers,112,Nuggets,140,1/12/2017
575,Pelicans,104,Nets,95,1/12/2017
576,Bulls,89,Knicks,104,1/12/2017
577,Lakers,94,Spurs,134,1/12/2017
578,Mavericks,113,Suns,108,1/12/2017
579,Pistons,107,Warriors,127,1/12/2017
580,Hornets,93,76ers,102,1/13/2017
581,Nets,113,Raptors,132,1/13/2017
582,Heat,108,Bucks,116,1/13/2017
583,Grizzlies,110,Rockets,105,1/13/2017
584,Thunder,86,Timberwolves,96,1/13/2017
585,Celtics,103,Hawks,101,1/13/2017
586,Magic,115,Trail Blazers,109,1/13/2017
587,Cavaliers,120,Kings,108,1/13/2017
588,Pistons,77,Jazz,110,1/13/2017
589,Lakers,97,Clippers,113,1/14/2017
590,Pelicans,99,Bulls,107,1/14/2017
591,Spurs,105,Suns,108,1/14/2017
592,76ers,93,Wizards,109,1/14/2017
593,Magic,107,Jazz,114,1/14/2017
594,Timberwolves,87,Mavericks,98,1/15/2017
