,PLAYER,TEAM,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,GAMEID
21,Jabari Parker,Milwaukee Bucks,36:53,3,9,33.3,0,0,0.0,2,2,100,0,4,4,1,1,0,0,1,8,-13,3
22,Giannis Antetokounmpo,Milwaukee Bucks,24:00,3,6,50.0,1,1,100,3,3,100,0,5,5,1,0,1,0,1,10,4,3
23,Kemba Walker,Charlotte Hornets,38:59,9,26,34.6,3,9,33.3,5,11,45.5,2,4,6,5,1,1,0,1,26,12,3
24,Cody Zeller,Charlotte Hornets,19:49,3,6,50.0,0,0,0.0,5,5,100,1,1,2,0,1,0,2,3,11,-1,3
25,Nerlens Noel,Philadelphia 76ers,34:53,2,11,18.2,0,0,0.0,2,6,33.3,4,6,10,0,0,3,2,4,6,2,4
26,Solomon Hill,Indiana Pacers,22:30,1,3,33.3,1,2,50.0,0,0,0.0,2,4,6,2,0,2,1,2,3,-4,4
27,Mason Plumlee,Brooklyn Nets,11:29,2,2,100,0,0,0.0,0,0,0.0,1,3,4,0,0,2,2,4,4,-6,5
28,Bojan Bogdanovic,Brooklyn Nets,26:05,3,6,50.0,1,2,50.0,0,0,0.0,0,0,0,2,0,1,2,3,7,-8,5
29,Jeff Green,Boston Celtics,35:38,4,10,40.0,2,3,66.7,7,9,77.8,2,4,6,3,2,0,0,5,17,15,5
30,Kelly Olynyk,Boston Celtics,28:32,8,14,57.1,1,2,50.0,2,2,100,4,2,6,2,1,0,1,4,19,5,5
31,Avery Bradley,Boston Celtics,30:13,7,13,53.8,1,3,33.3,0,0,0.0,0,0,0,0,0,0,1,5,15,-4,5
32,Rajon Rondo,Boston Celtics,29:45,6,9,66.7,1,3,33.3,0,4,0.0,0,7,7,12,1,1,3,1,13,13,5
33,Marcus Smart,Boston Celtics,27:49,3,7,42.9,1,4,25.0,3,3,100,1,1,2,2,4,0,0,2,10,20,5
34,Garrett Temple,Washington Wizards,30:55,2,8,25.0,2,6,33.3,0,0,0.0,2,5,7,1,2,1,3,1,6,-2,6
35,John Wall,Washington Wizards,37:21,6,13,46.2,0,2,0.0,4,4,100,0,3,3,11,2,0,6,3,16,2,6
36,Paul Millsap,Atlanta Hawks,32:08,4,13,30.8,0,2,0.0,5,9,55.6,5,5,10,5,1,0,4,3,13,-14,7
37,Al Horford,Atlanta Hawks,31:06,6,15,40.0,0,0,0.0,0,0,0.0,4,9,13,3,1,3,1,2,12,-7,7
38,Kent Bazemore,Atlanta Hawks,11:04,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,0,1,1,0,1,2,-6,7
39,Dennis Schroder,Atlanta Hawks,3:37,0,0,0.0,0,0,0.0,1,2,50.0,0,1,1,0,0,0,0,3,1,-6,7
40,Terrence Ross,Toronto Raptors,28:17,5,11,45.5,3,5,60.0,0,0,0.0,0,3,3,3,1,1,0,2,13,-1,7
41,Jonas Valanciunas,Toronto Raptors,20:40,4,5,80.0,0,0,0.0,9,10,90.0,3,5,8,0,0,1,1,3,17,3,7
42,DeMar DeRozan,Toronto Raptors,34:58,4,16,25.0,0,1,0.0,7,10,70.0,3,8,11,3,6,0,5,3,15,4,7
43,Kyle Lowry,Toronto Raptors,34:18,3,11,27.3,0,3,0.0,5,7,71.4,3,3,6,10,3,1,0,3,11,-3,7
44,James Johnson,Toronto Raptors,13:51,0,2,0.0,0,0,0.0,2,2,100,0,0,0,2,2,1,2,0,2,2,7
45,Lou Williams,Toronto Raptors,15:17,3,8,37.5,1,4,25.0,1,1,100,1,0,1,1,0,0,1,1,8,6,7
46,Andrew Wiggins,Minnesota Timberwolves,18:33,2,5,40.0,1,1,100,1,2,50.0,1,2,3,1,2,0,2,4,6,-4,8
47,Thaddeus Young,Minnesota Timberwolves,34:06,10,18,55.6,2,3,66.7,4,4,100,2,2,4,4,2,0,1,2,26,-6,8
48,Ricky Rubio,Minnesota Timberwolves,35:48,5,12,41.7,0,0,0.0,2,3,66.7,3,3,6,7,1,0,7,4,12,-5,8
49,Gorgui Dieng,Minnesota Timberwolves,19:14,3,4,75.0,0,0,0.0,0,0,0.0,4,4,8,1,0,3,1,1,6,13,8
50,Mike Conley,Memphis Grizzlies,33:59,7,14,50.0,1,4,25.0,1,3,33.3,1,0,1,6,1,0,1,3,16,15,8
51,Derrick Rose,Chicago Bulls,21:21,3,7,42.9,0,3,0.0,7,8,87.5,0,3,3,5,2,0,3,2,13,4,9
52,Taj Gibson,Chicago Bulls,28:11,10,12,83.3,0,0,0.0,2,4,50.0,3,5,8,1,1,1,0,1,22,28,9
53,Doug McDermott,Chicago Bulls,24:18,5,9,55.6,2,5,40.0,0,0,0.0,1,4,5,2,1,0,1,2,12,16,9
54,Tony Snell,Chicago Bulls,16:59,1,4,25.0,0,1,0.0,1,1,100,0,1,1,0,1,0,1,1,3,7,9
55,E'Twaun Moore,Chicago Bulls,3:00,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5,9
56,Carmelo Anthony,New York Knicks,28:48,5,13,38.5,1,3,33.3,3,4,75.0,2,2,4,3,1,0,3,1,14,-9,9
57,Andre Drummond,Detroit Pistons,27:03,5,10,50.0,0,0,0.0,1,4,25.0,3,6,9,1,2,1,1,6,11,3,10
58,Kentavious Caldwell-Pope,Detroit Pistons,35:39,3,19,15.8,1,8,12.5,0,0,0.0,2,5,7,3,0,1,1,1,7,-4,10
59,Spencer Dinwiddie,Detroit Pistons,7:40,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,-3,10
60,D.J. Augustin,Detroit Pistons,28:12,5,10,50.0,2,6,33.3,3,4,75.0,0,6,6,3,0,0,3,2,15,-3,10
61,Danilo Gallinari,Denver Nuggets,18:18,1,8,12.5,1,5,20.0,4,4,100,0,3,3,2,1,1,1,1,7,5,10
62,Jusuf Nurkic,Denver Nuggets,12:58,2,4,50.0,0,0,0.0,1,2,50.0,1,6,7,0,0,0,1,3,5,1,10
63,JaVale McGee,Denver Nuggets,9:03,1,2,50.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,1,1,2,0,10
64,Trevor Ariza,Houston Rockets,36:38,7,10,70.0,4,7,57.1,2,3,66.7,1,4,5,1,2,0,1,1,20,8,11
65,Dwight Howard,Houston Rockets,31:54,10,16,62.5,0,0,0.0,2,3,66.7,3,7,10,0,1,2,6,6,22,7,11
66,James Harden,Houston Rockets,38:11,6,18,33.3,1,5,20.0,5,6,83.3,1,6,7,10,0,1,6,5,18,21,11
67,Patrick Beverley,Houston Rockets,30:39,3,6,50.0,1,3,33.3,0,0,0.0,0,2,2,2,1,0,2,3,7,19,11
68,Gordon Hayward,Utah Jazz,38:08,3,11,27.3,0,3,0.0,2,2,100,2,6,8,7,1,0,1,1,8,-8,11
69,Derrick Favors,Utah Jazz,27:12,7,10,70.0,0,0,0.0,2,3,66.7,5,2,7,2,3,4,3,4,16,0,11
70,Enes Kanter,Utah Jazz,22:05,5,12,41.7,0,2,0.0,0,0,0.0,1,4,5,0,0,0,1,3,10,-12,11
71,Alec Burks,Utah Jazz,35:55,6,11,54.5,1,2,50.0,5,6,83.3,1,2,3,2,1,0,2,2,18,-14,11
72,Trey Burke,Utah Jazz,38:23,6,16,37.5,0,4,0.0,3,4,75.0,1,0,1,4,0,0,2,1,15,-14,11
73,Rodney Hood,Utah Jazz,21:11,2,6,33.3,1,4,25.0,0,0,0.0,0,2,2,0,1,2,1,0,5,-8,11
74,Rudy Gobert,Utah Jazz,20:07,1,1,100,0,0,0.0,0,0,0.0,1,2,3,0,1,0,1,3,2,-10,11
75,Joe Ingles,Utah Jazz,4:10,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,11
76,Ed Davis,Los Angeles Lakers,32:38,6,10,60.0,0,0,0.0,2,5,40.0,6,3,9,3,2,2,0,5,14,3,12
77,Wayne Ellington,Los Angeles Lakers,24:35,6,9,66.7,1,3,33.3,0,0,0.0,0,1,1,0,1,0,0,1,13,12,12
78,Jordan Clarkson,Los Angeles Lakers,15:23,2,6,33.3,0,0,0.0,0,0,0.0,0,2,2,2,0,0,0,1,4,11,12
79,Markieff Morris,Phoenix Suns,25:52,5,10,50.0,1,4,25.0,1,1,100,1,2,3,2,1,0,0,3,12,31,12
80,Goran Dragic,Phoenix Suns,26:12,6,12,50.0,0,2,0.0,6,6,100,0,5,5,2,1,0,1,2,18,30,12
81,Eric Bledsoe,Phoenix Suns,26:08,5,7,71.4,3,4,75.0,3,3,100,1,5,6,9,0,0,1,2,16,28,12
82,Alex Len,Phoenix Suns,18:42,1,4,25.0,0,0,0.0,1,1,100,1,4,5,0,0,1,1,1,3,25,12
83,Harrison Barnes,Golden State Warriors,28:50,3,10,30.0,0,3,0.0,3,5,60.0,2,4,6,1,0,0,1,2,9,12,13
84,Draymond Green,Golden State Warriors,34:22,4,7,57.1,2,2,100,2,4,50.0,2,8,10,3,1,0,5,2,12,22,13
85,Klay Thompson,Golden State Warriors,37:59,4,14,28.6,2,8,25.0,9,10,90.0,0,2,2,6,2,1,5,1,19,21,13
86,Stephen Curry,Golden State Warriors,36:32,7,17,41.2,2,9,22.2,8,9,88.9,1,9,10,5,6,0,4,5,24,20,13
87,Andre Iguodala,Golden State Warriors,29:15,1,6,16.7,0,4,0.0,0,2,0.0,0,3,3,2,3,0,2,2,2,25,13
88,Justin Holiday,Golden State Warriors,4:27,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,0,1,0,-9,13
89,Rudy Gay,Sacramento Kings,33:30,5,15,33.3,0,2,0.0,4,5,80.0,2,7,9,0,1,1,3,3,14,-10,13
90,Ben McLemore,Sacramento Kings,26:27,0,5,0.0,0,2,0.0,0,0,0.0,0,2,2,1,1,0,2,3,0,2,13
91,Serge Ibaka,Oklahoma City Thunder,28:32,4,11,36.4,1,3,33.3,1,2,50.0,2,6,8,2,0,4,5,5,10,-3,14
92,Steven Adams,Oklahoma City Thunder,26:37,3,4,75.0,0,0,0.0,2,3,66.7,2,5,7,2,2,0,4,3,8,-4,14
93,Russell Westbrook,Oklahoma City Thunder,32:39,11,26,42.3,1,2,50.0,15,16,93.8,2,1,3,6,3,0,2,3,38,-4,14
94,Nicolas Batum,Portland Trail Blazers,34:12,5,12,41.7,2,5,40.0,4,4,100,0,5,5,6,1,1,2,2,16,7,14
95,LaMarcus Aldridge,Portland Trail Blazers,34:06,10,19,52.6,1,1,100,6,8,75.0,1,2,3,2,1,2,2,0,27,6,14
96,Robin Lopez,Portland Trail Blazers,32:24,4,11,36.4,0,0,0.0,3,4,75.0,7,3,10,0,1,2,0,2,11,12,14
97,Damian Lillard,Portland Trail Blazers,29:38,3,10,30.0,2,7,28.6,2,2,100,0,2,2,5,1,0,1,4,10,9,14
98,CJ McCollum,Portland Trail Blazers,15:43,1,4,25.0,0,2,0.0,0,0,0.0,1,1,2,1,0,0,3,3,2,13,14
99,Will Barton,Portland Trail Blazers,2:20,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,14
100,Garrett Temple,Washington Wizards,33:32,4,8,50.0,2,3,66.7,2,2,100,0,1,1,1,0,0,0,3,12,20,15
101,John Wall,Washington Wizards,36:44,10,21,47.6,2,5,40.0,8,9,88.9,0,5,5,12,2,0,2,2,30,16,15
102,Tobias Harris,Orlando Magic,35:25,4,12,33.3,1,2,50.0,5,7,71.4,0,4,4,0,1,0,3,3,14,-15,15
103,Nikola Vucevic,Orlando Magic,38:08,11,21,52.4,0,0,0.0,1,1,100,1,11,12,3,1,0,2,3,23,-2,15
104,Evan Fournier,Orlando Magic,33:41,8,10,80.0,3,4,75.0,2,2,100,1,3,4,0,1,0,3,5,21,-2,15
105,Elfrid Payton,Orlando Magic,22:40,0,2,0.0,0,0,0.0,2,4,50.0,1,2,3,7,0,0,6,4,2,-21,15
106,Aaron Gordon,Orlando Magic,17:30,2,4,50.0,0,1,0.0,0,1,0.0,0,4,4,1,0,0,1,1,4,-15,15
107,Dewayne Dedmon,Orlando Magic,8:31,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,1,0,1,15
108,Andre Drummond,Detroit Pistons,31:19,5,14,35.7,0,0,0.0,1,4,25.0,2,10,12,1,0,2,2,5,11,-2,16
109,Kentavious Caldwell-Pope,Detroit Pistons,41:29,5,13,38.5,1,2,50.0,0,2,0.0,4,2,6,2,2,0,1,2,11,-9,16
110,D.J. Augustin,Detroit Pistons,32:30,6,18,33.3,1,5,20.0,7,7,100,1,2,3,6,0,0,2,2,20,2,16
111,Andrew Wiggins,Minnesota Timberwolves,23:48,4,9,44.4,0,0,0.0,0,3,0.0,0,4,4,1,1,0,3,1,8,13,16
112,Thaddeus Young,Minnesota Timberwolves,34:05,7,13,53.8,2,4,50.0,3,3,100,1,4,5,2,3,0,1,3,19,15,16
113,Ricky Rubio,Minnesota Timberwolves,29:15,4,10,40.0,0,0,0.0,3,5,60.0,2,5,7,8,1,0,1,5,11,4,16
114,Gorgui Dieng,Minnesota Timberwolves,17:20,1,2,50.0,0,0,0.0,2,2,100,1,4,5,0,0,2,0,0,4,-5,16
115,Zach LaVine,Minnesota Timberwolves,4:34,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,16
116,Carmelo Anthony,New York Knicks,34:20,9,17,52.9,2,4,50.0,5,7,71.4,0,2,2,6,0,0,2,5,25,9,17
117,LeBron James,Cleveland Cavaliers,43:14,5,15,33.3,1,5,20.0,6,7,85.7,0,5,5,4,0,0,8,3,17,-13,17
118,Kevin Love,Cleveland Cavaliers,38:02,6,14,42.9,3,6,50.0,4,4,100,3,11,14,4,0,0,2,1,19,-4,17
119,Kyrie Irving,Cleveland Cavaliers,43:12,8,15,53.3,1,6,16.7,5,7,71.4,2,3,5,7,2,1,4,2,22,-6,17
120,Tristan Thompson,Cleveland Cavaliers,19:42,3,7,42.9,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,2,6,-1,17
121,Gordon Hayward,Utah Jazz,35:30,4,9,44.4,2,7,28.6,6,6,100,1,3,4,6,1,0,2,3,16,-15,18
122,Derrick Favors,Utah Jazz,34:45,7,12,58.3,0,0,0.0,3,4,75.0,3,8,11,2,1,0,1,3,17,-3,18
123,Enes Kanter,Utah Jazz,19:37,4,10,40.0,1,2,50.0,2,3,66.7,2,2,4,0,0,0,0,0,11,-1,18
124,Alec Burks,Utah Jazz,25:57,5,11,45.5,3,5,60.0,2,2,100,0,1,1,2,2,0,2,4,15,1,18
125,Trey Burke,Utah Jazz,34:27,6,15,40.0,2,6,33.3,2,2,100,3,0,3,7,2,0,4,0,16,-5,18
126,Rodney Hood,Utah Jazz,16:38,0,7,0.0,0,3,0.0,0,0,0.0,0,2,2,2,0,0,0,4,0,-8,18
127,Rudy Gobert,Utah Jazz,12:30,2,3,66.7,0,0,0.0,1,1,100,5,3,8,1,0,0,3,2,5,-13,18
128,Joe Ingles,Utah Jazz,11:06,1,2,50.0,0,1,0.0,0,0,0.0,0,1,1,2,0,0,1,1,2,-10,18
129,Jae Crowder,Dallas Mavericks,8:57,0,4,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,4,18
130,Serge Ibaka,Oklahoma City Thunder,32:44,7,13,53.8,2,5,40.0,1,1,100,2,7,9,2,0,0,0,4,17,2,19
131,Steven Adams,Oklahoma City Thunder,29:03,2,8,25.0,0,1,0.0,2,2,100,4,6,10,1,0,0,3,5,6,3,19
132,Russell Westbrook,Oklahoma City Thunder,8:43,1,3,33.3,0,1,0.0,0,0,0.0,0,0,0,4,1,0,3,2,2,-3,19
133,Blake Griffin,Los Angeles Clippers,38:27,8,18,44.4,0,0,0.0,7,10,70.0,5,2,7,3,1,0,3,6,23,-5,19
134,DeAndre Jordan,Los Angeles Clippers,35:18,4,6,66.7,0,0,0.0,0,0,0.0,5,5,10,1,1,0,2,2,8,4,19
135,Chris Paul,Los Angeles Clippers,37:36,9,18,50.0,1,3,33.3,3,7,42.9,2,2,4,7,3,1,0,3,22,0,19
136,Mike Conley,Memphis Grizzlies,33:13,6,19,31.6,3,8,37.5,2,3,66.7,0,2,2,4,1,0,4,2,17,11,20
137,Solomon Hill,Indiana Pacers,16:48,1,2,50.0,1,2,50.0,2,2,100,0,3,3,0,0,0,1,4,5,-17,20
138,LeBron James,Cleveland Cavaliers,41:40,14,30,46.7,1,3,33.3,7,9,77.8,1,7,8,5,4,1,3,1,36,-3,21
139,Kevin Love,Cleveland Cavaliers,41:09,5,17,29.4,1,6,16.7,5,6,83.3,2,14,16,1,4,0,0,2,16,7,21
140,Kyrie Irving,Cleveland Cavaliers,34:30,6,17,35.3,1,3,33.3,10,10,100,0,1,1,3,0,0,4,4,23,-2,21
141,Tristan Thompson,Cleveland Cavaliers,36:25,7,13,53.8,0,0,0.0,2,2,100,12,1,13,2,0,2,0,2,16,3,21
142,Joe Harris,Cleveland Cavaliers,0:04,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21
143,Derrick Rose,Chicago Bulls,25:18,8,16,50.0,2,6,33.3,2,3,66.7,3,1,4,4,0,0,2,1,20,8,21
144,Taj Gibson,Chicago Bulls,27:59,5,9,55.6,0,0,0.0,0,0,0.0,3,0,3,2,0,1,1,5,10,-18,21
145,Doug McDermott,Chicago Bulls,16:54,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0,0,0,1,0,1,0,-10,21
146,Tony Snell,Chicago Bulls,22:56,3,8,37.5,2,5,40.0,2,2,100,1,0,1,1,0,1,1,3,10,-8,21
147,Nerlens Noel,Philadelphia 76ers,35:07,7,11,63.6,0,0,0.0,0,0,0.0,1,9,10,2,1,3,0,3,14,-4,22
148,Khris Middleton,Milwaukee Bucks,27:55,5,16,31.3,2,5,40.0,0,0,0.0,0,4,4,1,0,0,2,2,12,11,22
149,Jabari Parker,Milwaukee Bucks,31:20,5,11,45.5,1,3,33.3,0,2,0.0,2,8,10,0,1,0,3,1,11,15,22
150,Giannis Antetokounmpo,Milwaukee Bucks,25:53,4,8,50.0,0,0,0.0,0,0,0.0,1,5,6,2,0,1,4,3,8,-9,22
151,Kawhi Leonard,San Antonio Spurs,23:39,0,5,0.0,0,1,0.0,6,6,100,1,7,8,1,0,0,1,0,6,13,23
152,Danny Green,San Antonio Spurs,22:14,1,5,20.0,1,4,25.0,0,0,0.0,0,4,4,0,0,2,2,4,3,-16,23
153,Cory Joseph,San Antonio Spurs,14:13,3,6,50.0,0,2,0.0,1,2,50.0,1,4,5,1,0,1,0,3,7,-2,23
154,Markieff Morris,Phoenix Suns,32:52,7,16,43.8,0,1,0.0,6,6,100,2,9,11,3,0,1,0,2,20,2,23
155,Goran Dragic,Phoenix Suns,34:28,4,10,40.0,0,2,0.0,2,2,100,1,2,3,1,0,0,2,2,10,-9,23
156,Eric Bledsoe,Phoenix Suns,39:11,3,15,20.0,1,2,50.0,5,5,100,3,6,9,3,1,1,2,2,12,11,23
157,Alex Len,Phoenix Suns,31:40,4,6,66.7,0,0,0.0,2,3,66.7,4,7,11,1,0,1,0,2,10,12,23
158,Nicolas Batum,Portland Trail Blazers,35:02,3,10,30.0,1,3,33.3,0,0,0.0,0,5,5,5,2,0,3,3,7,-16,24
159,LaMarcus Aldridge,Portland Trail Blazers,37:34,7,18,38.9,1,3,33.3,7,8,87.5,1,3,4,3,0,2,1,2,22,-10,24
160,Robin Lopez,Portland Trail Blazers,29:27,4,7,57.1,0,0,0.0,0,0,0.0,2,4,6,2,0,3,2,3,8,-15,24
161,Damian Lillard,Portland Trail Blazers,35:20,4,13,30.8,4,8,50.0,8,9,88.9,2,5,7,2,0,1,1,4,20,-16,24
162,CJ McCollum,Portland Trail Blazers,10:11,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,4,24
163,Rudy Gay,Sacramento Kings,36:25,13,19,68.4,3,4,75.0,11,13,84.6,2,6,8,1,1,0,0,2,40,14,24
164,Ben McLemore,Sacramento Kings,31:43,2,5,40.0,1,2,50.0,2,2,100,1,3,4,1,0,0,2,0,7,3,24
165,Blake Griffin,Los Angeles Clippers,38:54,13,23,56.5,2,2,100,11,12,91.7,1,6,7,4,0,0,5,4,39,5,25
166,DeAndre Jordan,Los Angeles Clippers,38:28,5,5,100,0,0,0.0,1,2,50.0,4,9,13,0,1,2,3,5,11,4,25
167,Chris Paul,Los Angeles Clippers,37:01,2,9,22.2,1,5,20.0,7,8,87.5,0,2,2,10,2,0,1,4,12,7,25
168,Ed Davis,Los Angeles Lakers,20:09,5,6,83.3,0,0,0.0,0,0,0.0,3,3,6,0,0,0,1,5,10,-10,25
169,Wayne Ellington,Los Angeles Lakers,19:39,3,6,50.0,1,4,25.0,0,0,0.0,1,2,3,1,0,0,0,1,7,-7,25
170,Jordan Clarkson,Los Angeles Lakers,5:45,1,3,33.3,1,2,50.0,0,0,0.0,0,0,0,0,1,0,0,2,3,-1,25
171,Anthony Davis,New Orleans Pelicans,42:48,9,21,42.9,0,0,0.0,13,16,81.3,6,9,15,2,2,3,1,2,31,3,26
172,Eric Gordon,New Orleans Pelicans,34:14,0,6,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,4,2,0,-8,26
173,Jrue Holiday,New Orleans Pelicans,36:57,10,19,52.6,3,8,37.5,1,1,100,1,3,4,6,3,0,2,4,24,7,26
174,Austin Rivers,New Orleans Pelicans,18:25,1,3,33.3,0,1,0.0,1,2,50.0,0,3,3,4,0,0,1,3,3,-5,26
175,Mike Conley,Memphis Grizzlies,33:43,3,14,21.4,0,3,0.0,3,3,100,0,4,4,7,1,0,3,2,9,-4,27
176,Kemba Walker,Charlotte Hornets,30:57,1,11,9.1,1,5,20.0,2,3,66.7,0,3,3,4,2,0,2,1,5,2,27
177,Cody Zeller,Charlotte Hornets,23:28,3,7,42.9,0,0,0.0,0,0,0.0,0,4,4,0,1,0,3,0,6,9,27
178,Terrence Ross,Toronto Raptors,28:38,3,7,42.9,2,5,40.0,2,2,100,1,2,3,0,1,1,1,3,10,17,28
179,Jonas Valanciunas,Toronto Raptors,25:11,2,8,25.0,0,0,0.0,6,8,75.0,3,8,11,1,0,2,2,3,10,18,28
180,DeMar DeRozan,Toronto Raptors,29:41,9,18,50.0,0,1,0.0,8,10,80.0,1,7,8,1,1,0,0,1,26,20,28
181,Kyle Lowry,Toronto Raptors,32:50,5,12,41.7,2,5,40.0,9,11,81.8,0,3,3,5,1,0,0,2,21,19,28
182,Lou Williams,Toronto Raptors,17:23,0,3,0.0,0,0,0.0,5,5,100,1,1,2,2,0,0,1,1,5,-4,28
183,James Johnson,Toronto Raptors,19:01,4,6,66.7,0,0,0.0,4,5,80.0,1,2,3,0,0,0,1,2,12,-9,28
184,Tobias Harris,Orlando Magic,34:23,4,15,26.7,1,1,100,2,4,50.0,2,7,9,3,1,1,4,4,11,-21,28
185,Nikola Vucevic,Orlando Magic,33:25,7,11,63.6,1,1,100,0,2,0.0,2,10,12,4,1,1,2,6,15,-24,28
186,Evan Fournier,Orlando Magic,23:25,6,10,60.0,1,4,25.0,5,7,71.4,0,1,1,0,0,0,0,5,18,-11,28
187,Elfrid Payton,Orlando Magic,30:12,6,12,50.0,0,0,0.0,4,8,50.0,1,2,3,9,0,0,1,4,16,-8,28
188,Aaron Gordon,Orlando Magic,6:36,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,0,1,3,0,-2,28
189,Dewayne Dedmon,Orlando Magic,14:02,3,3,100,0,0,0.0,0,0,0.0,1,3,4,1,0,4,0,2,6,11,28
190,Maurice Harkless,Orlando Magic,22:13,3,6,50.0,1,3,33.3,0,1,0.0,1,4,5,2,1,1,2,3,7,8,28
191,Nerlens Noel,Philadelphia 76ers,25:23,1,4,25.0,0,0,0.0,0,0,0.0,0,5,5,3,1,1,3,1,2,-19,29
192,Jabari Parker,Milwaukee Bucks,33:40,5,17,29.4,1,3,33.3,2,2,100,5,6,11,0,1,0,5,2,13,-4,30
193,Khris Middleton,Milwaukee Bucks,24:26,2,7,28.6,1,3,33.3,1,2,50.0,0,2,2,4,3,0,2,2,6,-5,30
194,Giannis Antetokounmpo,Milwaukee Bucks,12:42,2,3,66.7,0,1,0.0,0,1,0.0,0,3,3,1,1,1,3,1,4,-3,30
195,Garrett Temple,Washington Wizards,37:46,6,9,66.7,2,4,50.0,4,5,80.0,0,1,1,1,3,0,2,2,18,15,30
196,John Wall,Washington Wizards,37:58,6,14,42.9,1,4,25.0,6,9,66.7,0,6,6,10,5,1,4,3,19,25,30
