,PLAYER,TEAM,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,GAMEID,Date
3028,Timothe Luwawu-Cabarrot,Philadelphia 76ers,10:25,0,2,0.0,0,0,0.0,2,2,100,0,0,0,0,1,1,0,2,2,-3,302,2016-12-05
3029,LeBron James,Cleveland Cavaliers,42:01,12,26,46.2,2,7,28.6,8,9,88.9,3,5,8,7,2,0,1,2,34,9,303,2016-12-05
3030,Kevin Love,Cleveland Cavaliers,37:32,8,18,44.4,6,11,54.5,6,6,100,2,12,14,0,0,0,2,2,28,2,303,2016-12-05
3031,Tristan Thompson,Cleveland Cavaliers,28:56,3,5,60.0,0,0,0.0,0,2,0.0,4,10,14,1,0,2,1,1,6,7,303,2016-12-05
3032,Kyrie Irving,Cleveland Cavaliers,36:53,9,18,50.0,2,6,33.3,4,4,100,1,1,2,7,0,0,6,4,24,1,303,2016-12-05
3033,Pascal Siakam,Toronto Raptors,18:13,3,6,50.0,0,0,0.0,0,0,0.0,1,1,2,1,1,0,0,1,6,-21,303,2016-12-05
3034,Jonas Valanciunas,Toronto Raptors,25:21,1,8,12.5,0,0,0.0,2,2,100,3,7,10,1,0,0,0,1,4,-16,303,2016-12-05
3035,DeMar DeRozan,Toronto Raptors,38:32,12,23,52.2,0,2,0.0,7,7,100,0,4,4,5,3,0,1,3,31,-5,303,2016-12-05
3036,Kyle Lowry,Toronto Raptors,40:16,7,14,50.0,4,9,44.4,6,7,85.7,1,2,3,9,1,0,2,2,24,-5,303,2016-12-05
3037,Cory Joseph,Toronto Raptors,12:42,3,4,75.0,1,1,100,0,0,0.0,0,0,0,2,1,0,0,3,7,1,303,2016-12-05
3038,Terrence Ross,Toronto Raptors,22:29,4,9,44.4,4,7,57.1,2,2,100,1,0,1,1,0,4,0,4,14,11,303,2016-12-05
3039,Norman Powell,Toronto Raptors,4:30,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,1,303,2016-12-05
3040,Markieff Morris,Washington Wizards,32:52,5,9,55.6,0,1,0.0,6,6,100,1,4,5,1,4,0,2,4,16,16,304,2016-12-05
3041,Bradley Beal,Washington Wizards,36:01,7,18,38.9,3,8,37.5,1,4,25.0,1,3,4,4,3,0,1,3,18,17,304,2016-12-05
3042,John Wall,Washington Wizards,35:46,10,19,52.6,1,5,20.0,4,4,100,0,1,1,13,3,0,4,0,25,6,304,2016-12-05
3043,Trey Burke,Washington Wizards,12:14,3,5,60.0,2,4,50.0,0,0,0.0,0,0,0,2,0,0,0,1,8,-1,304,2016-12-05
3044,Tomas Satoransky,Washington Wizards,3:33,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5,304,2016-12-05
3045,Bojan Bogdanovic,Brooklyn Nets,28:44,5,14,35.7,2,7,28.6,6,8,75.0,0,3,3,2,0,0,1,3,18,-21,304,2016-12-05
3046,Brook Lopez,Brooklyn Nets,30:42,8,15,53.3,2,4,50.0,7,9,77.8,4,2,6,5,0,2,1,3,25,3,304,2016-12-05
3047,Joe Harris,Brooklyn Nets,27:53,2,5,40.0,1,2,50.0,3,4,75.0,0,5,5,1,1,0,2,3,8,16,304,2016-12-05
3048,Domantas Sabonis,Oklahoma City Thunder,19:17,2,5,40.0,0,3,0.0,0,0,0.0,0,1,1,2,1,1,1,4,4,12,305,2016-12-05
3049,Steven Adams,Oklahoma City Thunder,27:53,5,10,50.0,0,0,0.0,2,5,40.0,6,4,10,0,1,0,2,4,12,6,305,2016-12-05
3050,Victor Oladipo,Oklahoma City Thunder,36:24,6,15,40.0,2,8,25.0,0,0,0.0,0,6,6,2,1,0,2,4,14,-5,305,2016-12-05
3051,Russell Westbrook,Oklahoma City Thunder,33:52,10,22,45.5,3,8,37.5,9,14,64.3,1,12,13,12,1,1,4,1,32,-4,305,2016-12-05
3052,Jerami Grant,Oklahoma City Thunder,24:39,3,6,50.0,0,1,0.0,0,0,0.0,0,2,2,3,2,0,1,3,6,-12,305,2016-12-05
3053,Paul Millsap,Atlanta Hawks,38:58,8,14,57.1,1,4,25.0,7,11,63.6,0,5,5,4,3,0,2,3,24,-3,305,2016-12-05
3054,Dwight Howard,Atlanta Hawks,19:10,2,6,33.3,0,0,0.0,2,4,50.0,3,3,6,1,2,0,4,3,6,1,305,2016-12-05
3055,Kent Bazemore,Atlanta Hawks,17:52,0,7,0.0,0,3,0.0,0,0,0.0,2,3,5,3,0,0,3,2,0,-4,305,2016-12-05
3056,Dennis Schroder,Atlanta Hawks,33:33,6,15,40.0,1,2,50.0,4,4,100,1,5,6,8,2,0,2,1,17,-3,305,2016-12-05
3057,Mike Muscala,Atlanta Hawks,21:44,3,3,100,1,1,100,4,4,100,0,5,5,2,0,1,2,4,11,-6,305,2016-12-05
3058,Maurice Harkless,Portland Trail Blazers,31:21,4,11,36.4,1,4,25.0,2,3,66.7,4,5,9,2,1,1,2,4,11,0,306,2016-12-05
3059,Ed Davis,Portland Trail Blazers,30:12,2,3,66.7,0,0,0.0,1,2,50.0,2,5,7,0,1,1,0,5,5,2,306,2016-12-05
3060,Mason Plumlee,Portland Trail Blazers,23:07,4,9,44.4,0,0,0.0,2,2,100,1,4,5,2,2,2,1,1,10,-10,306,2016-12-05
3061,CJ McCollum,Portland Trail Blazers,30:10,10,19,52.6,4,7,57.1,0,0,0.0,1,1,2,5,0,0,2,2,24,-9,306,2016-12-05
3062,Damian Lillard,Portland Trail Blazers,34:26,11,24,45.8,3,6,50.0,5,5,100,0,3,3,7,2,3,0,2,30,1,306,2016-12-05
3063,Jimmy Butler,Chicago Bulls,36:45,8,16,50.0,2,4,50.0,8,8,100,2,5,7,5,1,2,2,1,26,2,306,2016-12-05
3064,Taj Gibson,Chicago Bulls,26:53,4,6,66.7,0,0,0.0,0,1,0.0,1,5,6,1,0,2,2,2,8,-5,306,2016-12-05
3065,Robin Lopez,Chicago Bulls,33:23,2,6,33.3,0,0,0.0,3,4,75.0,7,7,14,2,0,2,1,0,7,6,306,2016-12-05
3066,Denzel Valentine,Chicago Bulls,21:52,1,6,16.7,0,5,0.0,0,0,0.0,0,4,4,0,0,0,1,2,2,-10,306,2016-12-05
3067,Bobby Portis,Chicago Bulls,6:25,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,2,1,1,0,0,0,-5,306,2016-12-05
3068,Kawhi Leonard,San Antonio Spurs,30:45,9,22,40.9,1,5,20.0,2,2,100,2,7,9,0,0,2,2,1,21,4,307,2016-12-05
3069,LaMarcus Aldridge,San Antonio Spurs,36:15,7,14,50.0,1,1,100,3,4,75.0,3,6,9,5,1,1,0,3,18,13,307,2016-12-05
3070,Danny Green,San Antonio Spurs,18:48,2,6,33.3,2,5,40.0,0,0,0.0,0,1,1,1,0,0,2,0,6,-5,307,2016-12-05
3071,Patty Mills,San Antonio Spurs,20:43,0,8,0.0,0,5,0.0,1,2,50.0,0,1,1,5,0,0,0,0,1,-2,307,2016-12-05
3072,Kyle Anderson,San Antonio Spurs,3:31,1,2,50.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,-5,307,2016-12-05
3073,Davis Bertans,San Antonio Spurs,8:03,0,3,0.0,0,3,0.0,1,2,50.0,0,1,1,1,0,0,1,4,1,-2,307,2016-12-05
3074,Dewayne Dedmon,San Antonio Spurs,14:13,5,5,100,0,0,0.0,0,1,0.0,4,2,6,0,0,1,1,2,10,6,307,2016-12-05
3075,Giannis Antetokounmpo,Milwaukee Bucks,29:00,6,12,50.0,1,1,100,9,10,90.0,2,9,11,2,2,1,2,5,22,-3,307,2016-12-05
3076,Jabari Parker,Milwaukee Bucks,34:10,6,14,42.9,1,3,33.3,10,10,100,3,5,8,3,1,1,2,0,23,-5,307,2016-12-05
3077,Tony Snell,Milwaukee Bucks,35:05,1,6,16.7,0,5,0.0,2,2,100,0,2,2,0,0,0,0,1,4,-2,307,2016-12-05
3078,Malcolm Brogdon,Milwaukee Bucks,16:24,1,6,16.7,0,2,0.0,0,0,0.0,0,0,0,5,0,0,0,1,2,-6,307,2016-12-05
3079,JaMychal Green,Memphis Grizzlies,43:29,2,9,22.2,0,3,0.0,1,3,33.3,3,14,17,1,1,0,1,4,5,15,308,2016-12-05
3080,Solomon Hill,New Orleans Pelicans,46:36,2,6,33.3,0,2,0.0,5,5,100,2,5,7,5,1,0,3,3,9,-7,308,2016-12-05
3081,Anthony Davis,New Orleans Pelicans,48:29,10,27,37.0,1,4,25.0,7,7,100,0,16,16,1,1,4,1,1,28,-5,308,2016-12-05
3082,Buddy Hield,New Orleans Pelicans,24:24,3,8,37.5,2,5,40.0,0,0,0.0,0,3,3,1,1,0,0,2,8,-13,308,2016-12-05
3083,Jae Crowder,Boston Celtics,35:31,4,9,44.4,2,5,40.0,2,2,100,0,3,3,5,0,0,1,0,12,-6,309,2016-12-05
3084,Al Horford,Boston Celtics,34:49,9,22,40.9,1,5,20.0,2,2,100,1,5,6,9,1,2,4,3,21,-7,309,2016-12-05
3085,Avery Bradley,Boston Celtics,35:03,8,16,50.0,0,2,0.0,0,0,0.0,2,8,10,1,1,0,1,5,16,1,309,2016-12-05
3086,Marcus Smart,Boston Celtics,27:26,4,9,44.4,1,4,25.0,4,5,80.0,2,3,5,2,0,1,0,3,13,1,309,2016-12-05
3087,Kelly Olynyk,Boston Celtics,15:21,3,6,50.0,1,2,50.0,0,0,0.0,1,4,5,2,1,0,1,2,7,6,309,2016-12-05
3088,Jaylen Brown,Boston Celtics,18:52,3,6,50.0,1,2,50.0,0,0,0.0,0,1,1,0,0,0,0,2,7,4,309,2016-12-05
3089,Terry Rozier,Boston Celtics,13:54,2,6,33.3,0,2,0.0,0,0,0.0,0,3,3,5,1,0,0,0,4,3,309,2016-12-05
3090,Trevor Ariza,Houston Rockets,33:27,6,15,40.0,3,10,30.0,0,0,0.0,1,7,8,1,0,2,0,2,15,7,309,2016-12-05
3091,Clint Capela,Houston Rockets,21:36,5,7,71.4,0,0,0.0,1,2,50.0,2,7,9,1,1,1,1,1,11,-10,309,2016-12-05
3092,Patrick Beverley,Houston Rockets,32:26,4,8,50.0,1,3,33.3,0,0,0.0,1,4,5,4,1,0,1,1,9,-3,309,2016-12-05
3093,James Harden,Houston Rockets,35:19,8,14,57.1,3,5,60.0,18,18,100,1,7,8,7,3,0,10,2,37,3,309,2016-12-05
3094,Eric Gordon,Houston Rockets,30:43,6,11,54.5,4,9,44.4,3,4,75.0,0,1,1,3,0,2,1,1,19,1,309,2016-12-05
3095,Sam Dekker,Houston Rockets,18:29,2,5,40.0,1,2,50.0,0,0,0.0,1,3,4,0,1,0,2,1,5,-10,309,2016-12-05
3096,Montrezl Harrell,Houston Rockets,18:39,3,5,60.0,0,0,0.0,1,1,100,1,1,2,0,0,1,1,2,7,13,309,2016-12-05
3097,Frank Kaminsky,Charlotte Hornets,22:39,3,7,42.9,0,1,0.0,0,0,0.0,0,3,3,0,1,0,0,0,6,-2,310,2016-12-05
3098,Cody Zeller,Charlotte Hornets,23:45,5,5,100,0,0,0.0,2,2,100,1,1,2,1,0,1,3,4,12,4,310,2016-12-05
3099,Nicolas Batum,Charlotte Hornets,37:04,5,14,35.7,0,6,0.0,4,4,100,0,14,14,7,0,0,2,3,14,2,310,2016-12-05
3100,Kemba Walker,Charlotte Hornets,34:46,8,15,53.3,0,2,0.0,3,4,75.0,0,3,3,4,1,1,2,1,19,2,310,2016-12-05
3101,Jeremy Lamb,Charlotte Hornets,20:60,5,10,50.0,1,3,33.3,3,3,100,1,4,5,3,0,1,1,2,14,11,310,2016-12-05
3102,Dorian Finney-Smith,Dallas Mavericks,25:47,0,5,0.0,0,4,0.0,1,2,50.0,0,2,2,0,0,0,0,1,1,-13,310,2016-12-05
3103,Harrison Barnes,Dallas Mavericks,38:15,10,21,47.6,2,4,50.0,7,7,100,4,3,7,2,1,0,0,4,29,4,310,2016-12-05
3104,Dwight Powell,Dallas Mavericks,31:54,7,11,63.6,0,0,0.0,1,3,33.3,4,3,7,0,0,1,0,2,15,-7,310,2016-12-05
3105,Gordon Hayward,Utah Jazz,35:58,7,16,43.8,3,6,50.0,6,9,66.7,1,5,6,5,2,0,2,1,23,18,311,2016-12-05
3106,Rudy Gobert,Utah Jazz,38:52,4,7,57.1,0,0,0.0,6,11,54.5,8,9,17,1,1,5,1,4,14,10,311,2016-12-05
3107,Rodney Hood,Utah Jazz,30:58,5,17,29.4,2,8,25.0,4,4,100,1,4,5,5,0,0,1,0,16,15,311,2016-12-05
3108,Trey Lyles,Utah Jazz,24:34,4,10,40.0,1,3,33.3,0,0,0.0,1,1,2,1,1,2,1,2,9,-13,311,2016-12-05
3109,Joe Ingles,Utah Jazz,11:57,2,3,66.7,1,1,100,2,3,66.7,0,2,2,1,1,0,1,0,7,-9,311,2016-12-05
3110,Julius Randle,Los Angeles Lakers,36:47,5,12,41.7,0,0,0.0,1,2,50.0,4,7,11,1,2,0,0,4,11,-8,311,2016-12-05
3111,Brandon Ingram,Los Angeles Lakers,25:12,1,6,16.7,0,1,0.0,2,2,100,0,2,2,2,0,1,1,3,4,-8,311,2016-12-05
3112,Jordan Clarkson,Los Angeles Lakers,38:12,7,13,53.8,1,2,50.0,2,2,100,1,4,5,0,0,0,3,1,17,12,311,2016-12-05
3113,Lou Williams,Los Angeles Lakers,34:22,13,27,48.1,4,9,44.4,8,9,88.9,0,6,6,7,1,0,3,1,38,22,311,2016-12-05
3114,Paul George,Indiana Pacers,31:20,4,12,33.3,0,2,0.0,13,13,100,1,9,10,3,1,0,2,2,21,-33,312,2016-12-05
3115,Thaddeus Young,Indiana Pacers,22:33,5,10,50.0,0,2,0.0,0,0,0.0,1,1,2,0,0,0,2,1,10,-23,312,2016-12-05
3116,Myles Turner,Indiana Pacers,23:38,3,8,37.5,0,1,0.0,0,0,0.0,1,4,5,0,0,2,0,3,6,-28,312,2016-12-05
3117,Kevin Durant,Golden State Warriors,22:22,9,14,64.3,0,2,0.0,2,3,66.7,1,7,8,4,0,2,2,3,20,15,312,2016-12-05
3118,Draymond Green,Golden State Warriors,26:55,1,6,16.7,0,2,0.0,0,0,0.0,1,4,5,10,4,1,1,3,2,24,312,2016-12-05
3119,Klay Thompson,Golden State Warriors,29:03,21,33,63.6,8,14,57.1,10,11,90.9,0,2,2,1,0,0,0,0,60,37,312,2016-12-05
3120,Stephen Curry,Golden State Warriors,29:09,4,10,40.0,2,7,28.6,3,4,75.0,0,4,4,11,2,1,0,4,13,24,312,2016-12-05
3121,Andre Iguodala,Golden State Warriors,19:29,1,2,50.0,0,0,0.0,1,1,100,0,2,2,2,0,1,0,2,3,18,312,2016-12-05
3122,JaVale McGee,Golden State Warriors,14:59,4,8,50.0,0,1,0.0,1,2,50.0,5,3,8,1,0,2,0,1,9,3,312,2016-12-05
3123,Kevon Looney,Golden State Warriors,14:29,1,4,25.0,0,1,0.0,0,0,0.0,2,3,5,0,0,1,0,2,2,7,312,2016-12-05
3124,Aaron Gordon,Orlando Magic,28:07,4,9,44.4,1,1,100,0,0,0.0,0,5,5,2,1,2,0,0,9,-2,313,2016-12-06
3125,Serge Ibaka,Orlando Magic,31:20,5,15,33.3,0,4,0.0,0,0,0.0,0,5,5,1,0,4,1,0,10,5,313,2016-12-06
3126,Evan Fournier,Orlando Magic,28:07,4,10,40.0,2,6,33.3,0,0,0.0,0,3,3,1,0,0,5,5,10,7,313,2016-12-06
3127,D.J. Augustin,Orlando Magic,20:10,2,5,40.0,1,3,33.3,3,5,60.0,0,1,1,2,1,0,0,0,8,3,313,2016-12-06
3128,Nikola Vucevic,Orlando Magic,25:09,4,9,44.4,0,2,0.0,2,2,100,3,7,10,6,1,0,0,3,10,4,313,2016-12-06
3129,Elfrid Payton,Orlando Magic,34:51,9,12,75.0,3,3,100,4,4,100,1,0,1,9,3,3,2,4,25,2,313,2016-12-06
3130,Jeff Green,Orlando Magic,25:09,6,9,66.7,1,2,50.0,7,8,87.5,0,3,3,0,1,0,1,2,20,6,313,2016-12-06
3131,Markieff Morris,Washington Wizards,33:06,3,10,30.0,0,2,0.0,4,5,80.0,2,5,7,1,0,1,0,3,10,-5,313,2016-12-06
3132,Bradley Beal,Washington Wizards,37:13,7,18,38.9,3,6,50.0,2,4,50.0,1,2,3,4,0,0,3,3,19,-9,313,2016-12-06
3133,John Wall,Washington Wizards,42:18,18,31,58.1,5,8,62.5,11,14,78.6,1,3,4,8,3,0,4,3,52,-1,313,2016-12-06
3134,Trey Burke,Washington Wizards,5:42,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0,3,0,0,0,1,2,-7,313,2016-12-06
3135,Carmelo Anthony,New York Knicks,36:19,13,27,48.1,3,9,33.3,6,7,85.7,1,2,3,2,0,1,1,2,35,25,314,2016-12-06
3136,Kristaps Porzingis,New York Knicks,30:26,6,16,37.5,0,4,0.0,2,4,50.0,2,10,12,0,0,1,0,4,14,7,314,2016-12-06
3137,Derrick Rose,New York Knicks,24:55,4,12,33.3,0,1,0.0,2,2,100,1,1,2,3,2,0,1,0,10,7,314,2016-12-06
3138,Justin Holiday,New York Knicks,18:16,2,3,66.7,1,2,50.0,0,0,0.0,0,3,3,1,2,0,0,2,5,-5,314,2016-12-06
3139,Willy Hernangomez,New York Knicks,3:23,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,0,0,-1,314,2016-12-06
3140,Wayne Ellington,Miami Heat,32:57,5,14,35.7,4,11,36.4,0,0,0.0,0,2,2,3,1,0,0,1,14,5,314,2016-12-06
3141,Hassan Whiteside,Miami Heat,37:35,10,20,50.0,0,0,0.0,3,9,33.3,5,9,14,1,1,3,0,3,23,-24,314,2016-12-06
3142,Rodney McGruder,Miami Heat,35:03,2,11,18.2,1,4,25.0,0,0,0.0,3,3,6,4,1,1,1,2,5,-12,314,2016-12-06
3143,Goran Dragic,Miami Heat,39:55,11,17,64.7,4,4,100,3,4,75.0,1,3,4,7,2,0,5,1,29,-15,314,2016-12-06
3144,Udonis Haslem,Miami Heat,3:33,0,0,0.0,0,0,0.0,1,2,50.0,0,0,0,0,0,0,0,0,1,-12,314,2016-12-06
3145,Jimmy Butler,Chicago Bulls,42:55,11,21,52.4,0,4,0.0,10,10,100,0,6,6,4,0,1,3,1,32,-3,315,2016-12-06
3146,Taj Gibson,Chicago Bulls,29:01,5,10,50.0,0,1,0.0,1,2,50.0,1,9,10,0,2,0,2,4,11,-7,315,2016-12-06
3147,Robin Lopez,Chicago Bulls,32:54,3,5,60.0,0,0,0.0,2,6,33.3,3,5,8,1,0,3,3,1,8,8,315,2016-12-06
3148,Rajon Rondo,Chicago Bulls,37:09,4,10,40.0,1,2,50.0,1,3,33.3,1,2,3,1,0,1,3,4,10,-10,315,2016-12-06
3149,Tobias Harris,Detroit Pistons,40:12,9,16,56.3,2,4,50.0,2,2,100,0,7,7,2,1,1,0,1,22,8,315,2016-12-06
3150,Andre Drummond,Detroit Pistons,24:42,7,13,53.8,0,0,0.0,1,4,25.0,3,7,10,0,1,3,0,3,15,-5,315,2016-12-06
3151,Kentavious Caldwell-Pope,Detroit Pistons,31:18,5,10,50.0,1,5,20.0,1,2,50.0,1,2,3,3,1,0,2,3,12,-6,315,2016-12-06
3152,Reggie Jackson,Detroit Pistons,18:17,2,9,22.2,1,1,100,2,3,66.7,0,3,3,7,2,0,2,3,7,-3,315,2016-12-06
3153,Ish Smith,Detroit Pistons,29:43,2,11,18.2,0,2,0.0,3,4,75.0,1,4,5,10,0,0,0,3,7,14,315,2016-12-06
3154,Richaun Holmes,Philadelphia 76ers,34:02,5,13,38.5,0,2,0.0,0,1,0.0,3,3,6,2,1,3,2,4,10,-7,316,2016-12-06
3155,T.J. McConnell,Philadelphia 76ers,24:40,2,5,40.0,1,1,100,0,0,0.0,1,1,2,9,2,0,3,2,5,-4,316,2016-12-06
3156,Dario Saric,Philadelphia 76ers,25:05,6,12,50.0,3,6,50.0,2,3,66.7,2,5,7,0,1,0,2,4,17,-11,316,2016-12-06
3157,Timothe Luwawu-Cabarrot,Philadelphia 76ers,16:14,3,6,50.0,1,2,50.0,0,2,0.0,0,2,2,0,0,0,2,4,7,0,316,2016-12-06
3158,JaMychal Green,Memphis Grizzlies,34:34,2,7,28.6,0,0,0.0,9,10,90.0,3,7,10,3,2,1,3,4,13,8,316,2016-12-06
3159,Kawhi Leonard,San Antonio Spurs,35:36,11,15,73.3,2,3,66.7,7,8,87.5,0,1,1,4,2,0,1,1,31,16,317,2016-12-06
3160,LaMarcus Aldridge,San Antonio Spurs,30:21,3,8,37.5,0,1,0.0,0,0,0.0,0,2,2,0,3,0,3,3,6,8,317,2016-12-06
3161,Danny Green,San Antonio Spurs,20:14,2,4,50.0,1,3,33.3,0,0,0.0,0,3,3,2,0,0,0,1,5,2,317,2016-12-06
3162,Kyle Anderson,San Antonio Spurs,21:48,2,4,50.0,1,2,50.0,6,6,100,0,6,6,4,0,1,0,2,11,7,317,2016-12-06
3163,Dewayne Dedmon,San Antonio Spurs,23:56,2,2,100,0,0,0.0,1,2,50.0,1,7,8,0,0,0,0,2,5,17,317,2016-12-06
3164,Patty Mills,San Antonio Spurs,26:55,6,13,46.2,2,7,28.6,1,1,100,1,3,4,5,2,0,2,1,15,29,317,2016-12-06
3165,Bryn Forbes,San Antonio Spurs,1:58,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-4,317,2016-12-06
3166,Davis Bertans,San Antonio Spurs,1:58,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-4,317,2016-12-06
3167,Andrew Wiggins,Minnesota Timberwolves,38:21,5,12,41.7,0,2,0.0,1,3,33.3,2,5,7,2,0,0,4,4,11,-14,317,2016-12-06
3168,Gorgui Dieng,Minnesota Timberwolves,33:05,7,9,77.8,0,0,0.0,2,5,40.0,3,5,8,1,1,0,2,3,16,-7,317,2016-12-06
3169,Karl-Anthony Towns,Minnesota Timberwolves,37:16,3,16,18.8,1,3,33.3,4,4,100,3,11,14,4,1,1,2,3,11,-12,317,2016-12-06
3170,Zach LaVine,Minnesota Timberwolves,37:58,9,16,56.3,4,8,50.0,3,4,75.0,0,2,2,1,0,0,3,1,25,-4,317,2016-12-06
3171,Ricky Rubio,Minnesota Timberwolves,31:23,2,9,22.2,0,3,0.0,0,0,0.0,0,5,5,7,1,1,1,3,4,-5,317,2016-12-06
3172,Nemanja Bjelica,Minnesota Timberwolves,10:44,2,4,50.0,1,2,50.0,0,0,0.0,0,0,0,1,0,0,0,2,5,-2,317,2016-12-06
3173,P.J. Tucker,Phoenix Suns,20:50,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,2,2,0,-17,318,2016-12-06
3174,Devin Booker,Phoenix Suns,26:08,9,13,69.2,1,3,33.3,2,3,66.7,0,2,2,1,1,0,4,1,21,-25,318,2016-12-06
3175,Eric Bledsoe,Phoenix Suns,24:52,5,10,50.0,0,0,0.0,4,4,100,1,5,6,2,1,0,3,1,14,-18,318,2016-12-06
3176,Alex Len,Phoenix Suns,20:54,4,9,44.4,0,0,0.0,6,6,100,1,3,4,0,0,0,0,6,14,0,318,2016-12-06
3177,Gordon Hayward,Utah Jazz,35:40,8,16,50.0,2,3,66.7,10,13,76.9,0,6,6,4,3,0,1,1,28,7,318,2016-12-06
3178,Rudy Gobert,Utah Jazz,38:16,6,8,75.0,0,0,0.0,10,11,90.9,3,7,10,0,0,4,3,2,22,20,318,2016-12-06
3179,Rodney Hood,Utah Jazz,11:31,3,6,50.0,2,2,100,0,0,0.0,0,0,0,2,1,0,0,2,8,16,318,2016-12-06
3180,Trey Lyles,Utah Jazz,13:18,0,3,0.0,0,2,0.0,0,0,0.0,1,2,3,3,0,0,0,1,0,5,318,2016-12-06
3181,Joe Ingles,Utah Jazz,20:55,2,4,50.0,1,3,33.3,2,2,100,0,3,3,1,0,0,1,1,7,-4,318,2016-12-06
3182,Raul Neto,Utah Jazz,1:59,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,318,2016-12-06
3183,Tobias Harris,Detroit Pistons,38:35,7,19,36.8,0,7,0.0,0,0,0.0,1,6,7,2,0,1,2,3,14,-1,319,2016-12-07
3184,Andre Drummond,Detroit Pistons,34:04,11,14,78.6,0,0,0.0,4,7,57.1,2,18,20,1,0,2,1,5,26,4,319,2016-12-07
3185,Kentavious Caldwell-Pope,Detroit Pistons,37:09,3,9,33.3,1,4,25.0,0,0,0.0,1,3,4,6,1,0,0,3,7,-3,319,2016-12-07
3186,Reggie Jackson,Detroit Pistons,25:38,4,12,33.3,2,8,25.0,0,0,0.0,0,3,3,2,0,1,4,2,10,2,319,2016-12-07
3187,Ish Smith,Detroit Pistons,22:22,1,7,14.3,0,0,0.0,0,0,0.0,0,3,3,2,0,2,2,1,2,-12,319,2016-12-07
3188,Cody Zeller,Charlotte Hornets,32:11,2,9,22.2,0,0,0.0,5,7,71.4,1,5,6,0,0,1,0,3,9,4,319,2016-12-07
3189,Nicolas Batum,Charlotte Hornets,35:34,4,10,40.0,1,1,100,5,6,83.3,0,15,15,3,0,0,1,1,14,6,319,2016-12-07
3190,Kemba Walker,Charlotte Hornets,33:51,9,22,40.9,2,5,40.0,5,6,83.3,0,3,3,4,2,0,2,1,25,8,319,2016-12-07
3191,Frank Kaminsky,Charlotte Hornets,22:03,2,7,28.6,0,2,0.0,1,4,25.0,1,4,5,2,1,0,0,0,5,8,319,2016-12-07
3192,Jeremy Lamb,Charlotte Hornets,12:26,1,4,25.0,0,2,0.0,1,2,50.0,0,0,0,0,0,0,2,1,3,4,319,2016-12-07
3193,Jae Crowder,Boston Celtics,30:22,6,10,60.0,1,3,33.3,4,5,80.0,1,9,10,2,0,0,1,3,17,26,320,2016-12-07
3194,Al Horford,Boston Celtics,29:23,3,9,33.3,0,3,0.0,4,4,100,1,5,6,8,0,2,0,2,10,31,320,2016-12-07
3195,Avery Bradley,Boston Celtics,32:46,7,14,50.0,3,5,60.0,6,7,85.7,0,4,4,3,1,1,1,1,23,24,320,2016-12-07
3196,Marcus Smart,Boston Celtics,23:01,5,7,71.4,1,2,50.0,2,2,100,0,3,3,3,2,0,2,4,13,19,320,2016-12-07
3197,Kelly Olynyk,Boston Celtics,20:26,4,8,50.0,0,3,0.0,1,1,100,1,3,4,2,1,0,0,1,9,15,320,2016-12-07
3198,Jaylen Brown,Boston Celtics,21:48,5,8,62.5,1,3,33.3,2,3,66.7,1,1,2,1,0,0,3,3,13,7,320,2016-12-07
3199,Terry Rozier,Boston Celtics,26:00,6,13,46.2,1,4,25.0,3,4,75.0,1,4,5,2,1,0,0,1,16,13,320,2016-12-07
3200,Aaron Gordon,Orlando Magic,25:39,2,9,22.2,1,3,33.3,0,2,0.0,0,3,3,4,1,0,2,4,5,-19,320,2016-12-07
3201,Serge Ibaka,Orlando Magic,25:06,3,10,30.0,2,4,50.0,0,0,0.0,3,5,8,0,1,1,1,3,8,-22,320,2016-12-07
3202,Evan Fournier,Orlando Magic,28:43,4,14,28.6,1,3,33.3,5,6,83.3,0,3,3,5,1,0,0,2,14,-17,320,2016-12-07
3203,D.J. Augustin,Orlando Magic,23:54,4,7,57.1,4,6,66.7,3,4,75.0,0,1,1,2,0,0,1,4,15,-20,320,2016-12-07
3204,Nikola Vucevic,Orlando Magic,26:58,5,14,35.7,0,2,0.0,2,2,100,1,9,10,2,2,0,4,1,12,-8,320,2016-12-07
3205,Elfrid Payton,Orlando Magic,27:56,5,8,62.5,0,0,0.0,0,2,0.0,1,3,4,4,1,0,2,3,10,-17,320,2016-12-07
