,Visitor,VisitorScore,Home,HomeScore,Date,GAMEID
0,Knicks,88,Cavaliers,117,2016-10-25,0
1,Jazz,104,Trail Blazers,113,2016-10-25,1
2,Spurs,129,Warriors,100,2016-10-25,2
3,Heat,108,Magic,96,2016-10-26,3
4,Mavericks,121,Pacers,130,2016-10-26,4
5,Nets,117,Celtics,122,2016-10-26,5
6,Pistons,91,Raptors,109,2016-10-26,6
7,Hornets,107,Bucks,96,2016-10-26,7
8,Timberwolves,98,Grizzlies,102,2016-10-26,8
9,Nuggets,107,Pelicans,102,2016-10-26,9
10,Thunder,103,76ers,97,2016-10-26,10
11,Kings,113,Suns,94,2016-10-26,11
12,Rockets,114,Lakers,120,2016-10-26,12
13,Wizards,99,Hawks,114,2016-10-27,13
14,Celtics,99,Bulls,105,2016-10-27,14
15,Spurs,102,Kings,94,2016-10-27,15
16,Clippers,114,Trail Blazers,106,2016-10-27,16
17,Cavaliers,94,Raptors,91,2016-10-28,17
18,Pacers,94,Nets,103,2016-10-28,18
19,Magic,82,Pistons,108,2016-10-28,19
20,Suns,110,Thunder,113,2016-10-28,20
21,Hornets,97,Heat,91,2016-10-28,21
22,Rockets,106,Mavericks,98,2016-10-28,22
23,Lakers,89,Jazz,96,2016-10-28,23
24,Warriors,122,Pelicans,114,2016-10-28,24
25,Hawks,104,76ers,72,2016-10-29,25
26,Celtics,104,Hornets,98,2016-10-29,26
27,Grizzlies,104,Knicks,111,2016-10-29,27
28,Magic,99,Cavaliers,105,2016-10-29,28
29,Pacers,101,Bulls,118,2016-10-29,29
30,Nets,108,Bucks,110,2016-10-29,30
31,Pelicans,79,Spurs,98,2016-10-29,31
32,Trail Blazers,115,Nuggets,113,2016-10-29,32
33,Timberwolves,103,Kings,106,2016-10-29,33
34,Jazz,75,Clippers,88,2016-10-30,34
35,Warriors,106,Suns,100,2016-10-30,35
36,Spurs,106,Heat,99,2016-10-30,36
37,Bucks,83,Pistons,98,2016-10-30,37
38,Lakers,96,Thunder,113,2016-10-30,38
39,Wizards,103,Grizzlies,112,2016-10-30,39
40,Mavericks,92,Rockets,93,2016-10-30,40
41,Nuggets,102,Raptors,105,2016-10-31,41
42,Bulls,118,Nets,88,2016-10-31,42
43,Kings,95,Hawks,106,2016-10-31,43
44,Suns,98,Clippers,116,2016-10-31,44
45,Rockets,120,Cavaliers,128,2016-11-01,45
46,Magic,103,76ers,101,2016-11-01,46
47,Lakers,108,Pacers,115,2016-11-01,47
48,Kings,96,Heat,108,2016-11-01,48
49,Knicks,89,Pistons,102,2016-11-01,49
50,Bucks,117,Pelicans,113,2016-11-01,50
51,Grizzlies,80,Timberwolves,116,2016-11-01,51
52,Jazz,106,Spurs,91,2016-11-01,52
53,Warriors,127,Trail Blazers,104,2016-11-01,53
54,Raptors,113,Wizards,103,2016-11-02,54
55,76ers,93,Hornets,109,2016-11-02,55
56,Pistons,101,Nets,109,2016-11-02,56
57,Rockets,118,Knicks,99,2016-11-02,57
58,Lakers,123,Hawks,116,2016-11-02,58
59,Pelicans,83,Grizzlies,89,2016-11-02,59
60,Bulls,100,Celtics,107,2016-11-02,60
61,Mavericks,81,Jazz,97,2016-11-02,61
62,Trail Blazers,115,Suns,118,2016-11-02,62
63,Thunder,85,Clippers,83,2016-11-02,63
64,Kings,94,Magic,102,2016-11-03,64
65,Pacers,107,Bucks,125,2016-11-03,65
66,Nuggets,102,Timberwolves,99,2016-11-03,66
67,Celtics,122,Cavaliers,128,2016-11-03,67
68,Thunder,96,Warriors,122,2016-11-03,68
69,Hawks,92,Wizards,95,2016-11-04,69
70,Heat,87,Raptors,96,2016-11-04,70
71,Hornets,99,Nets,95,2016-11-04,71
72,Knicks,117,Bulls,104,2016-11-04,72
73,Clippers,99,Grizzlies,88,2016-11-04,73
74,Suns,112,Pelicans,111,2016-11-04,74
75,Trail Blazers,105,Mavericks,95,2016-11-04,75
76,Spurs,100,Jazz,86,2016-11-04,76
77,Warriors,97,Lakers,117,2016-11-04,77
78,Timberwolves,92,Thunder,112,2016-11-05,78
79,Cavaliers,102,76ers,101,2016-11-05,79
80,Wizards,86,Magic,88,2016-11-05,80
81,Nuggets,86,Pistons,103,2016-11-05,81
82,Bulls,94,Pacers,111,2016-11-05,82
83,Rockets,97,Hawks,112,2016-11-05,83
84,Kings,91,Bucks,117,2016-11-05,84
85,Clippers,116,Spurs,92,2016-11-05,85
86,Jazz,114,Knicks,109,2016-11-06,86
87,Trail Blazers,100,Grizzlies,94,2016-11-06,87
88,Kings,96,Raptors,91,2016-11-06,88
89,Bucks,75,Mavericks,86,2016-11-06,89
90,Nuggets,123,Celtics,107,2016-11-06,90
91,Suns,108,Lakers,119,2016-11-06,91
92,Jazz,109,76ers,84,2016-11-07,92
93,Rockets,114,Wizards,106,2016-11-07,93
94,Pacers,100,Hornets,122,2016-11-07,94
95,Magic,80,Bulls,112,2016-11-07,95
96,Heat,85,Thunder,97,2016-11-07,96
97,Pistons,82,Clippers,114,2016-11-07,97
98,Pelicans,106,Warriors,116,2016-11-07,98
99,Hawks,110,Cavaliers,106,2016-11-08,99
100,Timberwolves,110,Nets,119,2016-11-08,100
101,Nuggets,107,Grizzlies,108,2016-11-08,101
102,Suns,121,Trail Blazers,124,2016-11-08,102
103,Mavericks,109,Lakers,97,2016-11-08,103
104,Pelicans,94,Kings,102,2016-11-08,104
105,Nets,96,Knicks,110,2016-11-09,105
106,Celtics,93,Wizards,118,2016-11-09,106
107,Jazz,98,Hornets,104,2016-11-09,107
108,Timberwolves,123,Magic,107,2016-11-09,108
109,76ers,115,Pacers,122,2016-11-09,109
110,Bulls,107,Hawks,115,2016-11-09,110
111,Raptors,112,Thunder,102,2016-11-09,111
112,Pistons,100,Suns,107,2016-11-09,112
113,Rockets,101,Spurs,99,2016-11-09,113
114,Trail Blazers,80,Clippers,111,2016-11-09,114
115,Mavericks,95,Warriors,116,2016-11-09,115
116,Pelicans,112,Bucks,106,2016-11-10,116
117,Bulls,98,Heat,95,2016-11-10,117
118,Warriors,125,Nuggets,101,2016-11-10,118
119,Lakers,101,Kings,91,2016-11-10,119
120,Pacers,105,76ers,109,2016-11-11,120
121,Cavaliers,105,Wizards,94,2016-11-11,121
122,Raptors,113,Hornets,111,2016-11-11,122
123,Jazz,87,Magic,74,2016-11-11,123
124,Knicks,87,Celtics,115,2016-11-11,124
125,Clippers,110,Thunder,108,2016-11-11,125
126,Pistons,86,Spurs,96,2016-11-11,126
127,Kings,120,Trail Blazers,122,2016-11-11,127
128,Lakers,126,Pelicans,99,2016-11-12,128
129,Celtics,105,Pacers,99,2016-11-12,129
130,Knicks,107,Raptors,118,2016-11-12,130
131,76ers,96,Hawks,117,2016-11-12,131
132,Wizards,95,Bulls,106,2016-11-12,132
133,Spurs,106,Rockets,100,2016-11-12,133
134,Clippers,119,Timberwolves,105,2016-11-12,134
135,Jazz,102,Heat,91,2016-11-12,135
136,Grizzlies,96,Bucks,106,2016-11-12,136
137,Pistons,106,Nuggets,95,2016-11-12,137
138,Nets,122,Suns,104,2016-11-12,138
139,Hornets,93,Cavaliers,100,2016-11-13,139
140,Magic,119,Thunder,117,2016-11-13,140
141,Lakers,99,Timberwolves,125,2016-11-13,141
142,Suns,120,Warriors,133,2016-11-13,142
143,Nuggets,105,Trail Blazers,112,2016-11-13,143
144,Magic,69,Pacers,88,2016-11-14,144
145,Mavericks,77,Knicks,93,2016-11-14,145
146,Thunder,88,Pistons,104,2016-11-14,146
147,Celtics,105,Pelicans,106,2016-11-14,147
148,76ers,88,Rockets,115,2016-11-14,148
149,Heat,90,Spurs,94,2016-11-14,149
150,Grizzlies,102,Jazz,96,2016-11-14,150
151,Nets,95,Clippers,127,2016-11-14,151
152,Raptors,117,Cavaliers,121,2016-11-15,152
153,Hawks,93,Heat,90,2016-11-15,153
154,Hornets,115,Timberwolves,108,2016-11-15,154
155,Bulls,113,Trail Blazers,88,2016-11-15,155
156,Nets,118,Lakers,125,2016-11-15,156
157,Wizards,102,76ers,109,2016-11-16,157
158,Pelicans,82,Magic,89,2016-11-16,158
159,Cavaliers,93,Pacers,103,2016-11-16,159
160,Mavericks,83,Celtics,90,2016-11-16,160
161,Pistons,102,Knicks,105,2016-11-16,161
162,Bucks,100,Hawks,107,2016-11-16,162
163,Rockets,103,Thunder,105,2016-11-16,163
164,Warriors,127,Raptors,121,2016-11-16,164
165,Suns,104,Nuggets,120,2016-11-16,165
166,Grizzlies,111,Clippers,107,2016-11-16,166
167,Spurs,110,Kings,105,2016-11-16,167
168,Knicks,112,Wizards,119,2016-11-17,168
169,Bucks,73,Heat,96,2016-11-17,169
170,Trail Blazers,109,Rockets,126,2016-11-17,170
171,76ers,86,Timberwolves,110,2016-11-17,171
172,Bulls,85,Jazz,77,2016-11-17,172
173,Hawks,96,Hornets,100,2016-11-18,173
174,Suns,116,Pacers,96,2016-11-18,174
175,Pistons,81,Cavaliers,104,2016-11-18,175
176,Trail Blazers,101,Pelicans,113,2016-11-18,176
177,Nets,105,Thunder,124,2016-11-18,177
178,Warriors,104,Celtics,88,2016-11-18,178
179,Grizzlies,80,Mavericks,64,2016-11-18,179
180,Raptors,113,Nuggets,111,2016-11-18,180
181,Spurs,116,Lakers,107,2016-11-18,181
182,Clippers,121,Kings,115,2016-11-18,182
183,Jazz,102,Rockets,111,2016-11-19,183
184,Hornets,116,Pelicans,121,2016-11-19,184
185,Heat,114,Wizards,111,2016-11-19,185
186,Mavericks,87,Magic,95,2016-11-19,186
187,Celtics,94,Pistons,92,2016-11-19,187
188,Suns,105,76ers,120,2016-11-19,188
189,Timberwolves,71,Grizzlies,93,2016-11-19,189
190,Warriors,124,Bucks,121,2016-11-19,190
191,Bulls,95,Clippers,102,2016-11-19,191
192,Hawks,94,Knicks,104,2016-11-20,192
193,Trail Blazers,129,Nets,109,2016-11-20,193
194,Pacers,115,Thunder,111,2016-11-20,194
195,Raptors,99,Kings,102,2016-11-20,195
196,Jazz,91,Nuggets,105,2016-11-20,196
197,Bulls,118,Lakers,110,2016-11-20,197
198,Heat,94,76ers,101,2016-11-21,198
199,Suns,101,Wizards,106,2016-11-21,199
200,Grizzlies,105,Hornets,90,2016-11-21,200
201,Warriors,120,Pacers,83,2016-11-21,201
202,Rockets,99,Pistons,96,2016-11-21,202
203,Magic,89,Bucks,93,2016-11-21,203
204,Celtics,99,Timberwolves,93,2016-11-21,204
205,Mavericks,91,Spurs,96,2016-11-21,205
206,Raptors,115,Clippers,123,2016-11-21,206
207,Trail Blazers,103,Knicks,107,2016-11-22,207
208,Pelicans,112,Hawks,94,2016-11-22,208
209,Bulls,107,Nuggets,110,2016-11-22,209
210,Thunder,109,Lakers,111,2016-11-22,210
211,Grizzlies,104,76ers,99,2016-11-23,211
212,Spurs,119,Hornets,114,2016-11-23,212
213,Suns,92,Magic,87,2016-11-23,213
214,Trail Blazers,125,Cavaliers,137,2016-11-23,214
215,Hawks,96,Pacers,85,2016-11-23,215
216,Celtics,111,Nets,92,2016-11-23,216
217,Heat,84,Pistons,107,2016-11-23,217
218,Raptors,115,Rockets,102,2016-11-23,218
219,Clippers,124,Mavericks,104,2016-11-23,219
220,Nuggets,83,Jazz,108,2016-11-23,220
221,Timberwolves,96,Pelicans,117,2016-11-23,221
222,Lakers,106,Warriors,149,2016-11-23,222
223,Thunder,101,Kings,116,2016-11-23,223
224,Spurs,109,Celtics,103,2016-11-25,224
225,Wizards,94,Magic,91,2016-11-25,225
226,Mavericks,90,Cavaliers,128,2016-11-25,226
227,Hornets,111,Knicks,113,2016-11-25,227
228,Bulls,105,76ers,89,2016-11-25,228
229,Clippers,97,Pistons,108,2016-11-25,229
230,Hawks,68,Jazz,95,2016-11-25,230
231,Raptors,105,Bucks,99,2016-11-25,231
232,Heat,90,Grizzlies,81,2016-11-25,232
233,Nets,97,Pacers,118,2016-11-25,233
234,Thunder,132,Nuggets,129,2016-11-25,234
235,Timberwolves,98,Suns,85,2016-11-25,235
236,Pelicans,104,Trail Blazers,119,2016-11-25,236
237,Warriors,109,Lakers,85,2016-11-25,237
238,Rockets,117,Kings,104,2016-11-25,238
239,Spurs,112,Wizards,100,2016-11-26,239
240,Knicks,102,Hornets,107,2016-11-26,240
241,Pistons,88,Thunder,106,2016-11-26,241
242,Grizzlies,110,Heat,107,2016-11-26,242
243,Timberwolves,102,Warriors,115,2016-11-26,243
244,Cavaliers,112,76ers,108,2016-11-27,244
245,Nuggets,120,Suns,114,2016-11-27,245
246,Kings,122,Nets,105,2016-11-27,246
247,Bucks,104,Magic,96,2016-11-27,247
248,Clippers,70,Pacers,91,2016-11-27,248
249,Pelicans,81,Mavericks,91,2016-11-27,249
250,Rockets,130,Trail Blazers,114,2016-11-27,250
251,Hawks,94,Lakers,109,2016-11-27,251
252,Kings,95,Wizards,101,2016-11-28,252
253,76ers,95,Raptors,122,2016-11-28,253
254,Thunder,112,Knicks,103,2016-11-28,254
255,Celtics,112,Heat,104,2016-11-28,255
256,Hornets,104,Grizzlies,85,2016-11-28,256
257,Jazz,112,Timberwolves,103,2016-11-28,257
258,Hawks,100,Warriors,105,2016-11-28,258
259,Pistons,112,Hornets,89,2016-11-29,259
260,Clippers,122,Nets,127,2016-11-29,260
261,Cavaliers,101,Bucks,118,2016-11-29,261
262,Lakers,88,Pelicans,105,2016-11-29,262
263,Magic,95,Spurs,83,2016-11-29,263
264,Rockets,101,Jazz,120,2016-11-29,264
265,Pistons,121,Celtics,114,2016-11-30,265
266,Grizzlies,105,Raptors,120,2016-11-30,266
267,Lakers,96,Bulls,90,2016-11-30,267
268,Wizards,115,Thunder,126,2016-11-30,268
269,Knicks,106,Timberwolves,104,2016-11-30,269
270,Spurs,94,Mavericks,87,2016-11-30,270
271,Heat,106,Nuggets,98,2016-11-30,271
272,Hawks,107,Suns,109,2016-11-30,272
273,Pacers,109,Trail Blazers,131,2016-11-30,273
274,Mavericks,87,Hornets,97,2016-12-01,274
275,Bucks,111,Nets,93,2016-12-01,275
276,Magic,94,Grizzlies,95,2016-12-01,276
277,Clippers,113,Cavaliers,94,2016-12-01,277
278,Heat,111,Jazz,110,2016-12-01,278
279,Rockets,132,Warriors,127,2016-12-01,279
280,Magic,105,76ers,88,2016-12-02,280
281,Kings,92,Celtics,97,2016-12-02,281
282,Lakers,80,Raptors,113,2016-12-02,282
283,Timberwolves,114,Knicks,118,2016-12-02,283
284,Cavaliers,105,Bulls,111,2016-12-02,284
285,Clippers,114,Pelicans,96,2016-12-02,285
286,Pistons,121,Hawks,85,2016-12-02,286
287,Wizards,105,Spurs,107,2016-12-02,287
288,Rockets,128,Nuggets,110,2016-12-02,288
289,Nets,103,Bucks,112,2016-12-03,289
290,Timberwolves,125,Hornets,120,2016-12-03,290
291,Hawks,84,Raptors,128,2016-12-03,291
292,Celtics,107,76ers,106,2016-12-03,292
293,Lakers,100,Grizzlies,103,2016-12-03,293
294,Bulls,82,Mavericks,107,2016-12-03,294
295,Nuggets,98,Jazz,105,2016-12-03,295
296,Heat,92,Trail Blazers,99,2016-12-03,296
297,Suns,109,Warriors,138,2016-12-03,297
298,Magic,98,Pistons,92,2016-12-04,298
299,Pelicans,92,Thunder,101,2016-12-04,299
300,Kings,98,Knicks,106,2016-12-04,300
301,Pacers,111,Clippers,102,2016-12-04,301
302,Nuggets,106,76ers,98,2016-12-05,302
303,Cavaliers,116,Raptors,112,2016-12-05,303
304,Wizards,118,Nets,113,2016-12-05,304
305,Thunder,102,Hawks,99,2016-12-05,305
306,Trail Blazers,112,Bulls,110,2016-12-05,306
307,Spurs,97,Bucks,96,2016-12-05,307
308,Grizzlies,110,Pelicans,108,2016-12-05,308
309,Celtics,106,Rockets,107,2016-12-05,309
310,Hornets,109,Mavericks,101,2016-12-05,310
311,Jazz,107,Lakers,101,2016-12-05,311
312,Pacers,106,Warriors,142,2016-12-05,312
313,Magic,124,Wizards,116,2016-12-06,313
314,Knicks,114,Heat,103,2016-12-06,314
315,Bulls,91,Pistons,102,2016-12-06,315
316,76ers,91,Grizzlies,96,2016-12-06,316
317,Spurs,105,Timberwolves,91,2016-12-06,317
318,Suns,105,Jazz,112,2016-12-06,318
319,Pistons,77,Hornets,87,2016-12-07,319
320,Celtics,117,Magic,87,2016-12-07,320
321,Nuggets,111,Nets,116,2016-12-07,321
322,Heat,95,Hawks,103,2016-12-07,322
323,Trail Blazers,107,Bucks,115,2016-12-07,323
324,Lakers,95,Rockets,134,2016-12-07,324
325,Cavaliers,126,Knicks,94,2016-12-07,325
326,Kings,120,Mavericks,89,2016-12-07,326
327,Pacers,109,Suns,94,2016-12-07,327
328,Warriors,115,Clippers,98,2016-12-07,328
329,Timberwolves,110,Raptors,124,2016-12-08,329
330,Nuggets,85,Wizards,92,2016-12-08,330
331,Trail Blazers,86,Grizzlies,88,2016-12-08,331
332,76ers,99,Pelicans,88,2016-12-08,332
333,Warriors,106,Jazz,99,2016-12-08,333
334,Spurs,91,Bulls,95,2016-12-08,334
335,Magic,88,Hornets,109,2016-12-09,335
336,Heat,84,Cavaliers,114,2016-12-09,336
337,Raptors,101,Celtics,94,2016-12-09,337
338,Hawks,114,Bucks,110,2016-12-09,338
339,Rockets,102,Thunder,99,2016-12-09,339
340,Pistons,117,Timberwolves,90,2016-12-09,340
341,Pacers,103,Mavericks,111,2016-12-09,341
342,Suns,119,Lakers,115,2016-12-09,342
343,Knicks,103,Kings,100,2016-12-09,343
344,Bucks,105,Wizards,110,2016-12-10,344
345,Nuggets,121,Magic,113,2016-12-10,345
346,Trail Blazers,111,Pacers,118,2016-12-10,346
347,Hornets,105,Cavaliers,116,2016-12-10,347
348,Heat,100,Bulls,105,2016-12-10,348
349,Warriors,89,Grizzlies,110,2016-12-10,349
350,Mavericks,87,Rockets,109,2016-12-10,350
351,Nets,101,Spurs,130,2016-12-10,351
352,Kings,84,Jazz,104,2016-12-10,352
353,Pelicans,105,Clippers,133,2016-12-10,353
354,76ers,97,Pistons,79,2016-12-11,354
355,Celtics,96,Thunder,99,2016-12-11,355
356,Warriors,116,Timberwolves,108,2016-12-11,356
357,Pelicans,120,Suns,119,2016-12-11,357
358,Knicks,118,Lakers,112,2016-12-11,358
359,Hornets,94,Pacers,110,2016-12-12,359
360,Bucks,100,Raptors,122,2016-12-12,360
361,Wizards,101,Heat,112,2016-12-12,361
362,Nets,118,Rockets,122,2016-12-12,362
363,Nuggets,92,Mavericks,112,2016-12-12,363
364,Trail Blazers,120,Clippers,121,2016-12-12,364
365,Lakers,92,Kings,116,2016-12-12,365
366,Grizzlies,86,Cavaliers,103,2016-12-13,366
367,Magic,131,Hawks,120,2016-12-13,367
368,Timberwolves,99,Bulls,94,2016-12-13,368
369,Warriors,113,Pelicans,109,2016-12-13,369
370,Knicks,111,Suns,113,2016-12-13,370
371,Thunder,95,Trail Blazers,114,2016-12-13,371
372,Raptors,123,76ers,114,2016-12-14,372
373,Hornets,106,Wizards,109,2016-12-14,373
374,Clippers,113,Magic,108,2016-12-14,374
375,Pacers,89,Heat,95,2016-12-14,375
376,Lakers,97,Nets,107,2016-12-14,376
377,Cavaliers,85,Grizzlies,93,2016-12-14,377
378,Kings,98,Rockets,132,2016-12-14,378
379,Pistons,95,Mavericks,85,2016-12-14,379
380,Thunder,89,Jazz,109,2016-12-14,380
381,Celtics,101,Spurs,108,2016-12-14,381
382,Bulls,97,Bucks,108,2016-12-15,382
383,Pacers,95,Pelicans,102,2016-12-15,383
384,Trail Blazers,120,Nuggets,132,2016-12-15,384
385,Spurs,107,Suns,92,2016-12-15,385
386,Knicks,90,Warriors,103,2016-12-15,386
387,Pistons,108,Wizards,122,2016-12-16,387
388,Nets,111,Magic,118,2016-12-16,388
389,Hornets,88,Celtics,96,2016-12-16,389
390,Hawks,125,Raptors,121,2016-12-16,390
391,Bucks,95,Bulls,69,2016-12-16,391
392,Kings,96,Grizzlies,92,2016-12-16,392
393,Pelicans,100,Rockets,122,2016-12-16,393
394,Lakers,100,76ers,89,2016-12-16,394
395,Clippers,102,Heat,98,2016-12-16,395
396,Mavericks,100,Jazz,103,2016-12-16,396
397,Suns,101,Thunder,114,2016-12-17,397
398,Pacers,105,Pistons,90,2016-12-17,398
399,Hornets,107,Hawks,99,2016-12-17,399
400,Lakers,108,Cavaliers,119,2016-12-17,400
401,Rockets,111,Timberwolves,109,2016-12-17,401
402,Knicks,114,Nuggets,127,2016-12-17,402
403,Trail Blazers,90,Warriors,135,2016-12-17,403
404,Clippers,110,Wizards,117,2016-12-18,404
405,Kings,79,Mavericks,99,2016-12-18,405
406,Jazz,82,Grizzlies,73,2016-12-18,406
407,Nets,107,76ers,108,2016-12-18,407
408,Raptors,109,Magic,79,2016-12-18,408
409,Celtics,105,Heat,95,2016-12-18,409
410,Pelicans,100,Spurs,113,2016-12-18,410
411,Wizards,105,Pacers,107,2016-12-19,411
412,Pistons,82,Bulls,113,2016-12-19,412
413,Hawks,110,Thunder,108,2016-12-19,413
414,Suns,108,Timberwolves,115,2016-12-19,414
415,Mavericks,107,Nuggets,117,2016-12-19,415
416,Pelicans,108,76ers,93,2016-12-20,416
417,Lakers,113,Hornets,117,2016-12-20,417
418,Nets,104,Raptors,116,2016-12-20,418
419,Pacers,111,Knicks,118,2016-12-20,419
420,Magic,136,Heat,130,2016-12-20,420
421,Cavaliers,114,Bucks,108,2016-12-20,421
422,Celtics,112,Grizzlies,109,2016-12-20,422
423,Spurs,102,Rockets,100,2016-12-20,423
424,Nuggets,102,Clippers,119,2016-12-20,424
425,Jazz,74,Warriors,104,2016-12-20,425
426,Trail Blazers,121,Kings,126,2016-12-20,426
427,Bucks,102,Cavaliers,113,2016-12-21,427
428,Timberwolves,92,Hawks,84,2016-12-21,428
429,Grizzlies,98,Pistons,86,2016-12-21,429
430,Wizards,107,Bulls,97,2016-12-21,430
431,Thunder,121,Pelicans,110,2016-12-21,431
432,Kings,94,Jazz,93,2016-12-21,432
433,Rockets,125,Suns,111,2016-12-21,433
434,Mavericks,96,Trail Blazers,95,2016-12-21,434
435,Celtics,109,Pacers,102,2016-12-22,435
436,Warriors,117,Nets,101,2016-12-22,436
437,Magic,95,Knicks,106,2016-12-22,437
438,Lakers,107,Heat,115,2016-12-22,438
439,Spurs,101,Clippers,106,2016-12-22,439
440,Bulls,91,Hornets,103,2016-12-23,440
441,Lakers,90,Magic,109,2016-12-23,441
442,Nets,99,Cavaliers,119,2016-12-23,442
443,Thunder,117,Celtics,112,2016-12-23,443
444,Warriors,119,Pistons,113,2016-12-23,444
445,Wizards,96,Bucks,123,2016-12-23,445
446,Rockets,109,Grizzlies,115,2016-12-23,446
447,Heat,87,Pelicans,91,2016-12-23,447
448,Kings,109,Timberwolves,105,2016-12-23,448
449,Hawks,109,Nuggets,108,2016-12-23,449
450,Raptors,104,Jazz,98,2016-12-23,450
451,76ers,116,Suns,123,2016-12-23,451
452,Spurs,110,Trail Blazers,90,2016-12-23,452
453,Mavericks,90,Clippers,88,2016-12-23,453
454,Celtics,119,Knicks,114,2016-12-25,454
455,Warriors,108,Cavaliers,109,2016-12-25,455
456,Bulls,100,Spurs,119,2016-12-25,456
457,Timberwolves,100,Thunder,112,2016-12-25,457
458,Clippers,102,Lakers,111,2016-12-25,458
459,Bucks,102,Wizards,107,2016-12-26,459
460,Grizzlies,102,Magic,112,2016-12-26,460
461,Hornets,118,Nets,120,2016-12-26,461
462,Cavaliers,90,Pistons,106,2016-12-26,462
463,Pacers,85,Bulls,90,2016-12-26,463
464,Mavericks,104,Pelicans,111,2016-12-26,464
465,Suns,115,Rockets,131,2016-12-26,465
466,Hawks,90,Timberwolves,104,2016-12-26,466
467,Raptors,95,Trail Blazers,91,2016-12-26,467
468,Nuggets,106,Clippers,102,2016-12-26,468
469,76ers,100,Kings,102,2016-12-26,469
470,Grizzlies,103,Celtics,113,2016-12-27,470
471,Thunder,106,Heat,94,2016-12-27,471
472,Rockets,123,Mavericks,107,2016-12-27,472
473,Jazz,102,Lakers,100,2016-12-27,473
474,Pacers,105,Wizards,111,2016-12-28,474
475,Hornets,120,Magic,101,2016-12-28,475
476,Knicks,98,Hawks,102,2016-12-28,476
477,Bucks,119,Pistons,94,2016-12-28,477
478,Nets,99,Bulls,101,2016-12-28,478
479,Clippers,98,Pelicans,102,2016-12-28,479
480,Suns,98,Spurs,119,2016-12-28,480
481,Timberwolves,103,Nuggets,105,2016-12-28,481
482,Kings,89,Trail Blazers,102,2016-12-28,482
483,Raptors,111,Warriors,121,2016-12-28,483
484,Heat,82,Hornets,91,2016-12-29,484
485,Thunder,80,Grizzlies,114,2016-12-29,485
486,Celtics,118,Cavaliers,124,2016-12-29,486
487,76ers,83,Jazz,100,2016-12-29,487
488,Raptors,91,Suns,99,2016-12-29,488
489,Mavericks,101,Lakers,89,2016-12-29,489
490,Bulls,101,Pacers,111,2016-12-30,490
491,Nets,95,Wizards,118,2016-12-30,491
492,Heat,114,Celtics,117,2016-12-30,492
493,Knicks,92,Pelicans,104,2016-12-30,493
494,Clippers,116,Rockets,140,2016-12-30,494
495,Bucks,99,Timberwolves,116,2016-12-30,495
496,Pistons,98,Hawks,105,2016-12-30,496
497,Trail Blazers,94,Spurs,110,2016-12-30,497
498,76ers,124,Nuggets,122,2016-12-30,498
499,Mavericks,99,Warriors,108,2016-12-30,499
500,Grizzlies,112,Kings,98,2016-12-31,500
501,Bucks,116,Bulls,96,2016-12-31,501
502,Cavaliers,121,Hornets,109,2016-12-31,502
503,Knicks,122,Rockets,129,2016-12-31,503
504,Suns,86,Jazz,91,2016-12-31,504
505,Clippers,88,Thunder,114,2016-12-31,505
506,Spurs,112,Hawks,114,2017-01-01,506
507,Pistons,107,Heat,98,2017-01-01,507
508,Magic,104,Pacers,117,2017-01-01,508
509,Trail Blazers,95,Timberwolves,89,2017-01-01,509
510,Raptors,123,Lakers,114,2017-01-01,510
511,Thunder,94,Bucks,98,2017-01-02,511
512,Pelicans,82,Cavaliers,90,2017-01-02,512
513,Jazz,101,Nets,89,2017-01-02,513
514,Magic,115,Knicks,103,2017-01-02,514
515,Hornets,111,Bulls,118,2017-01-02,515
516,Wizards,91,Rockets,101,2017-01-02,516
517,Suns,98,Clippers,109,2017-01-02,517
518,Nuggets,119,Warriors,127,2017-01-02,518
519,Timberwolves,91,76ers,93,2017-01-03,519
520,Jazz,104,Celtics,115,2017-01-03,520
521,Pacers,121,Pistons,116,2017-01-03,521
522,Wizards,105,Mavericks,113,2017-01-03,522
523,Raptors,82,Spurs,110,2017-01-03,523
524,Kings,120,Nuggets,113,2017-01-03,524
525,Heat,90,Suns,99,2017-01-03,525
526,Grizzlies,102,Lakers,116,2017-01-03,526
527,Thunder,112,Hornets,123,2017-01-04,527
528,Hawks,111,Magic,92,2017-01-04,528
529,Bucks,105,Knicks,104,2017-01-04,529
530,Bulls,106,Cavaliers,94,2017-01-04,530
531,Grizzlies,106,Clippers,115,2017-01-04,531
532,Trail Blazers,117,Warriors,125,2017-01-04,532
533,Heat,107,Kings,102,2017-01-04,533
534,Nets,109,Pacers,121,2017-01-05,534
535,Jazz,93,Raptors,101,2017-01-05,535
536,Hornets,114,Pistons,115,2017-01-05,536
537,Hawks,99,Pelicans,94,2017-01-05,537
538,Thunder,116,Rockets,118,2017-01-05,538
539,Suns,102,Mavericks,95,2017-01-05,539
540,Spurs,127,Nuggets,99,2017-01-05,540
541,Lakers,109,Trail Blazers,118,2017-01-05,541
542,Timberwolves,105,Wizards,112,2017-01-06,542
543,Rockets,100,Magic,93,2017-01-06,543
544,76ers,106,Celtics,110,2017-01-06,544
545,Cavaliers,116,Nets,108,2017-01-06,545
546,Knicks,116,Bucks,111,2017-01-06,546
547,Heat,100,Lakers,127,2017-01-06,547
548,Grizzlies,128,Warriors,119,2017-01-06,548
