,PLAYER,TEAM,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,GAMEID,Date
568,Russell Westbrook,Oklahoma City Thunder,28:02,3,11,27.3,0,4,0.0,4,6,66.7,1,1,2,12,1,0,2,4,10,18,123,2012-11-16
569,Reggie Jackson,Oklahoma City Thunder,6:43,1,1,100,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,3,2,-9,123,2012-11-16
570,Jeremy Lamb,Oklahoma City Thunder,5:49,1,4,25.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,-6,123,2012-11-16
571,Anthony Davis,New Orleans Hornets,29:08,4,14,28.6,0,1,0.0,0,0,0.0,5,6,11,1,0,2,2,1,8,-19,123,2012-11-16
572,Robin Lopez,New Orleans Hornets,28:42,3,8,37.5,0,0,0.0,6,7,85.7,2,0,2,0,0,1,1,1,12,-2,123,2012-11-16
573,Austin Rivers,New Orleans Hornets,24:51,4,8,50.0,1,2,50.0,0,0,0.0,1,1,2,1,1,0,0,2,9,-19,123,2012-11-16
574,Harrison Barnes,Golden State Warriors,34:37,8,15,53.3,0,2,0.0,2,2,100,2,7,9,1,0,0,1,2,18,11,124,2012-11-16
575,Klay Thompson,Golden State Warriors,27:47,5,14,35.7,1,6,16.7,1,2,50.0,0,3,3,2,1,0,2,3,12,17,124,2012-11-16
576,Stephen Curry,Golden State Warriors,29:09,7,12,58.3,0,3,0.0,3,3,100,2,2,4,6,1,1,3,6,17,19,124,2012-11-16
577,Draymond Green,Golden State Warriors,10:40,0,1,0.0,0,1,0.0,3,4,75.0,2,2,4,2,0,0,0,3,3,0,124,2012-11-16
578,Carmelo Anthony,New York Knicks,30:24,7,14,50.0,1,2,50.0,5,5,100,1,2,3,1,1,0,5,5,20,2,125,2012-11-16
579,Rudy Gay,Memphis Grizzlies,37:46,6,16,37.5,1,4,25.0,4,6,66.7,1,1,2,3,2,4,1,4,17,16,125,2012-11-16
580,Mike Conley,Memphis Grizzlies,34:55,6,12,50.0,2,4,50.0,2,3,66.7,1,1,2,8,2,0,2,2,16,19,125,2012-11-16
581,Wayne Ellington,Memphis Grizzlies,16:59,2,4,50.0,1,2,50.0,0,0,0.0,0,0,0,1,1,0,1,1,5,-10,125,2012-11-16
582,Al Horford,Atlanta Hawks,43:59,8,19,42.1,0,0,0.0,4,6,66.7,3,7,10,1,1,0,2,2,20,10,126,2012-11-16
583,Lou Williams,Atlanta Hawks,28:38,5,8,62.5,2,5,40.0,9,11,81.8,0,4,4,5,2,0,0,2,21,13,126,2012-11-16
584,James Johnson,Sacramento Kings,17:03,1,7,14.3,0,1,0.0,0,0,0.0,0,0,0,1,2,0,1,2,2,-15,126,2012-11-16
585,James Harden,Houston Rockets,43:26,8,18,44.4,2,4,50.0,11,12,91.7,2,4,6,6,3,0,4,4,29,0,127,2012-11-16
586,Nicolas Batum,Portland Trail Blazers,46:34,13,19,68.4,5,8,62.5,4,5,80.0,2,4,6,4,1,5,7,3,35,10,127,2012-11-16
587,LaMarcus Aldridge,Portland Trail Blazers,43:15,11,19,57.9,0,0,0.0,7,9,77.8,2,4,6,2,0,2,1,3,29,-9,127,2012-11-16
588,Damian Lillard,Portland Trail Blazers,42:15,9,18,50.0,3,9,33.3,6,6,100,0,5,5,5,2,0,4,2,27,10,127,2012-11-16
589,Goran Dragic,Phoenix Suns,35:55,9,17,52.9,3,6,50.0,1,3,33.3,1,1,2,7,2,0,0,4,22,-9,128,2012-11-16
590,Markieff Morris,Phoenix Suns,12:28,2,5,40.0,0,1,0.0,0,0,0.0,1,1,2,2,0,0,0,5,4,-14,128,2012-11-16
591,P.J. Tucker,Phoenix Suns,9:57,1,2,50.0,0,0,0.0,0,1,0.0,0,3,3,0,0,0,0,0,2,7,128,2012-11-16
592,Dwight Howard,Los Angeles Lakers,35:27,7,14,50.0,0,0,0.0,4,8,50.0,6,6,12,0,1,4,4,4,18,-4,128,2012-11-16
593,Jonas Valanciunas,Toronto Raptors,19:20,1,4,25.0,0,0,0.0,1,1,100,0,2,2,0,0,0,2,6,3,-7,129,2012-11-17
594,DeMar DeRozan,Toronto Raptors,24:04,5,10,50.0,0,1,0.0,0,0,0.0,0,3,3,1,1,0,0,1,10,-5,129,2012-11-17
595,Terrence Ross,Toronto Raptors,23:56,4,6,66.7,2,4,50.0,0,1,0.0,0,4,4,1,1,1,3,2,10,-13,129,2012-11-17
596,Ed Davis,Toronto Raptors,20:36,2,3,66.7,0,0,0.0,3,6,50.0,4,5,9,3,1,1,0,2,7,-11,129,2012-11-17
597,Rajon Rondo,Boston Celtics,32:12,3,4,75.0,0,1,0.0,0,0,0.0,0,2,2,20,1,0,5,2,6,19,129,2012-11-17
598,Jeff Green,Boston Celtics,26:05,4,6,66.7,0,0,0.0,1,2,50.0,0,2,2,2,0,0,1,2,9,15,129,2012-11-17
599,Derrick Favors,Utah Jazz,29:07,3,10,30.0,0,0,0.0,3,4,75.0,5,5,10,0,2,3,0,3,9,9,130,2012-11-17
600,Paul Millsap,Utah Jazz,29:15,2,13,15.4,0,1,0.0,2,4,50.0,5,5,10,2,1,0,2,5,6,-16,130,2012-11-17
601,Gordon Hayward,Utah Jazz,25:17,4,10,40.0,1,2,50.0,6,6,100,1,2,3,5,1,0,3,1,15,15,130,2012-11-17
602,Trevor Ariza,Washington Wizards,34:17,7,15,46.7,1,4,25.0,1,3,33.3,1,8,9,1,3,0,2,1,16,6,130,2012-11-17
603,Bradley Beal,Washington Wizards,13:04,3,6,50.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,2,0,6,-9,130,2012-11-17
604,Rudy Gay,Memphis Grizzlies,28:15,7,16,43.8,1,4,25.0,1,1,100,2,2,4,2,3,1,1,6,16,11,131,2012-11-17
605,Mike Conley,Memphis Grizzlies,31:49,7,12,58.3,1,3,33.3,5,6,83.3,0,4,4,2,4,0,4,2,20,11,131,2012-11-17
606,Wayne Ellington,Memphis Grizzlies,11:29,0,5,0.0,0,4,0.0,0,0,0.0,0,1,1,1,0,0,0,1,0,0,131,2012-11-17
607,Kemba Walker,Charlotte Bobcats,42:09,6,17,35.3,0,1,0.0,5,6,83.3,1,4,5,8,0,1,4,3,17,-5,131,2012-11-17
608,Paul George,Indiana Pacers,24:13,2,7,28.6,1,3,33.3,1,2,50.0,1,4,5,2,0,0,3,4,6,-2,137,2012-11-19
609,George Hill,Indiana Pacers,35:39,2,11,18.2,0,6,0.0,8,8,100,0,3,3,5,1,0,2,4,12,24,137,2012-11-19
610,D.J. Augustin,Indiana Pacers,15:42,1,5,20.0,0,2,0.0,2,3,66.7,0,1,1,1,1,0,1,2,4,-16,137,2012-11-19
611,Trevor Ariza,Washington Wizards,13:18,2,9,22.2,0,2,0.0,2,2,100,2,3,5,2,0,0,1,1,6,-22,137,2012-11-19
612,Bradley Beal,Washington Wizards,29:53,4,12,33.3,3,6,50.0,7,9,77.8,0,2,2,1,1,2,2,1,18,4,137,2012-11-19
613,Tobias Harris,Milwaukee Bucks,12:25,1,2,50.0,0,1,0.0,1,2,50.0,0,3,3,0,0,1,0,3,3,5,138,2012-11-19
614,Kemba Walker,Charlotte Bobcats,36:11,7,13,53.8,1,3,33.3,4,4,100,0,3,3,4,3,0,3,2,19,5,138,2012-11-19
615,Danilo Gallinari,Denver Nuggets,35:12,7,15,46.7,2,6,33.3,10,11,90.9,1,4,5,3,1,1,0,1,26,-5,140,2012-11-19
616,Andre Iguodala,Denver Nuggets,34:54,3,8,37.5,0,3,0.0,1,2,50.0,0,2,2,3,0,0,3,2,7,-1,140,2012-11-19
617,JaVale McGee,Denver Nuggets,17:45,7,12,58.3,0,0,0.0,1,3,33.3,5,3,8,0,0,1,0,1,15,13,140,2012-11-19
618,Rudy Gay,Memphis Grizzlies,33:59,8,13,61.5,2,2,100,4,5,80.0,1,2,3,1,0,1,4,4,22,0,140,2012-11-19
619,Mike Conley,Memphis Grizzlies,35:41,4,10,40.0,3,6,50.0,0,0,0.0,0,0,0,8,2,0,3,2,11,-7,140,2012-11-19
620,Wayne Ellington,Memphis Grizzlies,8:12,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-3,140,2012-11-19
621,Blake Griffin,Los Angeles Clippers,34:24,8,18,44.4,0,0,0.0,0,4,0.0,3,9,12,0,1,0,3,1,16,-3,142,2012-11-19
622,DeAndre Jordan,Los Angeles Clippers,24:14,5,8,62.5,0,0,0.0,3,6,50.0,3,2,5,0,0,2,1,3,13,-1,142,2012-11-19
623,Chris Paul,Los Angeles Clippers,36:13,9,16,56.3,0,3,0.0,1,1,100,2,2,4,8,1,0,3,2,19,-4,142,2012-11-19
624,Eric Bledsoe,Los Angeles Clippers,22:37,4,9,44.4,0,1,0.0,1,2,50.0,3,2,5,3,2,1,1,1,9,2,142,2012-11-19
625,Danny Green,San Antonio Spurs,34:47,2,11,18.2,2,8,25.0,0,0,0.0,2,2,4,2,0,1,1,1,6,-4,142,2012-11-19
626,Patty Mills,San Antonio Spurs,9:55,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-7,142,2012-11-19
627,James Harden,Houston Rockets,17:29,1,6,16.7,1,2,50.0,3,3,100,0,2,2,3,0,1,2,2,6,-13,143,2012-11-19
628,Paul Millsap,Utah Jazz,26:00,4,9,44.4,0,0,0.0,2,2,100,3,5,8,1,0,2,0,3,10,-1,143,2012-11-19
629,Derrick Favors,Utah Jazz,23:12,2,7,28.6,0,0,0.0,4,4,100,3,5,8,0,1,2,1,5,8,10,143,2012-11-19
630,Gordon Hayward,Utah Jazz,18:38,5,12,41.7,1,5,20.0,4,5,80.0,0,2,2,1,0,1,2,3,15,24,143,2012-11-19
631,Alec Burks,Utah Jazz,5:07,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-8,143,2012-11-19
632,Jonas Valanciunas,Toronto Raptors,25:09,3,6,50.0,0,0,0.0,5,6,83.3,3,8,11,3,0,3,1,0,11,7,144,2012-11-20
633,DeMar DeRozan,Toronto Raptors,42:13,8,18,44.4,1,1,100,7,8,87.5,1,3,4,0,1,0,0,0,24,-11,144,2012-11-20
634,Kyle Lowry,Toronto Raptors,29:51,5,14,35.7,0,4,0.0,3,8,37.5,1,6,7,7,0,0,2,5,13,-9,144,2012-11-20
635,Ed Davis,Toronto Raptors,5:27,1,2,50.0,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,1,2,0,144,2012-11-20
636,Thaddeus Young,Philadelphia 76ers,38:36,8,13,61.5,0,0,0.0,2,4,50.0,2,5,7,2,2,2,2,2,18,10,144,2012-11-20
637,Jrue Holiday,Philadelphia 76ers,39:55,9,21,42.9,1,5,20.0,0,0,0.0,2,6,8,12,3,0,3,4,19,1,144,2012-11-20
638,Brook Lopez,Brooklyn Nets,36:37,11,18,61.1,0,0,0.0,1,3,33.3,3,4,7,3,1,0,4,4,23,-5,146,2012-11-20
639,Dwight Howard,Los Angeles Lakers,40:53,8,11,72.7,0,0,0.0,7,19,36.8,4,11,15,3,1,4,3,5,23,-4,146,2012-11-20
640,Jonas Valanciunas,Toronto Raptors,34:54,8,11,72.7,0,0,0.0,0,0,0.0,2,8,10,2,0,1,1,6,16,8,147,2012-11-21
641,DeMar DeRozan,Toronto Raptors,36:57,6,13,46.2,0,0,0.0,2,3,66.7,1,2,3,2,0,1,5,3,14,3,147,2012-11-21
642,Kyle Lowry,Toronto Raptors,35:47,6,15,40.0,4,7,57.1,5,7,71.4,0,3,3,8,2,3,3,4,21,3,147,2012-11-21
643,Terrence Ross,Toronto Raptors,14:57,5,9,55.6,1,4,25.0,0,0,0.0,1,2,3,1,1,1,0,4,11,-7,147,2012-11-21
644,Ed Davis,Toronto Raptors,12:03,1,2,50.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,2,2,-7,147,2012-11-21
645,Kemba Walker,Charlotte Bobcats,39:27,8,16,50.0,1,4,25.0,2,3,66.7,0,3,3,7,1,3,4,1,19,-5,147,2012-11-21
646,Andre Drummond,Detroit Pistons,18:55,2,4,50.0,0,0,0.0,0,0,0.0,1,2,3,1,0,2,1,1,4,0,148,2012-11-21
647,Maurice Harkless,Orlando Magic,21:16,3,7,42.9,0,0,0.0,1,2,50.0,2,2,4,2,0,1,1,3,7,4,148,2012-11-21
648,Nikola Vucevic,Orlando Magic,22:23,3,6,50.0,0,0,0.0,0,0,0.0,1,5,6,0,1,1,3,4,6,10,148,2012-11-21
649,E'Twaun Moore,Orlando Magic,12:11,1,4,25.0,1,1,100,0,0,0.0,0,1,1,2,0,1,1,2,3,-6,148,2012-11-21
650,Ish Smith,Orlando Magic,3:40,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-6,148,2012-11-21
651,Thaddeus Young,Philadelphia 76ers,36:13,5,12,41.7,0,0,0.0,1,2,50.0,3,8,11,2,2,1,1,2,11,0,149,2012-11-21
652,Jrue Holiday,Philadelphia 76ers,38:33,6,16,37.5,2,3,66.7,2,2,100,1,0,1,5,1,1,4,3,16,-9,149,2012-11-21
653,Tristan Thompson,Cleveland Cavaliers,24:53,1,7,14.3,0,0,0.0,2,3,66.7,3,8,11,2,0,1,0,1,4,2,149,2012-11-21
654,Robin Lopez,New Orleans Hornets,33:27,3,17,17.6,0,0,0.0,15,17,88.2,7,6,13,1,2,4,2,3,21,-17,150,2012-11-21
655,Austin Rivers,New Orleans Hornets,32:04,3,9,33.3,0,0,0.0,0,0,0.0,0,4,4,4,0,0,1,1,6,-7,150,2012-11-21
656,Paul George,Indiana Pacers,34:06,13,21,61.9,9,13,69.2,2,3,66.7,1,3,4,4,1,0,0,4,37,8,150,2012-11-21
657,George Hill,Indiana Pacers,37:09,5,12,41.7,3,4,75.0,3,4,75.0,1,5,6,7,1,1,0,1,16,3,150,2012-11-21
658,D.J. Augustin,Indiana Pacers,18:14,1,2,50.0,0,1,0.0,1,2,50.0,1,0,1,3,1,0,1,1,3,5,150,2012-11-21
659,Danny Green,San Antonio Spurs,38:33,3,8,37.5,2,4,50.0,2,2,100,0,4,4,3,1,0,2,1,10,3,151,2012-11-21
660,Rajon Rondo,Boston Celtics,39:36,8,16,50.0,0,1,0.0,6,7,85.7,0,2,2,15,2,0,4,3,22,-5,151,2012-11-21
661,Jeff Green,Boston Celtics,15:53,2,7,28.6,1,2,50.0,0,1,0.0,0,0,0,1,0,0,0,0,5,-9,151,2012-11-21
662,Bradley Beal,Washington Wizards,26:09,3,8,37.5,0,3,0.0,0,0,0.0,3,2,5,4,1,1,5,6,6,-2,152,2012-11-21
663,Trevor Ariza,Washington Wizards,39:48,3,14,21.4,2,5,40.0,4,4,100,4,11,15,1,3,0,3,1,12,7,152,2012-11-21
664,Al Horford,Atlanta Hawks,43:40,7,17,41.2,0,0,0.0,1,10,10.0,2,7,9,10,1,1,1,3,15,10,152,2012-11-21
665,Lou Williams,Atlanta Hawks,16:56,4,10,40.0,1,4,25.0,0,0,0.0,0,0,0,3,1,0,1,1,9,-19,152,2012-11-21
666,Tobias Harris,Milwaukee Bucks,24:25,4,8,50.0,1,4,25.0,2,2,100,0,6,6,1,1,0,0,1,11,8,153,2012-11-21
667,LeBron James,Miami Heat,42:32,11,21,52.4,2,4,50.0,4,8,50.0,2,8,10,8,1,1,1,3,28,5,153,2012-11-21
668,Udonis Haslem,Miami Heat,18:21,1,5,20.0,0,0,0.0,0,0,0.0,2,6,8,0,2,0,0,2,2,7,153,2012-11-21
669,Blake Griffin,Los Angeles Clippers,38:48,9,16,56.3,0,0,0.0,5,8,62.5,2,4,6,1,3,1,3,5,23,-12,154,2012-11-21
670,DeAndre Jordan,Los Angeles Clippers,35:39,4,8,50.0,0,0,0.0,4,6,66.7,2,8,10,0,2,1,0,2,12,-10,154,2012-11-21
671,Chris Paul,Los Angeles Clippers,43:35,2,14,14.3,0,3,0.0,5,6,83.3,1,4,5,9,4,0,4,2,9,-1,154,2012-11-21
672,Eric Bledsoe,Los Angeles Clippers,23:43,4,6,66.7,1,1,100,2,2,100,2,1,3,4,1,1,4,1,11,0,154,2012-11-21
673,Kevin Durant,Oklahoma City Thunder,47:17,7,19,36.8,2,6,33.3,19,21,90.5,0,6,6,5,5,0,6,1,35,9,154,2012-11-21
674,Serge Ibaka,Oklahoma City Thunder,36:03,5,9,55.6,1,1,100,4,4,100,3,9,12,1,1,3,3,6,15,4,154,2012-11-21
675,Russell Westbrook,Oklahoma City Thunder,42:11,8,20,40.0,3,5,60.0,4,6,66.7,1,2,3,9,0,0,3,3,23,8,154,2012-11-21
676,Jimmy Butler,Chicago Bulls,30:15,3,7,42.9,0,2,0.0,2,3,66.7,1,3,4,1,1,1,0,2,8,3,155,2012-11-21
677,Taj Gibson,Chicago Bulls,30:31,4,7,57.1,0,0,0.0,1,2,50.0,2,4,6,1,2,0,2,2,9,3,155,2012-11-21
678,James Harden,Houston Rockets,42:25,8,14,57.1,3,7,42.9,9,13,69.2,1,3,4,3,5,0,6,3,28,6,155,2012-11-21
679,Danilo Gallinari,Denver Nuggets,34:49,6,11,54.5,1,2,50.0,6,6,100,1,5,6,0,0,2,2,3,19,6,156,2012-11-21
680,Andre Iguodala,Denver Nuggets,35:35,7,16,43.8,3,5,60.0,1,1,100,2,7,9,2,2,1,2,1,18,1,156,2012-11-21
681,JaVale McGee,Denver Nuggets,14:47,2,7,28.6,0,0,0.0,2,2,100,1,0,1,0,1,1,2,4,6,-13,156,2012-11-21
682,Kevin Love,Minnesota Timberwolves,34:51,12,25,48.0,2,9,22.2,8,14,57.1,5,9,14,2,2,1,3,4,34,7,156,2012-11-21
683,Carmelo Anthony,New York Knicks,40:35,7,16,43.8,2,4,50.0,7,8,87.5,0,6,6,4,1,0,7,6,23,3,157,2012-11-21
684,Jae Crowder,Dallas Mavericks,20:52,4,6,66.7,3,5,60.0,1,2,50.0,0,4,4,1,1,0,1,1,12,14,157,2012-11-21
685,Nicolas Batum,Portland Trail Blazers,32:38,5,10,50.0,1,5,20.0,2,2,100,3,2,5,4,1,0,3,2,13,-17,158,2012-11-21
686,LaMarcus Aldridge,Portland Trail Blazers,36:13,5,15,33.3,0,0,0.0,2,2,100,2,5,7,1,0,0,5,2,12,-28,158,2012-11-21
687,Damian Lillard,Portland Trail Blazers,35:13,7,13,53.8,2,4,50.0,8,9,88.9,0,0,0,3,1,0,6,1,24,-16,158,2012-11-21
688,Will Barton,Portland Trail Blazers,6:21,0,3,0.0,0,1,0.0,2,2,100,0,2,2,0,0,0,0,0,2,-4,158,2012-11-21
689,Markieff Morris,Phoenix Suns,24:59,9,13,69.2,1,2,50.0,0,0,0.0,3,4,7,1,0,0,1,1,19,14,158,2012-11-21
690,Goran Dragic,Phoenix Suns,26:57,3,7,42.9,2,5,40.0,7,8,87.5,0,2,2,8,3,1,1,3,15,10,158,2012-11-21
691,P.J. Tucker,Phoenix Suns,26:33,5,7,71.4,1,1,100,0,1,0.0,0,2,2,0,1,0,0,1,11,23,158,2012-11-21
692,Dwight Howard,Los Angeles Lakers,40:39,2,4,50.0,0,0,0.0,3,4,75.0,1,8,9,3,2,1,2,4,7,-13,159,2012-11-21
693,James Johnson,Sacramento Kings,19:07,3,5,60.0,0,0,0.0,0,1,0.0,0,0,0,5,2,1,2,4,6,-4,159,2012-11-21
694,Al Horford,Atlanta Hawks,39:03,13,17,76.5,0,0,0.0,0,1,0.0,5,8,13,2,0,3,2,0,26,10,161,2012-11-23
695,Lou Williams,Atlanta Hawks,25:57,3,6,50.0,0,2,0.0,0,0,0.0,0,1,1,1,0,3,2,3,6,-11,161,2012-11-23
696,Kemba Walker,Charlotte Bobcats,44:08,6,15,40.0,2,6,33.3,2,3,66.7,0,4,4,9,2,0,4,2,16,-6,161,2012-11-23
697,Tristan Thompson,Cleveland Cavaliers,28:16,3,6,50.0,0,0,0.0,0,0,0.0,2,3,5,1,0,0,2,3,6,5,162,2012-11-23
698,Maurice Harkless,Orlando Magic,15:54,3,4,75.0,0,0,0.0,0,0,0.0,3,1,4,0,1,0,0,2,6,-6,162,2012-11-23
699,Nikola Vucevic,Orlando Magic,32:21,5,11,45.5,0,0,0.0,0,0,0.0,4,4,8,2,0,2,3,3,10,11,162,2012-11-23
700,E'Twaun Moore,Orlando Magic,16:17,3,4,75.0,1,2,50.0,0,0,0.0,0,3,3,1,1,0,1,1,7,-7,162,2012-11-23
701,Kevin Durant,Oklahoma City Thunder,37:02,9,20,45.0,3,7,42.9,8,8,100,0,3,3,2,1,1,3,3,29,4,163,2012-11-23
702,Serge Ibaka,Oklahoma City Thunder,33:56,7,11,63.6,0,1,0.0,3,4,75.0,4,9,13,1,0,2,2,2,17,-1,163,2012-11-23
703,Russell Westbrook,Oklahoma City Thunder,38:07,10,21,47.6,2,7,28.6,4,4,100,0,7,7,8,2,1,5,4,26,7,163,2012-11-23
704,Rajon Rondo,Boston Celtics,36:53,2,5,40.0,1,2,50.0,1,2,50.0,0,8,8,16,2,0,2,2,6,-9,163,2012-11-23
705,Jeff Green,Boston Celtics,24:36,6,11,54.5,0,1,0.0,5,5,100,0,2,2,0,1,1,2,4,17,3,163,2012-11-23
706,Blake Griffin,Los Angeles Clippers,36:58,5,10,50.0,0,0,0.0,4,8,50.0,2,6,8,3,0,2,2,0,14,-8,164,2012-11-23
707,DeAndre Jordan,Los Angeles Clippers,24:28,5,14,35.7,0,0,0.0,2,3,66.7,8,5,13,0,0,1,3,3,12,-11,164,2012-11-23
708,Chris Paul,Los Angeles Clippers,36:09,5,11,45.5,2,4,50.0,2,3,66.7,3,2,5,9,2,0,2,6,14,-10,164,2012-11-23
709,Eric Bledsoe,Los Angeles Clippers,12:04,3,5,60.0,0,1,0.0,0,0,0.0,0,3,3,0,0,1,3,2,6,0,164,2012-11-23
710,Brook Lopez,Brooklyn Nets,33:26,13,24,54.2,0,0,0.0,0,1,0.0,1,4,5,1,0,3,0,4,26,8,164,2012-11-23
711,Jonas Valanciunas,Toronto Raptors,31:19,3,6,50.0,0,0,0.0,3,4,75.0,2,4,6,1,0,2,2,4,9,-7,165,2012-11-23
712,DeMar DeRozan,Toronto Raptors,34:06,2,9,22.2,0,0,0.0,1,2,50.0,0,1,1,1,0,0,2,2,5,-5,165,2012-11-23
713,Kyle Lowry,Toronto Raptors,31:54,6,17,35.3,2,7,28.6,5,7,71.4,0,6,6,5,3,0,2,5,19,-2,165,2012-11-23
714,Terrence Ross,Toronto Raptors,16:58,0,5,0.0,0,2,0.0,0,0,0.0,0,2,2,0,1,0,1,2,0,7,165,2012-11-23
715,Ed Davis,Toronto Raptors,10:19,3,5,60.0,0,0,0.0,3,3,100,2,2,4,1,0,2,0,1,9,2,165,2012-11-23
716,Andre Drummond,Detroit Pistons,24:24,6,11,54.5,0,0,0.0,1,6,16.7,8,5,13,0,2,0,1,2,13,-2,165,2012-11-23
717,Danny Green,San Antonio Spurs,34:04,3,9,33.3,1,6,16.7,2,2,100,0,4,4,1,1,0,1,1,9,1,166,2012-11-23
718,Patty Mills,San Antonio Spurs,5:12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,0,0,-3,166,2012-11-23
719,Paul George,Indiana Pacers,34:07,6,14,42.9,2,2,100,1,2,50.0,1,3,4,2,0,1,3,2,15,-18,166,2012-11-23
720,George Hill,Indiana Pacers,34:26,5,15,33.3,0,5,0.0,1,1,100,1,3,4,7,0,0,0,2,11,-19,166,2012-11-23
721,D.J. Augustin,Indiana Pacers,14:51,3,7,42.9,1,3,33.3,1,1,100,0,1,1,8,0,0,2,4,8,9,166,2012-11-23
722,Dwight Howard,Los Angeles Lakers,39:17,2,7,28.6,0,0,0.0,3,6,50.0,3,1,4,3,1,4,5,5,7,1,167,2012-11-23
723,Rudy Gay,Memphis Grizzlies,41:14,7,17,41.2,3,4,75.0,4,4,100,1,7,8,5,0,0,4,2,21,15,167,2012-11-23
724,Mike Conley,Memphis Grizzlies,36:09,8,14,57.1,1,3,33.3,2,2,100,1,0,1,6,4,0,2,2,19,23,167,2012-11-23
725,Wayne Ellington,Memphis Grizzlies,10:31,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,1,2,0,-14,167,2012-11-23
726,Carmelo Anthony,New York Knicks,34:33,14,24,58.3,7,12,58.3,2,2,100,1,3,4,2,0,0,7,4,37,-12,168,2012-11-23
727,James Harden,Houston Rockets,39:25,7,15,46.7,3,5,60.0,16,16,100,0,4,4,9,1,1,3,3,33,27,168,2012-11-23
728,Harrison Barnes,Golden State Warriors,15:08,1,5,20.0,0,2,0.0,2,2,100,0,2,2,1,1,0,2,5,4,0,169,2012-11-23
729,Klay Thompson,Golden State Warriors,35:50,6,12,50.0,4,7,57.1,0,0,0.0,0,1,1,3,0,0,0,2,16,-15,169,2012-11-23
730,Stephen Curry,Golden State Warriors,25:46,2,5,40.0,2,2,100,0,0,0.0,0,1,1,3,0,0,4,4,6,-18,169,2012-11-23
731,Draymond Green,Golden State Warriors,21:13,0,3,0.0,0,1,0.0,0,0,0.0,0,6,6,1,0,0,1,5,0,0,169,2012-11-23
732,Kent Bazemore,Golden State Warriors,0:40,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,169,2012-11-23
733,Danilo Gallinari,Denver Nuggets,35:27,8,20,40.0,0,5,0.0,4,6,66.7,2,5,7,2,1,1,1,3,20,6,169,2012-11-23
734,Andre Iguodala,Denver Nuggets,38:57,11,19,57.9,3,6,50.0,4,6,66.7,2,4,6,2,0,2,0,3,29,13,169,2012-11-23
735,JaVale McGee,Denver Nuggets,24:42,2,7,28.6,0,0,0.0,2,4,50.0,2,4,6,0,0,3,1,1,6,2,169,2012-11-23
736,James Johnson,Sacramento Kings,14:43,1,3,33.3,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,1,2,-2,170,2012-11-23
737,Paul Millsap,Utah Jazz,19:42,4,9,44.4,0,0,0.0,2,3,66.7,1,0,1,1,0,0,2,3,10,-12,170,2012-11-23
738,Gordon Hayward,Utah Jazz,29:34,7,16,43.8,0,2,0.0,9,9,100,0,3,3,2,1,1,4,2,23,12,170,2012-11-23
739,Derrick Favors,Utah Jazz,28:18,7,15,46.7,0,0,0.0,2,3,66.7,9,5,14,0,2,2,0,2,16,14,170,2012-11-23
740,Robin Lopez,New Orleans Hornets,41:31,4,9,44.4,0,0,0.0,0,0,0.0,0,7,7,3,0,4,2,3,8,-4,171,2012-11-23
741,Austin Rivers,New Orleans Hornets,15:54,0,2,0.0,0,0,0.0,3,4,75.0,2,0,2,2,0,0,1,2,3,-20,171,2012-11-23
742,Markieff Morris,Phoenix Suns,34:31,9,12,75.0,2,2,100,3,4,75.0,2,1,3,3,1,0,0,3,23,-6,171,2012-11-23
743,Goran Dragic,Phoenix Suns,37:19,7,14,50.0,3,6,50.0,3,4,75.0,0,2,2,8,3,0,3,1,20,-10,171,2012-11-23
744,P.J. Tucker,Phoenix Suns,33:31,5,8,62.5,2,3,66.7,3,5,60.0,1,6,7,3,0,0,0,0,15,25,171,2012-11-23
745,Kevin Love,Minnesota Timberwolves,35:48,6,15,40.0,0,2,0.0,12,16,75.0,2,11,13,1,3,0,1,3,24,-2,172,2012-11-23
746,Nicolas Batum,Portland Trail Blazers,36:07,3,10,30.0,1,7,14.3,2,2,100,2,2,4,5,0,2,4,2,9,1,172,2012-11-23
747,LaMarcus Aldridge,Portland Trail Blazers,27:46,6,13,46.2,0,0,0.0,1,3,33.3,1,5,6,0,0,0,2,6,13,-2,172,2012-11-23
748,Damian Lillard,Portland Trail Blazers,37:07,11,17,64.7,4,8,50.0,2,4,50.0,0,4,4,8,0,1,0,0,28,10,172,2012-11-23
